name,ROE_avg,asset_liability_avg
山东华鹏,-16.502,63.342
海兰信,-5.153999999999999,28.746
中国重工,-0.316,53.120000000000005
中船科技,2.7759999999999994,51.44200000000001
亚星锚链,2.8,22.44
天海防务,-31.082,50.30400000000001
亚光科技,-10.676,41.482
中国船舶,2.71,64.02199999999999
中船防务,4.836,62.48599999999999
国瑞科技,-0.3780000000000001,31.226000000000006
中国动力,2.5780000000000003,41.322
江龙船艇,8.14,55.263999999999996
博迈科,3.150000000000001,30.922000000000004
金石资源,20.654000000000003,43.842
海油工程,2.0039999999999996,31.772
中油工程,3.164,75.69800000000001
石化油服,5.572,89.494
海默科技,-10.723999999999998,44.517999999999994
广东宏大,8.872,49.81
惠博普,-4.223999999999999,48.45400000000001
贝肯能源,-5.116,60.398
龙高股份,14.166,14.540000000000001
准油股份,-16.697999999999997,72.81
潜能恒信,2.33,24.592000000000002
中海油服,4.2700000000000005,50.062
中曼石油,1.168,59.568
通源石油,-12.040000000000001,39.192
金诚信,8.656,38.495999999999995
海油发展,8.228,41.676
恒泰艾普,-67.276,62.682
仁智股份,-38.562,90.47
新力金融,-6.362,53.233999999999995
爱建集团,10.284,57.314
弘业期货,3.172,72.386
越秀资本,10.508000000000001,77.652
永安期货,13.394,81.70599999999999
中粮资本,4.848,71.944
中航产融,9.733999999999998,85.244
江苏金租,14.580000000000002,83.696
陕国投Ａ,5.568,25.348000000000003
五矿资本,7.723999999999999,64.304
经纬纺机,6.182,40.894
浙江东方,6.816,48.309999999999995
九鼎投资,10.01,25.75
中油资本,8.016,83.232
*ST泛海,-1321.212,87.06200000000001
渤海租赁,-4.808000000000001,82.21600000000001
瑞达期货,13.162,78.812
海德股份,6.42,27.915999999999997
香溢融通,0.5820000000000001,17.524
南华期货,6.0120000000000005,86.678
ST建元,-139.75249999999997,80.13399999999999
ST熊猫,2.964000000000001,23.276000000000003
*ST民控,1.5479999999999998,3.2300000000000004
仁东控股,-24.874000000000002,85.04799999999999
容百科技,11.224,41.85000000000001
天力锂能,10.564,44.44
先导智能,20.991999999999997,59.306
珠海冠宇,19.34,63.260000000000005
蔚蓝锂芯,11.028,49.55800000000001
亿纬锂能,19.419999999999998,53.09400000000001
当升科技,12.27,33.534
中伟股份,17.338,67.874
南都电源,-2.758,60.33
恩捷股份,20.246000000000002,49.251999999999995
星源材质,9.506,47.766
宁德时代,16.398,61.402
欣旺达,11.74,70.97
嘉元科技,17.636000000000003,23.434000000000005
国轩高科,2.2560000000000002,60.90999999999999
博力威,22.77,56.248000000000005
璞泰来,20.630000000000003,51.58200000000001
贝特瑞,18.172,51.13799999999999
派能科技,30.601999999999997,37.19199999999999
科恒股份,-31.951999999999998,73.61
芳源股份,6.540000000000001,46.955999999999996
金杨股份,16.092000000000002,53.926
新宙邦,16.21,35.79600000000001
雄韬股份,1.0559999999999998,46.722
杭可科技,19.292,49.036
力佳科技,15.534,34.184
长远锂科,12.682,32.20399999999999
中银绒业,-165.368,34.376
德赛电池,25.35,68.99199999999999
安孚科技,1.5619999999999998,61.9
长虹能源,20.442,62.29
湖南裕能,29.695999999999998,51.938
紫建电子,23.752000000000002,34.019999999999996
鹏辉能源,9.594000000000001,59.926
德瑞锂电,19.824,19.035999999999998
星云股份,4.682,44.306
天能股份,26.29,63.708000000000006
振华新材,11.294,64.872
领湃科技,-37.348,53.524
万润新能,8.995999999999999,54.5
骆驼股份,9.088000000000001,36.608000000000004
翔丰华,9.440000000000001,47.992000000000004
诺德股份,3.2359999999999998,58.13800000000001
帕瓦股份,7.042,34.022000000000006
时代万恒,-7.410000000000001,33.428000000000004
安达科技,7.184000000000002,32.995999999999995
亿华通-U,-1.06,27.601999999999997
浙江恒威,21.436,11.622
圣阳股份,3.0480000000000005,33.222
豪鹏科技,19.770000000000003,65.708
赢合科技,7.530000000000001,48.238
孚能科技,-4.7,43.47
野马电池,18.252,29.568
万里股份,-5.432,9.379999999999999
天宏锂电,33.634,65.458
科达利,10.142,37.206
保力新,-47.294000000000004,64.012
兆威机电,30.996,27.252
江南奕帆,24.627999999999997,16.381999999999998
卧龙电驱,11.852,60.778
康平科技,10.3,35.562
江特电机,-7.589999999999999,60.75
大洋电机,-4.029999999999999,45.906
鼎智科技,42.912,29.676
迪贝电气,6.858,32.326
神力股份,2.8280000000000003,42.492
江苏雷利,9.996,32.44
祥明智能,14.941999999999998,27.137999999999998
八方股份,34.53,22.15
湘电股份,-13.930000000000001,69.116
佳电股份,14.580000000000002,46.432
凯中精密,4.588,58.742000000000004
通达动力,6.380000000000001,33.262
科力尔,11.76,21.603999999999996
华瑞股份,5.38,47.744
中电电机,12.368,40.30800000000001
鸣志电器,9.962,24.95
方正电机,-15.485999999999999,43.208
微光股份,17.734,15.742
正弦电气,19.422000000000004,27.046000000000003
天富能源,-1.6620000000000001,69.522
大连热电,-9.662000000000003,73.38199999999999
中国核电,10.971999999999998,71.03
川投能源,11.866,28.866000000000003
华电国际,0.356,66.208
宁波能源,8.011999999999999,49.484
中国广核,11.028000000000002,64.392
华能国际,-6.063999999999999,72.73999999999998
粤电力Ｂ,-2.3260000000000005,63.431999999999995
国投电力,10.303999999999998,65.25399999999999
联美控股,16.68,35.634
深南电A,-5.799999999999999,39.044
嘉泽新能,10.772,65.94200000000001
金开新能,-17.256,77.51200000000001
深南电B,-5.799999999999999,39.044
福能股份,10.03,49.224
梅雁吉祥,1.534,6.339999999999999
韶能股份,3.7600000000000002,58.10799999999999
晋控电力,-0.376,84.104
桂冠电力,15.066000000000003,57.715999999999994
甘肃能源,5.965999999999999,60.45
申能股份,6.35,50.082
建投能源,-0.3219999999999995,61.186
粤电力Ａ,-2.3260000000000005,63.431999999999995
晶科科技,6.552,66.962
*ST金山,-47.445,94.684
银星能源,2.452,67.59599999999999
华电能源,-34.568,89.094
长源电力,5.89,59.54600000000001
京运通,5.676,53.129999999999995
长江电力,14.888,49.006
广州发展,4.068,52.694
太阳能,7.486,61.186
内蒙华电,7.3260000000000005,56.501999999999995
国电电力,2.94,69.55
龙源电力,9.174999999999999,61.886
广宇发展,12.378,75.47800000000001
广西能源,3.842,82.492
湖北能源,6.609999999999999,45.838
豫能控股,-16.592,75.056
川能动力,8.426,52.44199999999999
凌云Ｂ股,5.87,50.85199999999999
上海电力,3.5220000000000007,73.536
三峡能源,8.926,61.152
长青集团,5.936000000000001,68.49
华能水电,10.772,63.254000000000005
江苏国信,5.720000000000001,48.856
三峡水利,7.053999999999999,45.903999999999996
明星电力,4.646,29.082
立新能源,7.659999999999999,72.18800000000002
世茂能源,27.572000000000003,26.028000000000002
大唐发电,-5.534,72.652
节能风电,9.606,66.08200000000001
南网储能,12.168,34.168
郴电国际,1.244,72.8
通宝能源,6.476000000000001,38.554
华银电力,-22.121999999999996,88.34400000000001
乐山电力,6.0280000000000005,52.846000000000004
京能电力,0.8699999999999998,63.577999999999996
西昌电力,3.818,63.21
陕西能源,6.62,64.388
吉电股份,4.336,75.836
宝新能源,8.406,47.904
东旭蓝天,-2.678,55.8
深圳能源,7.4399999999999995,63.965999999999994
恒盛能源,27.733999999999998,37.721999999999994
浙江新能,6.792,64.51199999999999
黔源电力,11.998,66.55799999999999
中闽能源,12.073999999999998,56.15999999999999
浙能电力,3.71,37.418
湖南发展,3.5,6.258
闽东电力,-0.618,50.017999999999994
绿能慧充,-32.855999999999995,26.934000000000005
赣能股份,2.166,44.504
华电B股,-34.568,89.094
永泰能源,4.9479999999999995,62.534000000000006
聆达股份,-2.6759999999999993,55.02
江苏新能,6.298,49.69199999999999
穗恒运Ａ,6.148,60.222
广安爱众,5.464,53.85
协鑫能科,12.462,67.10999999999999
皖能电力,2.6220000000000003,51.727999999999994
涪陵电力,20.683999999999997,53.446000000000005
金冠股份,-4.664,21.997999999999998
兆新股份,-12.191999999999998,38.638
金盘科技,11.976,52.248000000000005
欣灵电气,23.484,43.623999999999995
金利华电,-15.457999999999998,38.402
中能电气,2.6719999999999997,59.262
迦南智能,22.378,41.616
中熔电气,23.776,34.938
皓宸医疗,-13.62,41.334
东方电缆,23.314,45.078
威腾电气,8.957999999999998,44.294
三变科技,5.328,65.564
XD平高电,2.0460000000000003,53.706
国电南瑞,15.713999999999999,43.386
思源电气,12.88,39.338
扬电科技,14.518,40.978
特变电工,14.311999999999998,56.315999999999995
中元股份,-3.6340000000000003,12.292
昇辉科技,6.343999999999999,50.888
同惠电子,22.321999999999996,17.21
国网英大,6.144,52.396
*ST红相,0.34400000000000014,51.910000000000004
江苏华辰,18.76,38.998000000000005
南网科技,12.659999999999998,38.406
双杰电气,-11.916,67.20400000000001
安科瑞,15.898000000000001,28.238
ST天成,-95.39,84.106
鑫宏业,21.196000000000005,58.458000000000006
正泰电器,16.036,56.56
炬华科技,11.922,19.256
通达股份,3.6439999999999997,39.513999999999996
百利电气,4.836,41.279999999999994
新风光,18.660000000000004,50.158
金冠电气,15.713999999999999,47.589999999999996
麦克奥迪,15.815999999999999,30.008000000000003
中辰股份,8.674000000000001,51.016
华明装备,10.290000000000001,34.594
美硕科技,37.548,56.42999999999999
望变电气,14.735999999999999,44.706
晨光电缆,8.563999999999998,61.734
科林电气,8.441999999999998,58.762
国电南自,4.6,63.41799999999999
大连电瓷,7.744,28.625999999999998
万马股份,5.614,51.208000000000006
宏发股份,16.808,34.739999999999995
科润智控,12.437999999999999,49.188
风范股份,0.7860000000000003,45.286
中国西电,2.38,42.04
宝光股份,8.342,40.24400000000001
九洲集团,4.1979999999999995,60.084
新能泰山,17.522,49.593999999999994
起帆电缆,19.624000000000002,57.95399999999999
东方电子,8.638000000000002,44.876
科陆电子,-37.775999999999996,84.96600000000001
泰永长征,9.812,24.333999999999996
许继电气,6.526000000000001,43.40999999999999
明阳电气,3.752,73.76400000000001
四方股份,8.86,40.385999999999996
ST远程,-6.587999999999999,61.456
大烨智能,0.7419999999999998,30.238000000000007
新宏泰,7.478,14.822
北京科锐,4.039999999999999,41.438
和顺电气,-1.3039999999999998,39.17
天正电气,17.048000000000002,52.282
洛凯股份,8.882000000000001,41.412
万控智造,17.564,43.468
新联电子,4.888,10.204
保变电气,-26.57,86.324
新特电气,10.75,10.693999999999999
科大智能,-22.228,62.626
良信股份,14.773999999999997,32.634
白云电器,4.226,59.589999999999996
三星医疗,9.696,41.0
崧盛股份,35.932,44.318
日丰股份,13.928,40.866
煜邦电力,9.488,36.918
金龙羽,11.448,29.974
广电电气,4.058,16.058
球冠电缆,11.756,54.742000000000004
智光电气,5.378,44.35
安靠智电,9.95,20.982
宏力达,23.398,26.363999999999997
华通线缆,7.95,44.41799999999999
三友联众,12.18,37.824
太阳电缆,11.296,59.498000000000005
长园集团,-4.592,63.48199999999999
万胜智能,17.02,35.984
积成电子,1.234,45.216
赛摩智能,-6.522,34.215999999999994
凯发电气,4.754,48.476
神马电力,11.028,20.284
合纵科技,-7.044,59.67
通光线缆,4.241999999999999,50.333999999999996
森源电气,-6.357999999999999,47.86800000000001
泰豪科技,1.6019999999999999,68.578
泓淋电力,22.433999999999997,59.50599999999999
远东股份,-1.7979999999999996,76.01399999999998
亿能电力,19.413999999999998,51.822
杭电股份,4.194,63.90999999999999
全信股份,5.394,27.254
长城电工,-4.768,60.396
友讯达,9.89,40.926
汇金通,4.776,55.9
特锐德,5.196,70.60400000000001
尚纬股份,2.2640000000000002,44.42399999999999
华自科技,-0.5940000000000001,48.134
久盛电气,17.004,63.896
柘中股份,10.575999999999999,27.401999999999997
众智科技,26.492,18.522
温州宏丰,4.92,58.09400000000001
众业达,6.938,31.79
长高电新,5.104000000000001,48.50600000000001
青岛中程,-10.495999999999999,67.97200000000001
金智科技,6.81,57.572
三晖电气,5.23,21.66
汉缆股份,9.846,26.345999999999997
智洋创新,19.112000000000002,37.967999999999996
科汇股份,10.016,33.896
杭州柯林,29.474,23.014
海兴电力,8.646,24.04
长城科技,10.322,36.842
摩恩电气,2.3,46.342
顺钠股份,-14.356,63.746
华菱线缆,11.032,51.574
威尔泰,0.009999999999999964,29.132000000000005
*ST华仪,-143.80800000000002,76.898
西力科技,12.443999999999999,32.05800000000001
长缆科技,8.034,21.2
经纬股份,24.978,36.366
金杯电工,8.462,45.064
宝胜股份,-0.8359999999999997,73.814
中超控股,-4.651999999999999,73.15199999999999
精达股份,12.026,44.908
未来电器,19.386,28.926
英杰电气,20.862000000000002,37.63000000000001
盛弘股份,14.14,41.182
麦格米特,15.670000000000002,48.312
动力源,-8.926,61.164
科华数据,8.017999999999999,57.886
科泰电源,-2.6640000000000006,42.37599999999999
西子洁能,10.648,66.49999999999999
首航高科,-6.1259999999999994,26.944
易事特,8.642,54.507999999999996
通合科技,3.318,25.122000000000003
华光环能,9.222,54.512
科士达,13.325999999999999,35.604
科威尔,23.115999999999996,23.606
中恒电气,2.4839999999999995,25.127999999999997
新雷能,16.235999999999997,40.86
华宝新能,65.892,55.134
龙源技术,1.332,18.816
奥 特 迅,-0.82,32.844
上海电气,-1.0180000000000002,66.888
东方电气,6.023999999999999,65.736
融发核电,-17.663999999999998,66.15599999999999
海陆重工,-2.7800000000000002,48.368
英可瑞,-0.968,26.438
欧陆通,16.372,51.758
哈空调,6.464,65.838
华西能源,-22.126,80.66600000000001
乐凯新材,6.026000000000001,13.886000000000001
西陇科学,4.351999999999999,51.968
金宏气体,13.928,36.5
华特气体,11.578,22.327999999999996
光华科技,5.43,50.656
安集科技,14.904,20.574
江化微,6.272,38.732
广信材料,-11.602,35.034
濮阳惠成,17.662,11.408000000000001
瑞联新材,14.23,29.014
飞凯材料,11.918,42.99
扬帆新材,8.166,34.19
上海新阳,5.332,21.692
鼎龙股份,3.822,13.25
晶瑞电材,9.184000000000001,43.040000000000006
容大感光,8.86,37.11999999999999
南大光电,6.748,37.96
格林达,16.552,17.844
三孚新科,12.15,19.268
万润股份,11.136,18.648
强力新材,5.366,30.538
一博科技,29.708,20.858
聚和材料,27.926000000000005,42.314
清越科技,13.666,41.95199999999999
曼恩斯特,89.78400000000002,47.41
芯动联科,19.4225,4.3225
杰美特,10.524000000000001,24.962
汇川技术,21.428,41.30800000000001
方正科技,-40.49666666666666,78.434
创益通,19.020000000000003,47.17399999999999
英诺激光,11.330000000000002,20.112000000000002
ST金运,-18.499999999999996,47.966
华丰科技,-216.345,65.21
东旭B,-5.454000000000001,56.314
华正新材,10.74,66.32000000000001
厦钨新能,16.46,67.184
大恒科技,4.083999999999999,38.958
朗鸿科技,37.14,34.047999999999995
德邦科技,10.010000000000002,24.663999999999998
光韵达,8.118,35.943999999999996
法拉电子,22.412,21.0
威贸电子,16.95,22.462
奥比中光-UW,-25.93,9.187999999999999
思科瑞,33.004,23.644
中英科技,13.834,13.604000000000003
杉杉股份,10.168000000000001,46.748
高华科技,17.0,35.302
京东方Ｂ,8.138,56.355999999999995
杰普特,9.058000000000002,23.656
久之洋,5.933999999999999,17.484
景嘉微,10.022,12.908000000000001
满坤科技,20.252,48.029999999999994
粤照明Ｂ,5.566000000000001,30.298000000000002
深圳华强,13.906,51.794000000000004
世运电路,11.459999999999999,34.342
智新电子,17.886000000000003,25.238
顺络电子,11.292,32.736000000000004
景旺电子,16.442,43.446000000000005
富信科技,18.748,27.498
云里物里,39.35,35.39
博敏电子,7.153999999999999,42.8
实益达,-2.3600000000000003,20.964000000000002
国博电子,15.234,36.502
国力股份,10.302000000000001,33.532000000000004
艾华集团,15.476000000000003,38.376000000000005
雅葆轩,30.589999999999996,36.134
合肥高科,10.794,57.262
深华发Ｂ,1.95,46.036
金安国纪,9.774,42.802
大族激光,13.4,52.784000000000006
雷特科技,18.516,12.475999999999999
鹏鼎控股,16.666,32.352
迅安科技,42.302,28.351999999999997
统联精密,12.601999999999999,34.416000000000004
珠城科技,25.9,43.812
科力远,-1.424,51.726
中富电路,16.456,43.239999999999995
金禄电子,22.858,61.128
泓禧科技,22.264,51.142
振华科技,14.689999999999998,36.69
伊戈尔,8.022,39.01800000000001
中航光电,16.933999999999997,44.318000000000005
超声电子,8.946000000000002,36.870000000000005
维峰电子,25.868000000000002,22.178
好上好,36.878,70.53399999999999
远 望 谷,-0.1760000000000012,40.025999999999996
远航精密,15.278,21.104
东南电子,18.978,13.430000000000001
生益电子,16.962,46.288
泰晶科技,8.828,27.272
江海股份,10.024000000000001,21.360000000000003
鸿远电子,21.946,20.357999999999997
协和电子,18.016000000000002,27.024
四会富仕,22.625999999999998,24.156
生益科技,18.078,41.432
三未信安,23.656,22.410000000000004
深南电路,21.35,50.477999999999994
可川科技,28.701999999999998,40.266
崇达技术,14.963999999999999,40.034000000000006
则成电子,17.58,33.966
科翔股份,10.559999999999999,59.824
高德红外,12.044,22.216
航天彩虹,3.8240000000000003,19.492
三环集团,14.966,13.562000000000001
逸豪新材,12.331999999999999,48.664
维科技术,-2.0780000000000003,49.368
风华高科,10.136,26.115999999999996
方邦股份,10.190000000000001,10.281999999999998
明阳电路,9.55,37.12
航天电器,12.746,34.332
本川智能,17.262,29.651999999999997
贤丰控股,-3.7700000000000005,26.136000000000003
宏达电子,22.354000000000003,15.338
铜峰电子,-0.21999999999999983,32.816
天津普林,0.13599999999999995,37.784
新亚制程,3.8900000000000006,40.07
依顿电子,8.93,22.546
天键股份,18.868,58.274
海科B,-9.255999999999998,67.46400000000001
迅捷兴,11.834,32.974000000000004
菲沃泰,26.29,23.064
旭光电子,5.9,29.689999999999998
正业科技,-19.56,59.21199999999999
长盈通,16.824,27.3
大立科技,9.858,20.946
天微电子,28.306,33.757999999999996
骏亚科技,10.77,59.136
弘信电子,2.0860000000000007,64.43999999999998
好利科技,4.918000000000001,13.078
金百泽,12.102,32.466
豪声电子,12.054,54.291999999999994
澳弘电子,15.854,44.078
东山精密,12.294,66.23600000000002
胜宏科技,11.213999999999999,52.74399999999999
东晶电子,-4.5520000000000005,25.832000000000004
鸿日达,21.734,59.572
火炬电子,16.381999999999998,28.580000000000002
锐科激光,15.930000000000001,28.664000000000005
中京电子,5.998,56.098
晶赛科技,16.061999999999998,47.336
唯特偶,19.856,30.332
奥士康,12.04,40.682
瑞可达,13.606,41.08
豪江智能,28.109999999999996,47.804
金溢科技,17.022,26.574
惠伦晶体,-4.442,40.385999999999996
中一科技,21.414000000000005,38.56
洁美科技,14.038000000000002,36.434000000000005
兴森科技,13.069999999999999,43.626
隆扬电子,33.730000000000004,10.904
超华科技,-2.7139999999999995,52.80200000000001
华工科技,8.958000000000002,41.141999999999996
铜冠铜箔,9.074000000000002,35.164
民德电子,10.485999999999999,27.034000000000002
沪电股份,19.928,36.582
信音电子,16.452000000000005,34.202
南亚新材,14.847999999999999,49.164
香农芯创,8.296,30.886000000000003
世华科技,24.142000000000003,13.760000000000002
宏昌电子,14.778,41.894
天承科技,26.9625,21.285000000000004
国光电气,11.358,29.534
海洋王,11.036,16.244
荣盛发展,-3.774000000000001,84.602
特发服务,24.502000000000002,38.332
汇通能源,4.292,31.034000000000002
我爱我家,3.3920000000000003,55.85600000000001
皇庭国际,-17.874000000000002,63.812
北辰实业,1.9099999999999995,77.894
招商积余,8.494,52.056
南都物业,16.762,53.424
*ST全新,-19.444,70.11600000000001
市北高新,2.618,58.262
世联行,-4.836000000000001,54.218
新大正,24.73,33.046
中天服务,-245.63400000000001,168.216
群兴玩具,0.002000000000000046,9.11
锦和商管,16.21,49.354
电子城,5.568,57.91400000000001
国创高新,-38.980000000000004,39.898
财信发展,-10.016,85.19800000000001
京投发展,6.215999999999999,83.202
云南城投,-144.195,91.152
珠江股份,-31.182,85.794
华远地产,-11.710000000000003,83.752
西藏城投,3.1660000000000004,74.176
沙河股份,9.691999999999998,56.574
天房发展,-61.20400000000001,88.14200000000001
金地集团,16.52,75.316
首开股份,6.197999999999999,79.524
上实发展,4.247999999999999,71.87800000000001
新城控股,27.546,83.636
大龙地产,1.936,42.914
中迪投资,-20.002000000000002,65.19399999999999
城建发展,3.08,78.384
城投控股,4.138,59.436
中交地产,13.75,87.37400000000001
栖霞建设,6.9079999999999995,79.76000000000002
中南建设,0.2579999999999984,89.436
招商蛇口,14.518,67.73799999999999
大悦城,1.432,77.03800000000001
信达地产,7.836,74.784
迪马股份,-5.022000000000001,79.87
万 科Ａ,17.02,81.378
科新发展,11.289999999999997,64.454
华侨城Ａ,9.193999999999999,74.834
保利发展,15.657999999999998,78.17999999999999
凤凰股份,2.0160000000000005,34.792
天保基建,4.4408920985006264e-17,49.436
合肥城建,12.818000000000001,74.18
深振业Ａ,10.426,57.948
南山控股,8.248000000000001,72.876
空港股份,-0.8740000000000002,54.754
陆家Ｂ股,18.06,68.794
京能置业,0.442,70.632
华夏幸福,-9.218,88.096
