name,industry,market_value,ROE_avg,asset_liability_avg,shareholder_capacity,management_capacity
新大洲A,煤炭行业,21.82,-41.588,64.35799999999999,4.0,6.4
华阳股份,煤炭行业,284.99,16.25,55.92,7.6,9.4
宝泰隆,煤炭行业,72.99,2.46,38.28,5.8,7.0
美锦能源,煤炭行业,338.33,15.384,54.502,0.4,8.4
云维股份,煤炭行业,35.74,5.08,24.746,5.8,8.0
云煤能源,煤炭行业,35.93,1.826,45.400000000000006,7.0,7.8
水羊股份,美容护理,85.76,9.414,38.568000000000005,4.6,5.8
珀莱雅,美容护理,449.92,21.908,35.874,7.6,5.4
可靠股份,美容护理,34.61,14.868,42.432,4.0,7.4
丸美股份,美容护理,119.82,18.42,22.898,7.0,7.4
贝泰妮,美容护理,434.27,47.65,26.028,1.8000000000000005,5.6000000000000005
爱美客,美容护理,966.96,29.75,7.074000000000001,4.6,8.0
华熙生物,美容护理,461.4,18.56,16.962,6.4,6.800000000000001
青岛金王,美容护理,27.7,-11.068,45.068,5.8,6.000000000000001
嘉亨家化,美容护理,22.36,13.254,36.940000000000005,4.0,5.0
力合科创,美容护理,110.89,9.476,36.88,4.0,11.2
依依股份,美容护理,28.44,18.76,22.534,4.0,6.6
科思股份,美容护理,123.6,20.724,28.012,5.8,6.2
百亚股份,美容护理,67.8,18.344,25.828000000000003,5.8,6.800000000000001
上海家化,美容护理,196.6,8.378,42.48799999999999,8.2,4.800000000000001
锦盛新材,美容护理,17.93,8.734,12.778,4.0,6.800000000000001
豪悦护理,美容护理,70.6,40.378,36.06,5.8,6.2
青松股份,美容护理,29.24,0.2340000000000003,39.77,5.2,6.2
两面针,美容护理,30.96,-0.098,21.07,5.8,6.4
中顺洁柔,美容护理,147.47,13.542000000000002,34.64,6.4,5.8
拉芳家化,美容护理,36.87,4.708,9.41,1.2000000000000002,5.2
*ST美谷,美容护理,23.35,-52.97399999999999,74.31199999999998,0.8,6.800000000000001
稳健医疗,美容护理,256.78,25.694,27.096,5.8,6.6000000000000005
C敷尔佳,美容护理,238.49,98.36,21.942,5.2,5.6000000000000005
名臣健康,美容护理,79.0,9.748,25.64,0.8,4.2
延江股份,美容护理,22.4,10.438,45.216,4.6,5.4
倍加洁,美容护理,23.48,9.662,23.44,4.6,5.6000000000000005
华业香料,美容护理,19.29,14.526,19.474,2.0,8.8
诺邦股份,美容护理,22.09,10.84,35.95399999999999,5.8,8.600000000000001
赫美集团,贸易行业,77.5,-60.66,146.588,1.6,6.6
庚星股份,贸易行业,26.14,3.112,36.622,4.6,5.0
鹏都农牧,贸易行业,135.77,-1.88,59.194,2.2,6.4
ST沪科,贸易行业,14.31,3.126,65.814,6.4,7.0
辽宁成大,贸易行业,224.87,6.916,36.956,5.8,9.2
华锡有色,贸易行业,110.07,10.588,30.828000000000003,7.0,6.6
深粮控股,贸易行业,91.05,8.648000000000001,34.586,6.4,6.6
华致酒行,贸易行业,106.7,15.65,45.05800000000001,5.8,6.4
建发股份,贸易行业,345.9,15.02,76.45599999999999,9.4,10.8
厦门国贸,贸易行业,174.84,14.312,66.856,9.4,11.0
物产环能,贸易行业,94.24,35.42399999999999,66.60999999999999,0.4,8.600000000000001
兰生股份,贸易行业,64.2,5.13,27.262,7.0,9.8
东方创业,贸易行业,68.77,4.616,58.772000000000006,7.0,10.0
江苏国泰,贸易行业,128.26,12.566,54.13,6.4,14.2
农 产 品,贸易行业,122.35,4.642,64.344,6.2,10.6
国科恒泰,贸易行业,84.05,16.201999999999998,79.652,5.2,10.2
中电港,贸易行业,192.86,10.802,80.998,6.4,8.600000000000001
力源信息,贸易行业,58.28,-3.3200000000000003,33.373999999999995,5.2,6.000000000000001
建邦科技,贸易行业,5.67,20.428,30.674,4.0,5.0
汇鸿集团,贸易行业,74.0,4.247999999999999,74.47999999999999,4.6,7.8
龙宇股份,贸易行业,36.22,-0.6379999999999999,20.628000000000004,0.8,5.8
利尔达,贸易行业,18.3,16.03,56.42,5.2,8.0
南极电商,贸易行业,98.19,15.925999999999998,12.998,5.2,5.2
廊坊发展,贸易行业,23.23,0.6839999999999999,61.288,4.0,4.800000000000001
玉龙股份,贸易行业,85.27,6.7620000000000005,27.542,5.2,9.0
南纺股份,贸易行业,20.93,7.496,57.466,6.4,5.8
苏美达,贸易行业,105.45,12.07,76.614,5.8,9.0
*ST同达,贸易行业,20.47,-1.886,30.212,5.2,5.2
中成股份,贸易行业,43.05,-14.992,59.624,5.8,3.2
远大控股,贸易行业,40.66,3.176,58.838,4.6,8.4
跨境通,贸易行业,59.21,-8.784000000000002,61.03000000000001,0.8,6.6
雅创电子,贸易行业,37.44,18.18,46.644,5.2,5.6000000000000005
苏豪弘业,贸易行业,22.09,0.384,48.546,5.2,5.6000000000000005
上海物贸,贸易行业,64.28,11.166,59.064,5.2,7.2
润贝航科,贸易行业,29.21,32.068,28.176,4.0,4.4
中信金属,贸易行业,449.33,14.544,65.33,8.600000000000001,6.800000000000001
商络电子,贸易行业,51.3,20.15,41.562,0.8,6.2
大湖股份,农牧饲渔,31.67,-6.792,39.32000000000001,5.2,6.0
金新农,农牧饲渔,58.2,-8.95,59.78,6.4,6.800000000000001
路斯股份,农牧饲渔,8.42,14.802,23.608,5.2,7.6
*ST天山,农牧饲渔,16.93,-83.8,79.814,4.0,7.0
华英农业,农牧饲渔,58.44,-371.766,66.674,4.6,6.2
金健米业,农牧饲渔,54.29,-2.636,63.36999999999999,5.2,7.8
好当家,农牧饲渔,38.86,1.962,49.334,5.8,2.8000000000000003
神农集团,农牧饲渔,126.69,26.836,22.110000000000003,5.2,6.000000000000001
中水渔业,农牧饲渔,39.51,-5.158,33.779999999999994,5.8,9.8
福成股份,农牧饲渔,56.41,7.558,19.722,4.0,5.6000000000000005
天邦食品,农牧饲渔,91.96,-3.313999999999999,65.168,6.4,6.6000000000000005
开创国际,农牧饲渔,24.58,8.280000000000001,31.758000000000003,5.8,7.0
邦基科技,农牧饲渔,28.58,35.51666666666667,33.032000000000004,5.2,6.800000000000001
粤海饲料,农牧饲渔,61.46,8.436,38.026,5.2,7.8
晓鸣股份,农牧饲渔,30.45,9.166,31.456,0.8,8.4
海大集团,农牧饲渔,829.55,18.764000000000003,51.628,7.6,7.6
百洋股份,农牧饲渔,22.93,-0.4659999999999999,46.624,4.6,6.800000000000001
神农科技,农牧饲渔,38.91,-10.332,10.462,4.6,5.8
中宠股份,农牧饲渔,74.29,8.233999999999998,37.89399999999999,7.0,7.6
禾丰股份,农牧饲渔,88.27,13.816,37.472,4.6,8.4
仙坛股份,农牧饲渔,74.26,13.588,20.084,7.6,6.2
万辰生物,农牧饲渔,59.76,14.834,41.94,5.8,7.2
佩蒂股份,农牧饲渔,36.01,7.958,26.174,0.8,7.8
獐子岛,农牧饲渔,34.56,1.267999999999999,94.784,4.0,8.0
宏辉果蔬,农牧饲渔,30.63,6.843999999999999,26.276,4.6,4.8
*ST佳沃,农牧饲渔,30.5,-240.35000000000005,88.04400000000001,4.0,6.4
冠农股份,农牧饲渔,74.2,10.258,54.844,5.8,5.2
农发种业,农牧饲渔,103.89,4.408,33.592,5.8,8.0
罗 牛 山,农牧饲渔,78.88,1.0219999999999998,48.552,5.8,5.4
敦煌种业,农牧饲渔,36.63,-8.91,63.056,5.8,7.0
苏垦农发,农牧饲渔,170.32,11.803999999999998,34.928,8.8,10.6
牧原股份,农牧饲渔,2364.31,29.294,51.172,5.8,7.4
万向德农,农牧饲渔,35.46,10.83,28.25,6.4,5.4
天康生物,农牧饲渔,111.63,10.173999999999998,55.294,0.8,4.0
大北农,农牧饲渔,289.24,5.042,47.392,7.0,7.8
丰乐种业,农牧饲渔,57.23,4.734,31.752,5.8,8.4
巨星农牧,农牧饲渔,156.64,6.610000000000001,41.516000000000005,8.2,6.4
民和股份,农牧饲渔,67.21,22.586,29.012,5.2,7.2
金河生物,农牧饲渔,38.08,7.144,44.126,6.4,9.4
湘佳股份,农牧饲渔,36.84,15.148,40.972,1.2000000000000002,6.6
东瑞股份,农牧饲渔,54.48,29.444,32.282,4.0,5.2
圣农发展,农牧饲渔,262.03,19.344,40.23,7.0,4.6
新 希 望,农牧饲渔,560.04,2.092000000000001,55.64,1.2000000000000002,8.4
唐人神,农牧饲渔,98.94,3.642,49.57,7.6,6.6000000000000005
北大荒,农牧饲渔,253.67,13.61,17.56,7.0,6.2
大禹生物,农牧饲渔,4.03,18.28,32.656,4.6,6.6
中粮科技,农牧饲渔,142.09,7.448,41.206,8.2,7.2
登海种业,农牧饲渔,144.5,4.382,17.49,7.6,8.8
天马科技,农牧饲渔,69.65,6.412000000000001,56.878,5.8,8.0
新农开发,农牧饲渔,30.9,-1.504,73.35999999999999,4.6,8.2
秋乐种业,农牧饲渔,12.64,13.566,37.048,2.6,6.800000000000001
ST景谷,农牧饲渔,21.55,-29.243999999999996,77.14,4.6,5.8
大禹节水,农牧饲渔,44.53,7.086,63.28399999999999,5.2,8.0
正虹科技,农牧饲渔,20.76,-13.87,46.44,7.0,7.0
益生股份,农牧饲渔,135.63,20.088,33.873999999999995,5.2,5.6000000000000005
蔚蓝生物,农牧饲渔,34.31,9.748,26.538,5.8,5.2
华绿生物,农牧饲渔,27.26,9.902,26.76,1.2000000000000002,6.000000000000001
亚盛集团,农牧饲渔,63.66,-2.322,48.79,5.2,6.4
众兴菌业,农牧饲渔,38.31,4.134,46.786,4.6,7.0
立华股份,农牧饲渔,159.57,16.228,31.160000000000004,5.2,5.8
*ST东洋,农牧饲渔,20.04,-50.7075,76.946,4.6,9.2
福建金森,农牧饲渔,31.36,2.192,57.634,5.2,9.0
统一股份,农牧饲渔,20.81,-10.536,39.016000000000005,4.6,6.4
晨光生物,农牧饲渔,88.17,12.364,54.424,5.8,3.6
平潭发展,农牧饲渔,50.03,-5.7620000000000005,31.055999999999997,5.8,4.800000000000001
*ST 正邦,农牧饲渔,87.8,-883.8799999999999,87.048,5.2,4.0
瀚叶股份,农药兽药,84.73,-2.656,12.484,4.6,7.4
中牧股份,农药兽药,125.5,9.556,22.946,8.8,5.6
生物股份,农药兽药,116.18,7.954000000000001,15.669999999999998,7.0,6.000000000000001
海利生物,农药兽药,62.79,4.058,40.45,4.6,5.2
绿康生化,农药兽药,49.61,0.3059999999999995,29.152,4.6,6.2
雅本化学,农药兽药,87.95,7.566,41.488,0.8,8.2
江山股份,农药兽药,109.27,30.442,51.49400000000001,1.4,9.0
ST红太阳,农药兽药,55.17,-25.783999999999992,75.186,4.0,8.4
普莱柯,农药兽药,82.09,10.314,15.418,4.6,5.6000000000000005
联化科技,农药兽药,93.25,4.112,43.004000000000005,8.8,5.4
瑞普生物,农药兽药,87.99,11.356,27.756,6.4,6.0
回盛生物,农药兽药,28.05,16.351999999999997,36.586,7.0,5.8
利尔化学,农药兽药,114.3,20.632,42.608,7.0,11.0
申联生物,农药兽药,31.66,8.803999999999998,10.352,4.6,7.6
颖泰生物,农药兽药,56.63,11.06,59.962,4.0,8.8
绿亨科技,农药兽药,10.45,17.312,18.804,4.6,6.800000000000001
扬农化工,农药兽药,287.39,22.896,46.346,7.0,9.6
驱动力,农药兽药,4.94,16.666000000000004,8.326,4.0,5.0
贝斯美,农药兽药,40.38,9.2,19.85,1.6,8.0
辉丰股份,农药兽药,37.09,-10.484,45.352,5.8,6.800000000000001
科前生物,农药兽药,105.08,26.79,19.148,5.8,7.4
新安股份,农药兽药,131.19,20.622000000000003,39.98800000000001,5.2,10.0
中旗股份,农药兽药,50.94,16.524,45.470000000000006,6.4,4.2
长青股份,农药兽药,46.45,7.4300000000000015,29.408,5.2,8.4
先达股份,农药兽药,30.01,13.738,29.7,0.8,5.4
华邦健康,农药兽药,102.56,6.032,48.914,5.2,9.2
中农联合,农药兽药,29.04,16.546,53.11,4.0,8.4
苏利股份,农药兽药,27.47,13.570000000000002,21.078,5.8,7.2
诺 普 信,农药兽药,68.16,11.05,52.414,6.4,6.000000000000001
国发股份,农药兽药,23.38,0.5980000000000001,16.246000000000002,5.8,4.800000000000001
广信股份,农药兽药,168.69,17.276000000000003,27.106,0.4,5.0
钱江生化,农药兽药,47.75,3.624,43.196000000000005,6.4,8.0
广康生化,农药兽药,25.57,15.93,33.282,4.0,4.2
农心科技,农药兽药,21.38,19.676,33.84,4.0,5.4
润丰股份,农药兽药,220.86,18.722,52.334,7.0,6.800000000000001
海利尔,农药兽药,61.75,16.678,40.092000000000006,5.8,6.4
百傲化学,农药兽药,39.79,26.192,21.784,5.8,7.4
安道麦A,农药兽药,201.06,3.6,54.288,5.8,4.6
国光股份,农药兽药,50.36,16.972,22.942,4.6,6.4
新农股份,农药兽药,29.03,18.728,27.67,4.6,6.2
利民股份,农药兽药,34.19,13.336000000000002,50.536,7.0,8.8
湖南海利,农药兽药,42.8,14.506,45.84,7.0,7.0
丰山集团,农药兽药,22.66,11.43,31.146,5.2,7.0
蓝丰生化,农药兽药,23.6,-37.31,59.6,1.2000000000000002,5.6000000000000005
融捷股份,能源金属,158.57,18.102,30.858000000000004,8.2,6.4
盛新锂能,能源金属,252.85,18.59,35.088,7.0,7.2
天齐锂业,能源金属,1079.43,2.450000000000003,64.09,9.4,7.4
西藏矿业,能源金属,160.62,7.31,19.128,8.2,7.0
格林美,能源金属,360.0,6.858,55.422,8.2,10.2
天华新能,能源金属,267.09,39.604000000000006,29.912,0.8,5.8
盛屯矿业,能源金属,163.16,3.944,50.14,7.0,8.2
赣锋锂业,能源金属,1178.03,26.749999999999996,38.36200000000001,1.8000000000000005,11.0
华友钴业,能源金属,849.73,15.522000000000002,59.104,8.2,8.6
腾远钴业,能源金属,118.56,19.788,26.016,5.2,10.4
寒锐钴业,能源金属,107.5,16.328,39.15,5.2,5.6000000000000005
金徽酒,酿酒行业,139.04,11.686,22.282,5.8,12.6
古越龙山,酿酒行业,103.55,4.136,14.242,7.6,9.2
酒鬼酒,酿酒行业,345.66,19.536,30.62,8.8,7.8
ST通葡,酿酒行业,15.09,-5.878,46.14800000000001,5.2,6.800000000000001
舍得酒业,酿酒行业,509.29,21.664,40.156,7.6,15.6
老白干酒,酿酒行业,259.51,13.089999999999998,49.156,8.2,10.4
重庆啤酒,酿酒行业,441.72,57.34599999999999,71.83399999999999,8.2,3.0
百润股份,酿酒行业,383.35,15.726,26.83,6.4,6.2
迎驾贡酒,酿酒行业,562.32,21.894,31.043999999999997,6.4,8.8
金枫酒业,酿酒行业,49.37,-0.346,15.696000000000002,6.4,7.6
会稽山,酿酒行业,60.36,6.3420000000000005,23.496,6.4,9.2
金种子酒,酿酒行业,184.31,-2.95,25.464,7.6,9.2
山西汾酒,酿酒行业,2861.67,34.806,47.21,8.2,9.8
中葡股份,酿酒行业,91.81,-11.868,10.553999999999998,1.4,9.4
天佑德酒,酿酒行业,70.84,1.2899999999999998,16.407999999999998,0.4,6.4
青岛啤酒,酿酒行业,1315.8,11.794,47.398,9.4,10.2
伊力特,酿酒行业,123.56,11.81,23.83,8.8,1.8000000000000005
兰州黄河,酿酒行业,19.08,-2.68,19.346,4.6,7.2
海南椰岛,酿酒行业,53.69,-13.848,55.294,0.8,5.0
洋河股份,酿酒行业,2179.1,21.388,31.976,6.4,9.4
惠泉啤酒,酿酒行业,28.52,2.378,8.29,8.2,8.600000000000001
燕京啤酒,酿酒行业,315.96,1.794,26.044,8.2,9.0
今世缘,酿酒行业,769.01,21.982000000000003,32.444,5.2,8.4
珠江啤酒,酿酒行业,203.18,6.032,30.58,7.6,8.8
口子窖,酿酒行业,363.6,22.518,26.132,5.8,7.8
顺鑫农业,酿酒行业,210.66,3.858,63.234,8.2,7.2
张 裕Ａ,酿酒行业,228.79,7.225999999999999,21.064,7.0,10.6
五 粮 液,酿酒行业,6932.55,24.716,24.934,9.4,11.6
古井贡酒,酿酒行业,1425.11,21.658,33.246,8.2,9.8
泸州老窖,酿酒行业,3501.56,28.01,31.698,8.8,10.8
永顺泰,酿酒行业,88.2,7.345999999999999,22.234,5.0,7.6
水井坊,酿酒行业,354.89,39.914,49.154,7.0,1.2000000000000002
岩石股份,酿酒行业,88.13,7.086,42.684000000000005,4.0,6.6
贵州茅台,酿酒行业,23597.3,31.824,22.534,7.6,7.4
*ST皇台,酿酒行业,30.16,11.4875,95.348,5.8,7.8
威龙股份,酿酒行业,31.84,-7.818,41.716,1.6,7.4
*ST西发,酿酒行业,16.06,-646.9300000000001,59.33,1.2000000000000002,5.2
*ST中期,汽车服务,16.59,0.948,27.046000000000003,5.2,4.4
申华控股,汽车服务,42.24,-11.662,67.254,4.0,6.2
阿尔特,汽车服务,80.83,10.925999999999998,25.186,5.2,4.800000000000001
东方时尚,汽车服务,55.79,7.56,49.568000000000005,5.2,11.4
特 力Ａ,汽车服务,74.44,9.456,23.746,1.4,8.2
广汇汽车,汽车服务,180.88,3.4480000000000004,67.128,5.2,7.0
国机汽车,汽车服务,129.54,4.712000000000001,68.94,7.0,6.6
浩物股份,汽车服务,23.55,4.436,43.604,1.2000000000000002,9.4
德众汽车,汽车服务,4.9,14.045999999999998,65.78800000000001,2.0,5.2
漳州发展,汽车服务,45.01,4.55,61.44,5.2,7.2
中国汽研,汽车服务,227.36,11.398,21.646,7.0,9.8
中汽股份,汽车服务,85.03,9.37,26.174,5.2,9.6
西上海,汽车服务,24.9,15.266000000000002,38.686,2.0,7.4
北巴传媒,汽车服务,33.71,5.286,58.536,6.4,7.8
海泰科,汽车零部件,24.63,14.55,46.220000000000006,4.0,5.0
金固股份,汽车零部件,75.44,0.96,42.772,4.0,8.4
骏创科技,汽车零部件,17.67,26.278,55.30400000000001,6.4,5.6000000000000005
纽泰格,汽车零部件,28.78,16.701999999999998,36.09,4.6,6.4
上声电子,汽车零部件,74.51,11.616,46.382,7.0,7.2
华域汽车,汽车零部件,615.1,13.908,61.666,9.4,11.2
浙江世宝,汽车零部件,138.66,-1.0960000000000003,34.316,1.4,5.6000000000000005
ST八菱,汽车零部件,14.31,-16.324,38.216,4.0,4.4
山子股份,汽车零部件,172.96,-36.956,71.296,2.0,11.0
华阳变速,汽车零部件,3.58,14.94,39.924,4.0,7.4
三祥科技,汽车零部件,7.84,10.064,48.322,5.2,7.2
华原股份,汽车零部件,6.65,8.852,41.246,5.8,6.0
金杯汽车,汽车零部件,71.07,-1.0660000000000005,78.84,5.2,8.8
金杯汽车,汽车零部件,71.07,-1.0660000000000005,78.84,5.2,8.8
大地电气,汽车零部件,5.76,11.26,54.678,5.2,6.4
舜宇精工,汽车零部件,8.74,11.786,57.426,4.0,5.6000000000000005
菱电电控,汽车零部件,45.59,24.116,41.048,5.8,4.800000000000001
菱电电控,汽车零部件,45.59,24.116,41.048,5.8,4.800000000000001
同心传动,汽车零部件,5.68,12.682,22.434,4.6,5.2
东风科技,汽车零部件,52.06,9.012,63.012,0.4,7.6
天润工业,汽车零部件,77.71,8.2,34.3,5.2,8.8
华达科技,汽车零部件,76.79,8.644,42.322,2.0,5.0
银轮股份,汽车零部件,135.92,8.15,55.16,7.6,10.4
宁波方正,汽车零部件,44.28,13.358,61.054,6.4,6.800000000000001
嵘泰股份,汽车零部件,59.23,14.536,44.718,7.0,4.0
安徽凤凰,汽车零部件,4.73,12.355999999999998,24.828,6.2,9.0
恒立实业,汽车零部件,18.45,0.6820000000000002,38.86399999999999,0.8,6.000000000000001
潍柴动力,汽车零部件,1130.96,17.236,67.81200000000001,7.0,18.6
超达装备,汽车零部件,27.34,11.684,24.244000000000003,5.2,7.2
长源东谷,汽车零部件,44.99,16.942,50.0,4.0,7.4
新泉股份,汽车零部件,244.14,12.778,55.08,7.6,7.6
宁波华翔,汽车零部件,112.59,10.094,41.772,7.0,2.2
香山股份,汽车零部件,41.89,3.772,50.11800000000001,4.0,6.800000000000001
威孚高科,汽车零部件,180.16,11.868,28.712,7.0,10.2
渤海汽车,汽车零部件,38.21,0.594,40.79800000000001,5.8,8.8
常润股份,汽车零部件,24.57,26.464,68.674,4.0,7.2
双环传动,汽车零部件,269.77,5.462000000000001,51.29200000000001,5.2,8.2
一汽富维,汽车零部件,65.09,9.88,52.99400000000001,1.8000000000000005,7.8
海联金汇,汽车零部件,81.95,-6.186,40.012,4.6,6.4
航天科技,汽车零部件,81.42,-1.608,40.18,5.2,8.0
福达股份,汽车零部件,43.88,6.351999999999999,31.078000000000003,6.4,5.2
合力科技,汽车零部件,35.88,7.914,27.098000000000003,4.6,7.0
兆丰股份,汽车零部件,34.45,9.226,17.128,4.0,6.6000000000000005
信质集团,汽车零部件,56.85,10.49,47.614,4.6,6.000000000000001
隆基机械,汽车零部件,32.44,2.3760000000000003,32.818,4.6,4.4
上海沿浦,汽车零部件,36.95,12.716,38.21,6.4,6.2
大为股份,汽车零部件,34.22,2.34,23.256,5.2,5.6000000000000005
保隆科技,汽车零部件,120.06,13.788,61.61,7.6,7.6
旭升集团,汽车零部件,235.36,15.584,40.446,7.0,5.4
易实精密,汽车零部件,8.03,17.27,29.972,4.4,5.4
松原股份,汽车零部件,52.81,18.678,32.274,6.4,5.2
华懋科技,汽车零部件,87.44,8.95,10.906,6.4,7.0
邦德股份,汽车零部件,10.97,24.04,22.134,0.8,5.2
三联锻造,汽车零部件,33.87,15.67,46.4125,6.4,7.0
申达股份,汽车零部件,50.45,-5.174000000000001,65.26599999999999,5.8,9.2
新朋股份,汽车零部件,49.01,7.794,32.092,5.2,6.000000000000001
成飞集成,汽车零部件,79.39,5.354000000000001,28.476,6.4,8.4
天普股份,汽车零部件,21.31,9.674,10.71,5.8,6.6000000000000005
西菱动力,汽车零部件,36.91,2.63,33.623999999999995,0.8,6.000000000000001
雷迪克,汽车零部件,23.42,9.342,33.977999999999994,5.8,5.6000000000000005
交运股份,汽车零部件,46.69,1.002,30.834000000000003,7.0,10.0
秦安股份,汽车零部件,44.54,5.11,10.989999999999998,0.4,6.6
全柴动力,汽车零部件,39.29,4.924,47.572,5.8,8.600000000000001
美力科技,汽车零部件,21.89,2.1020000000000003,43.928,6.4,7.8
恒帅股份,汽车零部件,61.21,22.494000000000003,25.4,6.4,6.2
飞龙股份,汽车零部件,65.49,6.118,45.09799999999999,7.0,11.0
金鸿顺,汽车零部件,28.01,-0.3620000000000001,20.934,0.8,4.800000000000001
日上集团,汽车零部件,31.91,3.778,52.496,4.6,7.4
凌云股份,汽车零部件,89.36,3.788,56.072,6.4,7.2
联明股份,汽车零部件,28.68,9.776,29.75,6.4,5.4
金钟股份,汽车零部件,28.21,12.768,22.998,4.0,7.0
沪光股份,汽车零部件,65.52,11.214,66.244,5.8,5.2
溯联股份,汽车零部件,45.86,21.124,35.194,4.0,6.4
精进电动-UW,汽车零部件,49.81,-38.556,51.976,4.6,4.800000000000001
苏常柴Ａ,汽车零部件,41.42,2.568,38.93,7.6,10.8
天汽模,汽车零部件,37.95,-5.992,59.19599999999999,4.0,5.6000000000000005
新坐标,汽车零部件,33.75,16.434,11.138,7.0,7.6
德赛西威,汽车零部件,853.62,13.334000000000003,40.23,0.8,10.0
天成自控,汽车零部件,41.54,-17.332,62.726,7.6,5.4
湖南天雁,汽车零部件,51.06,-3.1220000000000003,38.388,5.2,5.4
卡倍亿,汽车零部件,48.06,19.12,58.798,7.0,4.800000000000001
富奥股份,汽车零部件,95.44,11.886,42.256,8.2,11.2
朗博科技,汽车零部件,25.95,4.658,6.368,4.6,5.4
德宏股份,汽车零部件,33.77,8.266,25.17,4.6,8.0
长华集团,汽车零部件,52.1,11.928,23.63,4.6,7.200000000000001
亚通精工,汽车零部件,35.63,19.314,55.674,5.2,5.2
铭科精技,汽车零部件,29.65,16.747999999999998,39.94,4.6,5.0
华培动力,汽车零部件,28.71,6.996,29.256,4.6,7.4
奥特佳,汽车零部件,90.49,-0.796,43.168,5.2,8.2
苏奥传感,汽车零部件,49.15,9.946000000000002,17.174,5.8,4.6
雪龙集团,汽车零部件,33.32,18.536,12.482,4.0,6.6
常熟汽饰,汽车零部件,77.56,11.946000000000002,48.682,7.0,6.800000000000001
跃岭股份,汽车零部件,24.37,1.748,20.768,2.0,7.4
泉峰汽车,汽车零部件,41.57,4.858,42.836,7.800000000000001,6.4
岱美股份,汽车零部件,223.88,14.008,28.84,6.4,4.6
常青股份,汽车零部件,33.93,3.802,51.14,4.0,4.6
贝斯特,汽车零部件,73.39,11.27,28.028,5.8,5.0
威帝股份,汽车零部件,24.45,3.7,9.514,4.6,7.0
隆盛科技,汽车零部件,43.94,6.8100000000000005,40.078,5.8,6.800000000000001
德尔股份,汽车零部件,25.76,-12.260000000000002,57.870000000000005,4.0,6.2
金麒麟,汽车零部件,29.94,5.596,22.656,4.6,6.000000000000001
宁波高发,汽车零部件,28.33,8.806000000000001,14.742,5.2,7.0
华阳集团,汽车零部件,156.75,5.082,31.096,7.6,8.0
万里扬,汽车零部件,124.04,2.8920000000000003,42.80200000000001,5.2,6.800000000000001
征和工业,汽车零部件,25.54,20.056,35.832,7.0,6.2
南方精工,汽车零部件,46.14,17.2,13.266,5.8,6.000000000000001
中鼎股份,汽车零部件,173.78,9.25,49.464,8.8,6.800000000000001
科华控股,汽车零部件,20.25,2.998,65.44200000000001,6.4,6.4
北方长龙,汽车零部件,38.54,44.042,46.966,8.2,5.6000000000000005
坤泰股份,汽车零部件,24.22,19.438,39.256,5.8,5.2
永茂泰,汽车零部件,32.86,11.508,40.966,1.2000000000000002,4.800000000000001
贵航股份,汽车零部件,55.63,5.348,16.651999999999997,1.8000000000000005,7.4
拓普集团,汽车零部件,771.43,10.184,40.408,7.6,6.4
亚普股份,汽车零部件,77.66,13.68,43.718,7.0,8.8
长春一东,汽车零部件,22.1,6.6,49.412,6.4,4.2
超捷股份,汽车零部件,28.55,21.036,25.940000000000005,4.6,4.6
通达电气,汽车零部件,28.21,7.256,21.708,4.0,7.8
正裕工业,汽车零部件,20.05,9.754,41.962,5.8,4.0
圣龙股份,汽车零部件,27.05,1.098,54.052,5.8,6.6000000000000005
北特科技,汽车零部件,26.04,0.9440000000000002,48.032,4.6,4.2
日盈电子,汽车零部件,15.84,2.596,43.182,5.8,5.2
京威股份,汽车零部件,51.45,-5.954000000000001,36.29599999999999,0.8,5.8
浙江黎明,汽车零部件,25.06,13.132,31.986,4.0,6.800000000000001
今飞凯达,汽车零部件,31.58,6.148,70.244,4.6,8.600000000000001
双林股份,汽车零部件,34.46,-5.714,65.138,6.4,7.0
模塑科技,汽车零部件,65.27,3.1940000000000004,69.104,4.0,4.0
亚太股份,汽车零部件,74.65,0.2939999999999999,53.882000000000005,4.0,7.6
路畅科技,汽车零部件,44.65,-9.042,44.842,6.4,5.2
博俊科技,汽车零部件,63.91,13.376,51.766,7.0,5.0
爱柯迪,汽车零部件,204.22,10.904,27.302,1.6,7.0
恒勃股份,汽车零部件,35.7,20.808,52.09400000000001,5.2,6.6
奥联电子,汽车零部件,32.22,5.912000000000001,31.452,7.6,6.800000000000001
东箭科技,汽车零部件,53.64,12.858,35.05,4.6,6.2
光洋股份,汽车零部件,32.23,-5.036,42.906,1.6,8.8
浙江仙通,汽车零部件,39.47,12.072,19.534,5.8,9.0
翔楼新材,汽车零部件,26.53,16.104,31.117999999999995,4.0,5.8
精锻科技,汽车零部件,61.86,8.809999999999999,34.044000000000004,6.4,5.8
冠盛股份,汽车零部件,27.85,13.070000000000002,45.964,6.4,5.0
迪生力,汽车零部件,26.8,2.6060000000000003,35.258,4.0,7.4
万通智控,汽车零部件,29.51,10.717999999999998,38.156,5.8,5.6000000000000005
明新旭腾,汽车零部件,37.53,20.58,33.886,5.8,7.4
文灿股份,汽车零部件,134.89,5.252000000000001,47.63,7.0,6.4
松芝股份,汽车零部件,49.66,4.704,38.826,5.2,8.600000000000001
铁流股份,汽车零部件,23.41,10.11,41.338,4.6,6.6
多利科技,汽车零部件,99.25,23.088,44.324,4.6,6.4
