name,industry,market_value,ROE_avg,asset_liability_avg,shareholder_capacity,management_capacity,topsis_score,topsis_score_percentage,rank
*ST爱迪,珠宝首饰,12.21,-43.12,75.06,1.4,5.2,31.34,36.97,13
中国黄金,珠宝首饰,202.44,10.67,41.36,1.8,9.6,69.01,89.17,5
飞亚达,珠宝首饰,50.58,9.67,27.77,7.0,11.0,61.79,79.17,7
莱绅通灵,珠宝首饰,23.41,3.99,13.72,2.0,5.0,55.9,71.0,10
萃华珠宝,珠宝首饰,35.81,2.84,62.06,4.6,6.2,54.09,68.5,12
明牌珠宝,珠宝首饰,35.8,-0.89,27.3,4.6,5.6,54.67,69.3,11
老凤祥,珠宝首饰,320.1,20.36,52.16,8.8,8.8,76.82,100.0,1
曼卡龙,珠宝首饰,41.04,8.52,12.5,5.8,7.6,59.97,76.65,8
潮宏基,珠宝首饰,59.71,4.88,35.88,7.6,6.8,58.41,74.48,9
双成药业,生物制品,28.05,-4.11,34.58,5.8,7.8,61.87,53.06,54
药康生物,生物制品,83.6,-111.28,34.91,0.8,6.4,60.26,50.62,59
未名医药,生物制品,120.93,0.24,19.74,0.8,7.6,64.13,56.46,25
智翔金泰-U,生物制品,112.79,0.84,124.69,5.2,7.6,60.69,51.27,58
近岸蛋白,生物制品,39.8,33.1,59.39,5.2,5.8,62.04,53.31,52
*ST交昂,生物制品,14.8,-4.7,32.65,4.6,8.2,61.62,52.68,56
宣泰医药,生物制品,57.08,8.72,16.12,4.6,10.8,63.28,55.18,30
赛升药业,生物制品,52.31,8.54,4.68,4.6,5.4,63.12,54.94,33
百奥泰,生物制品,116.19,-186.65,24.41,4.0,7.0,59.34,49.24,61
百奥泰,生物制品,116.19,-186.65,24.41,4.0,7.0,59.34,49.24,60
泓博医药,生物制品,49.48,17.94,25.49,4.0,6.6,62.86,54.54,36
康辰药业,生物制品,54.74,8.01,12.33,5.8,6.8,63.14,54.97,32
特宝生物,生物制品,145.06,13.45,22.62,5.2,8.8,65.13,57.97,20
中源协和,生物制品,83.15,1.56,30.19,5.8,3.2,62.92,54.64,35
益方生物-U,生物制品,81.42,33.57,231.18,4.0,5.4,56.25,44.58,64
四环生物,生物制品,29.45,-2.44,22.79,5.2,5.8,62.08,53.37,50
迈威生物-U,生物制品,91.51,107.28,43.03,5.2,7.8,64.99,57.76,21
海特生物,生物制品,50.89,1.71,17.5,7.0,4.8,62.71,54.31,38
天坛生物,生物制品,421.51,13.78,15.16,7.6,6.6,72.42,68.97,6
百利天恒-U,生物制品,353.12,-31.04,59.1,6.4,6.0,68.14,62.52,9
东宝生物,生物制品,38.47,4.11,27.94,5.2,7.0,62.36,53.79,45
南模生物,生物制品,30.59,15.01,26.28,2.2,7.6,62.38,53.82,44
舒泰神,生物制品,48.25,-4.7,14.41,0.8,5.8,62.45,53.93,42
上海莱士,生物制品,492.75,2.04,3.82,7.0,8.6,74.67,72.37,3
智飞生物,生物制品,1132.08,49.78,41.87,5.8,10.0,92.98,100.0,1
义翘神州,生物制品,116.12,55.67,12.32,5.2,7.2,65.36,58.32,19
百克生物,生物制品,240.11,17.48,28.44,1.2,8.8,67.18,61.06,11
康华生物,生物制品,79.58,37.4,15.53,1.2,7.2,64.01,56.28,26
君实生物-U,生物制品,396.35,-36.13,25.69,6.4,9.2,70.56,66.16,7
福瑞达,生物制品,107.45,9.8,91.0,5.8,5.8,61.97,53.2,53
三生国健,生物制品,120.58,2.97,9.95,4.6,5.8,64.43,56.91,23
科兴制药,生物制品,37.49,12.09,36.21,5.2,6.8,62.28,53.67,47
昊帆生物,生物制品,90.56,32.03,16.29,4.0,6.2,64.19,56.55,24
凯因科技,生物制品,37.07,7.28,23.97,6.4,8.6,62.61,54.17,41
华兰疫苗,生物制品,206.59,32.0,33.02,1.6,9.0,66.55,60.11,14
康为世纪,生物制品,36.38,25.1,15.97,5.8,5.8,62.93,54.65,34
卫光生物,生物制品,83.76,11.25,13.79,5.2,5.8,63.71,55.83,28
神州细胞-U,生物制品,245.42,-454.46,98.08,4.0,7.4,48.96,33.57,66
安科生物,生物制品,172.01,12.94,18.82,6.4,7.0,65.77,58.93,16
沃森生物,生物制品,443.63,12.43,24.09,5.8,8.2,72.93,69.75,4
盟科药业-U,生物制品,48.42,-78.36,73.03,4.4,6.2,59.3,49.17,62
派林生物,生物制品,147.55,14.55,31.41,0.8,10.8,64.89,57.61,22
诺思兰德,生物制品,29.78,-35.77,33.8,4.0,7.4,61.18,52.01,57
华兰生物,生物制品,419.42,18.64,15.65,7.6,10.8,72.73,69.44,5
我武生物,生物制品,195.61,22.69,6.16,7.6,5.4,66.67,60.3,13
通化东宝,生物制品,202.75,19.71,6.3,8.2,7.6,66.97,60.75,12
博雅生物,生物制品,164.64,9.26,17.41,5.8,9.8,65.69,58.82,17
双鹭药业,生物制品,96.88,8.7,7.81,0.8,5.8,63.89,56.11,27
康希诺,生物制品,216.12,-7.21,25.87,5.2,9.2,66.36,59.84,15
长春高新,生物制品,583.39,27.03,26.78,8.2,7.6,77.45,76.56,2
康泰生物,生物制品,324.02,16.52,33.51,7.0,5.2,69.16,64.05,8
成大生物,生物制品,139.93,18.83,6.43,6.4,9.0,65.5,58.53,18
赛伦生物,生物制品,20.35,17.86,7.38,4.0,7.4,62.69,54.28,39
欧康医药,生物制品,6.58,20.58,33.08,4.0,5.4,61.76,52.88,55
欧林生物,生物制品,74.98,2.13,34.5,1.2,6.6,62.75,54.38,37
艾迪药业,生物制品,46.33,0.04,19.46,4.6,8.0,62.68,54.28,40
仁度生物,生物制品,18.09,3.3,20.22,4.0,6.8,62.05,53.33,51
三元基因,生物制品,19.23,14.59,19.99,1.6,7.2,62.23,53.6,48
永顺生物,生物制品,19.13,13.24,15.29,4.0,7.0,62.39,53.83,43
亚虹医药-U,生物制品,65.95,-1209.75,19.96,5.2,6.8,26.71,0.0,67
首药控股-U,生物制品,70.39,-166.94,59.11,7.0,8.2,58.01,47.23,63
英诺特,生物制品,29.99,51.2,20.24,4.0,6.4,63.16,55.0,31
锦波生物,生物制品,84.91,18.5,34.32,4.0,6.8,63.43,55.4,29
万泽股份,生物制品,67.24,8.03,49.85,5.8,5.0,62.35,53.77,46
康乐卫士,生物制品,48.46,-108.71,173.84,0.8,8.6,54.59,42.07,65
荣昌生物,生物制品,327.27,-15.27,74.92,5.8,6.8,67.27,61.2,10
毕得医药,生物制品,64.25,-4.98,41.65,1.2,6.4,62.17,53.51,49
天富能源,电力行业,99.01,-1.66,69.52,7.0,3.4,34.27,34.19,69
大连热电,电力行业,35.24,-9.66,73.38,5.2,5.6,29.28,27.94,73
中国核电,电力行业,1386.03,10.97,71.03,8.8,7.8,49.08,52.74,5
川投能源,电力行业,660.65,11.87,28.87,7.6,7.8,44.96,47.58,12
华电国际,电力行业,594.22,0.36,66.21,2.4,9.4,38.12,39.01,51
宁波能源,电力行业,52.3,8.01,49.48,5.2,6.2,39.51,40.75,35
中国广核,电力行业,1580.61,11.03,64.39,7.6,6.8,50.62,54.66,3
华能国际,电力行业,1415.97,-6.06,72.74,8.8,13.2,40.82,42.39,23
国投电力,电力行业,981.72,10.3,65.25,7.0,7.0,45.72,48.53,9
联美控股,电力行业,158.8,16.68,35.63,4.6,6.6,44.06,46.45,13
深南电A,电力行业,65.82,-5.8,39.04,4.6,8.2,32.49,31.96,72
嘉泽新能,电力行业,106.38,10.77,65.94,5.2,7.4,40.96,42.56,21
金开新能,电力行业,131.42,-17.26,77.51,4.6,6.8,24.65,22.14,75
福能股份,电力行业,214.71,10.03,49.22,7.6,10.6,41.66,43.44,18
梅雁吉祥,电力行业,54.67,1.53,6.34,4.6,6.6,36.98,37.58,60
韶能股份,电力行业,50.25,3.76,58.11,5.8,3.4,37.11,37.75,59
晋控电力,电力行业,103.69,-0.38,84.1,1.8,7.8,34.99,35.09,67
桂冠电力,电力行业,447.72,15.07,57.72,7.6,11.2,45.07,47.71,11
甘肃能源,电力行业,91.55,5.97,60.45,2.0,7.6,38.53,39.53,46
申能股份,电力行业,341.21,6.35,50.08,9.4,11.0,40.62,42.14,25
建投能源,电力行业,128.28,-0.32,61.19,7.6,10.4,35.86,36.18,64
粤电力Ａ,电力行业,380.65,-2.33,63.43,7.6,9.2,35.71,36.0,65
晶科科技,电力行业,174.26,6.55,66.96,0.8,10.8,39.37,40.58,40
*ST金山,电力行业,37.41,-47.44,94.68,6.4,9.0,6.97,0.0,79
银星能源,电力行业,54.02,2.45,67.6,5.2,6.6,36.51,36.99,62
华电能源,电力行业,204.01,-34.57,89.09,6.4,8.8,13.16,7.75,78
长源电力,电力行业,149.29,5.89,59.55,5.8,9.2,39.03,40.14,42
京运通,电力行业,132.8,5.68,53.13,8.2,4.0,38.64,39.66,45
长江电力,电力行业,5299.82,14.89,49.01,6.4,13.8,86.82,100.0,1
广州发展,电力行业,226.11,4.07,52.69,6.4,8.6,38.5,39.49,47
太阳能,电力行业,257.62,7.49,61.19,8.2,8.6,40.35,41.81,28
内蒙华电,电力行业,231.05,7.33,56.5,6.4,7.0,40.0,41.36,33
国电电力,电力行业,670.62,2.94,69.55,15.0,4.4,40.18,41.59,31
龙源电力,电力行业,1693.16,9.18,61.89,6.4,8.2,50.8,54.89,2
广宇发展,电力行业,230.21,12.38,75.48,7.6,7.2,42.25,44.19,15
广西能源,电力行业,65.22,3.84,82.49,6.4,7.6,37.27,37.94,58
湖北能源,电力行业,305.83,6.61,45.84,3.0,9.0,40.18,41.59,32
豫能控股,电力行业,73.24,-16.59,75.06,5.8,7.2,25.08,22.67,74
川能动力,电力行业,212.83,8.43,52.44,5.8,5.8,40.39,41.85,27
上海电力,电力行业,289.56,3.52,73.54,9.4,5.4,38.15,39.05,50
三峡能源,电力行业,1554.27,8.93,61.15,6.4,8.6,49.56,53.33,4
长青集团,电力行业,43.7,5.94,68.49,5.2,3.2,38.05,38.92,52
华能水电,电力行业,1270.8,10.77,63.25,4.0,12.4,48.4,51.88,6
江苏国信,电力行业,279.96,5.72,48.86,5.2,8.4,39.59,40.85,34
三峡水利,电力行业,170.37,7.05,45.9,5.8,2.6,39.42,40.63,37
明星电力,电力行业,37.97,4.65,29.08,4.6,10.4,38.41,39.37,48
立新能源,电力行业,84.84,7.66,72.19,4.0,9.2,39.42,40.63,38
世茂能源,电力行业,32.0,27.57,26.03,4.0,6.0,47.51,50.77,7
大唐发电,电力行业,584.81,-5.53,72.65,3.4,12.0,34.95,35.04,68
节能风电,电力行业,236.98,9.61,66.08,7.0,8.6,41.17,42.83,19
南网储能,电力行业,356.99,12.17,34.17,5.8,9.4,43.37,45.58,14
郴电国际,电力行业,27.42,1.24,72.8,4.6,8.8,35.87,36.19,63
通宝能源,电力行业,110.98,6.48,38.55,8.2,8.0,39.42,40.64,36
华银电力,电力行业,74.34,-22.12,88.34,7.6,8.6,21.55,18.25,76
乐山电力,电力行业,39.03,6.03,52.85,5.2,11.4,38.89,39.97,43
京能电力,电力行业,249.71,0.87,63.58,3.0,10.4,36.82,37.38,61
西昌电力,电力行业,31.21,3.82,63.21,7.0,9.8,37.54,38.28,56
陕西能源,电力行业,378.75,6.62,64.39,7.0,8.2,40.4,41.87,26
吉电股份,电力行业,151.23,4.34,75.84,7.6,9.6,38.18,39.09,49
宝新能源,电力行业,149.05,8.41,47.9,8.2,6.6,40.3,41.74,29
东旭蓝天,电力行业,64.83,-2.68,55.8,5.2,4.8,33.74,33.53,71
深圳能源,电力行业,326.83,7.44,63.97,7.0,10.4,40.75,42.3,24
恒盛能源,电力行业,34.24,27.73,37.72,5.2,5.4,47.47,50.72,8
浙江新能,电力行业,276.54,6.79,64.51,8.8,9.8,40.2,41.61,30
黔源电力,电力行业,60.07,12.0,66.56,7.6,3.8,41.17,42.83,20
中闽能源,电力行业,103.52,12.07,56.16,6.4,8.2,41.75,43.55,17
浙能电力,电力行业,659.71,3.71,37.42,9.4,7.2,40.85,42.43,22
湖南发展,电力行业,56.3,3.5,6.26,4.0,4.0,37.79,38.6,54
闽东电力,电力行业,50.65,-0.62,50.02,1.4,9.0,35.15,35.3,66
绿能慧充,电力行业,42.73,-32.86,26.93,6.4,5.2,15.48,10.65,77
赣能股份,电力行业,85.08,2.17,44.5,7.6,12.0,37.41,38.13,57
永泰能源,电力行业,337.71,4.95,62.53,5.2,9.4,39.39,40.6,39
聆达股份,电力行业,42.88,-2.68,55.02,7.6,6.6,33.92,33.75,70
江苏新能,电力行业,115.45,6.3,49.69,5.2,11.2,39.37,40.57,41
穗恒运Ａ,电力行业,60.34,6.15,60.22,4.6,11.0,38.89,39.97,44
广安爱众,电力行业,44.11,5.46,53.85,5.2,4.2,38.04,38.91,53
协鑫能科,电力行业,200.32,12.46,67.11,0.8,7.8,42.04,43.92,16
皖能电力,电力行业,156.19,2.62,51.73,8.2,11.2,37.79,38.6,55
涪陵电力,电力行业,182.74,20.68,53.45,7.0,7.6,45.72,48.53,10
一博科技,电子元件,58.38,29.71,20.86,5.2,7.8,53.29,63.93,27
聚和材料,电子元件,140.83,27.93,42.31,4.0,8.2,53.9,64.74,19
清越科技,电子元件,74.43,13.67,41.95,5.2,5.2,50.89,60.74,81
曼恩斯特,电子元件,117.08,89.78,47.41,4.0,6.4,59.97,72.79,3
芯动联科,电子元件,167.16,19.42,4.32,4.0,5.8,53.29,63.92,28
杰美特,电子元件,25.63,10.52,24.96,4.4,6.4,50.1,59.7,106
汇川技术,电子元件,1906.79,21.43,41.31,4.6,8.0,80.48,100.0,1
方正科技,电子元件,150.13,-40.5,78.43,4.0,9.8,42.5,49.61,136
创益通,电子元件,22.26,19.02,47.17,4.6,4.6,50.93,60.8,77
英诺激光,电子元件,37.86,11.33,20.11,5.2,5.2,50.35,60.02,96
ST金运,电子元件,10.52,-18.5,47.97,4.6,6.0,45.08,53.04,134
华丰科技,电子元件,96.53,-216.34,65.21,5.8,6.2,5.1,0.0,137
华正新材,电子元件,47.12,10.74,66.32,8.8,8.4,50.15,59.76,105
厦钨新能,电子元件,195.49,16.46,67.18,4.0,8.6,52.75,63.21,34
大恒科技,电子元件,47.96,4.08,38.96,4.6,6.6,49.26,58.58,120
朗鸿科技,电子元件,5.91,37.14,34.05,5.8,5.2,53.31,63.96,26
德邦科技,电子元件,80.66,10.01,24.66,4.6,9.0,50.86,60.7,83
光韵达,电子元件,38.18,8.12,35.94,5.8,5.8,49.76,59.24,114
法拉电子,电子元件,303.75,22.41,21.0,8.2,10.0,55.84,67.31,10
威贸电子,电子元件,5.55,16.95,22.46,4.6,6.0,50.8,60.62,87
奥比中光-UW,电子元件,142.2,-25.93,9.19,4.6,8.6,45.88,54.09,133
思科瑞,电子元件,61.29,33.0,23.64,4.6,7.4,53.69,64.46,20
中英科技,电子元件,27.16,13.83,13.6,4.0,6.2,50.7,60.49,89
杉杉股份,电子元件,349.78,10.17,46.75,7.0,8.0,54.21,65.15,15
高华科技,电子元件,52.8,17.0,35.3,4.0,6.4,51.24,61.2,64
杰普特,电子元件,76.37,9.06,23.66,1.2,6.2,50.43,60.13,95
久之洋,电子元件,55.76,5.93,17.48,0.8,6.4,49.79,59.28,111
景嘉微,电子元件,354.86,10.02,12.91,1.4,6.6,54.43,65.44,14
满坤科技,电子元件,41.32,20.25,48.03,4.0,6.6,51.44,61.47,59
深圳华强,电子元件,126.03,13.91,51.79,6.4,8.2,51.67,61.78,55
世运电路,电子元件,92.97,11.46,34.34,7.6,4.4,50.86,60.7,82
智新电子,电子元件,5.44,17.89,25.24,5.8,5.6,50.89,60.74,79
顺络电子,电子元件,221.74,11.29,32.74,6.4,10.8,52.93,63.45,32
景旺电子,电子元件,200.45,16.44,43.45,7.0,7.2,53.04,63.6,30
富信科技,电子元件,36.32,18.75,27.5,5.2,5.2,51.31,61.3,63
云里物里,电子元件,6.43,39.35,35.39,5.8,6.0,53.63,64.38,21
博敏电子,电子元件,77.58,7.15,42.8,7.0,8.4,50.2,59.82,102
实益达,电子元件,38.35,-2.36,20.96,7.0,4.6,48.27,57.27,127
国博电子,电子元件,318.53,15.23,36.5,5.8,7.8,54.62,65.69,13
国力股份,电子元件,62.7,10.3,33.53,0.8,5.0,50.26,59.9,100
艾华集团,电子元件,90.83,15.48,38.38,7.6,7.4,51.58,61.65,56
雅葆轩,电子元件,6.75,30.59,36.13,4.6,3.6,52.35,62.68,44
合肥高科,电子元件,5.01,10.79,57.26,4.6,6.0,49.55,58.96,117
金安国纪,电子元件,70.69,9.77,42.8,5.2,6.0,50.31,59.98,97
大族激光,电子元件,257.57,13.4,52.78,7.6,18.0,54.01,64.87,18
雷特科技,电子元件,5.43,18.52,12.48,1.6,6.0,51.06,60.97,71
鹏鼎控股,电子元件,585.68,16.67,32.35,7.6,7.8,59.16,71.72,5
迅安科技,电子元件,5.31,42.3,28.35,4.6,6.6,54.06,64.94,17
统联精密,电子元件,30.43,12.6,34.42,2.2,5.8,50.29,59.94,98
珠城科技,电子元件,34.3,25.9,43.81,4.6,6.2,52.16,62.42,45
科力远,电子元件,111.31,-1.42,51.73,6.4,9.4,49.22,58.53,121
中富电路,电子元件,51.51,16.46,43.24,4.0,6.2,51.05,60.95,72
金禄电子,电子元件,41.06,22.86,61.13,5.0,8.2,51.78,61.92,53
泓禧科技,电子元件,6.12,22.26,51.14,6.4,7.4,51.36,61.37,62
振华科技,电子元件,467.96,14.69,36.69,9.4,7.2,56.83,68.62,7
伊戈尔,电子元件,46.14,8.02,39.02,4.0,5.8,49.77,59.26,112
中航光电,电子元件,908.23,16.93,44.32,8.8,10.6,65.19,79.72,2
超声电子,电子元件,50.96,8.95,36.87,5.8,8.0,50.17,59.78,104
维峰电子,电子元件,57.31,25.87,22.18,5.2,4.4,52.54,62.92,38
好上好,电子元件,31.92,36.88,70.53,4.6,6.4,53.28,63.91,29
远 望 谷,电子元件,40.17,-0.18,40.03,5.2,6.6,48.52,57.59,125
远航精密,电子元件,9.18,15.28,21.1,5.6,5.2,50.58,60.33,92
东南电子,电子元件,21.48,18.98,13.43,4.4,7.6,51.45,61.49,58
生益电子,电子元件,92.42,16.96,46.29,5.2,10.8,51.91,62.09,51
泰晶科技,电子元件,60.47,8.83,27.27,0.4,6.6,50.18,59.8,103
江海股份,电子元件,165.3,10.02,21.36,8.2,8.2,51.96,62.16,49
鸿远电子,电子元件,146.49,21.95,20.36,7.0,6.6,53.32,63.97,25
协和电子,电子元件,22.18,18.02,27.02,4.6,7.6,51.19,61.15,66
四会富仕,电子元件,40.17,22.63,24.16,5.2,5.8,51.97,62.17,48
生益科技,电子元件,372.67,18.08,41.43,8.2,13.4,56.25,67.86,9
三未信安,电子元件,62.64,23.66,22.41,5.2,7.6,52.51,62.9,40
深南电路,电子元件,396.04,21.35,50.48,8.8,12.2,56.91,68.73,6
可川科技,电子元件,28.75,28.7,40.27,4.6,6.6,52.52,62.91,39
崇达技术,电子元件,130.79,14.96,40.03,6.2,6.0,51.86,62.03,52
则成电子,电子元件,5.99,17.58,33.97,4.6,7.0,50.84,60.67,85
科翔股份,电子元件,41.88,10.56,59.82,5.2,7.4,50.0,59.57,109
高德红外,电子元件,344.65,12.04,22.22,7.6,7.6,54.7,65.79,11
航天彩虹,电子元件,210.56,3.82,19.49,5.8,7.8,51.55,61.62,57
三环集团,电子元件,622.86,14.97,13.56,7.6,7.4,59.71,72.44,4
逸豪新材,电子元件,28.07,12.33,48.66,5.2,5.4,50.09,59.69,107
维科技术,电子元件,42.41,-2.08,49.37,0.8,8.2,48.17,57.13,128
风华高科,电子元件,183.97,10.14,26.12,7.0,12.6,52.46,62.82,42
方邦股份,电子元件,39.01,10.19,10.28,5.8,7.4,50.45,60.16,94
明阳电路,电子元件,41.26,9.55,37.12,4.6,5.8,49.98,59.53,110
航天电器,电子元件,267.86,12.75,34.33,0.4,9.0,53.53,64.24,23
本川智能,电子元件,33.57,17.26,29.65,1.6,5.2,50.99,60.87,75
贤丰控股,电子元件,39.37,-3.77,26.14,5.2,6.0,48.06,56.99,129
宏达电子,电子元件,161.61,22.35,15.34,7.0,5.6,53.56,64.28,22
铜峰电子,电子元件,43.8,-0.22,32.82,5.2,6.6,48.63,57.74,124
天津普林,电子元件,24.04,0.14,37.78,4.6,8.0,48.49,57.56,126
新亚制程,电子元件,33.05,3.89,40.07,2.0,7.2,49.05,58.3,123
依顿电子,电子元件,78.48,8.93,22.55,5.8,8.8,50.7,60.49,88
天键股份,电子元件,42.72,18.87,58.27,5.2,6.0,51.14,61.07,68
迅捷兴,电子元件,19.89,11.83,32.97,4.6,5.0,50.06,59.64,108
菲沃泰,电子元件,65.12,26.29,23.06,5.2,5.2,52.73,63.19,35
旭光电子,电子元件,60.79,5.9,29.69,5.8,6.0,49.77,59.26,113
正业科技,电子元件,32.32,-19.56,59.21,4.6,7.2,45.08,53.03,135
长盈通,电子元件,37.39,16.82,27.3,1.6,7.6,51.15,61.09,67
大立科技,电子元件,75.62,9.86,20.95,5.8,6.2,50.65,60.42,91
天微电子,电子元件,25.21,28.31,33.76,1.8,7.4,52.5,62.88,41
骏亚科技,电子元件,35.67,10.77,59.14,0.4,5.0,49.74,59.21,115
弘信电子,电子元件,82.69,2.09,64.44,4.0,7.0,49.09,58.36,122
好利科技,电子元件,35.79,4.92,13.08,5.8,5.4,49.48,58.87,118
金百泽,电子元件,28.89,12.1,32.47,5.2,5.4,50.24,59.88,101
豪声电子,电子元件,7.13,12.05,54.29,4.0,5.2,49.73,59.2,116
澳弘电子,电子元件,29.89,15.85,44.08,5.2,5.8,50.7,60.48,90
东山精密,电子元件,389.17,12.29,66.24,8.8,5.4,54.69,65.78,12
胜宏科技,电子元件,198.42,11.21,52.74,6.4,7.0,52.1,62.35,47
东晶电子,电子元件,19.74,-4.55,25.83,4.6,7.4,47.81,56.65,132
鸿日达,电子元件,27.69,21.73,59.57,4.0,4.6,51.23,61.2,65
火炬电子,电子元件,156.35,16.38,28.58,8.2,6.4,52.58,62.98,36
锐科激光,电子元件,163.47,15.93,28.66,6.4,11.4,52.92,63.44,33
中京电子,电子元件,56.36,6.0,56.1,1.8,5.0,49.31,58.65,119
晶赛科技,电子元件,10.55,16.06,47.34,5.2,5.6,50.46,60.17,93
唯特偶,电子元件,31.03,19.86,30.33,4.6,5.8,51.4,61.42,61
奥士康,电子元件,112.25,12.04,40.68,4.0,5.6,51.13,61.06,69
瑞可达,电子元件,78.24,13.61,41.08,5.2,6.6,51.03,60.92,73
豪江智能,电子元件,38.45,28.11,47.8,4.0,6.2,52.45,62.81,43
金溢科技,电子元件,32.46,17.02,26.57,4.6,6.6,51.12,61.04,70
惠伦晶体,电子元件,30.55,-4.44,40.39,5.8,10.0,47.97,56.87,131
中一科技,电子元件,60.12,21.41,38.56,4.6,6.8,51.95,62.15,50
洁美科技,电子元件,124.26,14.04,36.43,7.6,5.8,51.69,61.81,54
兴森科技,电子元件,228.09,13.07,43.63,7.0,8.6,53.02,63.56,31
隆扬电子,电子元件,49.05,33.73,10.9,4.0,4.0,53.51,64.22,24
超华科技,电子元件,41.92,-2.71,52.8,5.2,6.8,48.01,56.92,130
华工科技,电子元件,358.96,8.96,41.14,7.0,6.0,54.07,64.95,16
铜冠铜箔,电子元件,115.48,9.07,35.16,4.6,7.0,50.89,60.74,80
民德电子,电子元件,46.01,10.49,27.03,5.8,5.4,50.27,59.92,99
沪电股份,电子元件,415.49,19.93,36.58,6.4,7.4,56.77,68.54,8
信音电子,电子元件,40.39,16.45,34.2,4.4,6.0,51.01,60.9,74
南亚新材,电子元件,56.08,14.85,49.16,4.0,8.6,50.97,60.85,76
香农芯创,电子元件,161.52,8.3,30.89,2.4,8.0,51.43,61.46,60
世华科技,电子元件,49.98,24.14,13.76,4.0,2.4,52.14,62.4,46
宏昌电子,电子元件,52.24,14.78,41.89,4.6,6.2,50.84,60.68,84
天承科技,电子元件,52.38,26.96,21.29,4.6,3.6,52.57,62.97,37
国光电气,电子元件,91.03,11.36,29.53,5.8,5.8,50.93,60.8,78
海洋王,电子元件,60.79,11.04,16.24,0.8,9.2,50.8,60.63,86
乐凯新材,电子化学品,28.1,6.03,13.89,4.6,7.6,46.94,51.18,16
西陇科学,电子化学品,32.42,4.35,51.97,4.6,5.0,37.82,36.51,20
金宏气体,电子化学品,125.52,13.93,36.5,1.2,6.2,65.8,81.51,4
华特气体,电子化学品,90.65,11.58,22.33,2.0,6.8,60.93,73.67,8
光华科技,电子化学品,62.72,5.43,50.66,5.2,5.4,43.15,45.08,19
安集科技,电子化学品,149.08,14.9,20.57,1.4,7.0,74.11,94.87,2
江化微,电子化学品,62.16,6.27,38.73,5.8,7.8,47.59,52.23,15
广信材料,电子化学品,28.38,-11.6,35.03,5.2,7.0,15.13,0.0,21
濮阳惠成,电子化学品,59.1,17.66,11.41,7.0,6.0,64.41,79.27,5
瑞联新材,电子化学品,49.78,14.23,29.01,5.2,7.6,58.76,70.19,10
飞凯材料,电子化学品,92.25,11.92,42.99,5.8,7.6,59.71,71.71,9
扬帆新材,电子化学品,17.21,8.17,34.19,0.8,7.4,45.16,48.31,18
上海新阳,电子化学品,115.76,5.33,21.69,1.2,6.4,53.88,62.34,14
鼎龙股份,电子化学品,220.2,3.82,13.25,6.4,6.8,66.02,81.87,3
晶瑞电材,电子化学品,107.22,9.18,43.04,0.8,6.2,55.31,64.64,13
容大感光,电子化学品,93.07,8.86,37.12,5.8,7.8,56.48,66.53,12
南大光电,电子化学品,172.35,6.75,37.96,5.2,8.8,64.06,78.72,6
格林达,电子化学品,55.96,16.55,17.84,5.8,6.2,62.56,76.3,7
三孚新科,电子化学品,59.46,12.15,19.27,4.6,6.2,58.09,69.12,11
万润股份,电子化学品,165.19,11.14,18.65,7.6,10.8,77.29,100.0,1
强力新材,电子化学品,47.92,5.37,30.54,5.2,7.2,45.17,48.32,17
兆威机电,电机,126.55,31.0,27.25,1.6,6.0,65.78,100.0,1
江南奕帆,电机,23.07,24.63,16.38,1.2,5.2,49.84,70.24,6
卧龙电驱,电机,169.17,11.85,60.78,5.8,8.6,51.12,72.63,5
康平科技,电机,21.11,10.3,35.56,5.2,5.2,36.02,44.44,16
江特电机,电机,195.72,-7.59,60.75,7.6,8.2,38.65,49.35,14
大洋电机,电机,135.37,-4.03,45.91,4.6,6.8,32.88,38.59,19
鼎智科技,电机,44.05,42.91,29.68,5.0,7.0,62.87,94.56,3
迪贝电气,电机,18.41,6.86,32.33,6.4,5.2,33.47,39.68,17
神力股份,电机,34.73,2.83,42.49,4.0,5.2,27.81,29.12,22
江苏雷利,电机,93.62,10.0,32.44,5.2,7.2,43.13,57.72,10
祥明智能,电机,26.0,14.94,27.14,0.4,5.2,40.75,53.27,11
八方股份,电机,102.54,34.53,22.15,7.0,4.0,65.6,99.66,2
湘电股份,电机,225.72,-13.93,69.12,7.6,6.6,37.89,47.94,15
佳电股份,电机,75.64,14.58,46.43,5.2,6.0,43.76,58.89,9
凯中精密,电机,29.34,4.59,58.74,0.8,9.0,29.11,31.54,20
通达动力,电机,28.71,6.38,33.26,6.4,4.8,33.32,39.4,18
科力尔,电机,52.01,11.76,21.6,0.8,4.4,40.27,52.38,12
华瑞股份,电机,16.56,5.38,47.74,0.8,7.0,28.92,31.19,21
中电电机,电机,23.85,12.37,40.31,5.8,8.8,39.36,50.67,13
鸣志电器,电机,255.82,9.96,24.95,5.8,5.8,59.77,88.79,4
方正电机,电机,35.06,-15.49,43.21,1.4,4.8,12.21,0.0,23
微光股份,电机,58.35,17.73,15.74,5.8,7.4,49.18,69.01,7
正弦电气,电机,20.27,19.42,27.05,1.2,5.6,44.58,60.42,8
容百科技,电池,246.25,11.22,41.85,5.2,7.8,46.32,47.54,28
天力锂能,电池,61.86,10.56,44.44,4.0,6.8,45.67,46.76,36
先导智能,电池,514.95,20.99,59.31,8.2,6.8,48.3,49.94,9
