name,gender,age,education
刘宝军,男,45,硕士
罗建川,男,60,博士
姚林龙,男,59,硕士
解旗,男,52,硕士
白彦春,男,57,硕士
陈力,女,57,博士
陆雄文,男,57,博士
谢荣,男,71,博士
田雍,男,64,硕士
余汉生,男,60,大学学历
汪震,男,50,硕士
秦长灯,男,59,硕士
马江生,男,51,本科
黎楚君,女,34,本科
周燕萍,女,47,专科学历
张正展,男,49,硕士
杜昕,男,51,大学学历
侯名强,男,49,大学学历
陈毅琳,男,57,大学学历
王勇,男,53,大学学历
郭继荣,男,52,本科
赵浩洁,女,50,大学学历
郑跃强,男,48,硕士
马鼎斌,男,54,硕士
赵利军,女,52,大学学历
李闯,男,41,
田飚鹏,男,58,大学学历
贾萍,女,57,硕士
李月强,男,45,大学学历
岳宏梅,女,40,大学学历
穆峰,男,53,大学学历
高凯,男,49,大学学历
夏长磊,男,33,大学学历
刘振刚,男,55,博士
陈云鹏,男,50,硕士
吴明宏,男,52,本科
季文东,男,55,本科
刘义,男,55,硕士
李雪峰,男,48,本科
邢立广,男,55,硕士
齐宏涛,男,53,硕士
王臣,男,54,硕士
白宝生,男,56,硕士
肖军,男,64,硕士
魏喆妍,女,67,
程名望,男,48,博士
文守逊,男,54,博士
胡永承,男,56,硕士
周远平,男,50,硕士
陈桂荣,女,50,硕士
邢立凯,,,
刘瑞刚,,,
吴东明,男,52,硕士
牟晨晖,男,54,硕士
瞿涛,男,53,大专
陈晓东,男,56,大学学历
秦炬,女,53,本科
范永强,男,56,硕士
吴继华,男,46,大学学历
俞乐平,女,65,本科
朱利剑,男,48,本科
钟琦,男,37,本科
王海军,男,43,本科
高兴江,男,60,硕士
邱建荣,男,59,大专
高亦斌,男,55,本科
徐凤,女,43,硕士
姚国华,男,46,大专
邹伟民,男,53,大专
郑卓群,女,43,博士
李郑周,男,50,博士
杨国华,男,48,本科
成国光,男,59,博士
张臻悦,男,37,博士
沈惠玉,女,48,本科
徐法根,男,54,本科
陈华,男,41,大专
赵文顺,男,53,本科
张骅,男,41,本科
孙立国,男,50,硕士
孙大利,男,54,本科
崔鸿,男,50,大学学历
景向,男,38,大学学历
祁勇,男,48,硕士
孙久红,男,57,硕士
钱正,男,66,大专
曹斌,男,55,
葛敏,女,54,博士
兆文军,男,57,博士
姚宏,女,50,博士
杜欣,男,41,硕士
孙峰,男,41,大学学历
刘晓斌,男,40,本科
吴效超,男,56,本科
刘明东,男,56,硕士
郭风芳,男,58,本科
滕磊,男,44,本科
许达全,男,58,本科
吴旭春,男,56,硕士
周湘平,女,56,硕士
颜区涛,男,41,硕士
何婧,女,46,硕士
袁康,男,50,硕士
朱彤,男,42,硕士
夏亚斌,男,57,硕士
章云龙,男,56,本科
胡亚玲,女,50,硕士
李鹏,男,41,硕士
陈永平,男,61,硕士
吕晟,男,47,本科
姚媛,女,39,硕士
刘文伟,男,59,高中
兰舟,男,54,博士
周胜利,男,58,本科
黄一新,男,58,硕士
祝瑞荣,男,56,硕士
姚永宽,男,56,博士
余长林,男,60,硕士
朱平,男,56,硕士
林国强,男,57,博士
楚觉非,男,58,本科
万华,男,53,本科
谯明亮,男,46,本科
徐晓春,男,52,硕士
钱顺江,男,59,硕士
陈春林,男,55,硕士
唐睿,男,42,本科
应文禄,男,58,硕士
王翠敏,女,57,硕士
王全胜,男,55,博士
刘红军,男,54,本科
郑志祥,男,58,硕士
郑和,男,59,专科学历
徐文东,男,53,本科
梅家秀,男,51,硕士
盛更红,男,59,本科
尚佳君,男,,本科
李华,男,,本科
张晓东,男,,硕士
李建民,男,,博士
石来润,男,,本科
王清洁,男,56,硕士
张志君,女,,本科
汪建华,男,50,本科
毛新平,男,58,博士
刘新权,男,,博士
王东升,男,53,博士
张晓蕾,男,41,硕士
唐英林,男,42,硕士
王虹,女,,大学学历
王臻,女,43,硕士
张磊,男,48,本科
王鹏,男,51,本科
张晓慧,男,58,大学学历
郭升,男,49,本科
鲁卫东,男,58,本科
康喜,男,56,硕士
卢淑琼,女,55,硕士
史哲,女,42,本科
别秀娟,女,43,硕士
刘广军,男,50,本科
康利军,男,58,大专
王贵生,男,53,大学学历
刘建国,男,57,本科
曹坚,男,59,硕士
韩巧林,男,52,硕士
戴正春,男,52,中专
陈松林,男,40,本科
朱洪章,男,60,本科
刘志峰,男,39,硕士
高允斌,男,56,硕士
苏旭平,男,62,大学学历
丁伟,男,54,大专
温冬莲,女,41,硕士
朱海荣,男,42,硕士
王耀彬,男,,硕士
赵丽树,男,,本科
魏广民,男,51,硕士
姚永波,男,53,大学学历
张志亭,男,56,本科
鲍彦丽,女,,硕士
赵青松,男,53,本科
徐永前,男,56,本科
商有光,男,57,博士
王占明,男,60,本科
樊海泉,男,,本科
卢耀豪,男,,本科
闫春龙,男,,硕士
于超,男,,硕士
卢春宁,男,47,硕士
熊小明,男,50,硕士
吴丹伟,男,40,本科
韦军尤,男,52,本科
吴庆翾,男,47,硕士
王文辉,男,50,硕士
吕智,男,67,博士
罗琦,女,61,本科
胡振华,男,61,博士
赖懿,男,51,硕士
阮志勇,男,52,博士
莫朝兴,男,52,硕士
甘牧原,男,55,硕士
涂生安,男,48,硕士
石柳元,女,46,硕士
刘建荣,男,49,硕士
廖鹏,男,55,博士
刘坚锋,男,38,博士
肖忠东,男,55,硕士
胡金华,男,50,硕士
卢梅林,男,55,本科
孟祥云,女,49,硕士
胡晓东,女,60,硕士
郜学,男,44,硕士
李文华,男,60,硕士
陆婷,女,48,大学学历
黄元辉,男,44,硕士
李青华,男,52,硕士
王志东,男,57,大学学历
文广,男,,大学学历
马育民,男,,大学学历
王运琪,男,,大学学历
黄伟,男,,大学学历
马晓勇,男,,大学学历
张立新,男,54,大学学历
黄成仁,男,59,大学学历
张君婷,女,34,大学学历
李占东,男,50,大学学历
冯亚军,男,51,大学学历
王宝杰,男,52,大学学历
石育斌,男,,博士
张海明,男,,大专
侯柏英,男,61,大学学历
张海龙,男,,大学学历
李岩,男,41,博士
黄作为,男,53,硕士
刘章满,男,,大专
郭玉伟,男,,硕士
刘岩松,男,52,硕士
唐耀武,男,,本科
王东晖,男,54,本科
孙震,男,,本科
郑政利,男,47,硕士
袁知柱,男,42,博士
张肃珣,女,,本科
卢学柱,男,43,本科
卢伟军,男,,大学学历
张艳龙,男,,大学学历
赵兴涛,男,,硕士
季永新,男,56,硕士
钱洪建,男,57,大专
杨华,男,44,本科
郭静娟,女,58,本科
黄振东,男,41,硕士
连桂芝,女,53,本科
王芳,女,52,本科
朱建红,女,47,本科
狄明勇,男,45,大专
陈建龙,男,59,本科
张兆斌,男,60,本科
谢俊勇,男,58,大学学历
马朝辉,男,52,硕士
谢正敏,男,55,硕士
文本超,男,54,硕士
王绍东,男,40,硕士
吴英红,女,49,硕士
罗吉春,男,48,硕士
高晋康,男,60,博士
刘胜良,男,52,硕士
米拓,男,39,硕士
肖明雄,男,54,大学学历
李海波,男,50,大学学历
张玉东,男,53,硕士
李亮,男,38,大学学历
徐卫明,男,55,本科
缪利惠,女,43,大专
钟为义,男,55,硕士
顾金才,男,54,本科
钱强,男,53,
徐晓辉,男,35,本科
郭燕,女,34,本科
王健,男,49,本科
庞晓楠,男,36,硕士
葛建辉,男,56,大专
严科杰,男,49,大专
金秋,女,40,
韩方如,女,59,硕士
韩真如,女,56,大专
邱锡柱,男,59,大专
许娅南,女,51,硕士
韩宝胜,男,59,本科
郑仁杰,男,50,专科学历
邱言邦,男,32,本科
杨金萍,女,42,大专
敖巍巍,男,50,硕士
何良军,男,50,硕士
张世兴,男,62,博士
王志华,男,46,大专
王艳磊,女,43,本科
陶波,男,42,本科
周小凡,男,44,本科
付博,男,51,硕士
戴汉强,男,55,大学学历
王博,男,43,硕士
马金宝,男,42,硕士
陈剑,男,54,大学学历
刘伟,男,57,硕士
刘纯,男,55,大学学历
张新福,男,53,硕士
宁革,男,56,大学学历
邱卫东,男,53,本科
王毅,男,65,硕士
肖岩,男,55,硕士
孙晓琳,男,51,本科
王尧伟,男,54,硕士
杨致东,男,54,硕士
刘强,男,48,大学学历
牛国锋,男,47,硕士
林圃生,男,33,本科
张杰,男,40,大专
王福昌,男,59,大专
林来嵘,男,55,中专
梁宝东,男,53,本科
林圃正,男,27,本科
王丽香,女,41,本科
魏远,男,68,硕士
林国龙,男,64,高中
葛雅平,女,71,本科
范苗春,男,38,本科
孙建新,男,66,本科
吴江海,男,66,大专
黄丙娣,女,57,硕士
饶健华,男,57,本科
朱海涛,男,51,本科
刘庆伟,男,45,本科
黄桂莲,女,58,硕士
袁雯,女,55,大专
陈达才,男,42,中专
张媚,女,29,本科
幸柳斌,男,35,硕士
王兰玉,男,58,硕士
许斌,男,58,博士
赵军,男,53,博士
齐建军,男,53,博士
孙志溪,男,49,硕士
李任春,男,52,大学学历
谢海深,男,58,博士
耿立唐,男,53,大学学历
邓建军,男,54,博士
张爱民,男,52,大学学历
胡月明,男,37,硕士
高栋章,男,71,
苍大强,男,74,博士
张玉柱,男,67,博士
李毅,男,43,大学学历
马志和,男,55,硕士
孙伟,女,49,硕士
钱刚,男,57,博士
李国忠,男,56,博士
郭家骅,男,51,
王文金,男,60,硕士
罗元东,男,51,硕士
谢文新,男,56,硕士
黄国耀,男,48,硕士
李国荣,男,61,本科
王海勇,男,48,硕士
姜涛,男,60,博士
刘卫,女,61,大专
郏静洪,男,55,硕士
承江,男,56,本科
朱新峰,男,43,本科
蔡磊,男,51,硕士
陶士君,男,50,本科
倪幼美,女,57,硕士
程时军,男,58,硕士
YU JI QUN(虞纪群),男,61,本科
YU JASON CHEN(虞辰杰),男,35,本科
李庆华,男,57,本科
邵星,男,44,专科学历
周德勇,男,44,本科
申素贞,女,48,本科
陈登贵,男,41,中专
曹佩凤,女,60,大专
袁坚刚,男,55,本科
赵雷洪,男,59,硕士
祁盼峰,男,34,大专
季芯宇,女,36,本科
朱碧峰,男,44,职高
赵民革,男,57,博士
刘建辉,男,59,硕士
孙茂林,男,47,硕士
陈益,男,56,博士
张丙龙,男,47,硕士
谢天伟,男,42,硕士
王凯,男,41,硕士
曾立,男,52,硕士
李建涛,男,45,大学学历
顾文贤,男,62,本科
余兴喜,男,65,硕士
叶林,男,60,博士
刘燊,男,48,博士
彭锋,男,44,硕士
孙毅,男,58,博士
郭丽燕,女,48,硕士
常海宇,女,39,硕士
屈二龙,男,42,大学学历
王兴涛,男,45,大学学历
李百征,男,58,大学学历
李世平,男,59,硕士
赖晓敏,男,51,硕士
吴琨宗,男,52,硕士
戴文笠,男,52,硕士
李国权,男,52,本科
程晓文,男,52,硕士
郭亮,男,54,硕士
邵林峰,男,49,硕士
夏启斌,男,49,博士
刘二,男,54,硕士
邢良文,男,60,本科
谢娟,女,51,硕士
郭明文,男,52,博士
旷高峰,男,55,本科
张刚,男,55,本科
谢文贤,男,54,本科
王燊,男,44,本科
王义栋,男,55,博士
张红军,男,50,硕士
孟劲松,男,54,博士
王保军,男,56,硕士
张鹏,男,50,博士
田勇,男,45,博士
冯长利,男,60,博士
王旺林,男,49,硕士
曹宇辉,男,52,本科
刘明,男,50,硕士
杨正文,男,56,硕士
李建宇,男,52,硕士
罗伟华,男,46,本科
王学延,男,59,本科
曾顺贤,男,50,硕士
谢究圆,男,53,本科
肖海航,男,59,硕士
蒋艳辉,女,42,博士
任茂辉,男,58,本科
汤建华,男,55,本科
朱有春,男,55,大专
王春华,男,54,本科
郭勇军,男,55,本科
何齐书,男,55,硕士
刘涛,男,45,硕士
叶茂林,男,48,博士
王力,男,67,本科
潘贵豪,男,42,博士
闫华红,女,55,博士
王忠诚,男,65,博士
周亚东,男,46,硕士
赵文燕,女,55,硕士
王艳,女,43,硕士
朱国良,男,68,大专
沈卫强,男,44,硕士
朱琦,女,42,本科
周志斌,男,48,本科
刘一鸣,男,47,本科
吴方敏,男,42,本科
张贤江,男,58,本科
江双凯,男,33,大专
周向东,男,48,本科
陶宇,男,44,博士
沈彦吟,女,35,本科
陆红萍,女,38,本科
孙晓艳,女,36,本科
王锦蓉,女,55,大专
居琪萍,女,54,硕士
常健,男,56,博士
谢华强,男,57,大专
徐伟,男,57,大专
谭兆春,男,58,硕士
徐志新,男,48,硕士
黄智华,男,55,本科
敖新华,男,59,硕士
邱亚鹏,男,42,大学学历
郭相岑,女,34,硕士
王浚丞,男,44,本科
李红卫,男,51,硕士
吴爱萍,女,40,本科
李晓慧,女,56,博士
侍乐媛,女,66,博士
王怀世,男,72,大学学历
毛英莉,女,52,本科
魏颜,男,41,本科
毛华来,男,52,大专
李成生,男,60,本科
陈雪婴,男,50,本科
熊玉豹,男,57,大专
张其斌,男,45,硕士
颜军,男,46,硕士
王长城,男,57,大专
徐阿敏,男,56,大专
周宇宾,女,47,本科
蔡黎明,男,43,本科
周志江,男,73,大专
苏诚,男,53,本科
寿昊添,男,36,本科
柴晓岩,男,61,本科
赵志毅,男,61,博士
郑万青,男,61,博士
沈筱刚,男,39,硕士
沈宇峰,男,41,本科
施泉兵,男,52,本科
章琳金,女,34,本科
程官江,男,52,硕士
于银俊,男,58,硕士
胡涛,男,52,硕士
刘永民,男,,本科
商存亮,男,,大学学历
郭宪臻,男,,博士
张建军,男,50,硕士
李爱锋,男,,本科
黄春灿,男,,大学学历
张付昌,男,,大学学历
郭成许,男,,本科
胡卫升,男,55,本科
李春涛,男,,博士
管炳春,男,59,本科
李福永,男,60,硕士
洪烨,男,,大学学历
王志勇,男,,本科
陈红伟,男,,硕士
黄新高,男,,本科
徐静,女,,本科
罗阳勇,男,48,硕士
李顺泽,男,54,本科
周立,男,41,本科
张宇,男,47,大专
龚发祥,男,44,中专
曾成华,男,44,大专
刘玉强,男,66,博士
吴亚梅,女,66,中专
严明晴,女,49,大专
廖中新,男,60,本科
尹莹莹,女,40,硕士
李嘉岩,男,52,博士
田力华,女,37,本科
黄雁,女,41,大专
李萍,女,48,大专
周文庆,男,63,本科
缪一新,男,56,本科
范琪,男,46,本科
李新民,男,52,本科
周阳益,男,33,本科
谭舒平,男,60,博士
宗焕琴,女,60,大专
陈来鹏,男,58,本科
胡静,女,57,博士
谢娜惠,女,60,本科
周刚,男,46,高中
李建伟,男,56,大专
黄丽琴,女,58,本科
邹艳平,男,43,大学学历
高伟,男,56,大学学历
岳新强,男,52,
陈韬,男,50,大学学历
赵颀炜,男,42,硕士
张丕洪,男,41,本科
陈贵民,男,55,大学学历
秦虎,男,60,中专
刘斌,男,51,大学学历
刘芳玲,女,54,本科
周毅,男,41,硕士
王略,男,53,本科
宋岩,女,57,硕士
史秀志,男,57,博士
邓旭春,男,63,硕士
王庆明,男,63,硕士
郝志新,男,43,硕士
史华,女,46,硕士
卫阳,男,40,硕士
周弋,男,53,本科
潘肖尧,男,38,本科
王灵,女,51,硕士
沈淦荣,男,61,大专
杨林峰,男,57,硕士
杨伟芳,男,52,本科
朱利新,男,48,本科
李栋,男,40,本科
李刚,男,44,大专
周学民,男,49,本科
冯耀荣,男,63,博士
初宜红,女,56,
张莉,女,45,博士
钟苏,男,51,本科
薛俊,男,36,硕士
周必成,男,42,本科
董国华,男,56,大专
沈建民,男,49,大专
鲁冬琴,女,50,专科学历
邵明祥,男,55,硕士
邵明霞,女,57,硕士
季绍敏,男,52,本科
蒋玉兰,女,57,本科
陈光连,男,56,本科
朱玉田,男,60,大专
邵关根,男,82,
陈晨,女,51,硕士
徐何生,男,46,硕士
钱军良,男,54,大专
姜震宇,男,52,本科
董洁宇,女,45,大专
孙灿平,男,48,本科
刘甲铭,男,76,本科
刘煜,男,48,本科
朱新颖,男,51,本科
王磊,男,45,大专
董晨,男,43,本科
吴立文,男,54,本科
刘伟,男,72,大专
黄殿元,男,53,本科
刘洁,女,53,中专
史常水,男,52,硕士
范辉,男,46,大学学历
王希达,男,68,硕士
杨传伟,男,54,大专
季学庆,男,52,硕士
韩平,男,59,大专
姜虎林,男,49,专科学历
叶秋菊,女,42,硕士
王永辉,男,37,本科
鲁华,男,44,本科
孙立武,男,36,本科
朱清滨,男,58,硕士
张宜生,男,71,本科
侯安全,男,45,专科学历
刘杰,男,34,本科
马艳茹,女,32,本科
路永军,男,42,本科
高磊,男,48,本科
周洪璀,男,32,硕士
齐亚魁,男,49,本科
赵丹,男,39,硕士
顾兰芳,女,46,本科
钟继伟,男,37,硕士
叶鹏飞,男,35,本科
柳习科,男,49,硕士
赵贺春,男,61,博士
张骏,男,63,硕士
江蔚文,男,54,本科
吴建军,男,36,本科
高岗,男,43,本科
金史平,男,48,硕士
王琨,男,48,本科
刘杨,男,45,本科
钱惠平,男,44,本科
汪锋,男,42,硕士
杨家骅,男,45,本科
吴志雄,男,62,博士
孙兆荣,男,43,硕士
颜桢芳,女,41,本科
徐惠,男,41,硕士
高冬冬,男,42,本科
王震宇,男,43,本科
关东捷,男,55,硕士
张帆,男,62,本科
章冰烨,男,46,硕士
王浩滢,男,45,本科
李结义,男,,硕士
吴晓琳,男,49,大学学历
王海航,男,55,硕士
张海龙,男,,本科
王清若,男,49,本科
殷明,男,,硕士
钟桂全,男,,大学学历
杜宣,男,60,本科
赵剑,男,56,硕士
徐岷波,男,,本科
王文若,女,,本科
李军,男,,博士
杨正洪,男,,博士
刘瑛,女,,本科
李世聪,男,,本科
刘雄任,男,,本科
周志超,男,45,硕士
其实,男,53,博士
郑立坤,男,39,本科
陈凯,男,53,博士
程磊,男,46,硕士
黄建海,女,50,硕士
李智平,男,67,硕士
朱振梅,女,41,博士
鲍一青,男,47,大专
黄丽鸣,女,31,硕士
蔡玮,女,36,本科
杨浩,男,37,本科
王永彬,男,55,博士
程启北,男,61,硕士
李琳,女,55,硕士
易欢欢,男,41,硕士
王连宏,男,55,硕士
丁建臣,男,61,博士
姚科辉,男,42,本科
薛璞,男,50,硕士
王思邈,女,39,硕士
迟维君,男,60,本科
吕功华,男,68,本科
袁训明,男,58,硕士
赵娜,女,36,硕士
来静,女,47,专科学历
陈道军,男,49,本科
谢乾,男,47,硕士
王娟,女,47,本科
王吉,女,42,本科
王烨,女,46,本科
汪涛,男,45,硕士
张彬,男,34,本科
万梁浩,男,43,硕士
丁卫红,女,55,硕士
徐建忠,男,57,大学学历
杜娟,女,46,
傅馨,女,27,本科
陈巾,女,39,
黄吉丽,女,36,本科
杨兴海,男,48,硕士
杨兴荣,男,44,硕士
李建州,男,44,硕士
付丁,男,50,硕士
龙莎莎,女,41,本科
林雨斌,男,47,本科
陶正林,男,46,本科
雷福权,男,58,本科
杨瑜雄,男,53,硕士
黄睿,男,43,硕士
廖梓君,女,57,硕士
吴军,男,70,博士
邓鹏,男,46,硕士
潘忠民,男,53,本科
胡海荣,男,45,本科
高列,男,41,本科
张峰,男,41,本科
王宇翔,男,48,博士
廖通逵,男,42,博士
李济生,男,55,本科
黄泳波,男,40,本科
施莲莉,女,49,硕士
张路平,男,33,本科
唐文忠,男,55,博士
刘澎,男,70,硕士
刘强,男,51,硕士
赵明宝,男,36,硕士
孟丽荣,女,48,博士
苗文杰,男,39,本科
闫建忠,男,41,
曹璐,女,34,本科
张姝雅,女,40,本科
朱烨东,男,55,博士
汪亮,男,41,硕士
路一名,男,40,本科
朱烨华,女,45,硕士
王姣杰,女,35,本科
李司萌,男,39,本科
邓志光,男,38,本科
赵燕,女,51,本科
季成,男,48,大学学历
孙昕,男,48,硕士
郭通,男,44,本科
张旭,男,47,本科
耿俊岭,男,51,硕士
林路,男,48,本科
李峰,男,46,硕士
魏致善,男,54,硕士
叶晖,男,48,硕士
施宇伦,男,54,本科
魏宽宏,男,54,硕士
郭华强,男,67,硕士
朱宝文,男,54,本科
陈为,男,47,
周昆,男,46,博士
任奎,男,45,博士
陈澜,女,59,硕士
陈旭,女,64,本科
杨佳汇,女,25,本科
徐丽君,女,60,本科
李亚男,女,42,本科
姚庆喜,男,45,硕士
王维山,男,49,本科
俞晶,男,39,博士
殷逸轩,男,36,硕士
李童童,男,34,本科
倪晨勋,男,46,本科
陈文胜,男,55,本科
林杰,男,56,博士
尹德军,男,40,硕士
陈臻挺,男,42,本科
李音昱,女,31,本科
章怡雯,女,34,本科
曾志勇,男,53,本科
赵林中,男,70,本科
卢伯军,男,52,硕士
傅国柱,男,60,大专
付海鹏,男,46,本科
王坚,男,57,本科
陈黎伟,男,55,本科
曾俭华,男,65,博士
葛劲夫,男,56,本科
骆丹君,女,51,本科
高静,女,57,本科
徐航芳,女,52,本科
赏冠军,男,52,大学学历
蔡荥,女,52,本科
王燕,女,52,本科
李征,男,47,本科
陈坤,女,46,本科
刘志勇,男,49,硕士
郭庆,男,40,硕士
邱赞忞,男,41,本科
刘磊,男,47,本科
谭秀训,男,56,本科
杨靖川,男,41,本科
韩陆,男,42,本科
刘桥宇,女,38,本科
石晴晴,女,36,本科
马卫华,男,53,硕士
淮斌,男,49,博士
吕明理,男,55,硕士
傅强,男,55,硕士
何清法,男,53,博士
蒋旭,男,39,硕士
谢尚,男,47,硕士
孟瑜磊,女,60,硕士
朱鹏程,男,60,硕士
文钊,男,46,本科
徐文,男,60,博士
王亚洲,男,44,博士
王玉荣,女,58,博士
戚振东,男,48,博士
牛占杰,男,57,本科
胡海根,男,57,硕士
林松,男,51,博士
邬巧莹,女,32,硕士
翟冠惟,女,29,硕士
武旭庆,男,50,硕士
刘泉,男,47,硕士
钱晓钧,男,48,硕士
潘勇,男,46,硕士
田涛,男,50,大学学历
王挺,男,47,本科
刘俊宅,女,47,
朱其胜,男,48,硕士
颜色,男,45,博士
赵素艳,女,46,硕士
刘锐,女,49,硕士
王惠娟,女,43,本科
焦小源,男,45,硕士
陈文平,男,46,本科
王绪成,男,50,本科
帅勇,男,43,硕士
陈文辉,男,48,大专
吴亚宏,女,48,硕士
王志伟,男,48,硕士
陈晓兰,女,45,大专
张贞智,男,51,博士
艾帆,男,41,本科
吴星宇,男,47,硕士
潘旭东,男,40,大专
陈永峰,男,54,本科
蔡丽宏,女,35,本科
林文佳,女,39,本科
孙正暘,男,36,本科
孙星炎,男,70,博士
李灏江,男,49,硕士
程永新,男,45,硕士
孙正晗,女,36,本科
杨俊雄,男,37,硕士
曹珍富,男,61,博士
连晏杰,男,44,本科
酆耘,男,52,本科
陈莹,女,47,本科
田晨英,女,38,本科
张曦,男,55,本科
吴梁斌,男,45,硕士
黄文灿,男,53,硕士
王焕青,男,51,硕士
郭宪勇,男,47,硕士
吴一禹,男,63,大学学历
陈东红,男,52,硕士
饶昱红,男,56,本科
施建安,男,46,硕士
游海涛,男,48,本科
牛妞,女,37,本科
陈江生,男,59,大专
卢永华,男,69,博士
张月波,男,61,硕士
王斌,男,52,硕士
乔红军,男,56,本科
许丽美,女,55,硕士
陈昭昭,女,37,本科
汤同奎,男,57,博士
郑之开,男,53,博士
赵东京,男,40,本科
赵东,男,46,大专
张艳丽,女,41,硕士
高茂刚,男,46,大专
刘明洲,男,46,硕士
徐立云,男,50,博士
顾煜东,男,38,硕士
刘梅玲,女,45,博士
张珊珊,女,37,本科
谢皓,女,39,硕士
乔梅娟,女,50,本科
朱震棚,男,47,本科
邵健锋,男,45,硕士
梁建平,男,51,硕士
杨金平,男,38,本科
曾巍巍,男,41,本科
刘成凯,男,53,硕士
徐峰,男,52,硕士
赵桂荣,男,40,本科
毛睿,男,48,博士
高璇,女,37,硕士
杨声龙,男,29,大专
侯晓成,男,38,本科
刘俏,女,42,本科
朱军红,男,56,硕士
高波,男,46,本科
夏晓坤,男,42,硕士
王深力,男,53,硕士
张王军,男,45,本科
陈娟,女,44,硕士
刘静,女,51,硕士
陈陈,男,42,大专
任竹倩,女,42,本科
操宇,男,38,硕士
李勇胜,男,55,硕士
金源,男,48,硕士
周旭,男,51,硕士
陈吉栋,男,39,博士
翁晴,女,44,本科
倪文玮,女,40,大专
宋晔,女,42,大专
陈坚,男,61,硕士
吕晓平,男,50,本科
周军辉,男,50,本科
李战鹏,男,48,硕士
姚海强,男,53,硕士
陈英,女,56,本科
朱军,男,61,硕士
龚明勇,男,49,本科
陈艺戎,女,31,硕士
金鑫华,男,58,本科
吴雄伟,男,61,博士
张耀辉,男,58,硕士
潘功君,男,55,博士
刘智海,男,45,硕士
盛星,女,42,本科
吴晓谦,女,40,硕士
鲍广宇,男,49,博士
王腾,男,36,本科
韩振兴,男,34,本科
孔桦桦,女,43,硕士
蒋立靓,男,39,本科
任刚要,男,41,硕士
张文广,男,50,本科
吴孟立,男,32,本科
徐铮波,男,36,本科
于俊高,男,44,硕士
程平,男,31,硕士
王瑞慷,男,48,硕士
倪净,女,50,本科
罗吉华,男,77,硕士
蒋贤品,男,58,本科
刘国平,男,70,大学学历
徐佳,女,41,本科
闻美娣,女,44,大专
洪卫东,男,57,硕士
Steve Shiping Dai(戴士平),男,56,硕士
李江,男,42,本科
张文隽,男,46,本科
翟汉斌,男,41,本科
王野,男,45,本科
井家斌,男,53,硕士
吴红,女,53,硕士
郑春,男,53,硕士
欧阳忠诚,男,50,本科
李硕,男,40,本科
宋开宇,男,45,硕士
周帆,女,43,硕士
李锋,男,62,本科
张秋生,男,55,博士
陈静,女,61,硕士
甄春望,男,54,
金笑玲,女,43,本科
姜雪,女,29,本科
梁文芳,女,43,硕士
连春华,男,49,硕士
宋小沛,男,43,硕士
杨成文,男,54,本科
江洪,男,51,大专
乔登俭,男,47,本科
詹开明,男,51,本科
陈泉根,男,55,硕士
李海燕,女,49,硕士
冯建,男,60,博士
秦志光,男,67,博士
侯春梅,女,50,本科
黄丹,女,34,硕士
游新,女,54,中专
陈家蓉,女,45,本科
吴炜,女,48,本科
徐德伟,男,47,本科
刘玉萍,女,57,硕士
刘冠泊,男,37,硕士
张洪峰,男,46,本科
贺晗,男,35,本科
李燕飞,男,37,本科
赵昭,男,44,硕士
刘笛,男,40,本科
黄晓亮,男,43,硕士
刘红霞,女,60,博士
王子阳,男,37,博士
徐明,男,50,博士
杨佳泽,男,27,本科
曹姗,女,39,硕士
李杏园,女,45,硕士
黄怡,女,49,硕士
商竹,女,48,硕士
张亮,男,42,硕士
邓前,男,51,硕士
张旭光,男,49,硕士
杨跃明,男,60,本科
李莉,女,44,硕士
方勇,男,48,硕士
孙修顺,男,40,硕士
杨璐,男,49,本科
伍利娜,女,51,博士
宋恒杰,男,47,博士
郭海涛,男,53,本科
刘峥,女,47,本科
赵俊,女,51,本科
唐健,男,67,硕士
赵勇,男,45,本科
刘翠英,女,66,大专
何军,男,54,硕士
李民,男,52,大专
许昭林,男,45,硕士
周毓,男,50,中专
叶苏甜,女,41,硕士
陈晓宁,女,54,硕士
王恒波,男,42,硕士
安鹤男,男,60,博士
洪灿,男,51,本科
许建生,男,60,硕士
李帅,女,38,本科
凌娜,女,39,大专
黄华因,男,47,大专
戴京泉,男,45,硕士
江波,男,55,硕士
张为民,男,57,硕士
侯志平,男,50,硕士
黄斌,男,51,本科
陈建平,男,55,硕士
马壮,男,52,硕士
段黎峰,男,46,硕士
陈伟,男,44,硕士
邢懋腾,男,45,硕士
张宏,男,51,硕士
司芙蓉,男,62,硕士
吴振锋,男,48,博士
赵新荣,女,47,硕士
王泽霞,女,58,博士
蒋国强,男,69,硕士
王忠海,男,52,硕士
周勤德,男,55,本科
江经亮,男,39,本科
张洁,女,46,本科
祝乔颖,女,32,硕士
张更生,男,59,硕士
黄忠恒,男,53,硕士
丛登高,男,54,硕士
王其,男,51,本科
田暐,男,48,大学学历
杨晓慧,女,54,硕士
吴桢林,男,50,硕士
彭宏毅,男,54,本科
林岚,女,50,硕士
熊辉,男,51,博士
杨小明,男,60,硕士
刘泽军,男,57,本科
杨六初,男,58,本科
张月军,男,42,本科
王青青,女,39,本科
江秀艳,女,45,大学学历
鲁峰,男,56,硕士
靳谊,男,48,大专
陈明平,男,49,本科
万孝雄,男,46,硕士
宾壮兴,男,63,大专
李惠钦,女,48,本科
尚大斌,男,45,硕士
