name,gender,age,education
张文进,男,56,本科
张晓,男,44,本科
朱叶,男,42,本科
陈倩,女,52,大专
朱林,男,61,本科
朱红超,男,52,大专
邓勇,男,58,本科
何晶晶,女,36,本科
许国良,男,35,本科
孙飞虎,男,37,本科
王曙光,男,57,大专
戚淦超,男,36,本科
潘建华,男,59,大专
吴兴才,男,58,本科
赵凤高,男,73,大专
张国忠,男,62,大专
封美霞,女,60,本科
贾红兵,女,56,博士
严宁荣,男,45,
范小友,男,53,初中
史建国,男,53,中专
周丽萍,女,37,本科
陈兴林,男,58,博士
韩力,男,56,硕士
吴晨松,男,52,本科
杉浦裕介,男,46,硕士
袁丹伟,男,57,硕士
蔡士龙,男,57,本科
叶征吾,男,54,硕士
刘晓安,男,57,本科
李非,男,46,硕士
王帅,男,47,硕士
徐凤菊,女,59,博士
于翔,男,60,大学学历
张名荣,男,48,硕士
李克迪,男,52,硕士
陈静霏,女,40,本科
李璟瑜,男,59,本科
鲍丽娜,女,46,大专
王立华,女,54,硕士
温婷婷,女,40,硕士
陈双印,男,61,本科
彭海波,男,44,本科
吕林,女,42,本科
郭庆,男,52,硕士
胡斌,男,53,硕士
袁蓉丽,女,51,博士
杨巍,女,44,本科
胡楠,女,48,本科
赵丽亭,女,47,硕士
薛德龙,男,71,大学学历
党增军,男,57,大学学历
张冬梅,女,61,大学学历
钱立永,男,53,大专
薛亚辉,男,42,硕士
王中营,男,56,硕士
刘治军,男,46,大学学历
李培,男,42,本科
王仲,男,57,本科
薛建军,男,60,大学学历
黄全富,男,56,硕士
崔世菊,女,55,本科
孙世贵,男,59,本科
张永明,男,51,博士
丁涛,男,47,硕士
周建国,男,54,硕士
窦海涛,男,42,本科
朱光,男,41,硕士
田世超,男,52,硕士
田丹,女,38,大学学历
付少军,男,49,博士
王常龙,男,38,本科
赵剑翼,男,31,大学学历
李星辰,男,30,大学学历
王长土,男,58,
王庆,男,36,大学学历
张义为,男,60,本科
方根喜,男,48,本科
殷丽,女,54,大学学历
李增光,男,40,双本科
范红枫,男,57,本科
王玲琼,女,42,大专
张永芳,女,33,本科
吴畑畑,女,35,本科
张明,男,58,高中
张麟轩,男,34,本科
陈凯,男,56,本科
吴锦涛,男,42,本科
耿佳辉,女,50,本科
王翔宇,男,28,本科
常舰,男,39,硕士
敬志勇,男,51,博士
孙聘银,男,42,硕士
刘毅群,男,44,博士
李娟,女,40,大专
林凯,男,30,本科
汪满意,女,35,硕士
徐玉良,男,41,本科
刘吉文,男,50,本科
顾忠长,男,57,本科
於中义,男,52,本科
姚兵,男,53,硕士
谢力,男,61,硕士
徐明余,男,56,本科
汪国才,男,57,本科
王宏星,男,47,硕士
郝利君,男,55,博士
黄长文,男,57,大专
郑启斌,男,57,中专
汪敏,女,36,本科
汪志义,男,59,本科
陈辉,男,38,硕士
余磊,男,36,本科
曹克波,男,54,硕士
曹明芳,男,79,大专
姚伟,男,51,本科
朱晓华,男,53,硕士
单琛雁,女,44,硕士
穆炯,女,52,本科
祝梅红,女,57,本科
朱晓东,男,57,硕士
费洪海,男,47,本科
周曹兴,男,55,
汪忠伟,男,50,
钱建芬,女,56,本科
周家儒,男,70,本科
Richard Zhou(周隆盛),男,34,硕士
周崇龙,男,47,本科
赵东升,男,44,本科
黄正荣,女,46,硕士
王许,男,47,本科
朱健,男,40,硕士
陈海生,男,44,本科
刘元军,男,47,本科
郑昌伦,男,44,大专
李智月,女,47,本科
吴应宏,男,55,
何旭光,男,47,
刘堃,男,41,专科学历
朱慧娟,女,51,
钱立军,男,61,博士
许敏,男,61,博士
程义,男,40,本科
吴卫华,男,47,
张旭峰,男,47,本科
宋方明,男,41,本科
夏录荣,男,61,本科
杨国强,男,51,高中
蔡玲莉,女,48,高中
赵克非,男,58,本科
孙加洪,男,50,本科
沈荣,男,71,本科
甘新钊,男,40,大专
邹健,男,41,本科
陈清春,男,42,本科
罗贵林,男,54,中专
袁晋清,男,38,硕士
张初全,男,52,硕士
曹耀峰,男,59,硕士
崔广三,男,50,硕士
陈少琳,女,53,本科
蒋卫军,男,46,硕士
易华,男,49,博士
胡世元,男,52,硕士
肖剑波,男,40,本科
林建章,男,46,博士
韩镭,男,73,本科
党小安,男,48,硕士
王锋道,男,50,大专
程兆鹏,男,50,硕士
谢妹仔,女,44,本科
施定威,男,51,
施良才,男,61,硕士
蔡振贤,男,58,硕士
许钢,男,36,本科
邬振贵,男,65,大专
杨维超,男,39,硕士
吴海涛,男,36,本科
王国祥,男,50,博士
樊开曙,男,65,硕士
贺朝阳,男,53,大专
张莹,女,34,本科
王国威,男,39,本科
徐涛明,男,61,
林晓峰,男,45,硕士
宋力,男,46,硕士
钟定辉,男,53,本科
林学农,男,51,硕士
赵桃,女,50,本科
姜羽琼,女,40,硕士
杨明敏,女,43,本科
唐勇,男,58,硕士
刘榕,男,74,硕士
余国香,女,47,本科
季月华,女,60,专科学历
王喆,女,47,
陈红凯,男,50,硕士
李宏杰,男,48,大专
胡小耿,男,46,高中
陈伟锋,男,36,本科
王玉玲,女,46,本科
汤伟,男,51,硕士
蔡挺,男,50,本科
周红飞,男,53,专科学历
王艺,男,34,高中
陈建伟,男,38,高中
蒋学真,男,63,大专
董晓燕,女,62,硕士
李敏,男,43,大专
蒋经伦,男,32,大专
薛元林,男,71,
蒋森萌,男,30,本科
蔡桂如,男,61,本科
邹成效,男,46,本科
郭魂,男,48,博士
薛超,女,35,本科
宗丹,女,41,大专
壮晓峰,男,46,本科
孙鹏,男,44,硕士
孙伟华,女,50,硕士
甄明晖,男,44,硕士
孙静,女,47,大专
张金金,女,35,本科
张建勇,男,36,本科
魏学勤,男,70,大学学历
刘书旺,男,41,本科
葛小刚,男,40,本科
张永华,男,49,大专
蒋明泉,男,57,硕士
钟飞龙,男,39,硕士
高兵,男,49,本科
陈龙全,男,60,本科
李玉蕾,女,42,大专
夏金龙,男,51,中专
詹伟祯,男,63,本科
郭俊,男,49,博士
朱小平,女,61,大专
徐培军,男,40,本科
王雪慧,女,58,硕士
仇晓庆,男,42,大专
陆志军,男,53,本科
李捷,男,47,硕士
周琳,女,47,硕士
万玉峰,男,47,本科
朱逸华,男,36,本科
张声明,男,43,硕士
李维刚,男,45,博士
伍茂春,男,50,硕士
骆琼琳,女,45,本科
史占中,男,55,博士
马颖,女,51,博士
郭辉,男,42,博士
徐慧,女,53,大学学历
顾羽,男,39,大学学历
龚杜弟,男,58,硕士
王晓东,男,57,硕士
徐云峰,男,52,硕士
Kirsch Christoph,男,62,硕士
荣斌,男,48,本科
刘进军,男,48,硕士
冯志明,男,54,硕士
胥胜,男,49,硕士
陈玉东,男,62,博士
潘兴高,男,52,本科
马玉洲,男,49,硕士
陈染,男,51,本科
刘松雪,女,38,本科
李刚,男,53,硕士
国宁,男,42,硕士
张智林,男,70,大专
黄铁桥,男,45,本科
方健,男,42,本科
赵丁华,男,42,本科
岑伟丰,男,51,大专
顾俊捷,男,36,本科
周莺,女,37,本科
ZHANG NONG(张农),男,64,博士
ZHANG TONG(章桐),男,63,博士
易明燕,女,55,本科
胡燕,女,35,本科
朱颖华,女,46,大专
赵慧君,女,37,本科
顾瑜,女,69,大专
刘汉桥,男,67,大专
杨经宇,男,43,硕士
黄缘,女,54,大专
林永春,女,49,大专
卢光伟,男,62,本科
李水兰,女,75,大专
潘明章,男,41,博士
魏远海,男,45,本科
黄进叶,男,57,中专
赖品带,女,48,本科
樊建林,男,52,硕士
陈洪鹏,男,50,大学学历
吴炯,男,54,大专
杜慧,男,48,大学学历
郭玲,女,52,硕士
侯文青,男,49,大学学历
张正,男,54,硕士
刘红威,女,50,本科
洪亮,男,48,硕士
虞慧彬,男,50,硕士
赵金生,男,55,大学学历
曹群耿,男,59,大学学历
钟保国,男,60,大学学历
顾爱华,女,55,大学学历
叶斌,男,40,硕士
郑伟中,男,46,大学学历
马伟进,男,51,本科
吕友帮,男,56,硕士
王庆杰,男,60,大学学历
李滔,男,49,大学学历
张华,男,47,本科
马立伯,男,30,本科
王达,男,52,本科
王幸辉,男,44,本科
黄威,男,32,硕士
黎晓淮,男,71,大学学历
陈洪,男,47,大专
钱和生,男,60,高中
唐卫国,男,56,高中
周辉,男,49,高中
张骁,男,36,本科
曹菊芬,女,42,大专
钱雅琴,女,36,本科
钱亚萍,女,33,大专
杨春福,男,56,博士
刘庆雷,男,44,博士
朱建华,男,40,本科
沈衡,男,37,本科
钱伟,男,35,大专
姚丽红,女,32,本科
赵瑞贞,男,62,大专
罗洁,女,54,本科
李碧婵,女,34,大专
张丹,女,35,本科
Sindy Yi Min Zhao,女,34,硕士
秦婉淇,女,33,本科
谭红建,男,43,大专
李光福,男,39,本科
王国盛,男,47,本科
周卫国,男,60,高中
朱东奇,女,32,本科
陈进军,男,53,本科
孙宏彪,男,52,本科
姜立标,男,58,博士
吴秋萍,女,58,中专
杨海波,男,62,博士
李华棠,男,40,本科
罗开全,男,55,硕士
郑英军,男,53,硕士
肖尔东,男,51,本科
冯浩宇,男,51,本科
何瑜鹏,男,50,硕士
杨红星,男,52,硕士
卫凯,男,43,硕士
李彦波,男,53,本科
李超,男,57,大学学历
郑元武,男,46,硕士
王延龙,男,47,博士
孙玉峰,男,59,硕士
刘丽娟,女,54,大学学历
柯桂华,男,58,大学学历
柯炳华,男,54,大学学历
柯建豪,男,47,大学学历
邱晓荣,男,49,硕士
王丽,女,46,大学学历
范建华,男,47,大学学历
朱迎春,女,47,大学学历
陈耿,男,55,博士
柯磊,男,38,大学学历
裴振东,男,53,硕士
马钧,男,53,博士
吴弘,男,67,博士
厉超然,女,26,大学学历
李锦锋,女,48,大学学历
赵俊,男,53,博士
张锡亮,男,51,硕士
张一峰,男,41,硕士
吉天生,男,44,硕士
朱毅佳,男,40,硕士
钱光红,男,56,初中
郑岳久,男,37,博士
赖兴华,男,40,博士
潘格,女,37,硕士
申彩英,女,46,硕士
陈邦锐,男,60,大专
洪慧党,男,49,大专
吴延坤,男,51,硕士
许筱荷,女,60,大专
陈昀,男,29,硕士
朱西产,男,61,博士
张新丰,男,43,博士
杨萱,女,42,博士
林武威,男,33,本科
郑丛成,男,39,本科
袁洪锌,男,41,大专
周平,男,43,本科
黎福超,男,65,硕士
王长顺,男,59,硕士
黎锋,男,39,硕士
黎宾,男,35,硕士
吕桂莲,女,52,硕士
张海涛,男,46,硕士
张烈平,男,52,博士
秦联,男,61,本科
蒋红芸,女,50,本科
李万峰,男,47,硕士
王锦明,男,37,本科
赵晓利,女,38,本科
段全贺,男,38,硕士
陈笠宝,男,55,硕士
靳松,男,49,硕士
王福伟,男,52,硕士
刘波,男,50,本科
宫永明,男,53,硕士
赵兴天,男,48,硕士
王国强,男,57,本科
李学军,男,54,本科
王江华,男,51,硕士
孙开运,男,70,大专
张纯信,男,69,大专
张春光,男,52,硕士
张跃华,男,58,本科
栾健,男,60,本科
葛建国,男,54,硕士
孙岩,男,50,硕士
臧永兴,男,39,硕士
臧永建,男,39,硕士
王文红,男,54,硕士
郭军辉,男,49,本科
张建良,男,58,本科
李志国,男,42,硕士
臧立国,男,58,硕士
臧永奕,男,36,本科
杨世忠,男,66,博士
唐炫,男,51,
路达,男,39,博士
赵清华,男,65,本科
张燕燕,女,51,本科
孙杰武,男,46,大学学历
杨国勇,男,45,大学学历
孙锋峰,男,42,本科
金佳彦,男,42,硕士
俞丰,男,44,本科
沈征,男,45,本科
孙群慧,男,44,本科
孙勇,男,47,本科
洪伟刚,男,31,本科
徐志康,男,60,本科
朱丹,男,57,大专
孙煜帆,男,43,本科
叶彩秀,女,46,本科
师庆运,男,40,大专
吴怀磊,男,49,硕士
李燕,女,37,大专
冯轲,男,37,硕士
薄卫忠,男,55,硕士
吴跃辉,男,54,本科
龚宇烈,男,45,博士
曲荣海,男,54,博士
杨川,男,54,硕士
范宝春,男,59,本科
王军伟,男,41,本科
边明俊,女,32,大专
唐杰雄,男,52,大专
唐杰邦,男,53,大专
高军民,男,49,本科
易曼丽,女,46,硕士
吴淑怡,女,48,本科
刘世博,男,40,本科
程宗利,男,50,本科
申慧,女,56,硕士
赵海东,男,53,博士
张新华,男,61,本科
曹飞,男,38,本科
黄玉锋,女,48,大专
靳坤,男,65,大专
靳晓堂,男,37,硕士
张艳,女,46,硕士
刘功友,男,42,硕士
倪宇泰,男,49,博士
邵康,男,38,本科
潘亚威,男,40,本科
曹青,女,38,本科
谢伟,男,53,博士
陈更,男,47,硕士
季军,男,53,大学学历
佘长城,男,44,硕士
王仁贞,男,45,硕士
张华,男,42,本科
高月华,男,59,本科
陈宏良,男,58,硕士
顾鑫,男,47,硕士
袁春晖,男,42,硕士
长海博文,男,61,博士
崔雪梅,女,49,本科
王允慧,女,43,硕士
李永华,男,43,硕士
林上炜,男,41,本科
程子建,男,38,硕士
林臻吟,女,39,本科
林上琦,女,42,本科
林启彬,男,70,大学学历
苗雨,男,45,硕士
王军,男,69,博士
张宁,女,64,大学学历
侯权昌,男,48,大专
李士光,女,41,本科
王艺凝,女,38,本科
许安宇,男,48,本科
沈仁荣,男,57,中学学历
韩国庆,女,64,中学学历
於彩君,女,57,中专
胡柏安,男,60,中学学历
陆莎莎,女,39,本科
许强,男,52,硕士
胡金龙,男,35,本科
许玉萍,女,39,本科
童建芬,女,48,大专
焦召明,男,55,高中
付忠璋,男,61,博士
卜范智,女,52,中专
解恒玉,男,50,本科
焦显阳,男,35,硕士
姜丽花,女,51,本科
魏勇,男,50,本科
沙涛,男,53,本科
邓国华,女,61,本科
邱林朋,男,45,中专
原伟超,女,37,硕士
李军萍,女,49,大专
任典进,男,52,大专
邱天高,男,57,硕士
熊春英,女,59,硕士
金文辉,男,56,硕士
刘继升,男,51,硕士
曾发发,男,45,本科
罗志谦,男,44,硕士
丁文敏,男,51,本科
杨胜华,男,43,硕士
伍杰红,女,47,硕士
刘让坡,男,50,本科
许兰锋,女,54,硕士
Eric Hermann,男,59,硕士
吴晓军,男,49,硕士
Ryan Anderson,男,50,硕士
陈江峰,男,44,硕士
王悦,女,45,博士
萧虎,男,55,本科
章健,男,54,大专
张炀炀,男,44,硕士
马坚,男,48,硕士
李艳玲,女,46,本科
朱浏俊,男,41,硕士
胡铲明,男,59,
胡凯纳,男,35,本科
李可雷,男,44,本科
赵轰,男,37,本科
沈燕燕,女,60,
叶醒,男,47,本科
陈晚云,男,44,本科
施炳军,男,38,本科
景占东,男,43,本科
王苗夫,男,49,
郭小平,男,43,本科
屠赛利,女,54,硕士
章玉明,男,52,硕士
潘绍奇,男,43,本科
李广冬,男,42,硕士
孙毅,男,38,本科
张颖,男,36,博士
史川,男,41,本科
贺满昌,男,40,本科
杨央平,男,51,本科
陈珊,女,35,本科
虞舒心,女,30,本科
应海增,男,42,本科
董黎光,男,44,硕士
李敏,女,43,本科
陆燕,女,37,本科
姜林,男,52,本科
赵政,男,42,本科
崔龙峰,男,52,硕士
高德俊,男,48,大专
左京,男,52,本科
赵伟宾,男,52,硕士
朱磊,男,53,硕士
李元旭,男,57,博士
陈同广,男,57,本科
崔吉子,女,59,博士
尹志锋,男,45,博士
房爱民,男,48,本科
钱晨光,男,56,本科
王钦,女,53,本科
辛洪萍,男,59,硕士
辛洪燕,女,56,大专
陆林,男,46,硕士
付恩平,男,42,硕士
周剑,男,50,本科
王贤诚,男,40,本科
刘惠好,女,61,博士
罗锋,男,36,本科
黄科仕,男,45,初中
刘文超,男,36,本科
李小敏,男,56,本科
魏增祥,男,70,本科
刘艳霞,女,56,专科学历
王德庆,男,41,本科
魏杰,女,43,本科
李锴,男,45,硕士
孙轶炜,女,46,大专
吴洲凯,男,48,本科
杨衍霖,男,70,专科学历
薛艳艳,女,46,本科
李鸿,女,60,本科
夏宁,男,49,博士
周辉东,男,56,初中
龚文娇,女,34,本科
郝宁,男,48,专科学历
孙若江,男,47,本科
吴子文,男,58,大专
黄学诚,男,60,本科
田民镜,男,56,大专
何爱平,男,53,本科
吴小红,女,37,本科
吴志良,男,50,本科
吴伟源,男,36,硕士
张文清,男,58,本科
兰日进,男,54,本科
陈明理,男,46,本科
王永东,男,58,本科
夏诚亮,男,63,大专
朱华夏,男,35,本科
陈双奎,男,59,大专
张伟中,男,55,大专
许滨,男,59,硕士
石凤健,男,46,博士
唐亚忠,男,54,本科
陈晨,女,38,本科
韩欢,女,34,本科
袁琴,女,36,本科
付红玲,女,54,大专
郑渲薇,女,34,本科
李成忠,男,50,硕士
张晶,女,50,大专
闫瑞,女,45,大专
梁超,男,39,本科
祝伟,男,52,本科
赵春祥,男,58,硕士
薛锦达,男,66,硕士
李亚超,男,40,本科
孔令峰,男,37,大专
朱巧云,女,39,大专
周建明,男,64,硕士
沈明华,男,65,专科学历
戈晓华,男,50,专科学历
陆建新,男,57,专科学历
徐伟新,男,50,专科学历
丁晓峰,男,43,本科
朱文元,男,52,本科
陈立虎,男,69,硕士
石寅,男,72,博士
秦霞,女,54,硕士
李蔚,女,43,本科
黄向阳,男,52,专科学历
杨丽萍,女,42,专科学历
陶育勤,女,53,专科学历
黄河清,男,61,本科
吴月华,女,60,本科
刘杨,男,57,本科
顾勇亭,男,51,本科
任华林,男,46,硕士
林健,男,47,硕士
胡春荣,男,58,本科
徐萍平,女,59,硕士
黄列群,男,66,硕士
吕岚,女,55,硕士
钱寿光,男,54,本科
古春山,男,48,本科
刘方军,男,44,本科
许正庆,男,54,本科
潘胜校,男,52,本科
傅强,男,51,本科
傅芸,女,54,大专
沈柏松,男,57,本科
王杭燕,女,42,大专
金永平,男,51,博士
俞海平,女,45,本科
陈建伟,男,51,大专
富琛,男,29,本科
杨海坤,男,49,本科
张福如,男,57,本科
欧洪剑,男,52,大专
朱伟彬,男,35,本科
江华,男,60,硕士
申士富,男,57,博士
陈冠华,男,41,本科
廉绍玲,女,49,大专
王晔,女,53,硕士
尤建义,男,60,大专
范建海,男,43,高中
冯一东,男,53,大专
陈丹萍,女,41,大专
王巧琴,女,40,本科
王晓颖,女,28,大专
杨莉,女,66,本科
李文贵,女,41,博士
张山山,男,51,大专
沈伟益,女,43,大专
吴萍燕,女,41,大专
匡文明,男,42,本科
高赫男,男,42,大学学历
高方,女,38,
刘丽华,女,50,硕士
李宁梓,男,42,硕士
胡社教,男,59,博士
徐桂兴,男,41,专科学历
李杰,男,31,本科
罗雄伟,男,39,大专
戈浩勇,男,46,本科
张义,男,44,大专
张庆,男,54,高中
王学洁,男,41,硕士
俞凌涯,男,45,本科
袁斌,男,42,本科
熊守春,男,55,硕士
杨勤法,男,57,博士
金民民,男,36,本科
朱怀德,男,38,大专
沈杰,男,46,本科
张海燕,女,54,本科
刘玉里,男,55,专科学历
刘建,男,55,专科学历
王德生,男,48,专科学历
孙月东,女,82,高中
徐志刚,男,53,本科
张江,男,43,本科
孙德坤,男,49,大专
王忠年,男,61,高中
秦绪林,男,44,本科
孟斌,男,36,本科
孙文强,男,51,硕士
王纪学,男,52,本科
王洪波,男,43,本科
陈涛,男,43,本科
梁庭波,男,51,硕士
张美萍,女,43,硕士
丁乃秀,女,48,博士
任勇,男,49,本科
马丽,女,40,本科
李玉宝,男,39,大专
王和平,男,65,本科
龚本新,男,48,硕士
吴章华,男,51,硕士
余俊法,男,51,硕士
石奕,男,53,博士
龚阳,男,33,硕士
刘泉军,男,51,博士
田祖海,男,58,博士
邹斌,男,46,博士
宋桂晓,男,38,本科
周建伟,男,44,硕士
沈文静,女,36,本科
许晓敏,男,59,硕士
纪勋波,男,54,本科
张昆,男,44,本科
顾玉红,女,48,本科
尚晓熙,男,56,本科
孙学龙,男,47,本科
蒋骁,男,45,博士
赵向东,男,52,硕士
孙一峰,男,44,本科
姚恩波,男,60,本科
马铁柱,男,47,硕士
吴增仙,女,55,本科
陈磊,男,61,本科
闫静,女,55,硕士
李洁,女,45,硕士
杨辰,女,39,硕士
于波,男,45,硕士
王志方,男,44,大学学历
王华杰,男,48,中专
魏泉胜,男,41,本科
田进平,男,45,本科
高贤华,男,43,大专
范笑飞,男,45,中专
朱红,女,63,本科
盛元贵,男,52,
梁臣,男,49,本科
姜春娟,女,28,本科
戚海晶,女,39,本科
陈跃,男,64,本科
相华,男,45,本科
程艾琳,女,50,硕士
孟海峰,男,45,硕士
常浩,男,34,本科
吴韬,男,52,博士
赵彤,男,55,博士
张尊宇,男,42,本科
程慧敏,女,36,硕士
吴斌,男,39,本科
宋广东,男,59,中专
李新安,男,41,本科
义勤峰,男,41,大专
宋述省,男,60,大专
李红涛,男,40,本科
左敦稳,男,61,博士
邹勇,男,50,高中
刘玉,女,27,本科
罗渊研,男,51,大专
宫大,男,45,博士
李进巅,男,77,硕士
郝晓军,男,55,本科
奉孝君,男,48,硕士
马浩旗,男,48,硕士
张宏亮,男,39,硕士
徐海东,男,53,大专
于永达,男,71,硕士
吴满平,女,39,本科
徐志华,男,54,硕士
张芳卿,男,58,本科
张玉成,男,35,本科
高广海,男,44,本科
李洪艳,女,56,本科
曾庆洪,男,62,博士
冯兴亚,男,54,硕士
严壮立,男,54,硕士
高锐,男,44,硕士
江秀云,女,55,大学学历
閤先庆,男,50,本科
郑衡,男,53,本科
郁俊,男,57,硕士
陈茂善,男,59,硕士
丁宏祥,男,57,博士
刘志军,男,60,博士
陈小沐,男,47,博士
陈恬,女,45,硕士
黄成,男,49,博士
曹限东,男,43,
王路,女,55,本科
黄卓,男,43,硕士
王圆,女,43,硕士
王丹,女,53,硕士
项兴初,男,53,硕士
李明,男,46,博士
王德龙,男,52,本科
尹兴科,男,49,硕士
罗浩,男,50,硕士
宋华,男,46,本科
张鹏,男,53,硕士
戴茂方,男,60,硕士
单永英,女,59,硕士
国怀伟,男,53,本科
柴雪红,女,46,本科
冯梁森,男,43,本科
汤书昆,男,63,本科
唐自玉,男,60,博士
梅挽强,男,48,硕士
杨钟健,男,30,大学学历
汪清,男,51,本科
缪传彬,男,56,本科
张立春,男,48,本科
王琛,男,39,硕士
赵和军,男,55,硕士
孙成龙,男,53,本科
毕研勋,男,38,本科
张峰,男,43,本科
段亚林,男,51,博士
杨国栋,男,59,本科
贾胜欣,男,52,硕士
张传锋,男,41,硕士
孟庆铎,男,42,硕士
胡汉杰,男,59,硕士
吴碧磊,男,53,博士
季一志,男,54,硕士
田海峰,男,51,硕士
李胜,男,47,博士
于长信,男,51,本科
张国华,男,51,硕士
毕文权,男,51,博士
刘延昌,男,60,博士
李红建,男,51,博士
王建勋,男,40,硕士
韩方明,男,57,博士
董中浪,男,59,硕士
毛志宏,男,62,博士
王延军,男,60,本科
王立君,男,55,硕士
任瑞杰,男,40,本科
段英慧,男,53,硕士
许海根,男,59,硕士
魏建军,男,59,本科
穆峰,男,48,
赵国庆,男,46,大专
李红栓,女,,
何平,男,47,本科
邹兆麟,男,,本科
乐英,女,,博士
卢彩娟,女,55,
马宇博,男,37,博士
刘倩,女,41,硕士
高定伟,男,58,硕士
张玉虎,男,68,硕士
张秀格,女,55,大专
何志顺,男,86,大学学历
孙凤琴,女,73,大学学历
祖似杰,男,55,硕士
杨晓东,男,53,硕士
卫勇,男,51,硕士
蓝青松,男,58,硕士
陈逊,男,43,硕士
王坚,男,69,硕士
曾赛星,男,57,博士
沈晓苏,男,63,硕士
易连,男,57,大学学历
夏明涛,男,46,本科
姜宝新,男,54,硕士
郭涛,男,54,本科
李军智,男,51,硕士
周晓伏,男,57,本科
李军,男,49,硕士
张俊,男,52,
胡卫东,男,59,硕士
樊启才,男,55,硕士
周方平,男,42,本科
张国明,男,61,本科
秦志华,男,68,博士
张敦力,男,52,博士
刘辉,男,58,本科
杨兵,男,39,本科
简玉权,男,58,
柯钢,男,55,硕士
郑直,男,49,本科
张正萍,男,34,硕士
张兴海,男,60,硕士
尹先知,男,55,硕士
黄其忠,男,53,本科
康波,男,48,博士
王平,男,50,本科
申薇,女,41,硕士
刘联,女,56,硕士
李玮,男,58,硕士
尤峥,男,55,硕士
周昌玲,男,55,本科
张克邦,男,49,硕士
张正源,男,42,硕士
张国林,男,68,博士
景旭峰,男,53,本科
张正成,男,38,硕士
宋运星,男,51,本科
周林,男,43,硕士
常瑞,男,47,硕士
武锡斌,男,51,本科
宋术山,男,53,本科
吴海山,男,46,硕士
崔士朋,男,43,硕士
李艳美,女,49,硕士
王术海,男,48,本科
陈青山,男,50,本科
王学权,男,45,硕士
陈维娟,女,45,硕士
刘亭立,女,48,博士
叶盛基,男,61,本科
李亚,男,51,博士
蔡恩禹,男,48,硕士
王桂青,女,43,硕士
纪建奕,男,44,硕士
叶芊,男,39,硕士
陈宫博,男,35,本科
焦枫,女,47,硕士
杨巩社,男,58,硕士
颜敏,女,41,硕士
王传福,男,57,硕士
何龙,男,51,硕士
赵俭平,男,46,本科
杨冬生,男,44,硕士
周亚琳,女,46,本科
何志奇,男,51,硕士
王杰,男,59,本科
王传方,男,62,
任林,男,56,本科
李柯,女,53,本科
罗红斌,男,57,硕士
刘焕明,男,60,硕士
夏佐全,男,60,硕士
董俊卿,男,89,本科
李永钊,男,62,本科
王珍,女,47,本科
唐梅,女,40,本科
廉玉波,男,59,硕士
刘宇,男,47,硕士
代康伟,女,40,博士
宋军,男,47,硕士
何章翔,男,55,硕士
樊京涛,男,47,本科
魏志刚,男,54,本科
张国富,男,46,硕士
高建军,男,52,硕士
高健,男,49,本科
冷炎,男,61,硕士
郑正,男,40,硕士
赵冀,女,39,硕士
柳燕,女,57,博士
成波,男,61,博士
马静,女,44,博士
贾宏伟,男,38,硕士
王森,男,39,硕士
黄奕臻,男,37,硕士
郭剑,男,43,本科
关键,女,34,本科
汤玉祥,男,69,大专
王文韬,男,39,本科
李盼盼,男,38,本科
位义辉,男,39,本科
申占初,男,46,本科
王学民,男,36,本科
于莉,女,48,硕士
尹效华,男,70,本科
龚建伟,男,54,博士
谷秀娟,女,55,博士
卢新磊,男,49,本科
郭辉,男,39,本科
朱博,男,36,本科
杨波,男,43,硕士
徐秋华,男,58,本科
陈勇,男,50,硕士
谈盛,男,53,大学学历
杨汉琳,男,56,博士
顾晓琼,女,59,硕士
赵茂青,男,59,硕士
蒋敬旗,男,55,硕士
汪宏彬,男,50,硕士
李瑾,女,52,硕士
顾耀辉,男,46,硕士
谢思瑜,男,58,本科
吴文彬,男,58,本科
马祥,男,49,硕士
刘洋,男,32,博士
陈炜,男,48,硕士
张帆,男,50,本科
陈建业,男,55,硕士
季晓健,男,48,本科
赵蓓,女,66,博士
叶远航,男,47,本科
黄学敏,男,49,博士
王学舟,男,41,硕士
梁明煅,男,61,本科
黄李平,男,45,硕士
张汉东,男,55,硕士
张金贵,男,46,本科
张应兵,男,44,本科
王德龙,男,52,硕士
李卫华,男,44,本科
蒋园园,男,36,
郑锐,男,41,博士
余刚,男,37,本科
杜鹏程,男,59,博士
范家辰,男,59,本科
岳庆宏,男,43,本科
石小红,女,38,本科
葛帅,男,42,本科
陈顺东,男,46,本科
刘恩秀,女,43,本科
张海洋,男,49,本科
李百成,男,55,本科
彭锋,男,50,大专
王兴富,男,54,硕士
囤金军,男,54,硕士
李晨,男,50,硕士
刘增清,男,57,本科
牛艳丽,女,39,硕士
刘鹏飞,男,36,本科
申传东,男,57,硕士
王翠萍,女,46,本科
王德建,男,50,博士
王晓明,男,51,博士
王惠,女,42,硕士
李海涛,男,51,硕士
宋丽华,男,46,硕士
田亮,男,40,本科
董长江,男,52,硕士
吴永松,男,52,本科
翟正坤,男,44,本科
王传甫,男,48,硕士
胡军,男,52,本科
刘兴印,男,56,本科
盛卫宁,男,44,硕士
温德成,男,57,博士
赵毅红,女,55,博士
宋磊,男,41,本科
王平,男,48,本科
沈虎臣,男,49,本科
王秀菊,女,43,硕士
景柱,男,57,博士
覃铭,男,45,本科
卢国纲,男,56,本科
孙忠春,男,59,本科
陈高潮,男,47,硕士
刘锐,男,41,硕士
魏建舟,男,60,硕士
