industry,id,name,market_value
保险,601336,新华保险,1466.19
保险,601628,中国人寿,10740.59
保险,601601,中国太保,2918.81
保险,627,天茂集团,175.39
保险,601319,中国人保,2825.91
保险,601318,中国平安,9543.98
包装材料,2787,华源控股,23.83
包装材料,838163,方大新材,7.29
包装材料,2599,盛通股份,37.31
包装材料,2374,中锐股份,45.69
包装材料,600836,上海易连,32.78
包装材料,659,珠海中富,42.43
包装材料,2191,劲嘉股份,100.61
包装材料,603687,大胜达,40.69
包装材料,301223,中荣股份,37.47
包装材料,600210,紫江企业,80.84
包装材料,601515,东风股份,82.93
包装材料,2752,昇兴股份,47.97
包装材料,872392,佳合科技,3.66
包装材料,300501,海顺新材,30.66
包装材料,2303,美盈森,53.14
包装材料,2228,合兴包装,41.49
包装材料,2014,永新股份,53.72
包装材料,2701,奥瑞金,121.46
包装材料,301296,新巨丰,66.99
包装材料,2799,环球印务,33.7
包装材料,2951,ST金时,29.4
包装材料,301062,上海艾录,40.8
包装材料,601968,宝钢包装,79.43
包装材料,2969,嘉美包装,39.73
包装材料,2735,王子新材,41.24
包装材料,812,陕西金叶,43.2
包装材料,2565,顺灏股份,35.51
包装材料,603022,新通联,19.86
包装材料,3003,天元股份,19.73
包装材料,2846,英联股份,42.02
半导体,688041,海光信息,1471.07
半导体,688372,伟测科技,115.29
半导体,688153,唯捷创芯,285.86
半导体,688458,美芯晟,67.86
半导体,688595,芯海科技,49.12
半导体,688107,安路科技,208.48
半导体,300661,圣邦股份,425.27
半导体,688047,龙芯中科,406.41
半导体,688052,纳芯微,213.03
半导体,688002,睿创微纳,209.92
半导体,688478,晶升股份,62.32
半导体,603893,瑞芯微,316.65
半导体,688391,钜泉科技,53.8
半导体,688536,思瑞浦,291.04
半导体,688120,华海清科,337.72
半导体,603501,韦尔股份,1266.86
半导体,688766,普冉股份,85.54
半导体,688396,华润微,735.56
半导体,688259,创耀科技,49.58
半导体,300672,国科微,170.06
半导体,688018,乐鑫科技,96.09
半导体,688798,艾为电子,164.33
半导体,688012,中微公司,895.52
半导体,300613,富瀚微,127.41
半导体,688325,赛微微电,33.75
半导体,688256,寒武纪-U,700.75
半导体,1270,铖昌科技,133.76
半导体,688380,中微半导,116.47
半导体,688213,思特威-W,200.33
半导体,300458,全志科技,165.93
半导体,300671,富满微,85.81
半导体,688008,澜起科技,648.1
半导体,688270,臻镭科技,82.18
半导体,603160,汇顶科技,246.95
半导体,603290,斯达半导,368.95
半导体,605358,立昂微,260.32
半导体,600460,士兰微,431.19
半导体,688620,安凯微,53.9
半导体,688249,晶合集成,392.0
半导体,2049,紫光国微,802.72
半导体,300327,中颖电子,98.71
半导体,2371,北方华创,1503.86
半导体,688981,中芯国际,4035.09
半导体,688699,明微电子,53.14
半导体,603986,兆易创新,761.08
半导体,430139,华岭股份,28.17
半导体,688508,芯朋微,73.23
半导体,688141,杰华特,149.03
半导体,688409,富创精密,186.73
半导体,688512,慧智微-U,86.75
半导体,600360,华微电子,67.41
半导体,670,盈方微,52.26
半导体,300623,捷捷微电,139.18
半导体,600171,上海贝岭,124.99
半导体,688601,力芯微,56.62
半导体,688608,恒玄科技,152.17
半导体,688234,天岳先进,282.45
半导体,600584,长电科技,594.19
半导体,688220,翱捷科技-U,321.26
半导体,688469,中芯集成-U,398.14
半导体,300046,台基股份,40.01
半导体,2079,苏州固锝,102.04
半导体,688432,有研硅,185.77
半导体,688200,华峰测控,206.65
半导体,603068,博通集成,43.04
半导体,688484,南芯科技,167.42
半导体,300456,赛微电子,158.29
半导体,688439,振华风光,193.9
半导体,688099,晶晨股份,364.9
半导体,688230,芯导科技,50.56
半导体,688146,中船特气,207.64
半导体,688589,力合微,40.9
半导体,2119,康强电子,50.93
半导体,300077,国民技术,80.48
半导体,688209,英集芯,69.8
半导体,688138,清溢光电,52.51
半导体,688711,宏微科技,86.15
半导体,2185,华天科技,304.43
半导体,688332,中科蓝讯,84.79
半导体,688361,中科飞测-U,244.16
半导体,300373,扬杰科技,232.34
半导体,688049,炬芯科技,38.63
半导体,688037,芯源微,210.63
半导体,688689,银河微电,32.69
半导体,688172,燕东微,262.6
半导体,2156,通富微电,334.88
半导体,605111,新洁能,123.78
半导体,603933,睿能科技,35.41
半导体,688403,汇成股份,89.16
半导体,1309,德明利,81.2
半导体,688368,晶丰明源,80.3
半导体,688123,聚辰股份,87.65
半导体,688381,帝奥微,75.61
半导体,3026,中晶科技,38.74
半导体,688352,颀中科技,156.48
半导体,688167,炬光科技,89.01
半导体,600877,电科芯片,164.6
半导体,300493,润欣科技,41.88
半导体,300666,江丰电子,170.68
半导体,688486,龙迅股份,63.98
半导体,688126,沪硅产业,567.64
半导体,300053,航宇微,82.23
半导体,301095,广立微,145.04
半导体,688728,格科微,409.57
半导体,300782,卓胜微,660.63
半导体,300812,易天股份,30.56
半导体,688130,晶华微,28.29
半导体,300042,朗科科技,72.28
半导体,301297,富乐德,68.22
半导体,688216,气派科技,25.66
半导体,688252,天德钰,75.3
半导体,688286,敏芯股份,28.68
半导体,688135,利扬芯片,40.93
半导体,688045,必易微,34.61
半导体,300139,晓程科技,26.93
半导体,688233,神工股份,52.16
半导体,688661,和林微纳,51.5
半导体,688173,希荻微,83.18
半导体,688048,长光华芯,126.25
半导体,300223,北京君正,392.72
半导体,688262,国芯科技,118.17
半导体,688593,新相微,75.87
半导体,301369,联动科技,50.66
半导体,605588,冠石科技,29.05
半导体,688279,峰岹科技,98.83
半导体,300604,长川科技,254.9
半导体,688515,裕太微-U,114.48
半导体,688110,东芯股份,145.94
半导体,603005,晶方科技,143.9
半导体,688072,拓荆科技,431.93
半导体,688416,恒烁股份,50.33
半导体,688535,华海诚科,70.5
半导体,688261,东微半导,122.52
半导体,688521,芯原股份,343.16
半导体,2077,大港股份,90.82
半导体,300831,派瑞股份,39.36
半导体,688385,复旦微电,440.83
半导体,301308,江波龙,367.57
半导体,300706,阿石创,39.51
半导体,688362,甬矽电子,130.94
半导体,688498,源杰科技,161.07
半导体,688525,佰维存储,291.16
半导体,301050,雷电微力,104.02
半导体,688061,灿瑞科技,50.57
半导体,603061,金海通,61.67
玻璃玻纤,603601,再升科技,48.22
玻璃玻纤,601865,福莱特,811.68
玻璃玻纤,301188,力诺特玻,32.89
玻璃玻纤,300093,金刚光伏,49.25
玻璃玻纤,600876,凯盛新能,107.44
玻璃玻纤,2080,中材科技,384.63
玻璃玻纤,900918,耀皮Ｂ股,3.18
玻璃玻纤,835179,凯德石英,16.36
玻璃玻纤,605006,山东玻纤,48.3
玻璃玻纤,2163,海南发展,88.97
玻璃玻纤,12,南 玻Ａ,189.46
玻璃玻纤,2613,北玻股份,45.17
玻璃玻纤,600586,金晶科技,113.02
玻璃玻纤,2201,正威新材,65.29
玻璃玻纤,600660,福耀玻璃,981.0
玻璃玻纤,601636,旗滨集团,244.47
玻璃玻纤,301051,信濠光电,72.29
玻璃玻纤,603256,宏和科技,71.22
玻璃玻纤,600176,中国巨石,592.46
玻璃玻纤,300196,长海股份,58.12
玻璃玻纤,200012,南 玻Ｂ,80.76
玻璃玻纤,600819,耀皮玻璃,48.62
玻璃玻纤,603021,山东华鹏,17.73
船舶制造,300065,海兰信,79.33
船舶制造,601989,中国重工,1083.1
船舶制造,600072,中船科技,171.47
船舶制造,601890,亚星锚链,99.49
船舶制造,300008,天海防务,85.19
船舶制造,300123,亚光科技,70.03
船舶制造,600150,中国船舶,1443.7
船舶制造,600685,中船防务,367.79
船舶制造,300600,国瑞科技,31.81
船舶制造,600482,中国动力,463.8
船舶制造,300589,江龙船艇,52.5
采掘行业,603727,博迈科,37.72
采掘行业,603505,金石资源,153.78
采掘行业,600583,海油工程,275.01
采掘行业,600339,中油工程,228.35
采掘行业,600871,石化油服,417.66
采掘行业,300084,海默科技,24.66
采掘行业,2683,广东宏大,198.07
采掘行业,2554,惠博普,51.58
采掘行业,2828,贝肯能源,17.65
采掘行业,605086,龙高股份,26.84
采掘行业,2207,准油股份,18.5
采掘行业,300191,潜能恒信,60.38
采掘行业,601808,中海油服,722.42
采掘行业,603619,中曼石油,84.08
采掘行业,300164,通源石油,28.54
采掘行业,603979,金诚信,198.04
采掘行业,600968,海油发展,316.13
采掘行业,300157,恒泰艾普,24.28
采掘行业,2629,仁智股份,17.99
多元金融,600318,新力金融,41.33
多元金融,600643,爱建集团,98.94
多元金融,1236,弘业期货,160.74
多元金融,987,越秀资本,383.81
多元金融,600927,永安期货,271.9
多元金融,2423,中粮资本,201.61
多元金融,600705,中航产融,366.23
多元金融,600901,江苏金租,193.13
多元金融,563,陕国投Ａ,176.43
多元金融,600390,五矿资本,277.98
多元金融,666,经纬纺机,70.77
多元金融,600120,浙江东方,146.18
多元金融,600053,九鼎投资,61.91
多元金融,617,中油资本,925.4
多元金融,46,*ST泛海,77.94
多元金融,415,渤海租赁,162.03
多元金融,2961,瑞达期货,80.02
多元金融,567,海德股份,178.61
多元金融,600830,香溢融通,31.71
多元金融,603093,南华期货,85.96
多元金融,600816,ST建元,385.9
多元金融,600599,ST熊猫,17.78
多元金融,416,*ST民控,12.23
多元金融,2647,仁东控股,35.56
电池,688005,容百科技,246.25
电池,301152,天力锂能,61.86
电池,300450,先导智能,514.95
电池,688772,珠海冠宇,260.83
电池,2245,蔚蓝锂芯,127.3
电池,300014,亿纬锂能,1210.25
电池,300073,当升科技,254.26
电池,300919,中伟股份,421.02
电池,300068,南都电源,153.17
电池,2812,恩捷股份,956.83
电池,300568,星源材质,216.6
电池,300750,宁德时代,10513.29
电池,300207,欣旺达,306.35
电池,688388,嘉元科技,105.54
电池,2074,国轩高科,492.21
电池,688345,博力威,36.18
电池,603659,璞泰来,800.43
电池,835185,贝特瑞,255.55
电池,688063,派能科技,298.02
电池,300340,科恒股份,27.27
电池,688148,芳源股份,55.97
电池,301210,金杨股份,36.71
电池,300037,新宙邦,380.01
电池,2733,雄韬股份,62.24
电池,688006,杭可科技,179.47
电池,835237,力佳科技,5.86
电池,688779,长远锂科,215.88
电池,982,中银绒业,72.88
电池,49,德赛电池,104.94
电池,603031,安孚科技,55.42
电池,836239,长虹能源,19.7
电池,301358,湖南裕能,335.24
电池,301121,紫建电子,32.07
电池,300438,鹏辉能源,211.11
电池,833523,德瑞锂电,8.79
电池,300648,星云股份,41.36
电池,688819,天能股份,359.0
电池,688707,振华新材,134.21
电池,300530,领湃科技,38.59
电池,688275,万润新能,113.51
电池,601311,骆驼股份,109.22
电池,300890,翔丰华,42.66
电池,600110,诺德股份,123.82
电池,688184,帕瓦股份,42.14
电池,600241,时代万恒,24.25
电池,830809,安达科技,48.37
电池,688339,亿华通-U,103.02
电池,301222,浙江恒威,28.62
电池,2580,圣阳股份,41.94
电池,1283,豪鹏科技,39.87
电池,300457,赢合科技,173.75
电池,688567,孚能科技,269.6
电池,605378,野马电池,30.32
电池,600847,万里股份,19.25
电池,873152,天宏锂电,6.8
电池,2850,科达利,293.68
电池,300116,保力新,78.78
电机,3021,兆威机电,126.55
电机,301023,江南奕帆,23.07
电机,600580,卧龙电驱,169.17
电机,300907,康平科技,21.11
电机,2176,江特电机,195.72
电机,2249,大洋电机,135.37
电机,873593,鼎智科技,44.05
电机,603320,迪贝电气,18.41
电机,603819,神力股份,34.73
电机,300660,江苏雷利,93.62
电机,301226,祥明智能,26.0
电机,603489,八方股份,102.54
电机,600416,湘电股份,225.72
电机,922,佳电股份,75.64
电机,2823,凯中精密,29.34
电机,2576,通达动力,28.71
电机,2892,科力尔,52.01
电机,300626,华瑞股份,16.56
电机,603988,中电电机,23.85
电机,603728,鸣志电器,255.82
电机,2196,方正电机,35.06
电机,2801,微光股份,58.35
电机,688395,正弦电气,20.27
电力行业,600509,天富能源,99.01
电力行业,600719,大连热电,35.24
电力行业,601985,中国核电,1386.03
电力行业,600674,川投能源,660.65
电力行业,600027,华电国际,594.22
电力行业,600982,宁波能源,52.3
电力行业,3816,中国广核,1580.61
电力行业,600011,华能国际,1415.97
电力行业,200539,粤电力Ｂ,133.88
电力行业,600886,国投电力,981.72
电力行业,600167,联美控股,158.8
电力行业,37,深南电A,65.82
电力行业,601619,嘉泽新能,106.38
电力行业,600821,金开新能,131.42
电力行业,200037,深南电B,14.04
电力行业,600483,福能股份,214.71
电力行业,600868,梅雁吉祥,54.67
电力行业,601,韶能股份,50.25
电力行业,767,晋控电力,103.69
电力行业,600236,桂冠电力,447.72
电力行业,791,甘肃能源,91.55
电力行业,600642,申能股份,341.21
电力行业,600,建投能源,128.28
电力行业,539,粤电力Ａ,380.65
电力行业,601778,晶科科技,174.26
电力行业,600396,*ST金山,37.41
电力行业,862,银星能源,54.02
电力行业,600726,华电能源,204.01
电力行业,966,长源电力,149.29
电力行业,601908,京运通,132.8
电力行业,600900,长江电力,5299.82
电力行业,600098,广州发展,226.11
电力行业,591,太阳能,257.62
电力行业,600863,内蒙华电,231.05
电力行业,600795,国电电力,670.62
电力行业,1289,龙源电力,1693.16
电力行业,537,广宇发展,230.21
电力行业,600310,广西能源,65.22
电力行业,883,湖北能源,305.83
电力行业,1896,豫能控股,73.24
电力行业,155,川能动力,212.83
电力行业,900957,凌云Ｂ股,1.77
电力行业,600021,上海电力,289.56
电力行业,600905,三峡能源,1554.27
电力行业,2616,长青集团,43.7
电力行业,600025,华能水电,1270.8
电力行业,2608,江苏国信,279.96
电力行业,600116,三峡水利,170.37
电力行业,600101,明星电力,37.97
电力行业,1258,立新能源,84.84
电力行业,605028,世茂能源,32.0
电力行业,601991,大唐发电,584.81
电力行业,601016,节能风电,236.98
电力行业,600995,南网储能,356.99
电力行业,600969,郴电国际,27.42
电力行业,600780,通宝能源,110.98
电力行业,600744,华银电力,74.34
电力行业,600644,乐山电力,39.03
电力行业,600578,京能电力,249.71
电力行业,600505,西昌电力,31.21
电力行业,1286,陕西能源,378.75
电力行业,875,吉电股份,151.23
电力行业,690,宝新能源,149.05
电力行业,40,东旭蓝天,64.83
电力行业,27,深圳能源,326.83
电力行业,605580,恒盛能源,34.24
电力行业,600032,浙江新能,276.54
电力行业,2039,黔源电力,60.07
电力行业,600163,中闽能源,103.52
电力行业,600023,浙能电力,659.71
电力行业,722,湖南发展,56.3
电力行业,993,闽东电力,50.65
电力行业,600212,绿能慧充,42.73
电力行业,899,赣能股份,85.08
电力行业,900937,华电B股,13.52
电力行业,600157,永泰能源,337.71
电力行业,300125,聆达股份,42.88
电力行业,603693,江苏新能,115.45
电力行业,531,穗恒运Ａ,60.34
电力行业,600979,广安爱众,44.11
电力行业,2015,协鑫能科,200.32
电力行业,543,皖能电力,156.19
电力行业,600452,涪陵电力,182.74
电网设备,300510,金冠股份,58.92
电网设备,2256,兆新股份,52.52
电网设备,688676,金盘科技,154.58
电网设备,301388,欣灵电气,26.87
电网设备,300069,金利华电,17.32
电网设备,300062,中能电气,37.36
电网设备,300880,迦南智能,49.4
电网设备,301031,中熔电气,87.49
电网设备,2622,皓宸医疗,29.15
电网设备,603606,东方电缆,327.63
电网设备,688226,威腾电气,27.53
电网设备,2112,三变科技,29.22
电网设备,600312,XD平高电,156.86
电网设备,600406,国电南瑞,1915.16
电网设备,2028,思源电气,381.64
电网设备,301012,扬电科技,35.22
电网设备,600089,特变电工,839.89
电网设备,300018,中元股份,33.13
电网设备,300423,昇辉科技,53.58
电网设备,833509,同惠电子,15.59
电网设备,600517,国网英大,335.1
电网设备,300427,*ST红相,28.69
电网设备,603097,江苏华辰,34.99
电网设备,688248,南网科技,185.96
电网设备,300444,双杰电气,51.35
电网设备,300286,安科瑞,64.52
电网设备,600112,ST天成,17.16
电网设备,301310,鑫宏业,61.51
电网设备,601877,正泰电器,602.21
电网设备,300360,炬华科技,82.48
电网设备,2560,通达股份,44.67
电网设备,600468,百利电气,68.85
电网设备,688663,新风光,44.21
电网设备,688517,金冠电气,24.59
电网设备,300341,麦克奥迪,56.29
电网设备,300933,中辰股份,39.06
电网设备,2270,华明装备,108.17
电网设备,301295,美硕科技,26.86
电网设备,603191,望变电气,62.5
电网设备,834639,晨光电缆,7.8
电网设备,603050,科林电气,36.2
电网设备,600268,国电南自,62.28
电网设备,2606,大连电瓷,38.97
电网设备,2276,万马股份,114.63
电网设备,600885,宏发股份,366.29
电网设备,834062,科润智控,9.11
电网设备,601700,风范股份,61.22
电网设备,601179,中国西电,281.92
电网设备,600379,宝光股份,34.34
电网设备,300040,九洲集团,36.08
电网设备,720,新能泰山,62.07
电网设备,605222,起帆电缆,82.25
电网设备,682,东方电子,122.68
电网设备,2121,科陆电子,106.46
电网设备,2927,泰永长征,27.16
电网设备,400,许继电气,227.04
电网设备,301291,明阳电气,98.78
电网设备,601126,四方股份,124.25
电网设备,2692,ST远程,27.07
电网设备,300670,大烨智能,23.83
电网设备,603016,新宏泰,31.68
电网设备,2350,北京科锐,38.02
电网设备,300141,和顺电气,24.37
电网设备,605066,天正电气,36.24
电网设备,603829,洛凯股份,23.65
电网设备,603070,万控智造,69.17
电网设备,2546,新联电子,44.54
电网设备,600550,保变电气,97.97
电网设备,301120,新特电气,48.81
电网设备,300222,科大智能,59.45
电网设备,2706,良信股份,130.28
电网设备,603861,白云电器,40.07
电网设备,601567,三星医疗,216.05
电网设备,301002,崧盛股份,25.04
电网设备,2953,日丰股份,41.6
电网设备,688597,煜邦电力,22.73
电网设备,2882,金龙羽,62.42
电网设备,601616,广电电气,32.93
电网设备,834682,球冠电缆,10.8
电网设备,2169,智光电气,61.37
电网设备,300617,安靠智电,64.38
电网设备,688330,宏力达,47.77
电网设备,605196,华通线缆,42.04
电网设备,300932,三友联众,26.31
电网设备,2300,太阳电缆,58.22
电网设备,600525,长园集团,69.56
电网设备,300882,万胜智能,50.17
电网设备,2339,积成电子,38.11
电网设备,300466,赛摩智能,33.2
电网设备,300407,凯发电气,27.46
电网设备,603530,神马电力,68.25
电网设备,300477,合纵科技,51.46
电网设备,300265,通光线缆,42.99
电网设备,2358,森源电气,42.58
电网设备,600590,泰豪科技,58.25
电网设备,301439,泓淋电力,69.69
电网设备,600869,远东股份,123.62
电网设备,837046,亿能电力,3.76
电网设备,603618,杭电股份,43.19
电网设备,300447,全信股份,52.41
电网设备,600192,长城电工,25.36
电网设备,300514,友讯达,24.76
电网设备,603577,汇金通,32.12
电网设备,300001,特锐德,205.27
电网设备,603333,尚纬股份,31.57
电网设备,300490,华自科技,60.11
电网设备,301082,久盛电气,27.14
电网设备,2346,柘中股份,54.76
电网设备,301361,众智科技,28.61
电网设备,300283,温州宏丰,26.27
电网设备,2441,众业达,56.36
电网设备,2452,长高电新,44.97
电网设备,300208,青岛中程,64.83
电网设备,2090,金智科技,46.05
电网设备,2857,三晖电气,25.79
电网设备,2498,汉缆股份,133.4
电网设备,688191,智洋创新,25.1
电网设备,688681,科汇股份,15.46
电网设备,688611,杭州柯林,29.0
电网设备,603556,海兴电力,122.76
电网设备,603897,长城科技,40.38
电网设备,2451,摩恩电气,31.31
电网设备,533,顺钠股份,29.91
电网设备,1208,华菱线缆,52.05
电网设备,2058,威尔泰,15.89
电网设备,600290,*ST华仪,10.49
电网设备,688616,西力科技,18.3
电网设备,2879,长缆科技,28.25
电网设备,301390,经纬股份,28.22
电网设备,2533,金杯电工,58.5
电网设备,600973,宝胜股份,70.63
电网设备,2471,中超控股,37.79
电网设备,600577,精达股份,95.64
电源设备,301386,未来电器,44.7
电源设备,300820,英杰电气,156.55
电源设备,300693,盛弘股份,114.42
电源设备,2851,麦格米特,165.45
电源设备,600405,动力源,32.2
电源设备,2335,科华数据,162.24
电源设备,300153,科泰电源,25.89
电源设备,2534,西子洁能,109.7
电源设备,2665,首航高科,81.63
电源设备,300376,易事特,152.5
电源设备,300491,通合科技,45.6
电源设备,600475,华光环能,101.94
电源设备,2518,科士达,193.41
电源设备,688551,科威尔,46.94
电源设备,2364,中恒电气,44.41
电源设备,300593,新雷能,100.76
电源设备,301327,华宝新能,102.2
电源设备,300105,龙源技术,33.75
电源设备,2227,奥 特 迅,32.96
电源设备,601727,上海电气,747.83
电源设备,600875,东方电气,582.54
电源设备,2366,融发核电,138.8
电源设备,2255,海陆重工,49.02
电源设备,300713,英可瑞,29.41
电源设备,300870,欧陆通,48.63
电源设备,600202,哈空调,22.27
电源设备,2630,华西能源,34.83
电子化学品,300446,乐凯新材,28.1
电子化学品,2584,西陇科学,32.42
电子化学品,688106,金宏气体,125.52
电子化学品,688268,华特气体,90.65
电子化学品,2741,光华科技,62.72
电子化学品,688019,安集科技,149.08
电子化学品,603078,江化微,62.16
电子化学品,300537,广信材料,28.38
电子化学品,300481,濮阳惠成,59.1
电子化学品,688550,瑞联新材,49.78
电子化学品,300398,飞凯材料,92.25
电子化学品,300637,扬帆新材,17.21
电子化学品,300236,上海新阳,115.76
电子化学品,300054,鼎龙股份,220.2
电子化学品,300655,晶瑞电材,107.22
电子化学品,300576,容大感光,93.07
电子化学品,300346,南大光电,172.35
电子化学品,603931,格林达,55.96
电子化学品,688359,三孚新科,59.46
电子化学品,2643,万润股份,165.19
电子化学品,300429,强力新材,47.92
电子元件,301366,一博科技,58.38
电子元件,688503,聚和材料,140.83
电子元件,688496,清越科技,74.43
电子元件,301325,曼恩斯特,117.08
电子元件,688582,芯动联科,167.16
电子元件,300868,杰美特,25.63
电子元件,300124,汇川技术,1906.79
电子元件,600601,方正科技,150.13
电子元件,300991,创益通,22.26
电子元件,301021,英诺激光,37.86
电子元件,300220,ST金运,10.52
电子元件,688629,华丰科技,96.53
电子元件,200413,东旭B,49.57
电子元件,603186,华正新材,47.12
电子元件,688778,厦钨新能,195.49
电子元件,600288,大恒科技,47.96
电子元件,836395,朗鸿科技,5.91
电子元件,688035,德邦科技,80.66
电子元件,300227,光韵达,38.18
电子元件,600563,法拉电子,303.75
电子元件,833346,威贸电子,5.55
电子元件,688322,奥比中光-UW,142.2
电子元件,688053,思科瑞,61.29
电子元件,300936,中英科技,27.16
电子元件,600884,杉杉股份,349.78
电子元件,688539,高华科技,52.8
电子元件,200725,京东方Ｂ,1206.68
电子元件,688025,杰普特,76.37
电子元件,300516,久之洋,55.76
电子元件,300474,景嘉微,354.86
电子元件,301132,满坤科技,41.32
电子元件,200541,粤照明Ｂ,32.01
电子元件,62,深圳华强,126.03
电子元件,603920,世运电路,92.97
电子元件,837212,智新电子,5.44
电子元件,2138,顺络电子,221.74
电子元件,603228,景旺电子,200.45
电子元件,688662,富信科技,36.32
电子元件,872374,云里物里,6.43
电子元件,603936,博敏电子,77.58
电子元件,2137,实益达,38.35
电子元件,688375,国博电子,318.53
电子元件,688103,国力股份,62.7
电子元件,603989,艾华集团,90.83
电子元件,870357,雅葆轩,6.75
电子元件,430718,合肥高科,5.01
电子元件,200020,深华发Ｂ,7.59
电子元件,2636,金安国纪,70.69
电子元件,2008,大族激光,257.57
电子元件,832110,雷特科技,5.43
电子元件,2938,鹏鼎控股,585.68
电子元件,834950,迅安科技,5.31
电子元件,688210,统联精密,30.43
电子元件,301280,珠城科技,34.3
电子元件,600478,科力远,111.31
电子元件,300814,中富电路,51.51
电子元件,301282,金禄电子,41.06
电子元件,871857,泓禧科技,6.12
电子元件,733,振华科技,467.96
电子元件,2922,伊戈尔,46.14
电子元件,2179,中航光电,908.23
电子元件,823,超声电子,50.96
电子元件,301328,维峰电子,57.31
电子元件,1298,好上好,31.92
电子元件,2161,远 望 谷,40.17
电子元件,833914,远航精密,9.18
电子元件,301359,东南电子,21.48
电子元件,688183,生益电子,92.42
电子元件,603738,泰晶科技,60.47
电子元件,2484,江海股份,165.3
电子元件,603267,鸿远电子,146.49
电子元件,605258,协和电子,22.18
电子元件,300852,四会富仕,40.17
电子元件,600183,生益科技,372.67
电子元件,688489,三未信安,62.64
电子元件,2916,深南电路,396.04
电子元件,603052,可川科技,28.75
电子元件,2815,崇达技术,130.79
电子元件,837821,则成电子,5.99
电子元件,300903,科翔股份,41.88
电子元件,2414,高德红外,344.65
电子元件,2389,航天彩虹,210.56
电子元件,300408,三环集团,622.86
电子元件,301176,逸豪新材,28.07
电子元件,600152,维科技术,42.41
电子元件,636,风华高科,183.97
电子元件,688020,方邦股份,39.01
电子元件,300739,明阳电路,41.26
电子元件,2025,航天电器,267.86
电子元件,300964,本川智能,33.57
电子元件,2141,贤丰控股,39.37
电子元件,300726,宏达电子,161.61
电子元件,600237,铜峰电子,43.8
电子元件,2134,天津普林,24.04
电子元件,2388,新亚制程,33.05
电子元件,603328,依顿电子,78.48
电子元件,301383,天键股份,42.72
电子元件,900938,海科B,5.48
电子元件,688655,迅捷兴,19.89
电子元件,688371,菲沃泰,65.12
电子元件,600353,旭光电子,60.79
电子元件,300410,正业科技,32.32
电子元件,688143,长盈通,37.39
电子元件,2214,大立科技,75.62
电子元件,688511,天微电子,25.21
电子元件,603386,骏亚科技,35.67
电子元件,300657,弘信电子,82.69
电子元件,2729,好利科技,35.79
电子元件,301041,金百泽,28.89
电子元件,838701,豪声电子,7.13
电子元件,605058,澳弘电子,29.89
电子元件,2384,东山精密,389.17
电子元件,300476,胜宏科技,198.42
电子元件,2199,东晶电子,19.74
电子元件,301285,鸿日达,27.69
电子元件,603678,火炬电子,156.35
电子元件,300747,锐科激光,163.47
电子元件,2579,中京电子,56.36
电子元件,871981,晶赛科技,10.55
电子元件,301319,唯特偶,31.03
电子元件,2913,奥士康,112.25
电子元件,688800,瑞可达,78.24
电子元件,301320,豪江智能,38.45
电子元件,2869,金溢科技,32.46
电子元件,300460,惠伦晶体,30.55
电子元件,301150,中一科技,60.12
电子元件,2859,洁美科技,124.26
电子元件,2436,兴森科技,228.09
电子元件,301389,隆扬电子,49.05
电子元件,2288,超华科技,41.92
电子元件,988,华工科技,358.96
电子元件,301217,铜冠铜箔,115.48
电子元件,300656,民德电子,46.01
电子元件,2463,沪电股份,415.49
电子元件,301329,信音电子,40.39
电子元件,688519,南亚新材,56.08
电子元件,300475,香农芯创,161.52
电子元件,688093,世华科技,49.98
电子元件,603002,宏昌电子,52.24
电子元件,688603,天承科技,52.38
电子元件,688776,国光电气,91.03
电子元件,2724,海洋王,60.79
房地产服务,2146,荣盛发展,132.18
房地产服务,300917,特发服务,56.77
房地产服务,600605,汇通能源,43.15
房地产服务,560,我爱我家,74.9
房地产服务,56,皇庭国际,50.34
房地产服务,601588,北辰实业,88.55
房地产服务,1914,招商积余,173.15
房地产服务,603506,南都物业,25.91
房地产服务,7,*ST全新,16.56
房地产服务,600604,市北高新,101.91
房地产服务,2285,世联行,64.46
房地产服务,2968,新大正,40.32
房地产服务,2188,中天服务,20.98
房地产服务,2575,群兴玩具,37.43
房地产服务,603682,锦和商管,32.18
房地产服务,600658,电子城,74.39
房地产服务,2377,国创高新,34.36
房地产开发,838,财信发展,52.82
房地产开发,600683,京投发展,57.11
房地产开发,600239,云南城投,56.68
房地产开发,600684,珠江股份,37.13
房地产开发,600743,华远地产,58.65
房地产开发,600773,西藏城投,123.6
房地产开发,14,沙河股份,36.98
房地产开发,600322,天房发展,29.3
房地产开发,600383,金地集团,395.93
房地产开发,600376,首开股份,132.33
房地产开发,600748,上实发展,96.66
房地产开发,601155,新城控股,380.52
房地产开发,600159,大龙地产,32.95
房地产开发,609,中迪投资,17.36
房地产开发,600266,城建发展,173.3
房地产开发,600649,城投控股,128.0
房地产开发,736,中交地产,114.54
房地产开发,600533,栖霞建设,41.79
房地产开发,961,中南建设,86.48
房地产开发,1979,招商蛇口,1201.12
房地产开发,31,大悦城,195.46
房地产开发,600657,信达地产,149.15
房地产开发,600565,迪马股份,52.32
房地产开发,2,万 科Ａ,1831.36
房地产开发,600234,科新发展,19.56
房地产开发,69,华侨城Ａ,405.17
房地产开发,600048,保利发展,1728.53
房地产开发,600716,凤凰股份,41.84
房地产开发,965,天保基建,53.49
房地产开发,2208,合肥城建,61.77
房地产开发,6,深振业Ａ,70.87
