id,name,ROE_2022,ROE_2021,ROE_2020,ROE_2019,ROE_2018,asset_liability_2022,asset_liability_2021,asset_liability_2020,asset_liability_2019,asset_liability_2018
688315,诺禾致源,9.43,14.75,3.32,11.15,10.61,35.19,37.14,44.64,44.83,33.93
301293,三博脑科,5.44,7.03,6.60,8.65,13.07,27.85,30.75,23.44,29.34,34.24
688114,华大智造,33.33,12.78,0.71,,,15.74,31.44,41.26,127.5,169.73
688298,东方生物,25.03,104.83,106.41,37.13,39.18,22.24,23.26,31.39,29.7,38.39
300358,楚天科技,3.12,14.64,12.00,7.90,3.51,58.81,61.11,59.92,61.0,60.36
300406,九强生物,12.66,12.05,4.46,16.60,18.33,29.14,32.56,13.63,8.5,8.72
300685,艾德生物,18.42,19.19,17.84,16.27,17.79,9.16,9.89,12.72,13.82,7.57
301060,兰卫医学,34.39,15.00,9.21,7.98,6.58,39.34,22.12,15.23,13.29,18.16
300642,透景生命,8.77,12.12,9.94,14.32,14.80,11.06,6.84,7.67,6.25,7.13
603122,合富中国,7.56,10.61,9.06,11.39,18.20,24.41,28.98,34.78,30.15,52.48
603301,振德医疗,14.84,14.22,94.88,13.28,14.25,27.1,30.87,30.21,47.56,39.21
688399,硕世生物,58.80,56.81,60.06,20.08,21.84,22.75,27.52,26.92,11.57,18.07
300030,阳普医疗,-22.19,1.85,17.70,3.16,-15.51,47.34,43.54,42.52,44.37,46.04
300869,康泰医学,10.54,20.90,62.43,14.49,12.98,48.34,34.74,25.22,14.13,11.50
300171,东富龙,3.06,18.11,13.30,8.90,4.78,40.43,42.86,54.6,53.85,53.22
300676,华大基因,8.35,17.31,40.44,6.27,9.16,28.88,33.76,46.17,25.52,19.02
2551,尚荣医疗,-10.00,1.48,6.74,2.56,4.29,29.6,30.79,27.98,40.34,32.33
688617,惠泰医疗,20.06,13.05,27.35,27.39,20.38,19.54,11.03,23.55,38.35,16.92
2432,九安医疗,143.63,37.36,0.14,4.11,0.82,7.85,27.84,25.87,17.61,20.01
300049,福瑞股份,6.21,6.67,4.59,3.27,2.36,27.63,28.48,29.47,31.05,29.14
2223,鱼跃医疗,17.51,19.22,26.19,13.07,13.69,33.36,29.74,25.54,22.71,19.78
603387,基蛋生物,21.76,20.43,17.84,23.27,20.14,27.54,27.53,25.78,16.24,11.92
300326,凯利泰,-0.78,6.00,-4.77,11.49,20.45,17.51,20.84,26.99,27.0,29.91
710,贝瑞基因,-10.52,-4.68,8.64,18.35,15.31,27.23,28.3,25.32,23.52,10.82
2030,达安基因,59.64,63.07,80.21,5.10,5.77,21.29,25.89,32.62,41.39,39.93
300595,欧普康视,25.74,28.30,28.18,26.13,23.59,10.22,14.68,10.02,10.47,11.83
688677,海泰新光,15.86,12.66,35.98,31.27,26.57,12.27,7.37,23.39,31.84,15.92
301290,东星医疗,8.40,10.69,10.47,11.21,17.47,7.55,11.81,13.46,37.12,44.70
300206,理邦仪器,13.20,13.19,41.67,10.42,7.40,17.19,15.44,19.74,13.25,12.75
300463,迈克生物,12.08,23.13,22.88,18.03,16.61,20.07,30.84,37.07,39.46,37.12
300391,长药控股,-2.52,6.13,3.32,-61.13,7.59,53.48,61.82,69.05,50.63,31.31
688606,奥泰生物,31.64,30.22,107.35,30.84,32.51,11.25,18.33,15.5,11.82,15.50
300529,健帆生物,26.25,38.07,35.74,30.24,26.30,33.67,29.66,11.91,12.99,16.08
603976,正川股份,5.51,9.66,5.13,6.04,8.56,41.02,40.53,21.46,16.52,12.38
688085,三友医疗,10.84,11.60,10.32,25.12,19.63,12.7,13.06,8.16,20.61,12.44
2932,明德生物,87.36,77.04,55.81,6.95,15.55,26.32,16.59,21.85,3.57,3.98
300318,博晖创新,-6.61,-28.29,0.72,0.22,4.61,40.54,74.72,61.27,60.95,54.14
2901,大博医疗,3.20,29.64,32.01,29.76,28.10,21.1,23.42,19.1,21.68,12.45
300439,美康生物,8.20,8.36,19.93,-34.75,12.91,29.7,33.46,48.16,62.89,50.62
688656,浩欧博,5.40,12.40,31.82,38.68,34.59,17.47,10.87,30.37,47.16,40.89
300298,三诺生物,14.72,3.87,7.12,9.50,12.94,31.92,32.77,29.64,19.28,12.57
301087,可孚医疗,6.07,23.91,53.10,29.47,33.17,21.49,14.5,44.28,42.87,61.28
2817,黄山胶囊,7.34,7.25,6.10,5.53,5.30,17.68,23.14,16.45,12.68,10.70
300482,万孚生物,30.81,20.58,25.13,18.68,19.29,27.99,27.84,30.48,16.42,20.06
688317,之江生物,19.00,22.13,91.62,9.23,12.37,11.46,10.04,22.18,10.92,8.10
688139,海尔生物,15.90,26.72,14.62,13.06,11.89,24.42,25.74,29.37,19.11,50.01
300289,利德曼,-3.13,1.53,-3.95,0.48,3.07,10.85,15.77,15.35,15.41,16.87
688068,热景生物,30.41,122.43,15.98,10.38,25.92,13.99,21.15,17.25,10.52,21.22
301515,港通医疗,14.19,15.75,16.44,9.74,7.23,52.28,51.77,53.55,51.37,52.04
2382,蓝帆医疗,-3.53,10.32,19.31,6.04,7.49,33.52,37.71,42.37,36.17,38.58
688410,山外山,14.11,5.20,12.00,-23.67,-15.54,21.24,29.95,37.87,51.09,41.10
301367,怡和嘉业,39.16,34.03,84.87,40.50,25.75,10.6,21.23,18.64,22.38,43.80
668,荣丰控股,-3.16,20.73,-2.41,4.52,1.21,43.59,51.65,60.22,59.46,66.00
688613,奥精医疗,7.37,17.19,15.40,12.88,10.04,9.15,10.9,19.04,21.27,13.98
300677,英科医疗,3.94,59.61,132.22,13.08,15.30,25.28,21.82,27.0,49.81,47.49
688075,安旭生物,76.31,58.16,133.30,40.80,40.59,21.94,20.54,26.27,25.56,45.15
688105,诺唯赞,13.64,40.49,97.69,14.09,0.67,23.2,10.41,17.33,38.33,33.77
688468,科美诊断,11.48,12.70,13.74,16.71,-59.56,13.24,10.64,11.87,12.73,9.44
300562,乐心医疗,-3.12,0.90,11.47,5.62,4.61,35.45,41.63,52.64,42.13,39.45
300238,冠昊生物,-48.51,9.73,6.46,-49.85,3.85,35.71,31.91,36.84,38.74,29.50
688289,圣湘生物,27.29,39.02,107.29,7.28,1.48,18.11,10.0,13.0,13.23,28.21
872925,锦好医疗,11.57,14.14,38.95,38.95,34.79,12.67,11.35,28.04,23.23,25.10
688161,威高骨科,11.66,19.76,25.78,22.64,20.68,16.77,16.02,22.38,41.52,19.52
2022,科华生物,22.36,24.17,24.76,8.91,9.95,33.6,26.22,34.77,27.38,30.65
300753,爱朋医疗,-10.43,7.10,13.76,16.13,22.84,21.13,13.18,10.57,10.92,10.84
300453,三鑫医疗,18.96,18.64,15.95,9.72,6.98,35.33,30.39,32.1,37.33,26.24
600529,山东药玻,12.28,13.29,13.95,12.44,10.60,20.75,27.14,24.29,25.19,23.75
300314,戴维医疗,9.57,8.34,15.28,7.65,3.67,15.44,14.31,15.03,14.12,10.51
688575,亚辉龙,51.66,17.21,31.17,25.51,12.12,41.95,29.17,42.27,46.23,60.30
688212,澳华内镜,1.73,9.25,3.54,11.34,-2.24,12.22,6.7,12.28,13.07,11.32
688576,西山科技,20.59,35.57,-207.79,-503.61,59.27,22.11,19.31,41.37,119.06,39.41
300653,正海生物,19.58,23.62,19.16,19.22,17.09,12.34,15.46,19.72,18.33,9.42
688314,康拓医疗,14.64,20.84,23.93,34.16,19.94,15.12,12.55,16.62,15.69,18.21
300633,开立医疗,14.57,16.83,-3.36,7.47,21.38,22.7,22.02,40.27,41.84,28.58
300396,迪瑞医疗,13.71,12.40,16.92,16.07,15.07,34.37,21.02,18.23,15.88,21.45
300832,新产业,21.89,18.85,22.44,28.07,33.81,8.77,8.53,9.45,9.22,10.40
688366,昊海生科,3.21,6.25,4.20,9.26,12.17,14.36,12.81,8.96,8.1,13.55
688198,佰仁医疗,9.18,5.65,7.08,27.65,22.17,6.8,4.14,4.09,2.97,6.67
603392,万泰生物,56.19,58.20,32.10,14.36,26.30,22.58,35.25,26.35,26.98,24.48
300003,乐普医疗,17.60,16.00,21.12,25.03,19.13,33.14,40.7,41.96,49.74,56.41
301122,采纳股份,10.28,29.38,50.41,22.32,20.31,5.81,16.73,20.24,39.32,58.40
603880,ST南卫,-2.30,-3.61,16.01,5.02,7.21,57.35,48.49,34.67,34.74,33.79
300639,凯普生物,42.35,30.32,20.70,14.49,11.66,22.35,17.88,11.29,8.66,9.10
603309,维力医疗,10.14,9.14,14.12,12.39,7.19,27.01,25.36,23.16,28.81,33.54
300981,中红医疗,1.06,46.92,168.97,20.19,16.20,10.04,8.36,30.41,56.53,61.42
688217,睿昂基因,4.43,6.04,6.17,6.09,2.62,10.3,5.37,7.01,7.29,7.38
2950,奥美医疗,14.09,15.65,44.00,17.75,18.95,45.52,45.01,39.81,34.75,54.43
688273,麦澜德,16.79,39.22,61.98,77.36,79.21,9.27,23.74,25.89,42.59,38.16
300246,宝莱特,1.60,7.10,49.03,11.02,12.02,38.4,42.29,35.74,39.07,32.24
688393,安必平,3.53,6.77,12.12,17.46,16.85,12.24,11.42,9.65,17.35,18.31
688626,翔宇医疗,6.53,12.60,30.41,26.91,40.76,18.08,10.86,24.27,24.42,26.12
832278,鹿得医疗,9.27,10.27,19.54,15.84,10.71,19.31,24.9,19.76,24.26,25.15
688767,博拓生物,33.14,78.03,141.26,25.00,21.11,6.87,13.3,30.11,40.15,36.53
301093,华兰股份,3.89,26.83,21.94,28.69,32.16,6.36,8.22,36.23,39.67,44.63
600055,万东医疗,4.37,7.81,10.09,8.42,8.07,10.49,12.97,16.79,14.91,17.29
688271,联影医疗,17.48,32.83,32.20,-3.24,-5.37,27.81,51.42,62.63,68.93,64.39
688389,普门科技,18.75,16.08,13.18,13.77,12.92,20.71,14.68,11.32,10.97,17.68
688581,安杰思,44.40,38.95,23.30,37.98,40.67,19.39,20.63,16.79,21.51,22.07
300760,迈瑞医疗,33.38,31.92,32.29,27.91,42.16,31.55,29.22,30.07,27.37,29.82
301097,天益医疗,8.36,18.20,25.07,24.89,19.26,24.09,41.85,41.87,37.4,25.10
870199,倍益康,37.41,93.99,71.44,18.79,9.45,15.34,39.54,40.75,31.28,21.42
603987,康德莱,14.14,15.01,12.19,12.19,11.49,38.39,31.63,30.32,28.45,25.11
688013,天臣医疗,8.37,8.57,17.00,44.91,29.02,6.45,6.0,3.99,14.19,29.12
688607,康众医疗,-0.80,-0.64,-0.41,-0.32,-0.83,7.15,6.48,5.31,5.68,6.40
688301,奕瑞科技,19.25,17.11,21.51,25.52,20.86,32.91,13.02,9.03,38.99,32.68
301234,五洲医疗,14.38,29.92,34.18,35.90,30.76,14.35,31.4,40.59,56.93,54.78
603658,安图生物,15.57,14.23,22.13,34.81,32.20,24.45,19.82,19.07,38.11,26.00
688580,伟思医疗,6.13,12.15,19.66,47.03,38.62,9.24,6.45,8.4,36.95,36.39
688067,爱威科技,3.79,8.76,12.91,21.74,13.40,13.56,12.79,20.18,15.11,15.68
600587,新华医疗,9.68,11.97,5.47,23.54,0.69,55.3,54.64,57.95,59.57,66.38
688029,南微医学,10.81,11.81,10.36,21.77,36.17,15.91,17.66,14.22,12.07,35.99
688108,赛诺医疗,-19.01,-13.08,2.07,11.29,13.64,16.87,14.32,11.47,8.88,13.00
688277,天智航-U,-10.77,-7.99,-7.32,-5.39,-0.26,20.57,16.53,8.28,16.43,15.40
688016,心脉医疗,22.22,23.27,18.66,24.67,50.15,12.66,13.2,10.33,7.76,19.59
688050,爱博医疗,13.11,10.78,9.65,11.41,4.71,14.45,15.02,5.55,5.58,5.56
301363,美好医疗,21.16,24.58,24.19,38.97,29.73,10.83,26.8,16.7,14.98,16.28
605369,拱东医疗,22.09,24.66,34.12,31.48,28.63,14.74,17.86,12.19,24.4,26.47
688358,祥生医疗,8.30,9.27,8.54,35.47,44.87,13.24,10.91,11.61,9.28,35.34
688236,春立医疗,11.85,25.98,30.10,31.98,18.11,20.24,17.69,29.98,33.7,23.09
688338,赛科希德,7.13,7.04,8.71,23.79,33.04,6.67,4.24,3.23,12.19,19.46
688351,微电生理-U,0.31,-2.05,1.59,-7.41,-2.82,6.31,11.84,8.05,16.89,54.96
430300,辰光医疗,10.78,12.90,2.89,1.77,1.10,33.82,45.39,42.93,41.5,40.45
605266,健之佳,17.87,16.67,31.79,32.00,32.95,73.37,63.69,50.94,71.05,73.50
2727,一心堂,14.47,15.04,15.81,14.00,13.47,53.47,53.46,38.03,42.28,44.95
603233,大参林,17.87,14.61,22.74,20.39,18.47,67.06,65.76,54.81,50.05,52.78
600511,国药股份,14.65,14.57,12.67,16.31,16.23,46.44,48.75,47.42,49.74,50.68
603883,老百姓,12.72,15.72,15.87,15.58,14.87,66.83,71.82,57.41,60.96,60.29
301017,漱玉平民,11.55,6.71,15.26,8.66,11.96,71.17,61.74,50.25,45.69,48.93
603939,益丰药房,15.82,13.03,15.31,12.72,12.42,56.64,53.88,63.05,48.68,47.00
2589,瑞康医药,-28.81,1.75,3.56,-11.77,9.53,68.62,63.28,67.28,68.42,67.48
900943,开开Ｂ股,7.26,4.14,2.64,4.39,6.94,52.1,48.58,50.09,50.02,50.75
28,国药一致,9.59,9.29,10.49,10.31,11.41,54.37,57.88,57.35,54.23,51.93
600833,第一医药,16.48,6.45,9.30,7.63,6.89,52.99,41.71,46.33,39.8,37.97
600998,九州通,8.98,11.37,15.90,9.54,7.45,68.91,68.5,68.31,69.12,69.43
300937,药易购,5.29,0.85,10.75,14.58,16.09,48.48,33.62,37.43,34.5,34.90
600056,中国医药,6.98,6.39,13.58,10.93,18.83,63.3,59.79,63.19,63.09,60.00
78,海王生物,-19.35,1.57,-4.72,3.41,7.81,83.14,80.57,81.14,80.93,82.59
301408,华人健康,18.54,9.30,15.13,10.74,7.75,63.24,60.17,44.41,49.21,51.87
601607,上海医药,9.11,10.76,10.34,10.12,10.34,60.63,63.86,63.31,63.96,63.40
2462,嘉事堂,7.49,9.42,9.00,13.38,13.93,64.23,62.13,62.33,62.24,65.60
600829,人民同泰,11.30,13.26,7.57,15.60,16.93,65.11,67.41,66.77,66.7,64.19
600272,开开实业,7.26,4.14,2.64,4.39,6.94,52.1,48.58,50.09,50.02,50.75
950,重药控股,9.30,10.78,10.48,10.11,9.84,77.78,76.32,75.3,65.22,59.69
600713,南京医药,10.58,11.20,8.89,9.02,7.29,78.85,79.78,79.41,79.42,78.99
705,浙江震元,4.13,4.30,5.21,13.36,5.08,39.73,37.32,34.77,33.87,31.93
2788,鹭燕医药,13.01,11.82,12.93,13.99,11.72,76.32,74.38,71.45,74.95,72.76
301015,百洋医药,22.82,22.87,18.09,17.82,26.50,54.69,52.77,62.54,61.94,58.70
411,英特集团,10.69,9.13,9.88,12.40,10.59,70.5,71.29,71.5,72.41,76.83
301263,泰恩康,11.35,18.48,28.79,10.68,15.45,9.07,24.61,29.26,26.66,25.47
603368,柳药集团,12.26,10.69,15.34,16.85,14.33,65.79,63.42,63.23,61.05,58.59
2872,ST天圣,-4.06,-2.94,-18.57,-7.42,0.27,26.34,26.95,34.46,33.19,31.92
603716,塞力医疗,-10.98,-3.09,3.79,7.31,7.51,62.08,59.41,53.86,46.09,37.06
601702,华峰铝业,19.38,17.29,13.35,12.95,15.27,40.61,46.08,46.71,66.1,67.08
301266,宇邦新材,9.80,12.27,14.75,10.42,6.73,36.74,45.94,38.39,35.37,33.97
839167,同享科技,13.25,17.17,30.33,27.23,19.32,54.05,37.28,39.04,58.71,63.63
603115,海星股份,11.45,17.03,10.26,13.31,20.67,16.1,15.11,23.58,19.5,27.25
688,国城矿业,6.85,8.30,6.49,7.69,17.60,58.4,45.14,32.23,20.02,10.76
600219,南山铝业,7.97,8.18,5.15,4.19,4.35,22.72,24.78,20.93,24.12,23.02
2379,宏创控股,1.62,-5.53,-10.98,22.86,0.69,46.53,53.24,38.09,35.74,11.29
300986,志特新材,13.48,16.06,27.79,28.54,22.44,61.39,54.79,65.23,64.5,60.83
2182,云海金属,16.74,16.28,8.93,40.66,19.52,49.05,46.22,50.38,47.76,59.60
688456,有研粉材,5.07,8.25,18.94,10.60,15.18,22.27,23.19,24.93,29.44,22.94
2988,豪美新材,-5.21,6.35,6.37,12.55,7.85,58.53,55.75,47.14,51.58,52.73
612,焦作万方,5.84,8.01,12.41,2.50,-9.92,32.51,35.29,32.39,38.49,43.24
871634,新威凌,14.50,32.20,26.82,22.40,21.15,13.02,35.9,39.97,38.97,40.11
688257,新锐股份,7.22,16.89,23.86,22.25,21.14,28.09,23.49,43.96,52.71,45.42
2295,精艺股份,2.24,4.70,3.64,4.36,4.11,43.0,51.05,53.34,41.58,44.56
2171,楚江新材,2.16,9.52,4.90,9.08,11.68,54.22,50.82,47.56,33.85,32.06
603876,鼎胜新材,24.39,10.00,-0.39,8.47,9.22,71.23,69.68,71.41,71.26,59.31
600888,新疆众和,20.44,14.25,7.61,3.51,5.20,40.94,50.26,58.14,61.19,64.95
630,铜陵有色,11.21,15.27,4.65,4.59,3.99,51.17,53.98,60.41,58.24,58.57
601600,中国铝业,6.90,9.86,1.53,1.59,1.80,58.67,60.11,63.44,65.17,66.33
600768,宁波富邦,55.92,1.46,-2.37,67.06,-26.00,29.88,32.47,34.61,25.76,83.71
601388,怡球资源,9.43,23.89,15.45,4.33,3.85,25.01,32.79,36.21,44.76,48.48
603527,众源新材,12.77,13.76,6.71,10.38,11.20,45.37,44.47,32.54,23.61,20.99
601168,西部矿业,23.41,23.87,8.41,10.62,-18.26,61.42,63.41,67.22,67.63,70.75
600338,西藏珠峰,12.97,30.12,1.29,24.46,42.86,35.14,31.03,45.96,34.43,54.66
2203,海亮股份,10.23,10.01,7.01,12.77,14.85,60.05,63.5,60.89,60.19,56.31
300489,光智科技,-37.12,1.09,6.51,-27.39,0.26,89.84,84.17,82.37,28.11,29.89
300337,银邦股份,4.32,2.71,1.15,1.13,-5.00,61.19,59.54,56.1,52.15,49.02
600362,江西铜业,8.36,8.69,4.11,4.81,5.03,51.02,51.68,52.54,56.24,49.42
3038,鑫铂股份,12.55,14.67,24.89,26.54,12.22,57.44,54.85,54.93,45.89,54.68
688102,斯瑞新材,8.92,11.41,12.00,10.00,6.15,32.51,54.13,50.45,58.11,58.56
300034,钢研高纳,11.23,11.64,9.48,8.22,7.51,46.27,39.55,34.76,31.5,26.58
688786,悦安新材,15.05,21.07,18.39,30.05,36.13,24.31,18.3,20.71,17.0,51.82
601677,明泰铝业,13.99,19.07,13.99,14.04,8.71,33.33,41.53,29.4,38.26,34.74
688231,隆达股份,6.43,15.06,11.10,-9.63,-13.38,11.61,55.78,50.51,66.2,70.13
2501,利源股份,-27.85,-23.82,0.00,,-67.53,33.16,27.6,39.66,284.87,67.70
2532,天山铝业,12.06,18.62,13.77,12.75,10.18,59.73,60.23,61.85,69.42,28.19
2160,常铝股份,-12.69,3.35,0.73,0.75,-14.18,57.12,55.63,53.07,49.57,54.62
737,北方铜业,13.93,23.19,19.42,6.36,,49.29,54.94,68.58,74.72,74.91
2824,和胜股份,15.76,21.15,9.16,1.36,2.52,46.68,48.93,39.16,41.2,31.07
2996,顺博合金,8.69,16.89,12.99,14.10,14.90,55.75,53.4,32.96,37.86,39.14
601609,金田股份,5.58,10.36,8.50,10.87,10.31,61.16,60.04,47.57,52.21,51.46
2540,亚太科技,12.77,9.50,7.58,7.54,7.83,12.78,14.37,12.75,7.98,10.37
603978,深圳新星,-2.73,1.71,1.80,6.46,9.18,45.68,34.39,39.19,29.12,26.52
300963,中洲特材,8.96,6.18,12.13,13.69,14.84,31.87,22.95,28.68,34.52,35.95
878,云南铜业,17.61,7.44,4.58,8.34,1.87,59.84,66.09,70.44,71.18,70.19
2578,闽发铝业,3.35,4.01,4.46,3.24,2.39,36.26,26.34,20.76,18.24,11.72
300828,锐新科技,12.12,10.07,10.74,17.16,19.04,14.76,6.03,6.35,31.68,18.09
600490,鹏欣资源,-10.52,1.13,6.96,5.09,3.65,33.54,27.25,22.56,36.04,33.35
