公司代码,公司名称,2022年ROE,2021年ROE,2020年ROE,2019年ROE,2018年ROE,2022年资产负债率,2021年资产负债率,2020年资产负债率,2019年资产负债率,2018年资产负债率
600548,深高速,9.93,11.53,9.35,13.73,31.60,60.46,56.39,52.35,53.90,52.46
2627,三峡旅游,0.14,4.06,2.18,5.38,4.79,27.37,31.87,46.78,44.69,42.83
601518,吉林高速,9.18,8.13,2.68,5.30,7.56,20.23,33.54,39.07,38.84,42.69
900,现代投资,3.94,5.76,5.13,10.07,10.36,76.24,77.91,74.34,69.47,60.82
600035,楚天高速,9.98,11.07,4.96,9.74,7.26,53.21,54.85,54.15,51.03,42.81
600650,锦江在线,14.10,3.67,6.32,7.97,8.09,23.08,23.30,24.23,19.98,21.37
600561,江西长运,-14.34,1.04,-27.43,-18.49,1.77,74.52,72.98,75.19,75.47,71.48
885,城发环境,17.35,18.65,16.62,21.41,26.88,70.92,70.79,60.70,62.62,66.68
601188,龙江交通,2.74,3.78,4.43,9.74,7.21,9.70,6.94,9.26,10.92,16.01
600033,福建高速,7.89,8.15,4.67,8.83,8.25,20.62,22.95,24.44,31.67,36.05
2357,富临运业,4.54,5.40,6.40,7.40,3.45,48.98,46.81,48.53,50.70,53.50
603721,中广天择,2.90,4.23,-4.51,3.58,5.11,37.65,23.36,14.90,18.73,13.52
600136,*ST明诚,--,-80.12,-63.71,3.02,6.66,244.15,92.73,74.34,55.90,60.17
300662,科锐国际,13.48,16.25,19.67,19.23,17.43,34.91,34.65,40.42,41.28,39.62
300061,旗天科技,4.28,-26.71,-38.82,2.85,-27.04,39.05,33.02,34.82,38.91,17.80
600996,贵广网络,0.26,-10.28,-1.15,4.82,7.25,67.37,74.16,71.24,68.16,64.56
300071,福石控股,28.49,98.24,3.30,9.43,-150.32,83.71,95.96,140.28,93.43,95.50
2292,奥飞娱乐,-5.37,-13.67,-12.41,3.01,-37.32,40.05,43.01,40.99,34.43,40.18
600052,东望时代,-6.70,-1.19,-1.35,40.59,4.95,16.38,6.54,12.46,12.69,64.92
2027,分众传媒,14.82,33.13,26.16,13.76,46.92,31.47,26.89,20.21,25.05,24.31
300251,光线传媒,-8.09,-3.23,3.24,10.80,16.25,8.96,8.67,7.90,18.30,20.32
600358,国旅联合,4.05,14.85,6.02,-53.02,-15.59,61.43,65.23,68.88,44.06,27.94
601929,吉视传媒,-6.04,0.38,0.94,1.41,4.52,52.23,53.72,50.72,50.43,46.14
601098,中南传媒,9.70,10.75,10.46,9.47,9.30,37.76,36.47,36.02,33.72,30.04
301102,兆讯传媒,8.13,32.36,37.39,40.94,45.55,19.42,30.97,8.54,8.00,16.00
300612,宣亚国际,16.53,3.34,-7.51,2.55,4.66,62.85,63.47,66.61,25.36,16.26
603466,风语筑,2.80,20.70,18.53,17.10,15.78,57.04,47.90,54.43,55.35,59.19
300413,芒果超媒,10.20,16.25,20.46,15.68,17.43,35.32,34.90,44.87,48.36,53.15
601928,凤凰传媒,12.65,16.02,11.15,9.91,10.33,40.90,42.70,40.21,38.90,35.94
600556,天下秀,4.87,10.23,18.35,18.45,20.85,34.43,27.68,21.98,51.46,20.02
600977,中国电影,-1.96,2.15,-4.83,9.11,13.83,34.42,38.99,31.75,25.03,26.45
892,欢瑞世纪,1.19,-19.64,-34.71,-18.81,10.00,34.51,37.18,29.35,25.25,30.82
603825,华扬联众,-33.53,11.79,12.13,12.11,10.17,75.35,74.60,74.26,72.15,78.38
300860,锋尚文化,0.46,2.92,17.17,50.56,44.84,16.25,16.61,11.25,50.47,57.02
834021,流金科技,3.24,11.12,12.68,12.79,14.86,43.02,28.27,32.49,35.91,34.00
600959,江苏有线,1.49,1.44,0.78,1.54,3.72,38.20,35.86,33.67,31.46,31.07
600831,广电网络,0.89,1.69,1.64,-2.92,3.44,67.23,62.47,57.10,54.57,59.56
600637,东方明珠,0.59,6.29,5.54,6.93,7.19,20.63,18.88,20.77,23.58,19.51
300063,天龙集团,7.00,9.50,10.67,7.45,-63.19,51.39,56.88,58.92,58.58,58.13
2238,天威视讯,4.80,6.33,7.50,6.96,7.17,41.33,36.73,41.30,28.24,26.40
156,华数传媒,5.50,6.54,6.50,7.14,6.12,44.89,43.34,40.75,36.24,27.78
2739,万达电影,-24.00,1.18,-60.51,-29.23,11.74,72.98,68.88,56.20,46.62,38.85
600640,国脉文化,-4.93,-8.26,0.23,3.15,5.96,19.10,22.57,24.54,26.05,25.72
1330,博纳影业,-1.21,6.66,3.58,6.23,5.54,59.06,64.04,51.97,56.01,52.97
2343,慈文传媒,5.38,-23.41,-28.34,10.30,-53.21,40.19,47.78,53.00,35.65,52.89
917,电广传媒,2.03,3.22,-0.14,1.02,0.88,35.79,38.86,44.01,45.19,52.33
2400,省广集团,4.49,4.07,-18.98,2.83,3.69,47.21,39.78,43.63,35.92,40.20
603103,横店影视,-23.81,0.92,-21.39,12.71,11.79,74.02,72.65,46.98,40.20,32.13
300182,捷成股份,7.48,6.71,-18.34,-27.25,0.94,26.50,32.89,39.70,41.84,39.11
601019,山东出版,13.00,12.84,12.54,15.26,16.17,35.04,36.86,34.70,33.37,33.86
600037,歌华有线,2.58,1.64,1.26,4.40,5.39,18.92,19.83,19.30,17.53,18.11
601801,皖新传媒,6.40,5.94,5.85,5.50,11.19,35.24,34.69,27.10,24.40,22.02
2115,三维通信,5.84,-32.10,0.70,6.51,9.78,46.68,47.05,44.85,43.83,46.23
300426,唐德影视,27.97,20.13,-64.92,-50.99,-126.66,96.18,97.55,97.46,94.04,89.62
600576,祥源文旅,0.91,1.43,1.88,-60.45,0.76,19.47,25.83,13.57,20.10,9.41
600825,新华传媒,0.35,1.29,-11.39,0.78,1.20,36.99,37.16,34.95,32.72,31.89
605577,龙版传媒,14.97,16.75,7.90,6.05,11.05,32.08,36.63,43.01,46.45,46.94
600229,城市传媒,11.85,9.39,8.65,14.10,14.32,26.46,25.92,31.46,31.49,31.80
603230,内蒙新华,12.24,22.01,23.25,12.96,12.11,42.55,42.74,60.58,69.68,46.58
607,华媒控股,5.55,8.26,-20.40,1.14,5.64,53.74,54.61,51.30,44.35,34.89
2181,粤 传 媒,1.01,2.10,7.56,2.10,1.38,19.16,19.12,13.44,11.18,9.77
2235,安妮股份,-12.33,1.84,-39.93,1.08,3.42,20.58,18.18,23.22,17.71,13.30
300027,华谊兄弟,-53.46,-8.36,-27.37,-52.19,-12.92,72.37,64.02,62.22,54.52,48.22
2905,金逸影视,-117.67,-27.57,-29.40,5.34,8.25,96.71,90.15,45.12,36.27,33.27
2858,力盛体育,-10.87,0.93,-12.46,5.66,9.27,25.52,28.19,27.34,30.27,22.65
600158,中体产业,0.46,2.19,2.17,5.49,5.05,53.23,36.51,34.94,39.75,53.57
601921,浙版传媒,11.50,13.09,14.30,15.29,15.43,42.24,41.47,47.12,47.60,50.11
600373,中文传媒,11.43,13.03,12.42,12.62,12.77,38.43,37.15,36.94,37.59,43.12
300770,新媒股份,21.36,24.06,23.90,24.32,32.37,20.67,18.07,19.17,19.47,32.14
300133,华策影视,6.00,6.44,7.48,-24.17,3.06,27.10,22.98,32.60,46.26,45.62
301025,读客文化,9.79,11.93,10.60,13.31,13.82,18.87,19.75,19.62,18.40,18.49
2995,天地在线,0.30,5.13,15.83,25.63,41.68,26.88,36.09,36.57,45.71,52.47
2803,吉宏股份,3.30,9.39,10.10,5.99,2.27,33.38,34.09,32.17,34.97,33.46
600986,浙文互联,2.03,7.76,2.63,-51.94,4.31,43.03,47.17,46.58,55.99,39.35
601811,新华文轩,11.78,12.23,13.06,12.88,11.49,38.69,40.82,40.90,40.49,36.74
665,湖北广电,-10.09,-7.42,-10.67,1.56,3.10,48.56,49.37,46.36,42.04,40.23
300781,因赛集团,4.82,9.01,2.56,11.32,23.92,24.55,24.82,19.73,12.12,25.23
600551,时代出版,6.72,7.31,5.74,5.16,6.92,30.73,31.80,31.00,32.11,29.90
301052,果麦文化,8.29,11.56,10.25,13.45,13.42,19.22,19.36,17.65,17.78,17.44
300058,蓝色光标,-25.82,5.68,8.15,9.22,6.25,59.18,47.57,58.25,53.67,61.95
300792,壹网壹创,6.69,16.33,22.38,33.23,47.23,15.10,20.16,21.33,10.09,20.53
802,北京文化,-3.91,-8.06,-36.43,-62.09,2.54,56.01,57.70,62.48,45.55,24.22
603598,引力传媒,-50.96,-59.41,25.54,-46.00,9.44,89.49,85.52,78.51,78.44,67.85
300242,佳云科技,3.38,-33.05,-43.26,0.82,-75.42,34.57,67.70,68.37,57.08,51.94
601595,上海电影,-19.10,1.15,-19.17,5.73,10.66,42.35,40.96,28.70,29.59,24.95
601999,出版传媒,3.10,4.57,6.62,6.60,8.35,40.95,41.20,37.40,38.00,34.58
600757,长江传媒,8.75,8.70,10.77,11.20,11.48,31.99,29.89,27.54,31.13,33.97
300291,百纳千成,0.56,1.82,3.58,3.78,-73.04,7.73,10.89,6.38,5.71,11.07
2699,*ST美盛,-0.64,-46.71,6.50,2.68,-0.26,31.23,32.32,22.33,25.66,24.20
300805,电声股份,-9.47,-2.07,8.57,19.46,21.04,32.87,36.87,34.41,35.06,39.51
603096,新经典,7.04,6.73,11.13,13.17,14.99,9.23,10.92,6.94,7.47,10.28
793,华闻集团,-28.43,0.48,-51.58,2.11,-68.55,55.13,49.25,62.12,51.91,57.34
601858,中国科传,9.97,11.05,11.29,12.47,12.51,28.02,29.60,28.95,29.09,27.89
603999,读者传媒,4.62,4.71,4.32,3.88,2.46,22.74,18.33,16.66,15.17,13.61
300654,世纪天鸿,5.06,6.89,6.90,7.33,7.31,24.14,32.49,32.27,33.47,29.65
300280,紫天科技,7.56,15.10,15.82,10.92,8.44,48.26,36.50,38.99,20.23,39.13
2712,思美传媒,-23.16,3.00,-45.63,1.44,0.96,33.13,31.98,27.17,30.92,24.26
605168,三人行,32.30,27.61,33.52,60.80,56.37,51.06,37.46,30.53,55.69,60.27
300947,德必集团,2.55,8.97,10.99,14.25,10.72,78.23,74.83,34.15,38.08,43.27
2502,ST鼎龙,-20.23,0.21,2.54,-48.35,-45.32,25.35,21.75,13.68,5.57,11.51
300788,中信出版,6.16,12.35,15.74,20.51,26.18,35.86,39.80,33.82,37.06,48.09
300528,幸福蓝海,-90.51,-25.71,-33.22,0.48,-32.51,95.44,83.94,61.36,48.16,42.95
681,视觉中国,3.00,4.75,4.51,7.36,11.80,13.48,17.45,21.53,25.34,31.21
601900,南方传媒,12.69,13.53,12.05,12.77,12.66,45.69,44.66,40.90,41.95,40.69
603000,人民网,8.99,4.94,9.71,10.91,7.45,28.57,29.56,25.06,24.09,21.51
676,智度股份,-10.92,3.53,-55.86,9.90,13.08,17.59,25.00,38.84,28.12,25.66
719,中原传媒,10.68,10.59,10.73,10.33,9.76,37.42,36.10,34.22,33.43,32.74
2654,万润科技,-10.86,-20.17,3.94,3.21,-44.64,61.73,56.11,51.07,53.87,53.96
300987,川网传媒,3.61,12.00,11.69,16.74,16.39,11.95,14.24,18.19,20.42,25.54
300295,三六五网,0.46,2.08,4.07,8.32,8.46,19.58,24.55,29.53,45.63,38.14
600088,中视传媒,-6.32,-0.19,-9.15,7.43,10.08,32.96,32.34,27.72,21.53,23.03
603729,龙韵股份,-30.61,-8.36,-2.72,-7.03,2.66,21.98,25.83,24.86,28.74,31.76
603533,掌阅科技,2.25,6.45,19.77,13.74,13.25,23.69,26.04,36.62,34.37,29.78
601949,中国出版,8.18,10.45,10.70,11.00,10.17,37.99,38.93,39.80,41.71,39.49
300795,米奥会展,12.25,-14.10,-13.13,20.91,31.80,22.97,23.94,17.92,8.36,19.26
300364,中文在线,-25.92,6.55,3.41,-31.96,-56.34,35.00,26.28,26.21,21.33,16.00
600936,广西广电,-37.72,-10.16,-3.86,2.93,3.34,75.38,69.26,65.29,58.38,56.30
603888,新华网,7.54,6.82,5.51,9.96,10.16,36.67,34.71,31.29,29.41,27.78
301262,海看股份,20.72,26.35,26.30,31.71,32.15,14.91,17.50,18.67,20.49,23.03
2120,韵达股份,9.03,9.66,10.09,21.22,28.84,55.13,56.19,50.99,39.84,36.17
2352,顺丰控股,1.98,7.34,5.32,3.00,1.23,53.41,54.67,55.37,55.57,51.98
600233,圆通速递,15.91,11.72,11.16,13.74,18.89,30.73,32.62,33.73,40.34,40.94
2210,飞马国际,41.64,3.70,--,-296.86,-72.56,78.58,86.75,88.38,499.52,88.09
601333,广深铁路,-7.60,-3.51,-1.94,2.58,2.72,31.82,27.27,23.45,21.02,18.60
872351,华光源海,17.87,18.20,8.62,13.22,19.00,46.73,64.01,53.35,47.13,56.96
927,中国铁物,8.63,13.66,17.36,21.52,17.65,65.79,70.52,69.21,75.79,97.34
600125,铁龙物流,5.15,5.33,6.57,7.82,9.29,28.88,29.19,34.31,39.41,40.60
600057,厦门象屿,18.06,17.14,10.76,9.61,9.30,68.40,67.31,69.66,66.84,64.46
2468,申通快递,3.60,-10.96,0.40,15.30,26.39,59.63,58.03,44.57,33.52,27.81
600179,安通控股,26.90,25.61,-275.38,-397.79,13.83,25.80,30.75,31.15,114.14,68.94
1213,中铁特货,2.29,2.31,2.26,3.76,2.76,8.30,7.91,6.48,7.41,13.29
601598,中国外运,11.93,11.69,9.35,10.29,11.97,52.63,52.83,51.00,51.11,54.71
900914,锦在线B,14.10,3.67,6.32,7.97,8.09,23.08,23.30,24.23,19.98,21.37
600180,瑞茂通,6.39,12.59,2.54,6.96,8.75,75.21,75.15,78.39,72.62,72.27
2800,ST天顺,0.62,7.80,6.19,4.39,1.30,48.11,44.88,47.71,47.46,54.08
603535,嘉诚国际,7.96,9.75,9.68,8.29,9.63,39.56,28.00,26.36,22.92,20.22
603871,嘉友国际,19.58,15.43,18.10,19.94,20.26,21.09,35.76,34.29,19.26,26.28
603223,恒通股份,0.77,4.62,3.18,2.33,0.82,17.67,18.00,18.22,35.19,28.52
601816,京沪高铁,-0.31,2.60,1.74,5.73,7.01,28.16,28.50,30.70,27.09,15.67
601156,东航物流,29.91,45.53,53.61,24.10,36.83,43.67,34.32,37.39,45.67,47.18
601006,大秦铁路,8.90,9.94,9.08,12.50,14.00,30.70,31.84,29.89,17.44,21.57
600575,淮河能源,3.46,4.47,4.97,9.67,4.92,35.66,38.80,37.82,36.61,39.57
2183,怡 亚 通,2.93,7.12,2.07,1.53,3.37,79.61,76.16,80.57,79.89,80.10
2010,传化智联,4.35,14.17,10.18,11.71,6.93,55.28,56.07,53.42,46.24,54.98
1317,三羊马,1.97,8.85,13.64,16.63,12.50,39.77,41.64,48.33,50.80,49.85
1202,炬申股份,5.57,8.25,43.53,47.24,34.46,44.84,28.71,31.22,43.37,39.13
600704,物产中大,12.69,14.69,11.00,12.44,12.06,68.30,69.64,68.21,67.16,66.25
600787,中储股份,4.97,7.52,5.01,2.60,4.34,41.40,43.00,42.54,42.94,49.30
688211,中科微至,-3.15,18.44,32.77,62.19,67.63,35.73,37.22,65.87,74.23,80.35
603967,中创物流,11.45,10.28,9.13,12.66,23.81,38.71,43.49,25.27,23.28,39.54
605050,福然德,9.55,11.30,14.15,16.57,21.08,41.27,50.05,45.10,50.08,48.43
603066,音飞储存,11.04,11.56,9.36,8.06,10.24,58.34,57.43,26.82,32.83,25.90
2769,普路通,-5.82,2.51,4.76,4.63,7.81,80.47,61.26,76.24,78.78,88.42
1331,胜通能源,17.63,26.66,22.93,5.58,10.17,8.12,30.41,49.06,38.28,35.08
300873,海晨股份,16.39,16.23,18.44,21.34,15.47,25.96,16.86,14.07,25.81,27.72
603128,华贸物流,16.23,17.28,12.21,8.77,8.37,38.45,48.58,37.48,34.81,28.05
300240,飞力达,7.74,14.99,-0.71,2.79,1.38,53.65,56.86,51.94,47.31,48.17
603329,上海雅仕,13.80,17.34,10.17,-14.91,6.17,39.58,43.06,41.40,37.12,41.63
603713,密尔克卫,17.45,15.87,18.34,14.62,13.84,59.06,55.73,51.62,42.56,31.86
557,西部创业,4.33,4.29,3.39,0.90,3.60,8.62,6.82,5.94,5.82,14.63
600794,保税科技,7.14,4.57,10.34,8.39,1.97,30.82,24.11,27.14,20.67,33.18
603648,畅联股份,8.99,8.17,6.48,7.14,8.99,20.01,21.38,10.89,13.10,16.55
2889,东方嘉盛,7.69,13.00,11.78,10.04,9.89,50.58,56.66,76.77,86.68,81.50
2492,恒基达鑫,8.27,8.23,7.65,4.18,4.71,16.61,20.75,20.43,20.95,19.48
2930,宏川智慧,9.36,12.16,11.48,8.08,6.41,70.48,58.15,62.41,46.85,36.56
603813,原尚股份,6.61,6.10,-28.24,10.83,9.47,47.73,55.00,27.07,20.44,23.14
300013,新宁物流,-7.65,-160.83,-107.52,-35.25,-40.24,94.12,94.80,78.49,63.20,56.75
603836,海程邦达,12.61,30.87,22.79,16.20,16.88,54.74,43.91,50.03,42.73,55.85
600119,长江投资,-6.96,-48.46,-63.35,35.64,-156.01,53.78,54.29,47.98,71.05,80.62
603569,长久物流,0.75,3.62,4.91,3.85,17.57,52.38,54.20,52.03,54.24,56.12
603117,ST万林,-35.68,-13.30,2.11,3.28,4.36,41.26,45.22,54.89,59.72,60.90
603056,德邦股份,9.67,2.38,13.15,8.05,18.81,53.92,59.18,50.50,55.32,50.79
2682,龙洲股份,-4.55,0.53,-0.38,3.31,6.02,70.69,69.82,72.45,65.48,65.61
300350,华鹏飞,-8.13,7.16,12.61,-74.34,-40.02,49.50,48.79,62.73,58.46,48.10
1228,永泰运,22.67,26.73,14.67,17.83,17.95,20.60,42.72,35.71,38.10,47.10
960,锡业股份,8.44,19.99,5.45,6.92,7.75,52.76,58.22,61.53,60.06,58.62
831,中国稀土,14.80,7.75,11.86,3.95,4.91,7.68,30.32,18.48,16.60,7.69
2056,横店东磁,23.29,17.75,18.02,13.94,14.08,55.87,47.50,41.01,37.15,30.28
605376,博迁新材,9.39,15.86,24.67,26.98,31.76,18.70,11.42,9.81,16.72,29.52
600206,有研新材,7.70,7.19,5.42,3.53,2.73,29.03,24.81,17.83,14.17,11.33
600980,北矿科技,7.39,9.89,7.64,7.53,5.91,33.21,26.73,25.64,25.23,24.47
600549,厦门钨业,15.04,13.84,8.20,3.57,7.10,59.65,60.32,60.46,58.35,59.29
300127,银河磁体,12.47,14.63,11.66,11.97,12.96,7.69,6.81,4.54,5.74,5.58
600281,华阳新材,-8.01,-8.86,8.22,10.47,-22.92,58.45,47.14,38.35,49.01,62.03
600111,北方稀土,34.02,37.28,9.05,6.46,6.47,31.69,44.61,45.83,44.29,47.42
600259,广晟有色,7.51,7.82,3.04,2.20,-14.64,51.31,66.15,61.32,53.16,51.77
633,合金投资,3.45,2.01,5.40,-3.97,3.04,32.30,29.50,29.97,84.01,84.50
688190,云路股份,11.82,20.10,23.79,25.87,26.15,20.05,20.29,42.38,50.89,57.67
300811,铂科新材,17.28,13.16,12.88,21.10,21.29,27.55,18.44,19.77,16.25,28.29
657,中钨高新,10.38,11.47,5.55,3.62,4.47,47.58,42.61,46.30,48.03,49.24
600392,盛和资源,15.82,13.34,5.94,1.94,5.61,35.54,34.01,33.84,42.02,38.77
301141,中科磁业,24.28,30.31,28.98,19.10,11.33,32.09,47.57,45.88,49.39,45.95
2738,中矿资源,56.90,15.56,6.31,5.60,9.36,34.38,33.73,35.51,33.83,33.56
2842,翔鹭钨业,-4.17,2.48,4.25,7.51,13.03,57.04,58.26,59.14,56.88,52.16
600366,宁波韵升,6.97,11.25,4.13,0.59,1.67,36.72,33.20,26.25,23.16,18.75
970,中科三环,15.45,8.29,2.80,4.45,5.67,34.96,36.03,22.76,16.74,16.71
600615,丰华股份,-1.27,-0.45,0.23,5.02,1.57,8.94,11.88,6.30,6.62,7.14
300835,龙磁科技,10.82,12.98,9.50,17.07,18.35,40.01,22.89,21.43,35.28,38.08
600459,贵研铂业,10.39,10.21,8.43,7.51,7.83,52.62,65.73,61.82,54.62,62.28
601958,金钼股份,10.64,4.08,1.42,4.33,2.96,13.54,12.94,10.75,11.43,14.27
300224,正海磁材,13.29,9.94,5.16,3.53,-2.93,58.65,44.53,33.33,26.53,27.93
603993,洛阳钼业,13.41,12.93,5.83,4.54,11.72,62.41,64.89,61.34,57.65,51.00
300748,金力永磁,11.35,23.10,17.12,13.41,16.20,39.51,50.98,55.47,52.93,46.49
600456,宝钛股份,9.11,9.59,9.40,6.60,4.05,45.70,44.86,50.10,49.78,46.98
603399,吉翔股份,24.31,0.83,-12.76,-10.01,8.45,45.42,36.72,35.76,34.90,41.95
688077,大地熊,13.68,15.68,8.74,16.78,13.76,56.93,51.01,37.37,52.65,48.54
795,英洛华,9.99,5.62,4.46,6.15,5.04,44.93,43.62,39.01,30.87,24.50
2428,云南锗业,-4.34,0.95,1.57,-4.06,0.58,38.31,34.21,30.76,27.08,19.42
300328,宜安科技,0.30,-16.81,1.25,8.12,4.77,55.70,43.39,30.24,27.98,31.93
2378,章源钨业,10.58,9.31,2.20,-15.70,2.34,58.14,58.93,56.67,54.15,50.05
301026,浩通科技,11.01,27.97,24.21,16.58,13.65,14.14,9.44,29.10,21.93,21.43
2149,西部材料,6.83,5.12,4.37,3.41,3.34,50.05,47.69,47.35,51.86,45.37
2167,东方锆业,7.20,12.59,-21.38,-21.89,1.02,55.37,42.17,54.51,64.11,58.80
962,东方钽业,12.42,6.47,3.86,3.58,2.68,24.66,20.74,19.99,28.68,37.32
300587,天铁股份,14.81,17.76,16.15,12.91,8.66,40.68,35.95,41.69,48.22,41.11
601058,赛轮轮胎,2.87,11.79,9.29,6.42,2.95,57.99,56.94,60.25,61.11,58.31
832225,利通科技,18.99,8.16,15.92,13.38,11.74,28.49,31.73,37.01,36.49,32.06
603650,彤程新材,10.26,12.84,17.48,15.07,23.64,54.20,52.47,43.00,40.99,27.12
601118,海南橡胶,0.71,1.57,0.73,1.36,2.42,55.96,48.97,42.90,40.30,36.33
2984,森麒麟,11.49,12.85,22.64,23.03,19.32,31.41,36.06,28.27,43.65,55.17
1207,联科科技,8.38,17.50,24.02,17.32,31.80,30.33,30.36,52.17,53.28,63.30
605183,确成股份,14.84,12.33,11.25,17.32,20.06,13.95,15.59,11.46,16.80,17.76
300767,震安科技,6.99,7.67,15.48,10.77,22.75,36.66,36.66,25.12,12.61,25.35
300121,阳谷华泰,22.51,16.03,0.08,11.13,25.09,21.52,27.44,28.19,21.60,18.79
