公司名称,公司代码,高管姓名,高管性别,高管年龄,高管学历,高管薪酬,高管职务
海科B,900938,陈文彬,男,37,硕士,--,董事
海科B,900938,高文进,男,62,硕士,5.190万,独立董事
海科B,900938,白静,女,68,大学学历,10.00万,独立董事
海科B,900938,胡正良,男,61,博士,10.00万,独立董事
海科B,900938,申雄,男,60,硕士,17.00万,"监事会主席,非职工监事"
海科B,900938,杨昊,男,--,硕士,26.81万,非职工监事
海科B,900938,陈巧瑜,女,--,硕士,28.59万,职工监事
海科B,900938,晏勋,男,41,本科,47.59万,财务总监
迅捷兴,688655,马卓,男,48,大专,122.3万,"董事长,总经理,法定代表人,非独立董事"
迅捷兴,688655,杜勇,男,48,大专,85.76万,副总经理
迅捷兴,688655,李铁,男,47,本科,84.87万,非独立董事
迅捷兴,688655,马颖,女,50,本科,83.15万,非独立董事
迅捷兴,688655,吴玉梅,女,35,本科,43.39万,董事会秘书
迅捷兴,688655,洪芳,女,42,本科,4.610万,独立董事
迅捷兴,688655,刘木勇,男,41,本科,4.610万,独立董事
迅捷兴,688655,张仁德,男,43,大专,71.38万,"监事会主席,职工代表监事"
迅捷兴,688655,王丹,女,33,本科,17.06万,股东代表监事
迅捷兴,688655,杨丽,女,28,中专,8.200万,股东代表监事
迅捷兴,688655,刘望兰,女,45,本科,42.04万,财务总监
菲沃泰,688371,宗坚,男,52,硕士,129.9万,"董事长,总经理,法定代表人,董事"
菲沃泰,688371,孙西林,男,52,硕士,117.5万,"副总经理,董事,董事会秘书"
菲沃泰,688371,冯国满,男,48,硕士,85.07万,"副总经理,董事"
菲沃泰,688371,单伟,男,36,本科,63.93万,董事
菲沃泰,688371,赵静艳,女,48,大专,18.00万,董事
菲沃泰,688371,ALLEN YEN(严衍伦),男,64,博士,--,董事
菲沃泰,688371,吴兴华,男,60,硕士,10.00万,独立董事
菲沃泰,688371,竹民,男,58,本科,10.00万,独立董事
菲沃泰,688371,GAO JUN,男,48,本科,10.00万,独立董事
菲沃泰,688371,韦庆宇,男,45,本科,74.04万,"监事会主席,监事"
菲沃泰,688371,李万峰,男,49,大专,31.20万,股东代表监事
菲沃泰,688371,康必显,男,37,硕士,71.04万,职工代表监事
菲沃泰,688371,余齐红,男,41,本科,67.10万,财务总监
旭光电子,600353,刘卫东,男,53,本科,65.00万,"董事长,法定代表人,董事"
旭光电子,600353,张纯,男,59,本科,65.00万,"总经理,董事"
旭光电子,600353,崔伟,男,61,硕士,55.00万,"副总经理,董事"
旭光电子,600353,余宏涛,男,58,专科学历,53.00万,副总经理
旭光电子,600353,袁博,男,55,本科,5.000万,董事
旭光电子,600353,李薇静,女,47,本科,5.000万,董事
旭光电子,600353,谷加生,男,59,本科,35.00万,董事
旭光电子,600353,熊尚荣,男,52,本科,53.00万,"董事会秘书,财务总监"
旭光电子,600353,张锡海,男,69,大学学历,8.000万,独立董事
旭光电子,600353,杨立君,男,58,大学学历,6.000万,独立董事
旭光电子,600353,何俊佳,男,55,博士,8.000万,独立董事
旭光电子,600353,吴志强,男,56,硕士,20.60万,"监事会主席,职工代表监事"
旭光电子,600353,黄生堂,男,60,大学学历,3.000万,股东代表监事
旭光电子,600353,田志强,男,50,硕士,22.70万,股东代表监事
旭光电子,600353,陈军平,男,55,硕士,53.00万,总工程师
正业科技,300410,余笑兵,男,56,硕士,--,"董事长,法定代表人,非独立董事"
正业科技,300410,徐田华,男,39,专科学历,21.99万,"总经理,非独立董事"
正业科技,300410,徐地明,男,56,高中,123.3万,"副总经理,非独立董事"
正业科技,300410,朱和海,男,38,本科,2.400万,"副总经理,非独立董事,代理董事会秘书"
正业科技,300410,范斌,男,51,大专,129.2万,副总经理
正业科技,300410,张斯浩,男,36,本科,73.86万,副总经理
正业科技,300410,顾智成,男,47,本科,2.400万,非独立董事
正业科技,300410,涂宗德,男,40,本科,0.000,非独立董事
正业科技,300410,符念平,男,67,硕士,8.400万,独立董事
正业科技,300410,汪志刚,男,50,博士,8.400万,独立董事
正业科技,300410,祝福冬,男,58,本科,8.400万,独立董事
正业科技,300410,胡建平,男,59,大专,0.000,"监事会主席,非职工代表监事"
正业科技,300410,王海涛,男,40,本科,2.400万,非职工代表监事
正业科技,300410,黄玉莹,女,38,本科,19.25万,职工代表监事
正业科技,300410,路童歌,男,40,本科,64.31万,财务总监
长盈通,688143,皮亚斌,男,55,本科,140.9万,"董事长,总裁,法定代表人,董事"
长盈通,688143,周飞,男,45,硕士,71.62万,"副总裁,董事"
长盈通,688143,邝光华,男,43,本科,84.43万,"副总裁,董事"
长盈通,688143,刘圣松,男,53,本科,0.000,董事
长盈通,688143,隋文斌,男,39,专科学历,--,董事
长盈通,688143,李井哲,男,40,硕士,0.000,董事
长盈通,688143,廉正刚,男,40,博士,85.95万,董事
长盈通,688143,郭淼,女,46,硕士,89.45万,董事会秘书
长盈通,688143,李居平,男,67,本科,8.000万,独立董事
长盈通,688143,李奔,男,48,硕士,8.000万,独立董事
长盈通,688143,刘家松,男,57,博士,8.000万,独立董事
长盈通,688143,林学春,男,45,博士,8.000万,独立董事
长盈通,688143,陈功文,男,53,大专,47.38万,"监事会主席,职工代表监事"
长盈通,688143,陈正男,男,38,硕士,--,监事
长盈通,688143,王玮,女,38,硕士,0.000,监事
长盈通,688143,曹文明,男,48,硕士,74.05万,财务总监
大立科技,002214,庞惠民,男,57,本科,86.24万,"董事长,总经理,法定代表人,非独立董事"
大立科技,002214,周进,女,62,大专,50.07万,"副董事长,副总经理,非独立董事"
大立科技,002214,庞志刚,男,49,本科,68.36万,副总经理
大立科技,002214,姜利军,男,50,博士,135.1万,"副总经理,非独立董事"
大立科技,002214,陈刚,男,45,硕士,86.24万,副总经理
大立科技,002214,范奇,男,42,本科,66.65万,"副总经理,董事会秘书"
大立科技,002214,姜永峰,男,44,本科,59.85万,副总经理
大立科技,002214,杨婕,女,44,硕士,8.000万,独立董事
大立科技,002214,王仁春,男,60,博士,8.000万,独立董事
大立科技,002214,潘彬,男,54,博士,8.000万,独立董事
大立科技,002214,崔亚民,男,49,本科,28.11万,"监事会主席,非职工监事"
大立科技,002214,申屠红毅,男,48,本科,29.36万,非职工监事
大立科技,002214,陈贺,男,45,硕士,58.41万,职工代表监事
大立科技,002214,徐之建,男,41,本科,50.19万,财务总监
天微电子,688511,巨万里,男,57,本科,104.9万,"董事长,非独立董事"
天微电子,688511,张超,男,57,本科,41.81万,"总经理,法定代表人,非独立董事"
天微电子,688511,陈建,男,55,本科,42.09万,"副总经理,非独立董事"
天微电子,688511,陈从禹,男,47,本科,32.16万,"副总经理,非独立董事"
天微电子,688511,杨有新,男,58,硕士,--,非独立董事
天微电子,688511,杨芹芹,女,32,本科,--,董事会秘书
天微电子,688511,任世驰,男,53,博士,7.140万,独立董事
天微电子,688511,柳锦春,男,50,博士,--,独立董事
天微电子,688511,祁康成,男,54,博士,7.140万,独立董事
天微电子,688511,张晴,女,55,大专,15.22万,"监事会主席,非职工代表监事"
天微电子,688511,王燕,女,37,大专,--,非职工代表监事
天微电子,688511,李慧海,男,33,大专,14.56万,职工代表监事
天微电子,688511,刘斌,男,55,硕士,26.28万,副总工程师
天微电子,688511,侯光莉,女,49,专科学历,34.69万,财务总监
骏亚科技,603386,叶晓彬,男,56,本科,144.4万,"董事长,总经理,法定代表人,非独立董事"
骏亚科技,603386,李朋,男,47,大专,165.9万,"副总经理,非独立董事,董事会秘书"
骏亚科技,603386,李强,男,49,本科,170.1万,"副总经理,非独立董事"
骏亚科技,603386,刘品,女,53,本科,27.24万,非独立董事
骏亚科技,603386,雷以平,女,42,本科,71.41万,"非独立董事,总经理助理,财务负责人"
骏亚科技,603386,杨志超,男,--,本科,0.000,非独立董事
骏亚科技,603386,沈友,男,67,本科,9.600万,独立董事
骏亚科技,603386,刘朝霞,女,41,本科,9.600万,独立董事
骏亚科技,603386,梅春来,男,48,本科,9.600万,独立董事
骏亚科技,603386,刘水波,男,45,本科,45.29万,"监事会主席,职工代表监事"
骏亚科技,603386,潘海恒,女,31,本科,18.39万,非职工代表监事
骏亚科技,603386,彭湘宾,女,38,本科,34.54万,非职工代表监事
弘信电子,300657,李强,男,54,博士,78.14万,"董事长,总经理,法定代表人,非独立董事"
弘信电子,300657,刘大升,男,39,--,--,副总经理
弘信电子,300657,赖晓晶,女,42,硕士,--,副总经理
弘信电子,300657,宋钦,男,45,硕士,83.73万,"副总经理,非独立董事,董事会秘书"
弘信电子,300657,苏晨光,男,54,本科,115.9万,"副总经理,非独立董事"
弘信电子,300657,周江波,男,48,本科,91.04万,"副总经理,财务负责人"
弘信电子,300657,巫少峰,男,44,本科,67.67万,副总经理
弘信电子,300657,丁澄,男,55,本科,142.1万,"常务副总经理,非独立董事"
弘信电子,300657,李震,男,55,本科,--,非独立董事
弘信电子,300657,陈素真,女,41,本科,--,非独立董事
弘信电子,300657,吴俊龙,男,59,硕士,8.000万,独立董事
弘信电子,300657,何为,男,66,硕士,2.670万,独立董事
弘信电子,300657,李昊,男,44,硕士,8.000万,独立董事
弘信电子,300657,杨辉,男,55,本科,--,"监事会主席,非职工代表监事"
弘信电子,300657,徐小兰,女,51,大专,67.43万,职工代表监事
弘信电子,300657,郑建杰,男,41,本科,58.57万,职工代表监事
弘信电子,300657,何耀忠,男,61,本科,17.44万,总工程师
好利科技,002729,陈修,男,51,大学学历,101.4万,"董事长,法定代表人,非独立董事"
好利科技,002729,芮斌,男,53,本科,93.81万,"总经理,非独立董事"
好利科技,002729,刘昊德,男,37,本科,63.43万,"副总经理,董事会秘书"
好利科技,002729,赵斌,男,53,本科,78.21万,"副总经理,非独立董事"
好利科技,002729,汤奇青,男,54,大专,7.140万,非独立董事
好利科技,002729,蔡黛燕,女,52,本科,7.140万,独立董事
好利科技,002729,朱茂林,男,44,硕士,7.140万,独立董事
好利科技,002729,周晓鸣,男,55,大学学历,2.980万,独立董事
好利科技,002729,李婷,女,43,大学学历,23.34万,"监事会主席,股东代表监事"
好利科技,002729,林雪娇,女,48,本科,15.33万,股东代表监事
好利科技,002729,黄致政,男,36,本科,21.07万,职工代表监事
好利科技,002729,张东杰,男,37,本科,26.33万,财务总监
金百泽,301041,武守坤,男,60,博士,128.4万,"董事长,总经理,法定代表人,非独立董事"
金百泽,301041,潘权,男,49,大专,68.84万,副总经理
金百泽,301041,陈春,男,47,本科,74.89万,"副总经理,总工程师"
金百泽,301041,叶永峰,男,52,高中,--,非独立董事
金百泽,301041,林鹭华,女,58,硕士,--,非独立董事
金百泽,301041,乔元,男,33,硕士,--,非独立董事
金百泽,301041,武淑梅,女,42,硕士,54.39万,董事会秘书
金百泽,301041,赵亮,男,51,博士,6.620万,独立董事
金百泽,301041,秦曦,男,53,硕士,3.750万,独立董事
金百泽,301041,方先丽,女,51,博士,3.750万,独立董事
金百泽,301041,宋更新,男,60,本科,--,"监事会主席,非职工代表监事"
金百泽,301041,张蓓,男,36,本科,8.390万,非职工代表监事
金百泽,301041,戴明明,女,35,--,11.07万,职工代表监事
豪声电子,838701,徐瑞根,男,61,高中,--,"董事长,总经理,法定代表人,董事"
豪声电子,838701,陈美林,女,60,初中,--,董事
豪声电子,838701,言津,男,41,本科,--,"董事,董事会秘书"
豪声电子,838701,陈春强,男,31,本科,--,董事
豪声电子,838701,顾建萍,女,45,大专,--,董事
豪声电子,838701,张涛,男,40,大专,--,董事
豪声电子,838701,裘玲玲,女,60,硕士,--,独立董事
豪声电子,838701,吕晓青,女,54,硕士,--,独立董事
豪声电子,838701,唐松华,男,57,本科,--,独立董事
豪声电子,838701,徐芳,女,52,大专,--,"监事会主席,非职工代表监事"
豪声电子,838701,赖春来,男,39,大专,--,非职工代表监事
豪声电子,838701,陆秀芳,女,44,大专,--,职工代表监事
豪声电子,838701,高引芳,女,52,大专,--,财务负责人
澳弘电子,605058,陈定红,男,52,硕士,287.2万,"董事长,总经理,法定代表人,非独立董事"
澳弘电子,605058,姜其斌,男,46,本科,58.10万,副总经理
澳弘电子,605058,耿丽娅,女,49,本科,215.9万,"副总经理,董事会秘书"
澳弘电子,605058,朱留平,男,52,大专,56.49万,"副总经理,非独立董事"
澳弘电子,605058,KEFEI GENG(耿克非),男,46,硕士,156.0万,"副总经理,非独立董事"
澳弘电子,605058,杨文胜,男,55,大专,56.30万,非独立董事
澳弘电子,605058,居荷凤,女,61,大专,5.400万,独立董事
澳弘电子,605058,王龙基,男,83,本科,5.400万,独立董事
澳弘电子,605058,倪志峰,男,52,本科,5.400万,独立董事
澳弘电子,605058,沈金华,男,46,本科,33.50万,"监事会主席,非职工代表监事"
澳弘电子,605058,徐海宁,男,35,本科,46.10万,职工代表监事
澳弘电子,605058,倪爱花,女,42,大专,33.56万,职工代表监事
澳弘电子,605058,唐雪松,男,34,本科,32.50万,财务总监
东山精密,002384,袁永刚,男,44,本科,325.0万,"董事长,法定代表人,非独立董事"
东山精密,002384,袁永峰,男,46,大学学历,325.0万,"总经理,非独立董事"
东山精密,002384,单建斌,男,47,大学学历,376.6万,"执行总裁,非独立董事"
东山精密,002384,赵秀田,男,60,硕士,410.0万,"副董事长,非独立董事"
东山精密,002384,冒小燕,女,43,硕士,144.5万,"副总经理,非独立董事,董事会秘书"
东山精密,002384,王旭,男,41,硕士,199.2万,"副总经理,非独立董事,财务总监"
东山精密,002384,宋利国,男,59,博士,12.00万,独立董事
东山精密,002384,王章忠,男,60,硕士,12.00万,独立董事
东山精密,002384,高永如,男,55,博士,10.00万,独立董事
东山精密,002384,马力强,男,42,大学学历,240.0万,"监事会主席,非职工代表监事"
东山精密,002384,黄勇鑫,男,37,本科,160.0万,职工代表监事
东山精密,002384,计亚春,男,45,硕士,145.7万,职工代表监事
胜宏科技,300476,陈涛,男,51,硕士,130.5万,"董事长,总经理,法定代表人,非独立董事"
胜宏科技,300476,赵启祥,男,46,本科,77.91万,"董事长助理,副总经理,董事会秘书"
胜宏科技,300476,何连琪,男,67,高中,84.00万,"副总经理,非独立董事"
胜宏科技,300476,陈勇,男,44,本科,78.04万,"副总经理,非独立董事"
胜宏科技,300476,王辉,男,47,本科,87.51万,副总经理
胜宏科技,300476,刘春兰,女,46,硕士,66.41万,非独立董事
胜宏科技,300476,初大智,女,50,博士,10.00万,独立董事
胜宏科技,300476,侯富强,男,58,硕士,10.00万,独立董事
胜宏科技,300476,刘晖,女,59,硕士,10.00万,独立董事
胜宏科技,300476,王海燕,女,45,本科,45.09万,"监事会主席,非职工代表监事"
胜宏科技,300476,魏军义,男,58,硕士,19.92万,非职工代表监事
胜宏科技,300476,王耘,男,40,本科,39.00万,职工代表监事
胜宏科技,300476,朱国强,男,51,本科,74.34万,财务总监
东晶电子,002199,王皓,男,35,硕士,141.0万,"董事长,总经理,法定代表人,非独立董事"
东晶电子,002199,茹雯燕,女,43,硕士,0.000,非独立董事
东晶电子,002199,骆红莉,女,55,硕士,2.330万,非独立董事
东晶电子,002199,肖岩松,男,60,大学学历,--,非独立董事
东晶电子,002199,石佳霖,男,36,本科,54.22万,董事会秘书
东晶电子,002199,陈雄武,男,61,硕士,6.000万,独立董事
东晶电子,002199,潘从文,男,50,博士,--,独立董事
东晶电子,002199,严臻,男,46,本科,--,独立董事
东晶电子,002199,黄雄,男,60,硕士,6.000万,独立董事
东晶电子,002199,朱拓,男,38,硕士,0.000,"监事会主席,非职工代表监事"
东晶电子,002199,华枫,女,44,硕士,0.000,非职工代表监事
东晶电子,002199,黄文俊,男,43,大专,14.22万,职工代表监事
东晶电子,002199,舒荣鑫,男,41,大专,--,内审负责人
东晶电子,002199,胡静雯,女,47,硕士,52.47万,财务总监
鸿日达,301285,王玉田,男,44,大专,48.11万,"董事长,总经理,法定代表人,董事"
鸿日达,301285,张光明,男,52,大学学历,59.06万,副总经理
鸿日达,301285,陈大卫,男,37,硕士,--,"副总经理,董事会秘书,财务总监"
鸿日达,301285,石章琴,女,39,大专,25.31万,董事
鸿日达,301285,姚作文,男,49,中专,33.50万,非独立董事
鸿日达,301285,占世向,男,59,大学学历,7.140万,独立董事
鸿日达,301285,沈建中,男,53,硕士,7.140万,独立董事
鸿日达,301285,朱大伟,男,34,中专,44.28万,"监事会主席,监事"
鸿日达,301285,阳菊梅,女,40,中专,21.32万,监事
鸿日达,301285,刘淑芳,女,38,大专,20.58万,职工代表监事
火炬电子,603678,蔡劲军,男,45,硕士,87.63万,"董事长,总经理,法定代表人,非独立董事"
火炬电子,603678,陈培阳,男,49,博士,137.2万,副总经理
火炬电子,603678,吴俊苗,男,42,本科,93.43万,"副总经理,非独立董事"
火炬电子,603678,王强,男,43,--,45.12万,副总经理
火炬电子,603678,陈立富,男,60,博士,12.00万,非独立董事
火炬电子,603678,张子山,男,60,本科,104.1万,"非独立董事,总工程师"
火炬电子,603678,陈世宗,男,42,本科,87.58万,董事会秘书
火炬电子,603678,童锦治,女,60,博士,8300,独立董事
火炬电子,603678,林涛,男,51,博士,8300,独立董事
火炬电子,603678,吴金平,男,60,本科,8300,独立董事
火炬电子,603678,曾小力,男,40,硕士,81.93万,"监事会主席,股东代表监事"
火炬电子,603678,李莉,女,46,硕士,19.77万,股东代表监事
火炬电子,603678,洪丽铃,女,37,本科,9.410万,职工代表监事
火炬电子,603678,周焕椿,男,41,硕士,85.72万,财务总监
锐科激光,300747,陈正兵,男,47,硕士,--,"董事长,法定代表人,非独立董事"
锐科激光,300747,陈星星,男,40,硕士,89.26万,"总经理,非独立董事"
锐科激光,300747,闫大鹏,男,67,博士,109.4万,"副董事长,非独立董事,总工程师"
锐科激光,300747,卢昆忠,男,50,博士,93.16万,"副总经理,非独立董事,董事会秘书"
锐科激光,300747,汪伟,男,52,硕士,66.24万,副总经理
锐科激光,300747,曹磊,女,46,博士,66.24万,副总经理
锐科激光,300747,李杰,男,37,本科,78.91万,副总经理
锐科激光,300747,刘晓旭,男,50,博士,49.72万,副总经理
锐科激光,300747,施建宏,男,38,硕士,63.18万,副总经理
锐科激光,300747,李立波,男,42,博士,39.96万,副总经理
锐科激光,300747,周青锋,男,51,硕士,0.000,非独立董事
锐科激光,300747,樊京辉,男,54,本科,--,非独立董事
锐科激光,300747,赵纯祥,男,45,博士,10.00万,独立董事
锐科激光,300747,李安安,男,46,博士,10.00万,独立董事
锐科激光,300747,赵阳,男,60,硕士,10.00万,独立董事
锐科激光,300747,刘华兵,男,46,本科,0.000,"监事会主席,非职工代表监事"
锐科激光,300747,徐前权,男,60,本科,6.000万,非职工代表监事
锐科激光,300747,熊新华,男,69,硕士,6.000万,非职工代表监事
锐科激光,300747,李星,男,36,本科,42.31万,职工代表监事
锐科激光,300747,黄慧敏,女,48,本科,17.67万,职工代表监事
锐科激光,300747,邓先琨,男,38,硕士,--,财务负责人
中京电子,002579,杨林,男,64,大专,133.5万,"董事长,法定代表人,非独立董事"
中京电子,002579,黄健铭,男,50,本科,127.7万,总裁
中京电子,002579,杨鹏飞,男,32,硕士,91.15万,"副董事长,非独立董事"
中京电子,002579,余祥斌,男,48,本科,84.13万,"副总经理,非独立董事,董事会秘书"
中京电子,002579,雷奕敏,男,42,硕士,--,非独立董事
中京电子,002579,金鹏,男,53,博士,12.00万,独立董事
中京电子,002579,李诗田,男,44,博士,12.00万,独立董事
中京电子,002579,方红所,男,37,本科,54.30万,"监事会主席,监事"
中京电子,002579,孟伟,女,32,本科,40.00万,监事
中京电子,002579,林嘉伟,男,34,本科,15.73万,职工代表监事
中京电子,002579,汪勤胜,男,37,本科,68.72万,财务总监
晶赛科技,871981,侯诗益,男,57,本科,--,"董事长,法定代表人,非独立董事"
晶赛科技,871981,郑善发,男,58,专科学历,--,"总经理,非独立董事"
晶赛科技,871981,侯雪,女,30,本科,--,"非独立董事,董事会秘书"
晶赛科技,871981,徐飞,男,39,本科,--,非独立董事
晶赛科技,871981,查晓兵,男,47,专科学历,--,非独立董事
晶赛科技,871981,吴小亚,男,50,本科,--,独立董事
晶赛科技,871981,吴林,男,64,硕士,--,独立董事
晶赛科技,871981,陈维彦,男,52,本科,--,"监事会主席,非职工代表监事"
晶赛科技,871981,胡孔亮,男,39,大专,--,非职工代表监事
晶赛科技,871981,孙龙凤,女,45,专科学历,--,职工代表监事
晶赛科技,871981,丁曼,女,33,硕士,--,财务负责人
唯特偶,301319,廖高兵,男,51,硕士,58.90万,"董事长,总经理,法定代表人,董事"
唯特偶,301319,徐升华,男,45,博士,--,副总经理
唯特偶,301319,吴晶,男,48,大专,44.58万,"副总经理,董事"
唯特偶,301319,黎晓明,男,49,硕士,53.42万,副总经理
唯特偶,301319,桑泽林,男,41,本科,43.66万,"副总经理,董事会秘书,代理财务总监"
唯特偶,301319,唐欣,男,40,硕士,56.48万,董事
唯特偶,301319,陈运华,女,50,高中,26.00万,董事
唯特偶,301319,陈实强,男,51,本科,6.000万,独立董事
唯特偶,301319,田卫东,男,58,大学学历,6.000万,独立董事
唯特偶,301319,卢周广,男,45,博士,--,独立董事
唯特偶,301319,刘付平,男,49,中专,51.33万,"监事会主席,监事"
唯特偶,301319,刘向前,男,51,大专,21.03万,监事
唯特偶,301319,陈宏波,女,39,大专,21.25万,职工代表监事
奥士康,002913,程涌,男,49,高中,75.78万,"董事长,法定代表人,非独立董事"
奥士康,002913,贺波,女,52,大专,63.36万,"总经理,非独立董事"
奥士康,002913,徐文静,男,62,中专,792.5万,"副总经理,非独立董事"
奥士康,002913,贺梓修,男,33,本科,109.0万,"副总经理,非独立董事,董事会秘书,财务总监"
奥士康,002913,何高强,男,53,大专,136.1万,"副总经理,非独立董事"
奥士康,002913,刘火旺,男,57,硕士,12.00万,独立董事
奥士康,002913,陈世荣,男,66,本科,12.00万,独立董事
奥士康,002913,王龙基,男,83,本科,12.00万,独立董事
奥士康,002913,匡丽,女,32,大专,31.61万,"监事会主席,非职工代表监事"
奥士康,002913,周雪,女,28,大专,15.63万,非职工代表监事
奥士康,002913,王凤姣,女,40,大专,20.81万,职工代表监事
瑞可达,688800,吴世均,男,45,硕士,87.05万,"董事长,法定代表人,非独立董事"
瑞可达,688800,张杰,男,48,硕士,84.81万,总经理
瑞可达,688800,黄博,男,46,本科,84.85万,"副总经理,非独立董事"
瑞可达,688800,马剑,男,48,本科,82.61万,"副总经理,非独立董事,董事会秘书,财务总监"
瑞可达,688800,许良军,男,67,博士,6.000万,非独立董事
瑞可达,688800,俞雪华,男,60,硕士,5.000万,独立董事
瑞可达,688800,林中,男,62,硕士,5.000万,独立董事
瑞可达,688800,周勇,男,47,硕士,5.000万,独立董事
瑞可达,688800,钱芳琴,女,36,本科,22.69万,"监事会主席,非职工代表监事"
瑞可达,688800,徐家智,男,41,本科,14.66万,非职工代表监事
瑞可达,688800,丁国萍,女,47,大专,14.57万,职工代表监事
瑞可达,688800,寿祖刚,男,45,本科,34.89万,副总工程师
豪江智能,301320,宫志强,男,49,专科学历,35.41万,"董事长,法定代表人,非独立董事"
豪江智能,301320,于廷华,男,44,大专,34.45万,"总经理,非独立董事"
豪江智能,301320,方建超,男,41,本科,34.56万,非独立董事
豪江智能,301320,姚型旺,男,41,本科,27.44万,非独立董事
豪江智能,301320,陈健,女,40,本科,25.23万,非独立董事
豪江智能,301320,郭德庆,男,44,专科学历,--,非独立董事
豪江智能,301320,潘兴光,男,33,本科,--,董事会秘书
豪江智能,301320,赵春旭,男,47,硕士,4.000万,独立董事
豪江智能,301320,周国庚,男,54,本科,4.000万,独立董事
豪江智能,301320,黄兆阁,男,55,硕士,4.000万,独立董事
豪江智能,301320,陈应佩,女,32,专科学历,--,"监事会主席,股东代表监事"
豪江智能,301320,林煜,男,41,专科学历,--,股东代表监事
豪江智能,301320,孙进军,男,40,大专,--,职工代表监事
豪江智能,301320,宫超,男,50,本科,17.61万,财务总监
金溢科技,002869,罗瑞发,男,47,硕士,96.73万,"董事长,法定代表人,非独立董事"
金溢科技,002869,蔡福春,男,44,本科,97.39万,"总经理,非独立董事"
金溢科技,002869,刘咏平,男,49,博士,76.13万,"副董事长,非独立董事"
金溢科技,002869,关志超,男,64,博士,8.000万,非独立董事
金溢科技,002869,周怡,女,43,硕士,42.26万,董事会秘书
金溢科技,002869,陈君柱,男,48,硕士,8.000万,独立董事
金溢科技,002869,司贤利,男,49,博士,--,独立董事
金溢科技,002869,向吉英,男,58,博士,8.000万,独立董事
金溢科技,002869,周海荣,男,60,博士,8.000万,"监事会主席,非职工代表监事"
金溢科技,002869,倪传宝,男,60,本科,8.000万,非职工代表监事
金溢科技,002869,杜水荣,男,45,硕士,--,职工代表监事
金溢科技,002869,李锋龙,男,45,本科,83.61万,财务总监
惠伦晶体,300460,赵积清,男,71,大专,27.35万,"董事长,法定代表人,非独立董事"
惠伦晶体,300460,韩继玲,男,44,本科,54.55万,总经理
惠伦晶体,300460,邢越,男,51,大专,27.45万,"副总经理,非独立董事"
惠伦晶体,300460,叶国辉,男,48,大专,19.68万,副总经理
惠伦晶体,300460,刘峰,男,56,本科,25.18万,副总经理
惠伦晶体,300460,潘毅华,男,41,硕士,21.97万,"副总经理,非独立董事,董事会秘书"
惠伦晶体,300460,姜健伟,男,47,硕士,64.72万,副总经理
惠伦晶体,300460,韩巧云,女,59,大专,27.35万,"常务副总经理,非独立董事"
惠伦晶体,300460,赵亚彬,男,56,硕士,--,非独立董事
惠伦晶体,300460,肖德才,男,36,硕士,--,非独立董事
惠伦晶体,300460,邓又强,男,48,本科,25.18万,"非独立董事,财务总监"
惠伦晶体,300460,李锋,男,46,本科,7.200万,独立董事
惠伦晶体,300460,王圣来,男,56,博士,7.200万,独立董事
惠伦晶体,300460,谭立峰,男,42,硕士,7.200万,独立董事
惠伦晶体,300460,程益群,男,53,本科,7.200万,独立董事
惠伦晶体,300460,眭善进,男,41,本科,--,"监事会主席,非职工监事"
惠伦晶体,300460,秦玉珍,女,33,本科,11.47万,非职工代表监事
惠伦晶体,300460,邓洪永,男,43,本科,15.35万,职工代表监事
惠伦晶体,300460,金奇,男,61,本科,24.00万,副总工程师
中一科技,301150,汪晓霞,女,33,硕士,77.60万,"董事长,总经理,法定代表人,非独立董事"
中一科技,301150,金华峰,男,47,大专,63.19万,"副总经理,董事会秘书"
中一科技,301150,涂毕根,男,48,大专,57.80万,"副总经理,非独立董事"
中一科技,301150,程世国,男,56,中专,94.04万,"常务副总经理,非独立董事"
中一科技,301150,殷涛,男,49,硕士,0.000,非独立董事
中一科技,301150,曹宏锋,男,36,硕士,--,非独立董事
中一科技,301150,苏灵,女,50,博士,4.000万,独立董事
中一科技,301150,王荣进,男,44,硕士,4.000万,独立董事
中一科技,301150,罗娇,女,38,博士,4.000万,独立董事
中一科技,301150,王普龙,男,35,本科,12.51万,"监事会主席,非职工代表监事"
中一科技,301150,陈燕武,男,49,本科,0.000,非职工代表监事
中一科技,301150,王坤华,男,58,高中,21.02万,职工代表监事
中一科技,301150,文孟平,男,65,中专,44.47万,总工程师
中一科技,301150,蔡利涛,男,48,大专,41.34万,财务负责人
洁美科技,002859,方隽云,男,59,硕士,133.4万,"董事长,总经理,法定代表人,非独立董事"
洁美科技,002859,孙赫民,男,60,硕士,114.0万,副总经理
洁美科技,002859,邓水岩,男,54,硕士,64.68万,副总经理
洁美科技,002859,张永辉,男,46,大专,50.31万,"副总经理,非独立董事"
洁美科技,002859,张君刚,男,40,本科,37.52万,"非独立董事,董事会秘书"
洁美科技,002859,方骥柠,女,33,硕士,29.41万,非独立董事
洁美科技,002859,宋执环,男,61,博士,6.000万,独立董事
洁美科技,002859,张睿,男,40,博士,6.000万,独立董事
洁美科技,002859,徐维东,男,42,硕士,5000,独立董事
洁美科技,002859,潘春华,女,43,本科,1.350万,"监事会主席,职工代表监事"
洁美科技,002859,王佳萍,女,40,本科,14.23万,股东代表监事
洁美科技,002859,林海峰,男,41,本科,1.380万,股东代表监事
洁美科技,002859,王琼,女,40,大专,35.57万,财务负责人
