公司代码,公司名称,2022年ROE,2021年ROE,2020年ROE,2019年ROE,2018年ROE,2022年资产负债率,2021年资产负债率,2020年资产负债率,2019年资产负债率,2018年资产负债率
300006,莱美药业,-3.22,-5.24,-23.81,-9.63,5.63,28.48,24.42,60.87,52.77,45.11
301211,亨迪药业,5.57,15.98,28.22,29.27,18.25,8.86,4.61,12.80,34.51,37.54
300725,药石科技,12.44,22.61,21.76,22.94,22.97,45.34,25.07,21.88,28.01,21.21
300702,天宇股份,-3.29,5.65,28.54,33.66,11.98,45.52,36.05,27.46,28.28,44.99
600267,海正药业,6.38,7.49,6.46,1.49,-7.64,55.64,62.09,60.42,64.21,66.24
688658,悦康药业,8.41,14.60,32.94,29.17,31.92,33.48,31.43,34.29,67.56,75.35
830946,森萱医药,15.56,13.50,20.36,21.43,9.73,10.55,11.33,9.62,27.44,34.84
300086,康芝药业,-13.30,0.73,0.62,-1.77,0.78,40.77,36.81,38.72,27.00,24.16
600664,哈药股份,11.33,10.13,-24.12,0.94,5.33,63.15,65.58,66.33,52.47,47.22
603811,诚意药业,15.66,18.46,20.36,18.62,15.53,36.54,24.47,26.58,21.55,17.46
600200,江苏吴中,-4.25,1.22,-24.08,2.69,-10.75,53.36,50.06,50.00,39.71,47.85
300497,富祥药业,-5.11,1.64,17.72,23.84,18.88,46.84,37.77,24.67,41.15,47.79
603168,莎普爱思,3.22,2.68,-12.83,0.53,-8.06,12.31,14.69,21.93,6.31,10.16
603229,奥翔药业,17.36,12.27,12.73,9.07,7.55,36.89,31.78,18.44,27.19,25.48
300016,北陆药业,0.61,7.03,11.49,25.96,13.02,31.69,28.17,33.55,10.67,6.43
300436,广生堂,-12.87,-4.40,2.60,2.08,3.17,36.07,27.44,42.14,35.74,34.21
301130,西点药业,4.71,10.44,10.92,12.84,10.46,7.05,11.85,14.28,15.85,18.23
600380,健康元,12.23,11.50,10.41,8.98,8.84,38.37,35.12,31.68,31.66,34.77
600196,复星医药,9.04,12.37,10.83,11.55,10.26,49.51,48.15,45.05,48.50,52.39
739,普洛药业,19.01,20.43,20.18,15.66,11.63,54.07,44.06,41.42,42.23,41.84
300966,共同药业,4.91,11.14,10.49,16.41,19.77,52.56,31.61,32.89,41.14,33.63
300723,一品红,14.63,15.23,16.15,10.85,17.33,47.16,45.86,30.31,25.31,27.05
600521,华海药业,16.55,7.43,15.61,12.18,2.29,57.33,56.19,48.24,46.14,59.42
788,北大医药,4.11,3.27,3.07,4.07,3.78,47.79,47.48,44.00,49.34,43.59
300452,山河药辅,19.39,14.76,17.00,16.47,15.01,33.20,26.66,27.27,26.36,21.40
2294,信立泰,8.13,7.60,1.03,11.07,23.43,18.23,12.96,19.18,13.80,13.08
603520,司太立,-3.81,16.04,17.71,18.02,10.78,66.59,54.76,57.68,70.48,69.90
2793,罗欣药业,-32.44,9.63,8.14,19.14,14.87,59.27,50.13,43.65,46.90,46.40
300110,华仁药业,7.39,5.64,4.27,1.93,1.89,49.64,56.69,31.80,17.04,28.48
300254,仟源医药,-19.78,-14.31,-36.54,0.65,0.90,53.94,51.23,51.54,48.25,37.74
813,德展健康,-0.88,-1.02,4.94,6.19,18.74,6.88,5.33,6.98,5.33,10.81
2550,千红制药,14.36,8.67,-6.04,10.70,8.89,13.28,15.56,15.76,20.50,20.14
597,东北制药,7.98,2.46,0.30,4.64,6.33,65.87,67.45,66.12,68.76,69.34
688356,键凯科技,16.45,18.47,19.20,31.51,23.43,5.97,4.50,4.93,17.92,22.03
2898,赛隆药业,-6.85,-4.06,-10.80,4.14,9.47,37.93,36.15,27.88,21.17,12.21
2755,奥赛康,-7.29,12.53,26.03,35.94,42.58,11.75,13.35,20.35,31.84,37.77
301258,富士莱,11.33,17.61,23.45,28.63,23.37,10.09,23.44,21.01,22.55,25.50
301075,多瑞医药,2.69,17.25,46.85,68.61,161.50,16.18,7.37,35.12,48.99,68.25
2435,长江健康,1.44,-8.72,4.99,-7.44,6.84,36.92,35.75,28.53,31.34,31.40
688690,纳微科技,21.64,23.84,14.67,10.62,12.62,19.09,18.32,16.12,22.13,22.38
600812,华北制药,-12.11,0.31,1.70,3.09,3.11,70.65,71.85,70.52,69.57,69.24
300630,普利制药,15.62,17.88,24.02,29.68,22.71,52.97,45.48,33.27,33.39,20.35
300267,尔康制药,0.92,-14.83,3.29,2.65,3.90,13.74,10.28,12.30,5.87,6.77
2001,新 和 成,16.08,21.21,19.63,13.20,20.48,38.17,36.94,37.20,40.59,26.08
2393,力生制药,2.11,2.80,0.20,4.06,5.88,17.80,15.03,14.34,16.23,17.99
300636,同和药业,9.18,9.55,9.43,7.05,3.79,41.58,53.42,44.37,30.46,18.10
688505,复旦张江,6.21,10.42,11.32,24.16,11.83,24.29,21.27,19.68,40.37,35.06
600789,鲁抗医药,4.15,2.72,7.31,4.08,6.04,59.82,56.18,53.81,55.26,53.23
688189,南新制药,-5.82,-10.83,10.25,32.66,25.79,33.65,34.58,22.38,56.36,61.95
300942,易瑞生物,8.77,29.41,12.32,19.62,48.86,24.78,17.87,15.91,14.74,25.00
300194,福安药业,5.33,-7.58,5.16,7.62,-9.18,32.86,32.25,23.74,15.76,13.95
2082,万邦德,3.55,6.43,11.29,14.07,9.26,33.13,37.21,49.52,44.61,39.42
301246,宏源药业,22.93,34.51,24.36,40.76,2.00,45.44,31.01,32.39,47.99,66.19
2773,康弘药业,13.82,7.12,-5.84,16.66,18.42,10.54,12.24,17.79,20.70,21.39
2020,京新药业,13.46,14.03,17.36,14.41,9.77,29.75,25.17,30.59,34.03,28.51
688553,汇宇制药-W,6.85,32.59,59.13,--,--,13.06,13.83,38.03,52.48,144.41
300381,溢多利,0.65,-4.10,5.94,5.63,5.72,11.23,31.96,30.16,39.60,49.87
601089,福元医药,20.25,28.84,28.35,28.71,35.77,26.45,43.56,40.83,50.70,53.06
600513,联环药业,11.64,10.71,10.04,8.34,8.15,47.93,45.60,42.31,42.63,33.34
623,吉林敖东,7.00,7.40,7.48,6.50,4.51,15.50,13.86,13.98,13.01,13.85
600227,赤天化,-12.29,-1.62,1.74,-42.69,4.16,39.38,31.12,30.62,32.47,27.12
300255,常山药业,0.57,7.89,0.09,8.61,5.73,49.40,40.81,37.60,30.95,34.38
600062,华润双鹤,11.71,9.78,11.27,12.87,12.67,25.91,23.39,24.48,23.06,23.26
600420,国药现代,7.09,6.80,8.25,9.05,10.89,38.09,45.62,46.20,47.82,48.72
605507,国邦医药,13.66,15.00,27.74,17.94,18.26,20.88,15.54,40.56,45.04,40.64
2940,昂利康,9.11,9.13,16.11,12.06,22.18,36.59,29.21,29.00,26.61,33.96
2422,科伦药业,11.72,8.07,6.25,7.21,9.81,50.50,55.20,56.22,55.83,55.85
2370,亚太药业,-36.12,-41.76,4.22,-125.03,6.53,80.23,73.12,66.24,72.09,32.85
600216,浙江医药,5.99,12.64,9.26,4.44,4.87,21.90,26.73,23.53,20.36,19.54
300584,海辰药业,3.42,35.18,8.34,15.85,15.24,26.54,27.15,25.10,24.76,26.85
2399,海普瑞,6.12,2.09,11.23,15.77,8.88,40.39,39.69,38.56,50.98,54.66
300233,金城医药,7.81,3.17,-13.03,5.47,6.54,37.19,34.80,30.66,26.96,22.67
603367,辰欣药业,6.76,6.73,9.25,11.79,12.67,21.41,20.56,22.12,17.35,20.83
832566,梓橦宫,15.19,16.65,17.74,18.12,14.26,15.47,16.70,22.13,31.40,29.58
603669,灵康药业,-14.89,4.57,11.92,14.85,13.83,38.82,41.98,45.52,31.34,33.37
153,丰原药业,8.54,7.32,7.87,6.19,4.90,60.74,56.36,60.18,62.72,57.05
688221,前沿生物-U,-20.96,-13.02,-28.62,-30.34,-46.18,30.67,27.73,14.93,35.82,11.82
688192,迪哲医药-U,-34.90,-86.44,-88.56,-113.69,-27.55,15.54,10.30,8.72,28.21,15.05
952,广济药业,3.40,7.78,5.90,9.48,20.77,39.58,29.19,31.01,45.41,47.97
600488,津药药业,1.19,1.62,1.13,5.31,5.34,43.56,39.84,38.92,34.05,36.57
603676,卫信康,15.55,9.44,6.16,6.11,8.39,26.68,28.64,27.71,28.71,27.32
953,河化股份,-78.69,5.82,25.12,--,--,67.06,51.03,51.52,89.60,164.52
2653,海思科,9.48,12.30,24.23,23.04,16.41,48.17,41.66,42.87,52.80,54.32
873167,新赣江,18.14,22.08,15.73,16.25,32.99,20.12,16.13,21.50,21.67,24.83
300705,九典制药,18.60,20.88,10.31,7.45,10.46,32.49,37.01,26.09,28.94,23.86
931,中 关 村,-2.76,-6.94,1.51,5.67,5.67,52.80,50.95,44.69,48.16,46.33
300111,向日葵,-0.40,24.44,55.73,-79.28,-232.14,32.68,35.05,51.98,75.25,73.91
2102,冠福股份,12.21,3.00,3.87,24.53,-68.55,56.12,62.05,62.60,59.55,68.14
832735,德源药业,16.09,13.02,21.09,18.33,16.22,18.12,17.49,23.89,24.00,23.66
2019,亿帆医药,2.20,3.28,12.16,12.84,11.16,27.08,27.87,24.98,29.32,29.54
688799,华纳药厂,11.93,15.81,24.20,23.10,20.67,17.44,17.69,28.02,35.03,37.40
430017,星昊医药,7.67,6.89,7.25,8.72,5.72,21.20,20.86,24.34,25.60,18.82
2923,润都股份,13.55,13.06,13.81,13.28,12.97,47.69,41.75,31.41,29.12,23.46
2675,东诚药业,6.79,3.43,9.57,3.65,7.73,35.40,34.38,32.83,34.49,33.83
688117,圣诺生物,8.02,9.64,14.74,13.68,10.49,25.39,17.93,26.21,27.45,31.55
600276,恒瑞医药,10.89,13.96,22.51,24.02,23.60,9.31,9.41,11.35,9.50,11.46
963,华东医药,14.21,14.75,20.95,25.29,24.87,38.52,37.25,37.28,40.05,45.75
688166,博瑞医药,12.68,15.89,12.35,12.96,15.16,51.91,41.35,21.62,7.61,12.06
915,华特达因,22.11,18.09,15.79,12.26,8.42,13.41,13.62,20.56,18.57,19.27
688266,泽璟制药-U,-46.35,-32.01,-19.88,-402.11,--,52.80,28.23,14.14,76.97,38.09
603222,济民医疗,2.80,13.29,0.74,8.23,4.00,34.62,43.32,54.35,48.53,50.74
430478,峆一药业,19.83,13.47,25.39,18.83,8.57,14.67,18.21,17.20,13.74,24.06
688566,吉贝尔,9.36,7.22,11.62,27.72,20.02,13.76,11.57,9.78,21.01,25.17
300558,贝达药业,3.09,8.74,21.28,9.84,7.90,37.32,25.28,20.75,40.26,36.37
605177,东亚药业,5.80,3.94,11.92,21.38,15.92,25.56,21.90,16.90,23.36,35.00
688513,苑东生物,10.48,10.63,14.94,17.54,26.35,18.99,17.43,17.21,29.34,26.28
688670,金迪克,2.86,10.89,209.12,19.26,37.18,20.10,16.71,68.83,127.28,128.69
300573,兴齐眼药,14.86,25.54,14.49,6.45,2.50,12.94,20.30,28.13,32.55,21.72
2365,永安药业,7.23,6.16,6.66,5.77,12.15,13.25,14.39,16.17,13.16,16.75
3020,立方制药,15.13,13.95,21.14,19.31,22.32,30.24,22.13,23.57,33.69,34.41
688321,微芯生物,1.19,1.50,2.12,2.41,6.70,45.59,25.17,13.46,14.49,33.43
605116,奥锐特,13.34,11.69,14.28,21.09,18.59,17.15,12.40,9.65,11.18,14.46
688091,上海谊众,11.46,-0.84,-8.59,-141.07,-6.28,2.61,2.08,5.91,4.42,7.48
688578,艾力斯,4.24,0.62,-25.33,-57.78,-29.29,7.41,5.02,3.65,10.84,81.06
300779,惠城环保,0.33,1.70,4.11,8.30,21.14,70.14,54.86,30.81,29.59,49.86
300958,建工修复,9.01,9.36,12.21,13.55,11.95,60.70,57.81,65.17,70.18,74.23
2310,东方园林,-74.73,-10.21,-4.04,0.41,13.28,85.15,73.09,70.71,71.04,69.33
301148,嘉戎技术,7.78,24.72,32.68,76.22,84.62,21.51,37.73,37.23,44.41,67.00
711,*ST京蓝,-647.42,-79.76,-68.04,-22.11,2.39,105.04,87.07,72.66,56.48,59.17
2717,岭南股份,-37.40,1.03,-10.02,7.04,19.38,79.05,73.04,75.26,73.39,71.74
301288,清研环境,1.84,22.15,42.01,86.63,108.80,11.56,15.58,26.38,56.91,59.16
301305,朗坤环境,14.06,15.31,16.30,12.75,3.83,56.51,59.23,59.29,63.79,61.44
300664,鹏鹞环保,5.96,8.53,0.12,9.10,5.79,45.34,44.37,43.66,42.75,43.35
300614,百川畅银,2.53,8.52,12.85,14.29,12.55,20.13,18.13,25.47,28.60,19.69
688485,九州一轨,8.74,10.13,11.65,8.22,11.20,28.52,27.36,24.69,30.32,28.23
300140,中环装备,-10.83,-14.80,-25.00,-1.57,2.24,49.89,52.71,67.63,62.72,63.99
300800,力合科技,2.88,13.29,14.81,28.95,37.76,13.68,13.67,18.99,18.49,40.84
688501,青达环保,7.44,9.11,9.99,10.75,14.39,51.07,45.53,54.20,55.95,56.69
688057,金达莱,9.60,12.41,27.51,23.93,25.24,12.63,12.65,14.19,34.51,35.07
832145,恒合股份,1.99,9.81,21.72,24.78,24.34,5.33,5.70,23.77,25.67,12.48
831370,新安洁,-6.65,4.99,15.95,13.49,9.40,17.56,14.22,16.90,31.85,29.11
301175,中科环保,9.16,11.11,10.35,10.02,7.56,46.84,59.19,56.25,63.20,62.04
603279,景津装备,22.79,20.61,18.22,17.05,12.96,49.67,43.37,43.36,42.86,43.71
2034,旺能环境,12.65,13.34,12.02,10.90,9.05,56.70,57.24,60.13,54.38,41.10
688335,复洁环保,9.84,5.86,12.46,35.00,31.99,20.41,20.00,12.60,40.48,62.22
300355,蒙草生态,2.94,6.03,4.36,1.65,5.61,64.23,64.04,63.90,66.96,71.23
603903,中持股份,7.66,14.50,14.22,12.83,12.20,60.59,64.45,62.99,64.63,63.68
836263,中航泰达,8.99,3.60,8.36,10.62,15.37,43.87,45.48,32.47,47.29,39.75
300425,中建环能,9.22,9.36,9.49,9.58,9.13,43.83,43.08,42.88,44.54,47.82
35,中国天楹,1.15,6.25,5.81,7.44,6.92,60.56,54.48,75.20,75.26,62.60
2573,清新环境,7.13,8.36,5.15,8.69,11.82,67.80,68.05,59.08,48.63,55.10
600874,创业环保,9.88,10.11,8.95,8.48,9.05,58.63,61.53,59.68,60.30,57.83
603588,高能环境,10.29,14.24,14.25,14.01,13.45,57.25,64.16,65.43,68.04,64.06
3027,同兴环保,7.29,10.60,24.19,34.81,39.64,33.61,25.42,24.57,44.87,46.10
301127,天源环保,9.98,23.00,26.71,21.24,10.15,33.73,22.74,44.59,47.04,34.54
301109,军信股份,11.51,21.07,23.91,22.26,31.66,43.34,62.70,64.36,62.15,66.41
688679,通源环境,4.16,4.68,13.21,17.10,13.15,51.65,44.17,41.58,50.23,51.31
603797,联泰环保,9.78,13.58,15.39,13.97,7.01,70.70,69.34,76.46,71.10,69.65
300197,节能铁汉,-16.03,-6.66,-0.21,-15.44,4.96,78.00,74.48,77.45,76.48,72.39
300070,碧水源,2.77,2.78,5.55,7.33,6.69,59.47,60.29,65.61,65.70,61.46
2479,富春环保,6.57,8.49,7.73,7.86,2.78,51.79,52.65,58.98,49.16,34.71
300864,南大环境,10.84,8.54,26.56,74.74,71.35,23.54,21.23,19.96,51.14,57.20
603126,中材节能,7.94,7.46,7.53,7.21,7.99,51.00,48.78,49.25,47.93,42.99
600323,瀚蓝环境,11.03,12.77,14.96,14.61,15.86,65.15,64.02,67.22,66.16,60.94
2672,东江环保,-11.59,3.50,6.85,10.11,10.57,59.20,53.88,48.39,51.57,51.91
301265,华新环保,10.76,17.33,17.49,15.78,12.62,10.55,18.67,21.12,22.74,33.43
603568,伟明环保,19.45,24.91,26.02,26.54,28.74,47.86,43.90,47.02,38.73,46.23
300335,迪森股份,4.66,-5.96,2.15,5.50,12.35,33.82,50.57,45.89,46.52,52.78
600217,中再资环,2.54,12.20,21.50,24.10,17.11,65.19,65.22,64.37,68.13,69.19
2266,浙富控股,14.47,26.56,17.86,8.60,6.92,55.98,52.34,52.38,45.26,47.13
688565,力源科技,-6.01,2.52,11.07,14.62,15.41,39.52,28.20,42.50,45.43,53.08
300190,维尔利,-10.95,4.43,8.77,8.44,6.33,59.96,57.56,55.07,50.53,48.37
600388,龙净环保,11.18,13.33,12.33,15.89,16.66,71.32,73.90,74.79,73.21,73.01
601200,上海环境,5.16,7.45,8.20,9.68,10.21,58.50,59.43,58.96,58.91,51.22
832802,保丽洁,10.91,12.40,16.58,23.26,19.51,14.08,15.13,14.96,18.42,26.17
300385,雪浪环境,-12.60,13.21,-32.33,7.63,3.87,73.73,68.52,73.88,59.82,52.89
300631,久吾高科,3.66,7.92,11.37,8.60,9.15,33.94,29.07,39.61,45.90,32.59
600292,远达环保,-0.55,1.09,0.52,2.20,2.56,46.83,46.51,42.45,40.53,40.25
300815,玉禾田,15.98,17.38,28.98,37.30,30.87,40.50,40.78,40.54,59.35,65.01
301259,艾布鲁,10.20,21.41,22.21,24.83,30.04,41.33,58.90,54.54,52.65,67.09
300867,圣元环保,5.47,16.06,17.23,19.83,23.81,59.96,58.72,60.67,71.37,73.14
688309,恒誉环保,2.07,-1.34,10.59,32.63,60.46,14.18,7.28,9.11,35.16,43.70
300961,深水海纳,-0.12,4.12,14.26,18.43,17.91,58.78,56.56,57.40,50.56,51.46
2645,华宏科技,11.02,16.18,8.54,9.50,9.00,36.78,30.27,23.64,21.62,28.20
603817,海峡环保,6.59,7.81,6.81,7.95,7.94,52.10,56.02,54.36,53.23,48.48
300495,*ST美尚,-65.77,-54.66,-3.70,9.55,12.54,82.68,76.07,66.13,60.97,60.37
300929,华骐环保,5.32,9.70,15.04,17.36,18.17,53.40,54.88,62.14,62.66,60.14
688101,三达膜,6.24,7.40,6.87,16.40,13.63,32.10,28.34,26.32,24.56,39.57
820,神雾节能,-20.72,-173.36,-16.51,-206.57,-183.01,66.63,56.96,178.35倍,3146.67,99.14
601827,三峰环境,12.45,15.00,11.33,13.00,13.67,56.50,56.30,56.57,66.77,64.31
601330,绿色动力,10.64,11.06,13.80,13.23,13.85,65.55,65.78,66.87,74.42,71.25
603324,盛剑环境,9.40,12.93,18.94,21.60,39.66,45.19,38.35,47.30,57.24,57.38
300774,倍杰特,2.34,14.49,14.01,12.83,11.41,39.40,26.99,31.33,21.91,23.12
826,启迪环境,-16.54,-49.52,-13.30,2.42,4.25,61.08,65.18,63.34,62.20,61.44
300055,万邦达,1.56,4.09,-6.77,1.31,-1.58,30.51,23.57,17.39,18.84,22.90
300854,中兰环保,2.92,13.58,16.24,15.90,14.84,37.71,35.98,40.40,47.16,39.08
300152,新动力,-19.45,-43.23,1.71,1.05,-55.92,52.33,42.76,36.97,52.59,66.57
600539,狮头股份,3.95,3.38,2.68,-4.72,2.36,16.07,20.53,14.06,4.73,11.97
300388,节能国祯,9.90,10.43,9.08,11.85,13.65,71.98,73.80,71.74,74.10,74.71
300056,中创环保,-18.18,-57.89,1.37,-2.09,-36.21,60.64,51.29,33.82,43.10,62.95
546,ST金圆,-4.23,1.76,10.85,12.84,10.53,28.36,43.18,46.01,46.44,49.38
600526,菲达环保,3.53,4.06,2.60,4.62,-19.80,58.52,68.21,68.20,71.00,75.50
967,盈峰环境,2.41,4.51,8.62,9.05,7.62,39.40,39.06,42.64,36.56,40.18
300172,中电环保,4.35,6.32,11.38,10.27,9.77,36.37,35.37,36.39,38.97,40.52
688370,丛麟科技,9.69,16.76,25.25,32.20,108.27,22.72,41.09,40.88,37.91,34.75
1230,劲旅环境,11.51,29.89,46.59,40.36,52.65,39.86,64.07,72.72,84.38,94.10
2887,绿茵生态,6.75,7.75,13.86,11.43,9.05,50.29,48.72,39.41,34.04,19.52
603200,上海洗霸,4.98,5.01,4.43,5.37,10.45,30.75,29.33,28.35,24.86,18.27
300137,先河环保,-6.75,3.43,6.42,13.59,14.98,16.91,15.28,17.06,17.07,24.66
300334,津膜科技,-27.19,3.74,-11.13,-65.97,0.72,57.17,47.08,55.41,55.02,40.71
301049,超越科技,-2.39,13.99,38.40,35.75,66.59,26.41,17.04,32.60,34.79,34.37
300266,兴源环境,-35.11,-1.87,-23.92,1.42,-40.68,85.42,81.60,80.54,73.53,70.35
300786,国林科技,1.45,7.77,10.01,12.92,16.47,26.50,19.27,26.24,21.12,34.45
300692,中环环保,9.75,10.61,13.84,12.19,8.35,61.81,58.37,47.21,61.45,52.39
300187,永清环保,-30.67,4.83,2.19,3.81,-10.83,70.41,57.13,57.21,41.68,53.86
688178,万德斯,1.85,6.26,12.15,25.13,28.36,42.33,44.15,36.82,43.79,51.08
603686,福龙马,8.41,11.65,16.43,11.24,10.60,40.02,40.78,43.25,41.68,41.07
605081,太和水,-9.58,5.47,18.20,19.38,20.08,16.54,13.66,23.70,22.73,16.36
68,华控赛格,-140.99,-31.32,-37.26,1.14,-22.54,90.17,83.66,79.04,74.71,72.81
688096,京源环保,6.44,7.38,9.99,18.68,22.15,49.84,31.81,26.18,35.69,37.50
688701,卓锦股份,-20.65,4.90,17.27,25.65,23.57,47.52,36.35,41.58,43.77,38.46
300422,博世科,-17.94,-20.64,9.27,17.02,18.44,78.76,75.60,76.86,78.24,73.57
688069,德林海,3.79,7.54,24.41,37.12,63.99,17.08,19.16,13.86,29.72,21.61
300948,冠中生态,6.88,10.90,14.63,18.13,20.43,36.35,27.49,33.43,40.26,37.68
300899,上海凯鑫,4.17,7.59,13.19,29.24,25.77,6.89,8.15,10.23,27.18,47.21
300203,聚光科技,-11.18,-6.39,13.75,1.17,17.68,65.50,62.07,55.30,53.84,50.43
301068,大地海洋,7.25,9.63,19.32,22.34,30.79,36.20,37.34,52.51,52.55,47.79
300210,森远股份,-35.44,-20.25,13.31,-31.01,-7.78,52.12,45.40,43.84,51.60,46.47
551,创元科技,7.64,5.57,6.28,6.66,5.26,48.59,48.71,46.97,48.37,50.80
2973,侨银股份,17.67,16.30,30.43,16.35,14.98,68.85,66.76,61.89,61.41,56.02
688156,路德环境,3.35,10.24,10.83,14.03,7.30,30.55,19.05,15.57,29.50,30.66
688466,金科环境,7.29,6.27,9.62,25.07,29.77,40.33,37.29,34.47,53.78,53.80
920,沃顿科技,10.86,9.74,9.17,9.08,10.31,35.63,43.15,44.53,42.30,51.32
688376,美埃科技,20.62,26.55,26.48,27.16,16.29,41.55,63.23,69.32,71.96,75.82
603359,东珠生态,0.96,14.07,12.49,13.07,13.05,59.83,60.02,55.40,49.71,43.62
301081,严牌股份,6.68,15.43,22.17,21.81,23.88,37.00,25.74,44.35,42.07,43.98
300262,巴安水务,-105.80,-115.24,-23.17,0.36,5.52,97.37,87.02,66.10,60.54,56.82
603177,德创环保,2.65,-21.72,-25.85,1.18,2.41,74.81,75.84,67.45,60.61,60.92
605069,正和生态,-20.32,7.46,9.57,8.99,15.00,61.69,55.96,62.81,59.08,54.63
5,ST星源,-11.87,10.66,-26.77,11.13,10.58,49.72,40.38,45.94,42.53,49.40
688480,赛恩斯,13.78,11.45,13.40,12.63,4.55,33.09,45.43,46.89,53.69,65.49
688659,元琛科技,0.96,12.24,17.06,18.47,13.87,49.53,38.06,42.42,41.26,46.85
301203,国泰环保,29.29,31.78,55.55,42.78,20.89,9.92,10.33,17.30,24.59,34.53
688021,奥福环保,-0.84,7.23,9.27,12.16,15.41,35.25,33.35,24.72,22.19,44.13
603603,*ST博天,--,--,-139.81,-81.25,12.98,76.42,104.18,91.99,86.14,79.97
600515,海南机场,8.71,6.05,-38.05,-5.44,5.52,57.58,66.72,85.62,65.26,60.07
600115,中国东航,-114.16,-25.03,-19.60,5.43,4.93,89.47,80.84,79.85,75.12,74.93
600009,上海机场,-8.24,-4.12,-4.14,16.70,15.85,39.94,44.99,10.97,12.70,7.42
99,中信海直,4.03,6.29,6.49,6.67,4.99,20.77,25.16,34.77,42.15,43.45
89,深圳机场,-10.12,-0.29,0.23,5.02,5.87,57.44,54.79,21.02,13.86,13.35
601111,中国国航,-90.86,-23.95,-16.86,7.09,8.17,92.69,77.93,70.50,65.55,58.74
900945,海控B股,3039.37,-17.16,-646.43,0.22,-7.67,99.67,92.34,113.52,70.76,66.42
600221,海航控股,3039.37,-17.16,-646.43,0.22,-7.67,99.67,92.34,113.52,70.76,66.42
600004,白云机场,-6.03,-2.18,-1.46,6.42,7.36,35.38,32.47,25.99,34.44,41.84
600029,南方航空,-62.19,-17.57,-15.77,4.22,5.51,82.34,73.91,73.98,74.87,68.30
600897,厦门空港,0.73,3.73,4.58,14.13,14.43,17.57,16.84,15.77,13.12,17.79
2928,华夏航空,-69.72,-3.01,18.68,21.15,13.07,76.84,77.67,65.70,71.60,72.72
601021,春秋航空,-24.41,0.29,-4.02,13.00,12.49,68.46,64.13,56.27,48.78,49.86
603885,吉祥航空,-44.11,-4.58,-3.68,9.19,13.61,78.80,76.85,66.31,60.94,55.25
768,中航西飞,3.28,4.21,4.45,5.19,5.08,80.37,78.13,73.82,72.31,59.68
600372,中航电子,7.44,7.31,7.77,7.11,6.62,55.55,55.63,55.39,63.77,63.45
