公司代码,公司名称,2022年ROE,2021年ROE,2020年ROE,2019年ROE,2018年ROE,2022年资产负债率,2021年资产负债率,2020年资产负债率,2019年资产负债率,2018年资产负债率
600438,通威股份,52.36,24.14,16.08,16.14,14.43,49.57,53.01,50.91,61.37,60.43
688429,时创能源,24.48,16.28,33.96,38.84,,42.78,48.51,37.55,33.42,
688408,中信博,1.80,0.61,19.45,19.84,13.73,55.31,52.69,46.77,64.00,67.11
603806,福斯特,12.33,21.06,20.92,16.24,14.31,30.62,10.94,21.79,21.38,13.94
688556,高测股份,49.51,16.22,9.14,9.39,28.18,63.39,64.32,48.71,72.77,73.59
688472,阿特斯,20.48,0.37,18.34,23.84,35.16,75.70,72.25,67.32,74.14,79.75
300763,锦浪科技,35.09,23.05,29.05,16.93,40.60,71.55,64.50,38.35,32.34,46.07
600537,亿晶光电,5.34,-23.19,-21.77,-8.69,1.89,75.68,66.44,64.43,48.34,45.35
301168,通灵股份,6.12,10.78,14.79,19.18,0.37,32.46,26.22,39.91,43.39,47.26
835985,海泰新能,13.52,25.92,12.30,13.01,0.23,66.59,79.46,75.88,66.55,52.75
300274,阳光电源,20.95,13.05,20.36,10.93,11.05,67.97,61.01,61.20,61.63,57.85
300118,东方日升,10.50,-0.50,1.98,12.39,3.10,72.82,67.73,65.63,63.42,55.26
300827,上能电气,8.58,6.80,11.27,22.27,23.53,77.72,67.06,62.40,70.55,70.47
2218,拓日新能,2.26,4.94,5.37,2.67,3.11,40.70,40.25,52.94,53.16,54.69
2129,TCL中环,19.74,17.97,7.55,6.58,5.06,56.55,46.56,52.18,58.17,63.17
603212,赛伍技术,6.47,8.63,11.75,16.01,18.95,40.33,53.08,42.86,41.63,48.12
2623,亚玛顿,2.53,1.92,6.20,-4.50,3.64,34.79,32.72,41.84,43.21,47.45
688223,晶科能源,12.15,8.76,10.50,17.21,3.85,74.73,81.40,75.24,79.94,77.25
301278,快可电子,19.29,18.20,20.71,15.95,13.52,32.56,50.88,46.21,38.92,40.27
600481,双良节能,22.10,13.51,6.12,9.23,11.68,68.49,72.66,46.16,40.39,41.48
688348,昱能科技,18.02,42.58,54.96,83.10,184.90,24.84,53.47,56.08,80.55,93.51
688599,天合光能,16.16,11.27,8.94,5.53,5.05,68.00,71.41,65.56,65.00,59.33
300029,ST天龙,54.33,-28.98,-104.32,-89.11,-71.82,87.60,95.58,91.40,53.16,40.20
300393,中来股份,11.07,-8.92,2.82,9.05,4.91,72.76,66.50,54.30,59.27,57.21
2459,晶澳科技,24.19,13.08,15.71,20.00,11.61,58.32,70.65,60.21,70.92,76.27
300316,晶盛机电,33.82,28.47,17.48,14.96,15.30,61.18,57.85,49.98,40.01,33.22
600732,爱旭股份,37.25,-2.33,24.41,32.22,27.63,63.31,68.82,54.07,68.58,63.92
2506,协鑫集成,2.59,-60.91,-85.43,1.28,1.07,77.84,74.71,68.73,72.31,77.22
301046,能辉科技,3.41,18.11,22.74,19.78,9.03,34.43,39.84,40.81,52.45,44.92
2309,ST中利,-39.82,-110.24,-40.75,0.63,-3.27,89.73,89.35,65.37,59.52,65.02
688303,大全能源,61.68,55.94,26.07,7.79,16.96,12.86,26.72,48.15,63.41,48.66
603628,清源股份,10.46,4.87,7.39,-6.26,2.65,51.08,51.34,51.72,61.60,63.55
834770,艾能聚,15.58,11.38,-6.21,11.74,14.10,34.51,34.98,31.71,24.81,31.99
688032,禾迈股份,8.61,42.20,31.98,34.40,8.62,12.42,6.81,45.09,50.30,81.29
688560,明冠新材,6.63,8.99,15.07,17.64,17.77,15.98,28.11,23.76,38.68,45.00
600207,安彩高科,4.03,11.18,6.56,1.26,-19.13,55.89,57.79,32.12,23.95,18.95
600151,航天机电,-1.93,1.10,3.19,-13.27,0.66,48.38,45.32,44.13,47.10,41.59
2617,露笑科技,-5.33,1.93,4.31,1.31,-31.24,38.46,57.86,64.11,64.77,68.44
688598,金博股份,15.49,31.37,19.66,32.12,28.46,12.41,35.70,12.94,19.86,23.17
603105,芯能科技,11.37,7.03,5.42,2.90,5.48,49.70,48.76,45.21,45.38,43.03
1269,欧晶科技,34.07,33.05,25.95,19.35,19.80,43.13,52.80,41.35,44.73,54.07
301106,骏成科技,8.74,19.24,18.60,32.31,23.44,16.35,32.91,31.52,35.30,44.65
2992,宝明科技,-21.91,-27.03,2.83,20.07,19.77,54.71,52.92,41.76,58.91,56.60
300691,联合光电,3.62,7.61,5.36,8.52,8.95,36.75,40.53,45.52,44.74,40.61
301183,东田微,2.64,17.94,27.57,12.82,4.28,20.30,39.06,49.10,61.37,52.77
509,华塑控股,-2.02,-3.89,8.56,-276.24,-175.95,63.99,62.02,45.05,161.84,92.68
600703,三安光电,2.22,4.38,3.98,6.00,13.43,35.01,35.91,23.87,26.74,30.99
2745,木林森,1.44,9.03,2.48,5.08,8.89,45.94,53.76,59.31,70.11,69.98
300389,艾比森,15.43,2.48,-5.75,8.29,20.90,60.69,55.04,43.90,43.02,39.88
688205,德科立,9.29,21.64,40.17,27.13,10.63,11.56,28.19,38.73,52.56,61.31
725,京东方Ａ,5.45,23.93,5.15,2.16,4.00,51.96,51.72,59.13,58.56,60.41
600707,彩虹股份,-12.70,12.71,-4.02,0.32,0.30,51.44,47.95,51.86,50.44,48.69
688538,和辉光电-U,-9.65,-6.54,-9.71,-9.58,-9.20,48.84,47.50,58.25,51.90,40.22
2387,维信诺,-16.28,-10.52,1.35,0.43,0.26,62.05,54.37,49.43,48.29,48.07
688401,路维光电,15.43,11.98,9.45,-3.79,3.99,28.06,60.11,65.70,71.32,72.77
688150,莱特光电,7.28,14.34,12.89,17.29,-3.46,11.70,21.37,13.95,31.82,30.58
301045,天禄科技,3.24,17.08,34.74,37.32,28.38,16.86,24.36,37.90,44.76,63.00
2217,合力泰,-48.03,0.86,-29.77,8.88,12.38,71.96,64.16,65.62,60.49,59.33
300708,聚灿光电,-3.90,14.02,2.85,1.13,2.86,55.66,45.07,71.17,72.89,73.36
100,TCL科技,0.52,26.48,13.75,9.09,11.98,63.29,61.24,65.08,61.25,68.42
300088,长信科技,8.37,12.29,12.58,16.09,15.54,33.04,29.86,27.68,29.35,47.43
605118,力鼎光电,12.33,12.51,17.92,34.39,59.68,11.59,14.25,9.39,23.98,26.32
600666,ST瑞德,--,--,-171.52,9.21,-112.69,49.25,111.03,97.33,79.30,84.03
2955,鸿合科技,11.88,5.47,2.76,15.26,41.64,23.00,33.06,26.62,25.85,57.00
688502,茂莱光学,17.54,16.15,16.76,30.76,27.96,37.69,36.88,38.65,31.98,46.22
2189,中光学,-12.59,9.62,10.36,8.04,18.69,60.37,54.11,56.29,56.14,63.60
873001,纬达光电,16.10,21.15,18.51,20.18,25.91,4.35,8.34,7.42,9.65,13.37
300296,利亚德,3.56,8.19,-13.38,8.48,16.11,45.15,50.78,46.79,45.33,46.75
2952,亚世光电,14.01,5.53,10.59,12.15,33.66,25.86,20.82,15.37,13.54,28.63
688299,长阳科技,5.64,10.10,10.57,17.31,15.66,23.28,20.05,19.81,21.57,53.53
603703,盛洋科技,1.81,1.04,1.19,0.88,-18.51,55.47,52.45,44.21,60.20,57.48
2449,国星光电,3.05,6.11,3.26,11.46,13.52,42.95,40.05,37.92,45.01,44.34
300582,英飞特,13.05,13.69,14.12,10.61,7.37,39.46,39.41,37.87,38.78,38.70
50,深天马Ａ,0.37,-0.11,-1.12,3.15,3.71,62.63,60.20,54.36,59.20,56.69
688272,*ST富吉,-13.90,23.01,62.44,20.97,0.86,22.05,14.66,38.42,63.03,55.99
300232,洲明科技,1.37,4.25,3.68,19.96,20.46,53.36,57.17,56.75,58.84,59.14
300241,瑞丰光电,0.64,5.34,4.56,-10.05,6.85,41.29,37.19,44.05,43.75,44.53
301205,联特科技,13.27,19.27,11.18,18.24,24.70,15.44,23.28,26.44,26.00,22.83
688055,龙腾光电,5.34,21.73,7.74,8.14,10.51,30.13,36.02,33.75,39.12,58.61
300889,爱克股份,2.31,2.46,13.12,35.15,44.84,38.83,41.16,29.25,55.13,61.19
2962,五方光电,4.96,4.83,8.28,14.85,17.67,8.90,12.98,13.14,13.52,20.62
688079,美迪凯,1.42,7.18,28.45,31.43,47.84,16.58,11.13,44.36,32.53,55.23
536,华映科技,-26.32,-4.17,11.80,-41.91,-49.47,56.17,53.39,54.10,66.19,60.51
600651,飞乐音响,13.68,-18.60,27.57,-102.99,-82.98,47.78,70.05,68.78,88.72,97.60
3015,日久光电,3.74,7.20,13.52,14.84,17.57,19.64,16.68,21.57,38.67,26.25
301379,天山电子,20.07,26.70,15.69,13.93,14.34,25.13,52.60,45.87,41.64,40.05
688010,福光股份,1.64,2.53,2.85,7.68,12.58,36.04,33.71,22.85,12.18,17.84
688195,腾景科技,6.82,7.24,18.68,18.21,17.81,13.31,17.09,34.73,18.43,15.89
301321,翰博高新,-4.10,9.80,16.27,19.69,14.72,62.73,56.91,53.71,62.74,69.25
300162,雷曼光电,4.75,7.69,-41.90,4.16,-3.46,50.77,56.11,45.93,32.47,22.60
688127,蓝特光学,6.48,9.84,20.88,17.40,27.72,21.78,11.80,9.89,26.09,22.72
300076,GQY视讯,-1.58,-0.77,1.55,1.50,1.88,9.73,8.73,8.15,6.95,8.47
300319,麦捷科技,5.16,10.45,1.72,2.21,6.76,27.61,32.68,43.71,37.03,34.14
300701,森霸传感,5.75,17.79,26.62,16.14,15.55,10.80,10.04,8.16,7.00,5.12
2808,ST恒久,-5.16,-32.76,4.33,3.65,6.27,26.75,31.00,23.58,29.91,17.56
3019,宸展光电,18.49,12.03,20.42,34.47,34.04,17.80,30.19,18.52,39.35,42.27
2456,欧菲光,-88.60,-35.67,-22.99,5.80,-5.88,78.31,60.68,73.71,72.93,77.08
605218,伟时电子,8.23,4.66,12.16,23.36,40.13,20.64,22.18,22.44,34.89,46.31
2106,莱宝高科,7.62,10.84,10.37,7.16,5.98,20.23,28.34,28.67,23.82,20.67
300219,鸿利智汇,7.85,12.97,4.95,-38.40,7.52,51.43,51.37,49.15,48.35,38.13
2638,勤上股份,1.58,-27.29,1.25,-10.49,-31.74,8.00,21.64,18.51,20.26,25.87
300545,联得装备,5.26,1.84,9.69,12.88,15.54,43.11,42.83,52.43,50.51,49.08
413,东旭光电,-6.96,-10.65,-11.66,-4.83,6.83,59.67,58.60,55.86,53.49,53.95
300752,隆利科技,-35.88,-11.95,5.25,10.68,40.76,54.81,57.92,64.32,57.31,47.30
603297,永新光学,17.92,19.19,13.59,12.93,19.99,12.81,13.81,13.90,10.84,11.25
2273,水晶光电,7.15,6.71,8.32,12.03,12.75,17.14,14.62,20.88,24.68,29.47
2765,蓝黛科技,8.73,10.86,0.31,-10.88,0.22,51.65,52.26,53.42,56.30,50.45
20,深华发Ａ,2.91,2.12,2.03,1.67,1.02,41.92,47.96,46.44,46.36,47.50
300303,聚飞光电,6.51,10.20,12.88,15.05,8.55,40.76,41.32,49.46,46.35,40.27
300940,南极光,-5.34,5.15,15.08,20.63,24.31,37.12,39.06,57.26,53.97,58.50
2983,芯瑞达,9.60,7.91,14.82,19.97,19.10,27.14,30.21,26.37,35.01,38.88
300566,激智科技,3.35,13.28,18.22,9.97,6.87,51.76,50.87,63.07,65.06,66.57
300323,华灿光电,-2.31,1.47,0.38,-19.55,4.75,43.30,44.99,42.83,58.44,54.19
300301,*ST长方,-73.86,-50.54,-16.99,-30.55,-7.77,80.64,68.90,69.59,63.40,53.64
600071,凤凰光学,0.92,2.06,2.85,0.58,4.49,70.56,67.08,64.86,61.72,47.18
2289,ST宇顺,-9.82,-9.12,-10.04,4.03,-39.18,14.87,24.36,17.48,19.88,47.17
300909,汇创达,9.74,12.37,21.07,26.13,33.70,28.50,20.50,20.64,36.78,33.26
300102,乾照光电,-1.36,7.60,-9.98,-10.22,6.46,41.76,57.38,62.13,62.29,54.75
300790,宇瞳光学,8.41,16.72,10.27,13.19,17.35,55.57,52.49,52.97,43.85,52.39
300632,光莆股份,2.63,4.14,16.11,24.56,20.84,26.42,21.83,20.65,37.09,47.95
600363,联创光电,7.66,7.59,9.84,7.70,9.68,40.06,41.31,47.75,48.86,46.37
300939,秋田微,12.99,10.17,22.56,29.45,29.54,19.33,17.64,33.00,37.13,41.02
300128,锦富技术,-29.34,-33.09,1.98,1.23,-50.98,63.44,52.95,45.76,50.19,58.29
45,深纺织Ａ,2.59,2.00,1.36,0.75,-0.96,28.24,28.92,21.54,14.94,25.11
1373,翔腾新材,15.75,24.95,27.39,26.27,17.04,23.21,45.86,53.84,48.67,53.99
300120,经纬辉开,1.46,1.74,3.22,6.52,7.20,40.55,36.58,37.45,31.11,30.32
688011,新光光电,-2.02,0.15,1.97,8.78,17.97,11.86,10.14,7.25,6.01,32.89
688181,八亿时空,10.71,11.76,10.52,20.08,23.91,17.94,14.89,12.85,10.35,20.72
2876,三利谱,9.25,17.25,7.91,5.66,3.16,38.49,44.33,43.70,61.74,55.83
2036,联创电子,2.49,3.06,6.36,10.54,11.44,69.37,68.56,66.30,71.99,66.79
727,冠捷科技,3.67,30.13,15.05,-50.26,-7.06,75.57,82.35,83.28,70.67,48.02
600552,凯盛科技,4.22,7.05,4.80,3.95,1.80,53.59,59.75,62.68,60.68,57.00
603773,沃格光电,-23.47,-1.72,0.87,3.15,12.11,53.29,37.27,19.74,10.66,9.32
603679,华体科技,-11.10,-7.43,9.33,14.69,12.81,41.13,48.82,50.08,44.26,31.36
300331,苏大维格,-15.00,-20.47,3.45,6.83,4.35,44.08,44.18,49.09,37.58,30.81
2222,福晶科技,17.40,16.73,14.09,14.57,18.33,9.94,8.80,7.47,7.52,9.90
300650,太龙股份,5.07,15.53,4.99,9.93,11.53,46.38,52.33,67.84,34.44,32.85
603685,晨丰科技,-3.58,9.03,9.52,11.12,11.21,48.93,51.22,37.40,29.85,26.96
688307,中润光学,11.84,11.28,11.37,18.43,,36.06,40.71,36.96,64.70,
2845,同兴达,-1.46,14.24,17.00,9.19,9.43,63.83,67.03,71.88,76.64,74.73
300808,久量股份,-2.55,0.77,3.61,12.17,16.68,23.53,23.62,22.35,28.15,35.99
2587,奥拓电子,1.52,2.46,-12.08,13.88,14.86,38.77,38.13,38.22,41.90,42.98
605011,杭州热电,10.82,13.49,16.37,16.06,13.86,37.81,41.04,46.33,52.18,58.61
2893,京能热力,4.76,4.42,4.60,7.56,6.85,67.68,69.00,72.18,68.43,65.48
605162,新中港,10.39,13.68,29.40,34.08,29.58,17.03,16.48,37.25,31.86,37.69
692,*ST惠天,-214.97,-126.64,-126.36,-8.80,0.45,133.38,97.92,92.90,78.12,75.95
601158,重庆水务,11.54,13.15,11.57,11.18,9.69,46.27,43.57,36.45,29.95,29.06
900913,国新B股,1.76,1.05,-17.43,0.92,1.22,86.79,86.98,86.19,85.31,84.60
685,中山公用,6.97,10.06,10.12,8.24,5.62,37.42,31.32,31.11,29.57,26.55
601368,绿城水务,3.55,6.63,5.82,7.18,8.88,75.93,73.18,71.15,66.73,65.27
600168,武汉控股,0.07,7.53,4.90,4.90,5.74,73.95,68.36,65.49,65.15,59.36
600008,首创环保,11.45,8.96,6.45,5.39,5.42,63.29,65.01,64.81,64.68,65.53
598,兴蓉环境,11.48,11.55,10.98,10.02,9.84,59.01,58.44,57.67,52.66,46.69
3039,顺控发展,10.27,13.25,16.46,16.76,17.90,33.12,35.80,44.43,53.96,59.80
600461,洪城环境,13.49,15.52,13.45,12.98,9.96,61.28,62.95,63.66,56.28,61.35
600283,钱江水利,8.05,7.42,7.20,2.35,3.19,58.56,58.06,55.76,54.52,55.15
1210,金房能源,7.77,15.70,27.26,23.65,17.83,32.75,31.32,50.90,57.83,63.20
601199,江南水务,8.26,8.65,8.15,8.32,7.14,40.36,42.34,43.58,38.93,35.41
600187,国中水务,-3.60,-2.69,0.89,0.58,0.30,20.90,31.19,26.64,27.84,31.18
605,渤海股份,0.74,0.57,1.00,1.83,3.43,67.60,66.64,67.65,66.99,62.29
603291,联合水务,9.91,11.99,13.26,16.03,13.45,59.35,60.17,63.02,65.19,65.85
544,中原环保,6.50,7.93,8.13,7.88,7.47,71.65,66.01,57.61,40.87,33.03
603759,海天股份,9.39,11.14,14.78,15.24,13.60,58.46,56.27,68.44,64.56,65.07
90,天健集团,17.95,16.85,14.31,13.42,11.73,79.64,78.56,77.47,76.04,72.47
603388,元成股份,-4.61,4.44,8.94,14.20,16.27,52.53,59.23,62.87,63.45,64.01
65,北方国际,8.98,10.54,14.06,15.57,15.07,61.24,64.63,65.56,63.01,59.74
10,美丽生态,-87.61,4.17,8.51,10.49,-92.76,75.26,81.29,76.95,82.44,81.95
300982,苏文电能,16.40,25.78,39.77,31.39,24.19,35.84,40.01,52.88,50.39,48.56
301024,霍普股份,-24.35,8.72,25.59,29.39,35.90,16.53,11.04,19.17,19.55,28.30
600769,祥龙电业,14.68,10.84,9.16,5.71,10.18,67.31,64.09,60.90,60.22,63.76
601669,中国电建,9.95,7.85,7.76,8.36,9.62,76.89,75.97,74.74,76.18,79.97
2051,中工国际,3.08,2.67,-0.79,10.14,13.61,49.21,50.89,50.68,49.93,54.06
2307,北新路桥,1.39,1.91,2.81,3.89,2.83,89.16,88.34,88.37,86.06,83.51
