公司名称,公司代码,高管姓名,高管性别,高管年龄,高管学历,高管薪酬,高管职务
莱斯信息,688631,王可平,男,54,本科,80.21万,副总经理
莱斯信息,688631,山君泉,男,43,本科,70.06万,副总经理
莱斯信息,688631,程健,男,44,本科,74.89万,副总经理
莱斯信息,688631,席玉华,女,48,硕士,88.89万,副总经理
莱斯信息,688631,谢晓生,男,60,硕士,--,董事
莱斯信息,688631,王志刚,男,50,硕士,--,董事
莱斯信息,688631,谢渝,男,41,硕士,--,董事
莱斯信息,688631,王旭,男,42,本科,84.32万,"董事,董事会秘书,财务负责人"
莱斯信息,688631,唐婉虹,女,57,硕士,8.000万,独立董事
莱斯信息,688631,左洪福,男,64,博士,8.000万,独立董事
莱斯信息,688631,王炜,男,64,博士,8.000万,独立董事
莱斯信息,688631,顾宁平,男,45,本科,--,"监事会主席,监事"
莱斯信息,688631,王伟,女,37,本科,--,监事
莱斯信息,688631,饶慧,女,40,本科,46.90万,职工监事
莱斯信息,688631,张春晖,女,54,本科,26.85万,总工程师
吉大正元,003029,于逢良,男,58,博士,316.4万,"董事长,总经理,法定代表人,非独立董事"
吉大正元,003029,何小朝,男,51,博士,--,"副总经理,非独立董事"
吉大正元,003029,田景成,男,50,博士,177.9万,"副总经理,非独立董事"
吉大正元,003029,张全伟,男,51,硕士,123.4万,非独立董事
吉大正元,003029,赵宇雍,男,43,本科,--,非独立董事
吉大正元,003029,王连彬,男,49,本科,189.7万,非独立董事
吉大正元,003029,李泉,女,43,本科,--,董事会秘书
吉大正元,003029,阮金阳,男,45,博士,--,独立董事
吉大正元,003029,常琦,男,46,硕士,--,独立董事
吉大正元,003029,谢永涛,男,41,硕士,--,独立董事
吉大正元,003029,陈敏,女,44,硕士,75.74万,"监事会主席,职工代表监事"
吉大正元,003029,刘海涛,男,50,本科,11.90万,非职工代表监事
吉大正元,003029,张智勇,男,53,硕士,--,非职工代表监事
吉大正元,003029,施阳,女,47,硕士,74.10万,职工代表监事
吉大正元,003029,毛彦,男,54,本科,74.75万,职工代表监事
吉大正元,003029,胡旸,男,40,硕士,--,财务总监
远光软件,002063,陈利浩,男,68,--,101.0万,"董事长,法定代表人,非独立董事"
远光软件,002063,朱辉,男,40,硕士,--,"总裁,非独立董事"
远光软件,002063,刘全,男,51,硕士,0.000,"副董事长,非独立董事"
远光软件,002063,王新勇,男,47,本科,44.82万,"副董事长,非独立董事"
远光软件,002063,郑佩敏,女,51,硕士,42.90万,副总经理
远光软件,002063,林武星,男,38,硕士,--,"高级副总裁,非独立董事"
远光软件,002063,向万红,男,45,--,89.18万,"副总裁,职工代表董事"
远光软件,002063,李美平,男,44,博士,122.8万,高级副总裁
远光软件,002063,毛华夏,男,49,硕士,90.99万,"高级副总裁,财务管理部总经理,财务总监"
远光软件,002063,简露然,男,50,大学学历,119.6万,高级副总裁
远光软件,002063,秦秀芬,女,44,硕士,122.8万,高级副总裁
远光软件,002063,袁绣华,女,45,本科,63.84万,"副总裁,董事会秘书"
远光软件,002063,陈婷,女,44,本科,80.80万,副总裁
远光软件,002063,姚国全,男,50,--,108.6万,副总裁
远光软件,002063,李永华,男,46,硕士,48.40万,副总裁
远光软件,002063,曾增,男,41,本科,108.5万,副总裁
远光软件,002063,何永刚,男,45,本科,61.26万,副总裁
远光软件,002063,李晨,男,47,硕士,32.00万,副总裁
远光软件,002063,赵劲锋,男,47,硕士,40.00万,非独立董事
远光软件,002063,刁进,男,43,硕士,0.000,非独立董事
远光软件,002063,赵合喜,男,60,硕士,--,独立董事
远光软件,002063,赵桂林,男,59,硕士,--,独立董事
远光软件,002063,亓峰,男,52,硕士,10.00万,独立董事
远光软件,002063,樊勇,男,48,博士,10.00万,独立董事
远光软件,002063,李金柱,男,52,硕士,--,"监事会主席,监事"
远光软件,002063,卢峰,女,43,硕士,0.000,监事
远光软件,002063,马旭,男,41,大学学历,0.000,监事
远光软件,002063,薛婷,女,34,本科,16.09万,职工代表监事
远光软件,002063,王意涵,女,30,本科,22.60万,职工代表监事
远光软件,002063,毕伟,男,47,--,107.0万,总工程师
东方通,300379,黄永军,男,49,本科,88.50万,"董事长,总经理,法定代表人,非独立董事"
东方通,300379,张春林,男,46,硕士,47.50万,副总经理
东方通,300379,徐少璞,男,52,本科,71.00万,"副总经理,非独立董事,董事会秘书,财务总监"
东方通,300379,蔺思涛,男,46,博士,88.00万,副总经理
东方通,300379,赵永杰,男,52,硕士,12.00万,非独立董事
东方通,300379,程贤权,男,48,硕士,14.40万,独立董事
东方通,300379,范贵福,男,59,硕士,14.40万,独立董事
东方通,300379,丁芸,女,69,博士,14.40万,独立董事
东方通,300379,陈乔,男,50,本科,71.98万,"监事会主席,股东代表监事"
东方通,300379,刘东婷,女,34,大专,18.80万,股东代表监事
东方通,300379,齐红,女,57,本科,51.50万,职工代表监事
国华网安,000004,黄翔,男,57,硕士,46.20万,"董事长,总经理,法定代表人,非独立董事"
国华网安,000004,李琛森,男,35,本科,49.89万,"副总经理,非独立董事"
国华网安,000004,付志伟,男,37,本科,10.50万,副总经理
国华网安,000004,吴涤非,男,54,本科,--,非独立董事
国华网安,000004,阮旭里,男,32,硕士,20.21万,董事会秘书
国华网安,000004,仇夏萍,女,63,硕士,8.000万,独立董事
国华网安,000004,肖永平,男,57,博士,8.000万,独立董事
国华网安,000004,李钰,女,48,大专,37.19万,"监事会主席,股东代表监事"
国华网安,000004,黄亚琪,女,36,本科,0.000,股东代表监事
国华网安,000004,许垂斌,男,36,本科,10.16万,职工代表监事
国华网安,000004,陈金海,男,44,本科,53.19万,财务总监
多伦科技,603528,章安强,男,67,本科,120.7万,"董事长,总经理,法定代表人,董事"
多伦科技,603528,张铁民,男,51,大专,77.90万,"副总经理,董事"
多伦科技,603528,阮蔚,男,43,硕士,39.26万,"副总经理,董事会秘书"
多伦科技,603528,李毅,男,45,大专,41.26万,"副总经理,董事,财务负责人"
多伦科技,603528,Jeffrey Zhang,男,29,本科,72.00万,董事
多伦科技,603528,王昊,男,43,博士,7.143万,独立董事
多伦科技,603528,詹德川,男,41,博士,7.143万,独立董事
多伦科技,603528,叶邦银,男,53,博士,7.143万,独立董事
多伦科技,603528,叶剑,男,37,博士,--,"监事会主席,监事"
多伦科技,603528,张涛,男,53,本科,22.57万,非职工监事
多伦科技,603528,朱明华,男,45,高中,9.642万,职工代表监事
用友网络,600588,王文京,男,59,本科,246.1万,"董事长,总裁,法定代表人,董事"
用友网络,600588,郭新平,男,60,硕士,218.0万,"副董事长,董事"
用友网络,600588,王勇,男,42,硕士,--,高级副总裁
用友网络,600588,张成雨,男,45,硕士,190.1万,高级副总裁
用友网络,600588,吴平,男,50,本科,147.5万,高级副总裁
用友网络,600588,张志刚,男,52,本科,--,高级副总裁
用友网络,600588,李俊毅,男,45,本科,185.7万,高级副总裁
用友网络,600588,任志刚,男,52,本科,164.7万,高级副总裁
用友网络,600588,徐洋,男,47,硕士,164.4万,高级副总裁
用友网络,600588,樊冠军,男,49,硕士,229.1万,执行副总裁
用友网络,600588,史周军,男,50,硕士,--,高级副总裁
用友网络,600588,谢志华,男,47,本科,190.2万,高级副总裁
用友网络,600588,张纪雄,男,51,硕士,--,高级副总裁
用友网络,600588,范东,男,49,硕士,--,高级副总裁
用友网络,600588,吴政平,男,59,本科,--,"董事,财务总监"
用友网络,600588,齐麟,男,44,硕士,128.0万,董事会秘书
用友网络,600588,张为国,男,66,博士,12.00万,独立董事
用友网络,600588,王丰,男,46,博士,12.00万,独立董事
用友网络,600588,周剑,男,48,博士,12.00万,独立董事
用友网络,600588,章培林,男,59,硕士,199.1万,"监事会主席,职工代表监事"
用友网络,600588,章珂,男,57,博士,--,股东代表监事
用友网络,600588,王仕平,男,62,本科,--,股东代表监事
思维列控,603508,李欣,男,69,大专,89.47万,"董事长,法定代表人,非独立董事"
思维列控,603508,方伟,男,50,硕士,71.60万,"总经理,非独立董事"
思维列控,603508,解宗光,男,58,大学学历,71.67万,"副总经理,非独立董事"
思维列控,603508,赵建州,男,63,大专,96.06万,"副总经理,非独立董事"
思维列控,603508,郭洁,女,68,大专,80.00万,非独立董事
思维列控,603508,王卫平,男,73,大专,80.00万,非独立董事
思维列控,603508,苏站站,男,40,硕士,50.81万,董事会秘书
思维列控,603508,孙景斌,男,78,本科,--,独立董事
思维列控,603508,陈琪,女,50,博士,7.140万,独立董事
思维列控,603508,韩琳,女,61,本科,7.140万,独立董事
思维列控,603508,王培增,男,50,大学学历,38.68万,"监事会主席,职工代表监事"
思维列控,603508,程玥,女,47,本科,28.15万,非职工代表监事
思维列控,603508,秦伟,男,52,大专,63.10万,监事
思维列控,603508,孙坤,男,41,硕士,44.07万,财务总监
数字人,835670,徐以发,男,61,本科,--,"董事长,法定代表人,董事"
数字人,835670,李庆柱,男,55,本科,--,"总经理,副董事长,董事"
数字人,835670,李相东,男,46,本科,--,"副总经理,董事,董事会秘书"
数字人,835670,张娜,女,40,硕士,--,"副总经理,董事"
数字人,835670,王清平,男,44,本科,--,董事
数字人,835670,魏昱,男,40,博士,--,董事
数字人,835670,孔祥惠,女,40,本科,--,"董事,财务总监"
数字人,835670,李承润,男,37,硕士,--,独立董事
数字人,835670,王莉,女,52,博士,--,独立董事
数字人,835670,李增春,男,51,硕士,--,独立董事
数字人,835670,王艳,女,38,本科,--,"监事会主席,监事"
数字人,835670,吕瑞卿,男,40,硕士,--,非职工代表监事
数字人,835670,苗青,男,37,本科,--,职工代表监事
龙软科技,688078,毛善君,男,59,博士,16.82万,"董事长,法定代表人,非独立董事"
龙软科技,688078,姬阳瑞,男,51,硕士,210.6万,"总经理,非独立董事"
龙软科技,688078,任永智,男,60,硕士,37.80万,"副董事长,副总经理,非独立董事"
龙软科技,688078,尹华友,男,51,中学学历,31.59万,副总经理
龙软科技,688078,雷小平,男,45,硕士,49.38万,副总经理
龙软科技,688078,侯立,男,43,硕士,64.76万,副总经理
龙软科技,688078,郭兵,男,48,本科,51.54万,"副总经理,非独立董事"
龙软科技,688078,张鹏鹏,男,39,硕士,131.6万,副总经理
龙软科技,688078,郭俊英,女,52,硕士,109.5万,"董事会秘书,财务总监"
龙软科技,688078,吴团结,男,47,本科,6.000万,独立董事
龙软科技,688078,丁日佳,男,60,博士,6.000万,独立董事
龙软科技,688078,李琳,女,43,博士,6.000万,独立董事
龙软科技,688078,魏孝平,男,44,本科,59.46万,"监事会主席,非职工代表监事"
龙软科技,688078,高志誉,男,38,硕士,64.53万,非职工代表监事
龙软科技,688078,李菲,女,37,本科,33.16万,职工代表监事
金橙子,688291,马会文,男,59,硕士,88.24万,"董事长,法定代表人,董事"
金橙子,688291,吕文杰,男,48,硕士,88.24万,"总经理,董事"
金橙子,688291,邱勇,男,47,本科,88.24万,"副总经理,董事"
金橙子,688291,王文娟,女,41,本科,82.82万,副总经理
金橙子,688291,陈坤,女,37,硕士,84.68万,副总经理
金橙子,688291,程鹏,男,47,硕士,88.24万,"董事,董事会秘书"
金橙子,688291,崔银巧,女,63,本科,59.56万,"董事,财务总监"
金橙子,688291,陈泽民,男,59,大专,52.00万,董事
金橙子,688291,邵火,男,51,本科,7.200万,独立董事
金橙子,688291,王一楠,男,47,博士,7.200万,独立董事
金橙子,688291,李晓静,女,51,博士,7.200万,独立董事
金橙子,688291,张喜梅,女,39,本科,35.98万,"监事会主席,监事"
金橙子,688291,田新荣,女,39,硕士,64.22万,监事
金橙子,688291,王健,男,34,本科,37.19万,"职工代表监事,总经理助理"
致远互联,688369,徐石,男,61,硕士,60.19万,"董事长,总经理,法定代表人,非独立董事"
致远互联,688369,向奇汉,男,58,硕士,172.2万,"副总经理,非独立董事"
致远互联,688369,谭敏锋,男,42,本科,60.15万,副总经理
致远互联,688369,马文,男,47,硕士,4.060万,副总经理
致远互联,688369,朱岩,男,57,硕士,--,非独立董事
致远互联,688369,严洁联,女,47,本科,60.19万,"非独立董事,财务负责人"
致远互联,688369,段芳,女,41,本科,4.660万,董事会秘书
致远互联,688369,尹好鹏,男,55,博士,10.00万,独立董事
致远互联,688369,王志成,男,49,博士,5.000万,独立董事
致远互联,688369,徐景峰,男,52,博士,10.00万,独立董事
致远互联,688369,刘瑞华,女,52,硕士,43.90万,"监事会主席,非职工代表监事"
致远互联,688369,李伟民,男,49,硕士,--,非职工代表监事
致远互联,688369,李海旺,男,37,本科,2.640万,职工代表监事
云从科技-UW,688327,周曦,男,42,博士,168.7万,"董事长,总经理,法定代表人,非独立董事"
云从科技-UW,688327,姜迅,男,44,本科,136.4万,副总经理
云从科技-UW,688327,李继伟,男,42,硕士,175.7万,"副总经理,非独立董事"
云从科技-UW,688327,杨桦,女,48,本科,161.6万,"副总经理,非独立董事,董事会秘书,代理董事会秘书"
云从科技-UW,688327,刘佳,男,40,硕士,--,非独立董事
云从科技-UW,688327,周翔,男,37,硕士,63.46万,非独立董事
云从科技-UW,688327,游宇,男,38,本科,25.78万,非独立董事
云从科技-UW,688327,周斌,男,51,博士,15.00万,独立董事
云从科技-UW,688327,周忠惠,男,76,博士,15.00万,独立董事
云从科技-UW,688327,王延峰,男,46,博士,15.00万,独立董事
云从科技-UW,688327,李夏风,男,37,硕士,72.47万,"监事会主席,非职工代表监事"
云从科技-UW,688327,赵捷,男,36,硕士,--,非职工代表监事
云从科技-UW,688327,刘君,男,40,硕士,49.03万,职工代表监事
云从科技-UW,688327,高伟,女,40,硕士,5.530万,财务总监
格灵深瞳,688207,赵勇,男,46,博士,123.3万,"董事长,总经理,法定代表人,董事"
格灵深瞳,688207,周瑞,男,40,本科,120.6万,副总经理
格灵深瞳,688207,李兴华,男,46,硕士,104.7万,董事
格灵深瞳,688207,王艳,女,47,本科,163.1万,"董事,财务总监"
格灵深瞳,688207,王政,男,40,硕士,125.2万,董事会秘书
格灵深瞳,688207,刘倩,女,42,博士,8.000万,独立董事
格灵深瞳,688207,叶磊,男,57,本科,8.000万,独立董事
格灵深瞳,688207,吴春梅,女,42,硕士,86.32万,"监事会主席,监事"
格灵深瞳,688207,李红将,男,38,硕士,62.58万,监事
格灵深瞳,688207,张星,女,35,本科,34.27万,职工监事
恒华科技,300365,江春华,男,51,本科,109.3万,"董事长,非独立董事"
恒华科技,300365,罗新伟,男,53,本科,108.0万,"总经理,法定代表人,非独立董事"
恒华科技,300365,陈显龙,男,47,硕士,72.00万,"副总经理,非独立董事,董事会秘书"
恒华科技,300365,孟令军,男,54,硕士,66.00万,"非独立董事,财务负责人"
恒华科技,300365,黄磊,男,58,博士,7.200万,独立董事
恒华科技,300365,黄力波,男,49,硕士,7.200万,独立董事
恒华科技,300365,金宁,女,45,硕士,7.200万,独立董事
恒华科技,300365,戚红,女,56,专科学历,29.80万,"监事会主席,职工代表监事"
恒华科技,300365,王灵婧,女,37,本科,--,非职工代表监事
恒华科技,300365,李欢,女,34,本科,13.20万,非职工代表监事
国能日新,301162,雍正,男,48,硕士,141.1万,"董事长,总经理,法定代表人,董事"
国能日新,301162,曾军,女,54,大专,51.58万,副总经理
国能日新,301162,王彩云,女,42,本科,125.0万,"副总经理,董事"
国能日新,301162,周永,男,45,本科,132.8万,"副总经理,董事"
国能日新,301162,向婕,女,45,博士,85.80万,董事
国能日新,301162,丁江伟,男,42,硕士,0.000,董事
国能日新,301162,赵楠,女,39,本科,23.88万,董事会秘书
国能日新,301162,谢会生,男,44,硕士,10.00万,独立董事
国能日新,301162,杨挺,男,44,博士,10.00万,独立董事
国能日新,301162,顾科,男,43,硕士,10.00万,独立董事
国能日新,301162,齐艳桥,男,42,本科,93.88万,"监事会主席,监事"
国能日新,301162,夏全军,男,39,本科,78.46万,监事
国能日新,301162,李华,男,42,本科,70.87万,职工代表监事
国能日新,301162,啜美娜,女,41,硕士,69.91万,财务总监
创意信息,300366,陆文斌,男,59,硕士,67.76万,"董事长,法定代表人,非独立董事"
创意信息,300366,王震,男,47,硕士,94.50万,"总经理,非独立董事"
创意信息,300366,黎静,男,59,本科,73.27万,"副董事长,副总经理,非独立董事"
创意信息,300366,黄建蓉,女,38,本科,38.01万,"副总经理,非独立董事,董事会秘书"
创意信息,300366,刘杰,男,40,硕士,79.16万,"副总经理,非独立董事,财务总监"
创意信息,300366,周学军,男,57,本科,0.000,非独立董事
创意信息,300366,马桦,女,46,博士,6.710万,独立董事
创意信息,300366,王雪,女,43,博士,6.710万,独立董事
创意信息,300366,屈鸿,男,46,博士,2.130万,独立董事
创意信息,300366,罗群,女,37,硕士,37.07万,"监事会主席,非职工代表监事"
创意信息,300366,侯静,女,43,硕士,35.21万,非职工代表监事
创意信息,300366,胡小刚,男,43,本科,46.98万,职工代表监事
广道数字,839680,金文明,男,57,本科,--,"董事长,总经理,法定代表人,非独立董事"
广道数字,839680,宋凯,男,37,本科,--,副总经理
广道数字,839680,赵璐,女,53,本科,--,"副总经理,非独立董事,董事会秘书,财务负责人"
广道数字,839680,陈曦,男,41,硕士,--,非独立董事
广道数字,839680,杨彬,男,40,硕士,--,非独立董事
广道数字,839680,安秀梅,女,61,博士,--,独立董事
广道数字,839680,"WANG,YANG(王洋)",男,57,--,--,独立董事
广道数字,839680,周绍鑫,男,40,博士,--,"监事会主席,非职工代表监事"
广道数字,839680,刘海军,男,40,大专,--,非职工代表监事
广道数字,839680,陈友志,男,47,大专,--,职工代表监事
卓朗科技,600225,王志刚,男,48,硕士,--,"董事长,法定代表人,非独立董事,代理董事会秘书"
卓朗科技,600225,张坤宇,男,37,本科,188.1万,"总经理,副董事长,非独立董事"
卓朗科技,600225,戴颖,女,45,本科,160.2万,"副总经理,非独立董事,代理财务总监"
卓朗科技,600225,张海,男,43,硕士,--,副总经理
卓朗科技,600225,谷艳秋,女,42,本科,--,非独立董事
卓朗科技,600225,昝英男,女,40,硕士,--,非独立董事
卓朗科技,600225,杨皓明,男,42,硕士,34.18万,职工代表董事
卓朗科技,600225,齐二石,男,70,硕士,2.980万,独立董事
卓朗科技,600225,侯欣一,男,63,博士,2.980万,独立董事
卓朗科技,600225,覃家琦,男,46,博士,2.980万,独立董事
卓朗科技,600225,周岚,女,34,硕士,--,非职工代表监事
卓朗科技,600225,岳洋,男,43,硕士,82.59万,非职工代表监事
卓朗科技,600225,陈岩光,男,38,硕士,96.59万,职工代表监事
卓朗科技,600225,王超,男,39,本科,48.40万,职工代表监事
卓朗科技,600225,李庭华,男,78,本科,15.60万,总工程师
云天励飞-U,688343,陈宁,男,48,博士,203.1万,"董事长,总经理,法定代表人,非独立董事"
云天励飞-U,688343,郑文先,男,42,硕士,149.9万,副总经理
云天励飞-U,688343,王磊,男,43,本科,192.4万,副总经理
云天励飞-U,688343,程冰,男,40,本科,109.2万,副总经理
云天励飞-U,688343,李爱军,男,48,硕士,151.2万,副总经理
云天励飞-U,688343,邓浩然,男,43,硕士,172.2万,"非独立董事,董事会秘书,财务总监"
云天励飞-U,688343,李建文,男,39,硕士,109.1万,非独立董事
云天励飞-U,688343,李佳,女,42,硕士,--,非独立董事
云天励飞-U,688343,冯绍津,女,49,大学学历,10.00万,独立董事
云天励飞-U,688343,林慧,女,60,硕士,10.00万,独立董事
云天励飞-U,688343,邓仰东,男,51,博士,10.00万,独立董事
云天励飞-U,688343,于凯,男,34,硕士,65.77万,"监事会主席,股东代表监事"
云天励飞-U,688343,卢晓婷,女,32,本科,--,股东代表监事
云天励飞-U,688343,陈显炉,男,35,本科,75.96万,职工代表监事
亚信安全,688225,何政,男,63,本科,122.4万,"董事长,董事"
亚信安全,688225,陆光明,男,49,本科,122.4万,"总经理,法定代表人,董事"
亚信安全,688225,庄学阳,男,46,大专,122.6万,副总经理
亚信安全,688225,李伦文,男,56,硕士,83.79万,副总经理
亚信安全,688225,邹明达,男,50,硕士,114.8万,副总经理
亚信安全,688225,吴湘宁,男,48,本科,124.9万,副总经理
亚信安全,688225,刘政平,男,46,硕士,117.1万,副总经理
亚信安全,688225,马红军,男,48,硕士,114.3万,副总经理
亚信安全,688225,张安清,男,47,硕士,76.54万,副总经理
亚信安全,688225,黄海波,男,55,博士,--,董事
亚信安全,688225,蒋健,男,47,硕士,10.00万,董事
亚信安全,688225,童宁,男,47,硕士,10.00万,董事
亚信安全,688225,刘东红,女,46,硕士,86.51万,董事
亚信安全,688225,郑京,女,50,本科,130.9万,董事会秘书
亚信安全,688225,杨义先,男,62,博士,10.00万,独立董事
亚信安全,688225,郭海兰,女,50,硕士,10.00万,独立董事
亚信安全,688225,黄澄清,男,66,博士,10.00万,独立董事
亚信安全,688225,赵安建,男,69,硕士,10.00万,"监事会主席,股东代表监事"
亚信安全,688225,董磊,男,41,硕士,--,非职工代表监事
亚信安全,688225,吴小霞,女,46,大专,43.32万,职工代表监事
亚信安全,688225,汤虚谷,男,35,本科,127.7万,财务总监
光庭信息,301221,朱敦尧,男,60,博士,90.12万,"董事长,法定代表人,非独立董事"
光庭信息,301221,王军德,男,45,硕士,131.2万,"总经理,非独立董事"
光庭信息,301221,李森林,男,45,硕士,115.1万,"副总经理,非独立董事"
光庭信息,301221,朱敦禹,男,51,本科,75.05万,"副总经理,董事会秘书"
光庭信息,301221,葛坤,男,50,本科,72.55万,"非独立董事,财务总监"
光庭信息,301221,欧阳业恒,男,53,硕士,3000,非独立董事
光庭信息,301221,吴珩,男,47,硕士,0.000,非独立董事
光庭信息,301221,汤湘希,男,60,博士,8.000万,独立董事
光庭信息,301221,王宇宁,女,47,博士,8.000万,独立董事
光庭信息,301221,蔡忠亮,男,52,博士,8.000万,独立董事
光庭信息,301221,董永,男,48,本科,--,"监事会主席,非职工代表监事"
光庭信息,301221,刘大安,男,50,本科,0.000,非职工代表监事
光庭信息,301221,孙凯,男,46,本科,56.35万,职工代表监事
鸥玛软件,301185,任年峰,男,59,硕士,--,"董事长,法定代表人,非独立董事"
鸥玛软件,301185,马磊,男,63,博士,90.00万,名誉董事长
鸥玛软件,301185,张立毅,男,56,本科,86.00万,"总经理,副董事长,非独立董事"
鸥玛软件,301185,袁峰,男,53,硕士,86.00万,副总经理
鸥玛软件,301185,陈义学,男,48,硕士,86.00万,"副总经理,非独立董事"
鸥玛软件,301185,张华英,女,51,硕士,86.00万,"副总经理,非独立董事"
鸥玛软件,301185,胡美琴,女,60,本科,--,非独立董事
鸥玛软件,301185,马克,男,43,本科,60.50万,"董事会秘书,财务总监"
鸥玛软件,301185,王小斌,男,52,博士,6.000万,独立董事
鸥玛软件,301185,孙忠强,男,60,本科,4.500万,独立董事
鸥玛软件,301185,王波涛,男,49,本科,--,独立董事
鸥玛软件,301185,唐伟,男,55,本科,79.60万,"监事会主席,非职工代表监事"
鸥玛软件,301185,王景刚,男,58,本科,55.00万,非职工代表监事
鸥玛软件,301185,程伟,男,51,本科,31.76万,职工代表监事
通达海,301378,郑建国,男,55,本科,47.69万,"董事长,总经理,法定代表人,非独立董事"
通达海,301378,任国华,男,45,本科,58.04万,副总经理
通达海,301378,张志华,男,42,本科,60.32万,副总经理
通达海,301378,张思必,男,56,本科,44.81万,"副总经理,董事会秘书"
通达海,301378,施健伟,男,39,硕士,56.76万,副总经理
通达海,301378,徐东惠,女,51,大专,39.69万,"非独立董事,财务负责人"
通达海,301378,曹伟,男,37,本科,51.24万,非独立董事
通达海,301378,童俊,男,51,本科,61.67万,非独立董事
通达海,301378,朱跃龙,男,64,博士,6.000万,独立董事
通达海,301378,冀洋,男,35,博士,6.000万,独立董事
通达海,301378,吴青川,男,48,博士,--,独立董事
通达海,301378,辛成海,男,55,本科,38.62万,"监事会主席,非职工代表监事"
通达海,301378,唐锡勇,男,33,硕士,52.47万,非职工代表监事
通达海,301378,黄珏,女,44,本科,46.25万,职工代表监事
拓维信息,002261,李新宇,男,58,硕士,126.2万,"董事长,总经理,法定代表人,非独立董事"
拓维信息,002261,王伟峰,男,45,硕士,95.50万,副总经理
拓维信息,002261,封模春,女,48,本科,49.05万,"副总经理,非独立董事"
拓维信息,002261,柏丙军,男,50,硕士,52.72万,副总经理
拓维信息,002261,廖秋林,男,38,本科,50.50万,副总经理
拓维信息,002261,赵军,男,52,专科学历,55.10万,副总经理
拓维信息,002261,向静,女,40,硕士,79.60万,副总经理
拓维信息,002261,严宝强,男,47,大专,69.32万,副总经理
拓维信息,002261,杨征,男,45,本科,55.50万,副总经理
拓维信息,002261,邢霓虹,女,55,本科,52.40万,"副总经理,董事会秘书,财务总监"
拓维信息,002261,张跃,男,60,硕士,10.00万,非独立董事
拓维信息,002261,倪正东,男,49,博士,10.00万,非独立董事
拓维信息,002261,李苑,女,28,--,10.00万,非独立董事
拓维信息,002261,宋隽逸,男,28,--,10.00万,非独立董事
拓维信息,002261,文颖,男,46,本科,6.230万,独立董事
拓维信息,002261,秦拯,男,54,博士,--,独立董事
拓维信息,002261,曹越,男,42,博士,6.230万,独立董事
拓维信息,002261,杨佳,女,50,大专,19.63万,"监事会主席,非职工代表监事"
拓维信息,002261,黄登峰,男,27,硕士,17.21万,非职工代表监事
拓维信息,002261,彭革刚,男,48,博士,33.10万,职工代表监事
拓维信息,002261,张晔,男,40,本科,--,内审负责人
华如科技,301302,韩超,男,44,博士,66.18万,"董事长,总经理,法定代表人,非独立董事"
华如科技,301302,邢广洲,男,42,--,--,副总经理
华如科技,301302,陈建勋,男,50,硕士,--,副总经理
华如科技,301302,王国臣,男,44,本科,51.18万,副总经理
华如科技,301302,陈敏杰,男,45,本科,45.18万,副总经理
华如科技,301302,闫飞,男,36,硕士,--,副总经理
华如科技,301302,吴亚光,男,46,硕士,45.18万,"副总经理,董事会秘书"
华如科技,301302,张柯,男,49,博士,53.61万,"副总经理,非独立董事"
华如科技,301302,周珊,女,57,大专,45.18万,"副总经理,财务总监"
华如科技,301302,秦玲,女,43,--,--,副总经理
华如科技,301302,王军,男,45,博士,--,副总经理
华如科技,301302,王晔,男,46,博士,--,副总经理
华如科技,301302,胡明昱,女,47,硕士,42.18万,非独立董事
华如科技,301302,刘建湘,男,51,硕士,45.18万,非独立董事
华如科技,301302,赵雪媛,女,53,博士,--,独立董事
华如科技,301302,尹志强,男,58,博士,--,独立董事
华如科技,301302,王连芳,女,51,本科,--,"监事会主席,职工代表监事"
华如科技,301302,胡维琴,女,49,本科,41.30万,非职工代表监事
华如科技,301302,李君,女,39,本科,--,职工代表监事
众诚科技,835207,梁侃,男,57,硕士,--,"董事长,法定代表人,董事"
众诚科技,835207,梁友,男,49,本科,--,"总经理,董事"
众诚科技,835207,韩世鲁,男,44,本科,--,"副总经理,董事"
众诚科技,835207,邓国军,男,38,专科学历,--,"副总经理,董事"
众诚科技,835207,王志刚,男,41,本科,--,"副总经理,董事"
众诚科技,835207,毕江峰,男,43,大专,--,董事
众诚科技,835207,苏春路,男,37,本科,--,董事会秘书
众诚科技,835207,王世卿,男,72,博士,--,独立董事
众诚科技,835207,陈冰梅,女,56,硕士,--,独立董事
众诚科技,835207,王彦培,男,52,硕士,--,独立董事
众诚科技,835207,黄舟,男,41,专科学历,--,"监事会主席,非职工代表监事"
众诚科技,835207,王鸳鸳,女,34,本科,--,非职工代表监事
众诚科技,835207,包桂根,女,44,专科学历,--,职工代表监事
众诚科技,835207,程再勇,男,56,本科,--,财务总监
众诚科技,835207,王龙华,男,52,本科,--,总工程师
石基信息,002153,李仲初,男,60,硕士,9.900万,"董事长,总经理,法定代表人,非独立董事"
石基信息,002153,李殿坤,男,54,硕士,0.000,"副董事长,非独立董事"
石基信息,002153,赖德源,男,60,本科,119.8万,"副总裁,非独立董事,财务总监"
石基信息,002153,关东玉,男,60,本科,120.6万,副总经理
石基信息,002153,王敏敏,女,61,本科,99.00万,副总经理
石基信息,002153,罗芳,女,45,双本科,92.05万,"副总裁,董事会秘书"
石基信息,002153,庄卓然,男,41,本科,0.000,非独立董事
石基信息,002153,刘剑锋,男,54,硕士,6.000万,独立董事
石基信息,002153,娄树林,男,49,硕士,--,独立董事
