公司名称,公司代码,高管姓名,高管性别,高管年龄,高管学历,高管薪酬,高管职务
陕西黑猫,601015,王艾荣,女,58,本科,70.19万,"副总经理,总工程师"
陕西黑猫,601015,贾西平,男,60,本科,--,董事
陕西黑猫,601015,乔继岗,男,51,硕士,--,董事
陕西黑猫,601015,李斌,男,35,本科,50.25万,"董事,董事会秘书"
陕西黑猫,601015,李朋,男,36,本科,--,董事
陕西黑猫,601015,贾茜,女,40,硕士,6.000万,独立董事
陕西黑猫,601015,乔士坤,男,68,本科,6.000万,独立董事
陕西黑猫,601015,张学华,男,61,本科,6.000万,独立董事
陕西黑猫,601015,范小艺,男,52,中专,--,"监事会主席,非职工代表监事"
陕西黑猫,601015,程浪辉,男,41,本科,--,非职工代表监事
陕西黑猫,601015,李博,男,38,本科,16.84万,非职工代表监事
陕西黑猫,601015,杨宏涛,男,47,大专,17.22万,职工代表监事
陕西黑猫,601015,薛晨鹏,男,36,本科,2.620万,职工代表监事
平煤股份,601666,李延河,男,50,硕士,--,"董事长,法定代表人,非独立董事"
平煤股份,601666,张国川,男,46,本科,--,"总经理,董事"
平煤股份,601666,岳殿召,男,58,硕士,68.57万,副总经理
平煤股份,601666,韩群亮,男,50,本科,61.28万,副总经理
平煤股份,601666,焦振营,男,51,硕士,68.01万,副总经理
平煤股份,601666,吴昕,男,54,本科,--,董事
平煤股份,601666,李庆明,男,48,--,--,非独立董事
平煤股份,601666,张后军,男,51,--,15.79万,"非独立董事,财务总监"
平煤股份,601666,陈金伟,男,51,硕士,--,非独立董事
平煤股份,601666,许尽峰,男,54,双本科,61.67万,"非独立董事,董事会秘书"
平煤股份,601666,张建国,男,60,博士,--,非独立董事
平煤股份,601666,涂兴子,男,59,博士,--,非独立董事
平煤股份,601666,王羊娃,男,45,本科,43.66万,职工代表董事
平煤股份,601666,陈缨,女,52,硕士,10.00万,独立董事
平煤股份,601666,高永华,男,60,硕士,4.170万,独立董事
平煤股份,601666,陈岱松,男,48,博士,10.00万,独立董事
平煤股份,601666,周阳敏,男,52,博士,10.00万,独立董事
平煤股份,601666,姜涟,男,60,硕士,10.00万,独立董事
平煤股份,601666,张金常,男,59,硕士,--,"监事会主席,监事"
平煤股份,601666,王少峰,男,56,硕士,--,监事
平煤股份,601666,刘宏伟,男,57,硕士,--,监事
平煤股份,601666,杨志强,男,55,博士,--,监事
平煤股份,601666,曾昭林,男,50,硕士,39.33万,监事
平煤股份,601666,冯忠斌,男,48,--,--,监事
平煤股份,601666,雷鸿聚,男,51,硕士,68.50万,职工代表监事
平煤股份,601666,李现锋,男,58,硕士,61.89万,职工代表监事
平煤股份,601666,张帆,男,55,本科,32.41万,职工代表监事
电投能源,002128,王伟光,男,53,硕士,82.66万,"总经理,董事"
电投能源,002128,刘建平,男,58,本科,103.6万,法定代表人
电投能源,002128,聂英才,男,53,本科,--,副总经理
电投能源,002128,邢建华,男,52,本科,--,副总经理
电投能源,002128,徐长友,男,51,本科,--,副总经理
电投能源,002128,李国俭,男,46,硕士,78.27万,副总经理
电投能源,002128,赵义群,男,56,本科,84.52万,副总经理
电投能源,002128,胡春艳,女,48,大学学历,--,董事
电投能源,002128,李连香,女,54,硕士,0.000,非独立董事
电投能源,002128,左新词,男,48,硕士,0.000,非独立董事
电投能源,002128,陈来红,男,61,博士,0.000,非独立董事
电投能源,002128,应宇翔,男,35,硕士,--,董事
电投能源,002128,杨德国,男,51,本科,76.66万,董事会秘书
电投能源,002128,夏鹏,男,58,博士,13.00万,独立董事
电投能源,002128,陶杨,男,43,博士,13.00万,独立董事
电投能源,002128,陈天翔,男,57,博士,13.00万,独立董事
电投能源,002128,韩放,男,60,博士,13.00万,独立董事
电投能源,002128,李铁证,男,61,博士,0.000,"监事会主席,股东代表监事"
电投能源,002128,张铁会,男,51,硕士,--,股东代表监事
电投能源,002128,刘风雷,男,57,硕士,78.10万,股东代表监事
电投能源,002128,李振林,男,61,大学学历,4.800万,股东代表监事
电投能源,002128,应建勋,男,52,本科,75.35万,职工代表监事
电投能源,002128,史红薇,女,49,本科,73.68万,职工代表监事
电投能源,002128,冯树清,男,54,本科,72.02万,职工代表监事
电投能源,002128,袁广忠,男,51,本科,77.96万,总工程师
电投能源,002128,王振林,男,48,本科,73.39万,总会计师
电投能源,002128,韩永明,男,49,本科,64.04万,内部审计部门负责人
淮北矿业,600985,孙方,男,55,硕士,0.000,"董事长,法定代表人,非独立董事"
淮北矿业,600985,葛春贵,男,58,硕士,69.18万,"总经理,非独立董事"
淮北矿业,600985,张胜,男,56,硕士,--,副总经理
淮北矿业,600985,刘杰,男,54,硕士,--,副总经理
淮北矿业,600985,邱丹,男,51,硕士,64.37万,"副总经理,非独立董事,董事会秘书,财务负责人"
淮北矿业,600985,聂政,男,57,硕士,59.25万,副总经理
淮北矿业,600985,孟德军,男,60,博士,55.87万,副总经理
淮北矿业,600985,邵华,男,59,硕士,69.33万,副总经理
淮北矿业,600985,陈亚东,男,58,硕士,69.33万,副总经理
淮北矿业,600985,周四新,男,57,本科,0.000,非独立董事
淮北矿业,600985,陈金华,男,44,博士,--,非独立董事
淮北矿业,600985,乔飞,男,42,本科,--,非独立董事
淮北矿业,600985,刘志迎,男,59,博士,7.000万,独立董事
淮北矿业,600985,黄国良,男,55,博士,7.000万,独立董事
淮北矿业,600985,裴仁彦,男,44,博士,7.000万,独立董事
淮北矿业,600985,许建清,男,56,硕士,0.000,"监事会主席,股东代表监事"
淮北矿业,600985,何玉东,男,54,本科,0.000,股东代表监事
淮北矿业,600985,马向东,男,51,硕士,0.000,股东代表监事
淮北矿业,600985,杭春慧,男,56,本科,64.12万,职工代表监事
淮北矿业,600985,赵力,男,51,硕士,84.76万,职工代表监事
淮北矿业,600985,朱世奎,男,58,本科,66.52万,总工程师
冀中能源,000937,刘国强,男,54,硕士,52.36万,"董事长,法定代表人,董事"
冀中能源,000937,闫云胜,男,55,硕士,52.36万,"总经理,副董事长,董事"
冀中能源,000937,李凤锦,男,58,硕士,61.32万,副总经理
冀中能源,000937,杨志刚,男,57,硕士,20.89万,副总经理
冀中能源,000937,吴红林,男,55,硕士,80.37万,副总经理
冀中能源,000937,张英卓,男,58,大学学历,92.03万,副总经理
冀中能源,000937,王玉民,男,48,大学学历,--,董事
冀中能源,000937,陈国军,男,58,硕士,--,非独立董事
冀中能源,000937,高文赞,男,51,大学学历,--,非独立董事
冀中能源,000937,宋仁涛,男,56,本科,62.32万,职工董事
冀中能源,000937,王立鑫,男,51,本科,--,"董事会秘书,财务负责人,总会计师"
冀中能源,000937,冼国明,男,69,博士,10.00万,独立董事
冀中能源,000937,胡晓珂,男,52,博士,10.00万,独立董事
冀中能源,000937,梁俊娇,女,57,博士,10.00万,独立董事
冀中能源,000937,谢宏,男,58,博士,10.00万,独立董事
冀中能源,000937,张现峰,男,52,硕士,25.90万,"监事会主席,职工代表监事"
冀中能源,000937,张建生,男,52,大学学历,--,非职工代表监事
冀中能源,000937,高华,女,51,大学学历,--,非职工代表监事
冀中能源,000937,李为民,男,55,硕士,--,非职工代表监事
冀中能源,000937,王东勤,男,59,大学学历,25.25万,职工代表监事
冀中能源,000937,高晓峰,男,53,大学学历,61.12万,总工程师
云维股份,600725,蔡大为,男,43,大学学历,42.26万,"董事长,法定代表人,董事"
云维股份,600725,李斌,男,56,硕士,51.79万,"副总经理,董事,董事会秘书"
云维股份,600725,艾海峰,男,43,硕士,0.000,副总经理
云维股份,600725,杨椿,男,55,硕士,49.54万,副总经理
云维股份,600725,滕卫恒,男,41,硕士,0.000,董事
云维股份,600725,赵婷,女,42,硕士,0.000,董事
云维股份,600725,王青燕,女,45,本科,0.000,董事
云维股份,600725,叶明,男,59,硕士,6.750万,独立董事
云维股份,600725,施谦,男,41,硕士,6.750万,独立董事
云维股份,600725,王军,男,52,本科,6.750万,独立董事
云维股份,600725,李春艳,女,48,大学学历,0.000,"监事会主席,监事"
云维股份,600725,杨雪飞,男,48,硕士,--,监事
云维股份,600725,徐团美,女,42,本科,22.73万,职工监事
云维股份,600725,唐江萍,女,50,硕士,42.81万,财务负责人
陕西煤业,601225,杨照乾,男,60,硕士,--,"董事长,法定代表人,董事"
陕西煤业,601225,王世斌,男,59,硕士,--,"总经理,董事"
陕西煤业,601225,屈永利,男,--,--,102.7万,副总经理
陕西煤业,601225,张森,男,--,--,102.7万,副总经理
陕西煤业,601225,李孝波,男,--,--,102.7万,副总经理
陕西煤业,601225,王联合,男,--,--,94.17万,副总经理
陕西煤业,601225,吴军,男,--,--,79.91万,副总经理
陕西煤业,601225,杜战灵,男,--,--,65.76万,副总经理
陕西煤业,601225,赵文革,男,--,--,25.30万,副总经理
陕西煤业,601225,刘卫民,男,--,--,43.67万,副总经理
陕西煤业,601225,卜志义,男,--,--,25.10万,副总经理
陕西煤业,601225,李向东,男,55,本科,--,董事
陕西煤业,601225,张茹敏,女,59,硕士,102.6万,"董事,董事会秘书"
陕西煤业,601225,淡勇,男,--,--,15.00万,独立董事
陕西煤业,601225,姜智敏,男,69,大学学历,--,独立董事
陕西煤业,601225,王秋麟,男,41,硕士,15.00万,独立董事
陕西煤业,601225,贺兵奇,男,55,硕士,93.43万,"监事会主席,监事"
陕西煤业,601225,车建宏,男,52,本科,--,监事
陕西煤业,601225,张亚梅,女,37,硕士,67.19万,职工代表监事
陕西煤业,601225,孙武,男,--,--,96.66万,总会计师
山煤国际,600546,孟君,男,51,博士,--,"董事长,法定代表人,董事"
山煤国际,600546,付中华,男,48,本科,132.1万,"总经理,董事"
山煤国际,600546,韩磊,男,45,博士,90.34万,"副总经理,董事"
山煤国际,600546,曹俊文,男,47,硕士,--,副总经理
山煤国际,600546,宋国忠,男,37,本科,52.16万,副总经理
山煤国际,600546,赵彦浩,男,41,本科,--,董事
山煤国际,600546,王莎莎,女,46,硕士,78.76万,董事
山煤国际,600546,王慧玲,男,48,大学学历,0.000,董事
山煤国际,600546,陈一杰,男,50,硕士,11.22万,"董事,财务总监"
山煤国际,600546,李艳英,女,36,硕士,7.820万,董事会秘书
山煤国际,600546,辛茂荀,男,65,本科,5.000万,独立董事
山煤国际,600546,李玉敏,男,65,硕士,5.000万,独立董事
山煤国际,600546,薛建兰,女,61,博士,3.000万,独立董事
山煤国际,600546,吴秋生,男,61,博士,3.000万,独立董事
山煤国际,600546,钟晓强,男,45,本科,0.000,"监事会主席,监事"
山煤国际,600546,焦宇强,男,45,硕士,0.000,监事
山煤国际,600546,原蓉军,男,50,本科,0.000,监事
山煤国际,600546,李俊,男,51,本科,0.000,监事
山煤国际,600546,李学龙,男,52,本科,36.94万,职工监事
山煤国际,600546,任全祥,男,57,本科,0.000,职工监事
山煤国际,600546,刘保龙,男,45,本科,32.52万,职工监事
山西焦化,600740,李峰,男,56,硕士,76.13万,"董事长,法定代表人,董事"
山西焦化,600740,杜建宏,男,54,本科,68.26万,"总经理,副董事长,董事"
山西焦化,600740,孙春生,男,53,本科,0.000,"副董事长,董事"
山西焦化,600740,张国富,男,59,本科,60.11万,副总经理
山西焦化,600740,赵新荣,男,48,本科,59.98万,副总经理
山西焦化,600740,王新照,男,55,硕士,--,董事
山西焦化,600740,柴高贵,男,52,本科,67.19万,董事
山西焦化,600740,王晓军,男,54,本科,64.45万,"董事,财务总监"
山西焦化,600740,霍志军,男,47,本科,--,董事会秘书
山西焦化,600740,岳丽华,女,70,大学学历,5.750万,独立董事
山西焦化,600740,张翼,男,53,本科,5.750万,独立董事
山西焦化,600740,李玉敏,男,65,硕士,5.750万,独立董事
山西焦化,600740,孔祥华,男,54,硕士,64.64万,"监事会主席,股东监事"
山西焦化,600740,曹玲,女,53,硕士,0.000,股东监事
山西焦化,600740,陈忠礼,男,50,本科,21.14万,股东监事
山西焦化,600740,王冬琴,女,49,本科,0.000,股东监事
山西焦化,600740,翟正义,男,42,本科,20.34万,职工监事
山西焦化,600740,李晋兵,男,55,本科,22.54万,职工监事
山西焦化,600740,郭新伟,男,42,本科,26.83万,职工监事
恒源煤电,600971,杨林,男,58,硕士,0.000,"董事长,法定代表人,非独立董事"
恒源煤电,600971,焦殿志,男,51,硕士,39.34万,"总经理,非独立董事"
恒源煤电,600971,张家兵,男,57,本科,48.93万,副总经理
恒源煤电,600971,邹军,男,53,硕士,49.96万,"副总经理,总工程师"
恒源煤电,600971,李建,男,57,本科,49.04万,副总经理
恒源煤电,600971,林青,男,53,本科,48.91万,副总经理
恒源煤电,600971,王健,男,53,本科,49.62万,副总经理
恒源煤电,600971,陈稼轩,男,50,博士,47.46万,非独立董事
恒源煤电,600971,朱四一,男,54,硕士,53.59万,"非独立董事,董事会秘书,财务总监"
恒源煤电,600971,傅崑岚,男,58,大专,0.000,非独立董事
恒源煤电,600971,周伟,男,57,硕士,--,非独立董事
恒源煤电,600971,王怀芳,男,50,博士,--,独立董事
恒源煤电,600971,蔡晓慧,女,52,硕士,--,独立董事
恒源煤电,600971,王帮俊,男,48,博士,--,独立董事
恒源煤电,600971,王庆领,男,57,大学学历,--,"监事会主席,股东代表监事"
恒源煤电,600971,陈坤,男,50,大学学历,0.000,股东代表监事
恒源煤电,600971,张磊,男,50,硕士,0.000,股东代表监事
恒源煤电,600971,李承军,男,51,硕士,--,职工监事
恒源煤电,600971,张光旭,男,56,--,--,职工监事
上海能源,600508,毛中华,男,57,硕士,125.6万,"董事长,法定代表人,董事"
上海能源,600508,张付涛,男,52,博士,30.45万,"总经理,副董事长,董事"
上海能源,600508,徐宏伟,男,58,硕士,113.8万,副总经理
上海能源,600508,张沛顶,男,47,本科,106.9万,副总经理
上海能源,600508,张少平,男,59,本科,0.000,董事
上海能源,600508,向开满,男,57,本科,106.0万,董事
上海能源,600508,蔡蔚,男,51,本科,--,董事
上海能源,600508,段建军,男,54,本科,68.43万,董事会秘书
上海能源,600508,魏臻,男,58,博士,13.80万,独立董事
上海能源,600508,吴娜,女,45,博士,13.80万,独立董事
上海能源,600508,王文章,男,59,硕士,0.000,"监事会主席,股东代表监事"
上海能源,600508,张锋,男,49,硕士,0.000,股东代表监事
上海能源,600508,罗彩云,女,51,本科,55.49万,职工代表监事
上海能源,600508,袁辉,男,52,硕士,56.42万,职工代表监事
上海能源,600508,李跃文,男,48,硕士,100.3万,安监局局长
上海能源,600508,张成斌,男,52,本科,40.50万,总会计师
上海能源,600508,翁明月,男,51,博士,13.15万,总工程师
开滦股份,600997,彭余生,男,--,硕士,41.46万,"董事长,法定代表人,董事"
开滦股份,600997,卞立国,男,--,硕士,26.38万,"总经理,副董事长,董事"
开滦股份,600997,房承宣,男,58,博士,36.18万,"副总经理,董事"
开滦股份,600997,孙汉玉,男,54,硕士,36.18万,副总经理
开滦股份,600997,王发良,男,--,硕士,36.18万,副总经理
开滦股份,600997,侯占友,男,--,硕士,36.18万,副总经理
开滦股份,600997,杜轶,男,46,本科,36.18万,副总经理
开滦股份,600997,王永瑞,男,--,硕士,36.18万,副总经理
开滦股份,600997,闫国庆,男,--,硕士,6.030万,副总经理
开滦股份,600997,张永军,男,--,本科,0.000,董事
开滦股份,600997,杨喜民,男,--,硕士,36.18万,董事
开滦股份,600997,孙士强,男,--,硕士,0.000,董事
开滦股份,600997,张嘉颖,女,50,硕士,21.10万,"董事会秘书,总会计师"
开滦股份,600997,梁俊娇,女,57,博士,8.000万,独立董事
开滦股份,600997,伏军,男,51,博士,8.000万,独立董事
开滦股份,600997,李凤明,男,--,博士,--,独立董事
开滦股份,600997,董立满,男,52,硕士,0.000,"监事会主席,监事"
开滦股份,600997,苏耀,男,--,硕士,0.000,监事
开滦股份,600997,齐建臣,男,--,硕士,0.000,监事
开滦股份,600997,刘新兵,男,--,硕士,36.26万,职工监事
开滦股份,600997,曹英军,男,--,硕士,38.19万,职工监事
开滦股份,600997,周玉军,男,54,大学学历,--,财务部部长
开滦股份,600997,乔晓纯,男,--,硕士,36.18万,总工程师
潞安环能,601699,王志清,男,58,博士,--,"董事长,法定代表人,董事"
潞安环能,601699,史红邈,男,--,本科,49.34万,总经理
潞安环能,601699,李潞斌,男,--,本科,47.23万,副总经理
潞安环能,601699,刘进平,男,--,硕士,51.20万,副总经理
潞安环能,601699,张日林,男,--,硕士,65.90万,副总经理
潞安环能,601699,贾晓文,男,--,本科,49.53万,副总经理
潞安环能,601699,白宏峰,男,--,硕士,31.59万,副总经理
潞安环能,601699,王平清,男,--,本科,--,副总经理
潞安环能,601699,毛永红,男,50,硕士,--,董事
潞安环能,601699,吕维赟,男,53,本科,--,董事
潞安环能,601699,徐海东,男,--,本科,--,董事
潞安环能,601699,韩玉明,男,--,博士,--,董事
潞安环能,601699,马泽锋,男,47,博士,--,董事会秘书
潞安环能,601699,赵利新,男,56,硕士,6.000万,独立董事
潞安环能,601699,李清廉,男,80,本科,6.000万,独立董事
潞安环能,601699,武惠忠,男,55,本科,6.000万,独立董事
潞安环能,601699,张国印,男,--,硕士,--,"监事会副主席,职工代表监事"
潞安环能,601699,丁东,男,47,硕士,--,监事
潞安环能,601699,李冰江,男,--,本科,--,监事
潞安环能,601699,王玥,女,--,硕士,--,监事
潞安环能,601699,李达,男,42,硕士,--,监事
潞安环能,601699,孙轶敏,男,--,本科,--,职工代表监事
潞安环能,601699,王志清,男,58,博士,--,"董事长,法定代表人,董事"
潞安环能,601699,史红邈,男,--,本科,49.34万,总经理
潞安环能,601699,李潞斌,男,--,本科,47.23万,副总经理
潞安环能,601699,刘进平,男,--,硕士,51.20万,副总经理
潞安环能,601699,张日林,男,--,硕士,65.90万,副总经理
潞安环能,601699,贾晓文,男,--,本科,49.53万,副总经理
潞安环能,601699,白宏峰,男,--,硕士,31.59万,副总经理
潞安环能,601699,王平清,男,--,本科,--,副总经理
潞安环能,601699,毛永红,男,50,硕士,--,董事
潞安环能,601699,吕维赟,男,53,本科,--,董事
潞安环能,601699,徐海东,男,--,本科,--,董事
潞安环能,601699,韩玉明,男,--,博士,--,董事
潞安环能,601699,马泽锋,男,47,博士,--,董事会秘书
潞安环能,601699,赵利新,男,56,硕士,6.000万,独立董事
潞安环能,601699,李清廉,男,80,本科,6.000万,独立董事
潞安环能,601699,武惠忠,男,55,本科,6.000万,独立董事
潞安环能,601699,张国印,男,--,硕士,--,"监事会副主席,职工代表监事"
