公司代码,公司名称,2022年ROE,2021年ROE,2020年ROE,2019年ROE,2018年ROE,2022年资产负债率,2021年资产负债率,2020年资产负债率,2019年资产负债率,2018年资产负债率
600867,通化东宝,24.52,22.08,17.72,16.58,17.63,2.97,4.60,4.20,6.38,13.34
300294,博雅生物,6.18,7.83,6.49,11.38,14.44,9.32,9.20,18.73,24.12,25.68
2038,双鹭药业,4.36,8.27,7.48,10.43,12.95,6.75,7.54,7.60,7.73,9.42
688428,诺诚健华-U,-15.01,-1.24,-23.35,109.47,84.84,25.99,23.68,30.40,211.57,137.24
688185,康希诺,-12.36,27.21,-13.49,-12.48,-24.93,36.82,28.01,10.04,17.59,36.88
661,长春高新,25.71,28.81,31.22,28.54,20.85,20.06,23.45,26.84,30.77,32.80
300601,康泰生物,-1.44,15.05,12.56,25.51,30.94,34.82,35.21,22.13,30.32,45.07
688739,成大生物,7.54,16.88,24.59,22.04,23.12,4.04,4.50,8.04,8.32,7.24
600211,西藏药业,13.18,8.09,15.09,13.49,10.07,26.07,30.44,12.09,11.58,10.86
688163,赛伦生物,6.87,23.08,21.14,22.40,15.83,3.59,8.26,5.62,7.72,11.70
833230,欧康医药,18.86,32.72,22.59,14.86,13.89,11.40,33.34,40.17,36.61,43.87
688319,欧林生物,3.10,17.69,10.07,-10.89,-9.32,39.69,30.30,41.21,30.16,31.13
688488,艾迪药业,-9.90,-2.25,4.45,6.24,1.66,27.56,8.70,6.01,28.78,26.27
688193,仁度生物,2.97,25.74,33.62,2.55,-48.38,11.70,24.00,30.81,19.46,15.13
837344,三元基因,5.56,7.57,13.23,22.31,24.29,38.42,16.47,10.11,16.29,18.68
839729,永顺生物,12.38,13.32,12.60,10.36,17.53,19.88,12.83,13.88,11.92,17.92
688176,亚虹医药-U,-8.53,-32.66,-97.85,-5779.03,-130.68,3.58,2.77,4.41,60.47,28.55
688197,首药控股-U,-18.32,-195.94,-392.86,-60.64,--,7.07,97.42,17.07,20.25,153.74
688253,英诺特,11.77,16.52,136.21,26.10,65.40,13.04,7.48,14.36,28.46,37.87
688302,海创药业-U,-22.29,-34.50,-226.44,--,-98.37,8.63,19.71,16.98,180.03,53.14
688235,百济神州-U,-38.83,-44.83,-53.70,-73.70,-52.17,31.42,27.65,30.70,38.68,21.52
832982,锦波生物,28.31,17.68,10.95,16.84,18.72,45.95,40.54,34.32,28.41,22.38
534,万泽股份,8.87,9.20,7.88,5.93,8.27,49.06,48.07,53.35,54.04,44.71
833575,康乐卫士,-27.40,-52.75,-246.43,-97.50,-119.46,32.47,18.65,26.78,273.95,517.34
688331,荣昌生物,-20.74,7.78,-242.08,104.90,73.80,17.29,17.14,12.70,133.65,193.80
688073,毕得医药,14.24,18.15,26.92,-2.15,-82.05,12.00,30.60,28.25,48.71,88.69
600777,新潮能源,22.71,2.90,-17.96,7.02,4.33,46.06,53.40,45.32,43.33,40.11
2221,东华能源,0.40,12.20,12.37,12.46,13.20,70.84,65.12,63.70,66.74,68.56
600688,上海石化,-10.16,6.73,2.13,7.14,16.21,36.06,35.38,34.40,34.23,31.55
600387,ST海越,1.77,2.41,2.29,16.81,12.77,26.11,19.80,19.25,29.69,68.13
600256,广汇能源,45.05,26.77,8.16,10.35,12.56,53.54,65.20,68.14,65.90,64.24
819,岳阳兴长,8.48,7.30,3.27,7.87,7.39,22.18,20.02,13.20,12.84,12.15
300839,博汇股份,16.35,3.56,9.06,18.67,25.83,55.87,50.09,43.28,61.50,35.32
159,国际实业,12.57,1.25,4.02,1.40,2.84,15.14,38.63,18.12,22.46,21.85
637,ST实华,-11.90,7.97,0.01,9.03,4.05,64.34,59.65,48.71,31.24,23.60
59,华锦股份,3.69,6.37,3.21,7.22,8.99,53.72,54.85,49.42,51.82,59.64
96,广聚能源,2.02,2.36,4.68,4.72,4.44,5.48,5.50,7.02,7.14,5.58
603353,和顺石油,6.14,5.55,12.84,26.89,34.24,27.59,29.33,16.52,32.48,39.62
601857,中国石油,11.30,7.40,1.60,3.70,4.40,42.52,43.69,45.07,47.15,42.27
600028,中国石化,8.50,9.35,4.46,7.85,8.67,51.80,51.51,48.89,50.10,46.14
600759,ST洲际,-18.20,-19.67,3.28,1.05,1.34,69.21,65.54,60.43,60.27,62.72
698,沈阳化工,-61.45,2.83,8.69,-18.13,2.65,70.53,61.22,62.97,58.03,50.73
554,泰山石油,1.01,0.89,0.01,0.67,0.23,52.12,38.73,38.29,31.01,28.78
2778,中晟高科,-6.58,16.33,14.59,2.54,2.89,54.56,60.53,61.25,20.34,18.52
600938,中国海油,26.00,15.36,5.66,14.06,13.13,35.59,38.72,39.84,40.85,38.82
603798,康普顿,3.62,10.08,11.14,9.33,8.80,14.48,13.60,13.84,12.77,11.62
300892,品渥食品,0.98,8.63,24.46,34.24,38.90,20.66,26.12,21.71,56.94,63.59
836826,盖世食品,13.27,22.02,27.66,41.88,37.14,29.82,23.19,23.81,38.47,40.85
2719,麦趣尔,-49.90,2.10,6.22,-7.76,-14.37,60.86,43.36,38.40,32.94,24.73
603536,惠发食品,-22.36,-22.56,3.53,0.92,7.03,68.41,58.39,52.18,46.96,42.97
2702,海欣食品,7.80,-4.28,8.77,0.86,4.43,51.35,46.69,37.83,34.08,30.29
300898,熊猫乳品,6.35,9.70,15.02,14.22,21.74,18.92,20.96,20.70,13.79,13.47
2820,桂发祥,-7.06,2.02,2.35,7.98,7.98,7.89,8.65,3.84,4.38,4.21
300915,海融科技,6.56,8.27,22.14,32.10,35.45,15.62,12.68,11.28,35.92,41.42
2910,庄园牧场,3.90,3.31,0.85,4.24,5.46,49.43,41.62,48.33,50.84,42.17
