公司名称,公司代码,股东名称,持股比例
安徽建工,600502,交通银行股份有限公司-广发中证基建工程交易型开放式指数证券投资基金,0.51%
安徽建工,600502,中信证券股份有限公司,0.49%
中铝国际,601068,中国铝业集团有限公司,73.56%
中铝国际,601068,香港中央结算(代理人)有限公司,13.50%
中铝国际,601068,洛阳有色金属加工设计研究院有限公司,2.94%
中铝国际,601068,阿拉丁环保集团有限公司,0.19%
中铝国际,601068,香港中央结算有限公司,0.17%
中铝国际,601068,顾璟,0.09%
中铝国际,601068,李海文,0.07%
中铝国际,601068,交通银行股份有限公司-广发中证基建工程交易型开放式指数证券投资基金,0.07%
中铝国际,601068,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),0.06%
中铝国际,601068,孙玉琴,0.05%
同济科技,600846,上海同杨实业有限公司,23.38%
同济科技,600846,上海量鼎实业发展合伙企业(有限合伙),13.60%
同济科技,600846,香港中央结算有限公司,3.32%
同济科技,600846,滕玥,1.97%
同济科技,600846,李丕进,1.26%
同济科技,600846,李南方,1.03%
同济科技,600846,上海杨浦商贸(集团)有限公司,0.99%
同济科技,600846,周铃,0.73%
同济科技,600846,上海金澹资产管理有限公司-金澹资产定创2号私募证券投资基金,0.73%
同济科技,600846,陈小锋,0.73%
镇海股份,603637,宁波舜通集团有限公司,16.53%
镇海股份,603637,宁波舜建集团有限公司,4.25%
镇海股份,603637,赵立渭,2.47%
镇海股份,603637,翁巍,1.97%
镇海股份,603637,范其海,1.97%
镇海股份,603637,范晓梅,1.97%
镇海股份,603637,侯守山,1.60%
镇海股份,603637,张秀艳,0.80%
镇海股份,603637,吴国勤,0.76%
镇海股份,603637,张国泰,0.72%
上海港湾,605598,上海隆湾投资控股有限公司,69.47%
上海港湾,605598,宁波隆湾创业投资合伙企业(有限合伙),4.12%
上海港湾,605598,中国农业银行股份有限公司-中邮核心成长混合型证券投资基金,1.91%
上海港湾,605598,范祖康,1.47%
上海港湾,605598,侯丽娟,1.31%
上海港湾,605598,中国农业银行股份有限公司-中邮核心优选混合型证券投资基金,0.87%
上海港湾,605598,中国银行股份有限公司-广发中小盘精选混合型证券投资基金,0.85%
上海港湾,605598,李秀东,0.70%
上海港湾,605598,兴业银行股份有限公司-中邮战略新兴产业混合型证券投资基金,0.46%
上海港湾,605598,兴业银行股份有限公司-汇安丰利灵活配置混合型证券投资基金,0.40%
粤 水 电,2060,广东省建筑工程集团控股有限公司,70.05%
粤 水 电,2060,长城人寿保险股份有限公司,4.03%
粤 水 电,2060,国泰君安资产管理(亚洲)有限公司-国泰君安国际大中华专户1号,0.81%
粤 水 电,2060,UBS AG,0.81%
粤 水 电,2060,安联保险资管-兴业银行-安联裕远瑞汇1号资产管理产品,0.40%
粤 水 电,2060,华夏人寿保险股份有限公司,0.35%
粤 水 电,2060,诺德基金-华泰证券股份有限公司-诺德基金浦江120号单一资产管理计划,0.29%
粤 水 电,2060,广东省建筑科学研究院集团股份有限公司,0.27%
粤 水 电,2060,财通基金-华泰证券股份有限公司-财通基金君享永熙单一资产管理计划,0.26%
粤 水 电,2060,诺德基金-山东铁路发展基金有限公司-诺德基金浦江999号单一资产管理计划,0.25%
天域生态,603717,罗卫国,16.72%
天域生态,603717,史东伟,14.85%
天域生态,603717,毛师琦,3.64%
天域生态,603717,杨小霄,1.97%
天域生态,603717,许颖,1.77%
天域生态,603717,上海韫然投资管理有限公司-韫然新兴成长十一期私募证券投资基金,1.72%
天域生态,603717,蔡启作,1.67%
天域生态,603717,黄松浪,1.45%
天域生态,603717,杨允坦,1.14%
天域生态,603717,朱婧,1.14%
园林股份,605303,杭州园融投资集团有限公司,48.67%
园林股份,605303,杭州风舞投资管理有限公司,9.21%
园林股份,605303,浙江亿品创业投资有限公司,3.94%
园林股份,605303,南海成长精选(天津)股权投资基金合伙企业(有限合伙),3.39%
园林股份,605303,上海创瑞元京投资发展中心(有限合伙),1.98%
园林股份,605303,杭州金海棠雨露投资合伙企业(有限合伙),1.52%
园林股份,605303,浙江金海棠阳光投资合伙企业(有限合伙),1.43%
园林股份,605303,浙江舟洋创业投资有限公司,1.14%
园林股份,605303,杭州叩问股权投资合伙企业(有限合伙),0.99%
园林股份,605303,马杰,0.79%
浦东建设,600284,上海浦东发展(集团)有限公司,32.78%
浦东建设,600284,香港中央结算有限公司,5.74%
浦东建设,600284,上海浦东投资经营有限公司,4.22%
浦东建设,600284,中央汇金资产管理有限责任公司,2.04%
浦东建设,600284,上海张桥经济发展总公司,2.01%
浦东建设,600284,招商银行股份有限公司-万家中证1000指数增强型发起式证券投资基金,0.91%
浦东建设,600284,王根源,0.65%
浦东建设,600284,同济创新创业控股有限公司,0.60%
浦东建设,600284,交通银行股份有限公司-广发中证基建工程交易型开放式指数证券投资基金,0.59%
浦东建设,600284,基本养老保险基金一零零六组合,0.49%
润农节水,830964,薛宝松,33.30%
润农节水,830964,北京融拓创新投资管理有限公司-石家庄融拓股权投资基金中心(有限合伙),4.40%
润农节水,830964,北京融拓智慧农业投资合伙企业(有限合伙),4.02%
润农节水,830964,张国峰,3.28%
润农节水,830964,李明欣,3.12%
润农节水,830964,北京六合基金管理有限公司-北京市北农果品产业投资中心(有限合伙),3.10%
润农节水,830964,水发上善集团有限公司,2.95%
润农节水,830964,薛丽霞,1.82%
润农节水,830964,薛丽超,1.77%
润农节水,830964,唐山汇聚企业管理合伙企业(有限合伙),1.52%
大千生态,603955,江苏大千投资发展有限公司,23.09%
大千生态,603955,安徽新华发行(集团)控股有限公司,10.42%
大千生态,603955,深圳市速源科技发展有限公司,7.70%
大千生态,603955,远东控股集团有限公司,4.71%
大千生态,603955,南京红枫企业管理中心(有限合伙),3.79%
大千生态,603955,南京安居建设集团有限责任公司,3.76%
大千生态,603955,陈维立,2.00%
大千生态,603955,王正安,1.21%
大千生态,603955,许忠良,1.16%
大千生态,603955,董瀚文,0.96%
农尚环境,300536,海南芯联微科技有限公司,20.00%
龙建股份,600853,黑龙江省建设投资集团有限公司,44.01%
龙建股份,600853,UBS AG,0.71%
龙建股份,600853,中国工商银行股份有限公司-信澳周期动力混合型证券投资基金,0.63%
龙建股份,600853,广州三丰私募证券投资基金管理有限公司-三丰景轩1号私募证券投资基金,0.46%
龙建股份,600853,罗勇,0.39%
龙建股份,600853,法国兴业银行,0.32%
龙建股份,600853,中国建设银行股份有限公司-信澳匠心臻选两年持有期混合型证券投资基金,0.32%
龙建股份,600853,申万宏源证券有限公司,0.31%
龙建股份,600853,光大证券股份有限公司,0.29%
龙建股份,600853,陈文生,0.25%
诚邦股份,603316,方利强,34.62%
诚邦股份,603316,李敏,13.69%
诚邦股份,603316,张琼芳,1.16%
诚邦股份,603316,夏太根,0.76%
诚邦股份,603316,中信证券股份有限公司,0.65%
诚邦股份,603316,沈渊博,0.64%
诚邦股份,603316,张庆生,0.53%
诚邦股份,603316,王淑文,0.49%
诚邦股份,603316,叶帆,0.49%
诚邦股份,603316,周宇光,0.48%
乾景园林,603778,回全福,10.43%
乾景园林,603778,杨静,8.85%
乾景园林,603778,国晟能源股份有限公司,8.00%
文科园林,2775,佛山市建设发展集团有限公司,35.57%
文科园林,2775,李从文,13.76%
文科园林,2775,深圳市泽广投资有限公司,4.07%
文科园林,2775,深圳市文科控股有限公司,3.18%
文科园林,2775,胡元明,1.89%
文科园林,2775,付琨晶,1.00%
文科园林,2775,光大证券股份有限公司,0.70%
文科园林,2775,百年人寿保险股份有限公司-万能保险产品,0.64%
文科园林,2775,中国国际金融股份有限公司,0.49%
文科园林,2775,陈桂兰,0.45%
汇绿生态,1267,李晓明,29.51%
汇绿生态,1267,宁波汇宁投资有限公司,18.74%
汇绿生态,1267,李晓伟,5.02%
汇绿生态,1267,长城证券股份有限公司,2.88%
汇绿生态,1267,上海盎泽私募基金管理有限公司-盎泽大盈一号私募证券投资基金,2.88%
汇绿生态,1267,宁波同协投资有限公司,2.14%
汇绿生态,1267,上海烜鼎资产管理有限公司-烜鼎瑞馨2号私募证券投资基金,1.53%
汇绿生态,1267,上海盎泽私募基金管理有限公司-盎泽太盈一号私募证券投资基金,1.01%
汇绿生态,1267,陈志宏,0.64%
汇绿生态,1267,郭明,0.56%
金埔园林,301098,王宜森,24.13%
金埔园林,301098,珠海铧创投资管理有限公司,7.58%
金埔园林,301098,南京高科新创投资有限公司,5.16%
ST花王,603007,花王国际建设集团有限公司,38.05%
ST花王,603007,吴群,7.39%
ST花王,603007,江苏镇江路桥工程有限公司,1.15%
ST花王,603007,吴淑娟,0.91%
ST花王,603007,王平,0.73%
ST花王,603007,赵世源,0.58%
ST花王,603007,李平,0.58%
ST花王,603007,上海明汯投资管理有限公司-明汯稳健增长专项1号私募证券投资基金,0.57%
ST花王,603007,上海明汯投资管理有限公司-明汯稳健增长专项2号私募证券投资基金,0.57%
ST花王,603007,张学东,0.56%
*ST围海,2586,杭州光曜致新钟洋股权投资合伙企业(有限合伙),14.85%
*ST围海,2586,宁波舜农集团有限公司,14.74%
*ST围海,2586,宁波源真投资管理有限公司,10.84%
*ST围海,2586,宁波智达尔优管理咨询有限公司,3.61%
*ST围海,2586,上海千年工程投资管理有限公司,3.54%
*ST围海,2586,浙江围海控股集团有限公司,2.62%
*ST围海,2586,许喆,1.90%
*ST围海,2586,许磊,1.81%
*ST围海,2586,陈德海,1.28%
*ST围海,2586,邱春方,0.88%
美晨生态,300237,潍坊市城市建设发展投资集团有限公司,21.62%
美晨生态,300237,诸城市经济开发投资公司,5.44%
美晨生态,300237,马骋,0.61%
美晨生态,300237,熊进,0.61%
美晨生态,300237,王爱香,0.50%
美晨生态,300237,米有菊,0.42%
美晨生态,300237,乔同梅,0.36%
美晨生态,300237,屈凤祥,0.35%
美晨生态,300237,张秀,0.31%
美晨生态,300237,胡国忠,0.25%
海波重科,300517,张海波,50.82%
海波重科,300517,林俊秀,3.86%
海波重科,300517,张学军,1.67%
海波重科,300517,张丽,1.42%
海波重科,300517,潘富生,0.72%
海波重科,300517,上海添益私募基金管理有限责任公司-极简新价值3号私募证券投资基金,0.67%
海波重科,300517,李龙,0.60%
海波重科,300517,祁肖子宁,0.55%
海波重科,300517,李科,0.47%
海波重科,300517,招商证券国际有限公司-客户资金,0.45%
方大Ｂ,200055,深圳市邦林科技发展有限公司,11.11%
方大Ｂ,200055,盛久投资有限公司,10.25%
中际联合,605305,刘志欣,24.31%
中际联合,605305,世创(北京)科技发展有限公司,5.69%
中际联合,605305,中日节能环保创业投资有限公司,5.00%
中际联合,605305,马东升,2.76%
中际联合,605305,交通银行股份有限公司-易方达高端制造混合型发起式证券投资基金,2.56%
中际联合,605305,华美国际投资集团有限公司,2.20%
中际联合,605305,北京六合基金管理有限公司-北京外经贸发展引导基金(有限合伙),2.19%
中际联合,605305,王喜军,2.07%
中际联合,605305,雅戈尔投资有限公司,2.04%
中际联合,605305,宁波梅山保税港区创言投资合伙企业(有限合伙),1.71%
三一重工,600031,三一集团有限公司,29.22%
三一重工,600031,香港中央结算有限公司,8.67%
三一重工,600031,梁稳根,2.78%
三一重工,600031,中国证券金融股份有限公司,2.75%
三一重工,600031,全国社保基金一零三组合,0.81%
三一重工,600031,中央汇金资产管理有限责任公司,0.76%
三一重工,600031,全国社保基金一一四组合,0.56%
三一重工,600031,中国工商银行-上证50交易型开放式指数证券投资基金,0.54%
三一重工,600031,全国社保基金一一三组合,0.46%
三一重工,600031,向文波,0.39%
杭叉集团,603298,浙江杭叉控股股份有限公司,41.34%
杭叉集团,603298,杭州市实业投资集团有限公司,20.39%
杭叉集团,603298,赵礼敏,2.18%
杭叉集团,603298,香港中央结算有限公司,2.17%
杭叉集团,603298,中国建设银行股份有限公司-东方红启东三年持有期混合型证券投资基金,1.71%
杭叉集团,603298,招商银行股份有限公司-睿远成长价值混合型证券投资基金,0.89%
杭叉集团,603298,王益平,0.88%
杭叉集团,603298,戴晶晶,0.74%
杭叉集团,603298,东吴证券股份有限公司,0.66%
杭叉集团,603298,章亚英,0.63%
浙江鼎力,603338,许树根,45.53%
浙江鼎力,603338,德清中鼎股权投资管理有限公司,11.57%
浙江鼎力,603338,香港中央结算有限公司,10.29%
浙江鼎力,603338,招商银行股份有限公司-兴全合润混合型证券投资基金,1.37%
浙江鼎力,603338,沈志康,1.36%
浙江鼎力,603338,全国社保基金一一零组合,0.78%
浙江鼎力,603338,上海弘尚资产管理中心(有限合伙)-弘尚资产弘利2号私募证券投资基金,0.77%
浙江鼎力,603338,沈云雷,0.66%
浙江鼎力,603338,中国工商银行股份有限公司-民生加银质量领先混合型证券投资基金,0.51%
浙江鼎力,603338,交通银行股份有限公司-华安策略优选混合型证券投资基金,0.46%
诺力股份,603611,丁毅,28.17%
诺力股份,603611,丁晟,5.44%
大连重工,2204,大连重工装备集团有限公司,62.18%
大连重工,2204,香港中央结算有限公司,1.25%
大连重工,2204,招商银行股份有限公司-万家中证1000指数增强型发起式证券投资基金,0.25%
大连重工,2204,广发基金-农业银行-广发中证金融资产管理计划,0.23%
大连重工,2204,杨群星,0.19%
大连重工,2204,于鑫,0.16%
大连重工,2204,林强,0.14%
大连重工,2204,中国农业银行股份有限公司-富国中证1000指数增强型证券投资基金(LOF),0.14%
大连重工,2204,刘艳丰,0.14%
大连重工,2204,沙江,0.13%
中联重科,157,香港中央结算(代理人)有限公司(HKSCC NOMINEES LIMITED),18.19%
中联重科,157,湖南兴湘投资控股集团有限公司,14.44%
中联重科,157,长沙中联和一盛投资合伙企业(有限合伙),7.86%
中联重科,157,中联重科股份有限公司-第一期员工持股计划,4.50%
中联重科,157,中国证券金融股份有限公司,2.69%
中联重科,157,香港中央结算有限公司,2.55%
中联重科,157,智真国际有限公司,1.94%
中联重科,157,乌鲁木齐凤凰基石股权投资管理有限合伙企业-马鞍山煊远基石股权投资合伙企业(有限合伙),1.72%
中联重科,157,乌鲁木齐凤凰基石股权投资管理有限合伙企业-凤凰基石同力私募股权投资基金,0.86%
中联重科,157,宁琛,0.52%
恒立液压,601100,常州恒屹智能装备有限公司,36.95%
恒立液压,601100,申诺科技(香港)有限公司,16.50%
恒立液压,601100,宁波恒屹投资有限公司,13.29%
恒立液压,601100,香港中央结算有限公司,12.08%
恒立液压,601100,中国工商银行股份有限公司-东方红启恒三年持有期混合型证券投资基金,1.04%
恒立液压,601100,GIC PRIVATE LIMITED,0.75%
恒立液压,601100,阿布达比投资局,0.60%
恒立液压,601100,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,0.57%
恒立液压,601100,国泰君安资产管理(亚洲)有限公司-国泰君安国际大中华专户1号,0.57%
恒立液压,601100,科威特政府投资局-自有资金,0.52%
同力股份,834599,叶磊,17.89%
同力股份,834599,山东华岳汇盈机械设备有限公司,17.00%
同力股份,834599,许亚楠,13.19%
同力股份,834599,牟均发,4.75%
同力股份,834599,苏州松禾成长创业投资中心(有限合伙),4.08%
同力股份,834599,王文祥,2.81%
同力股份,834599,胡古月,2.50%
同力股份,834599,郑明钗,2.45%
同力股份,834599,李西茂,2.45%
同力股份,834599,陕西同力重工股份有限公司-陕西同力重工股份有限公司2022年员工持股计划,2.21%
安徽合力,600761,安徽叉车集团有限责任公司,38.97%
安徽合力,600761,香港上海汇丰银行有限公司,1.66%
安徽合力,600761,荷宝基金管理公司-荷宝资本成长基金,1.35%
安徽合力,600761,香港中央结算有限公司,1.12%
安徽合力,600761,杨燕,1.08%
安徽合力,600761,UBS AG,0.99%
安徽合力,600761,洪涛,0.83%
安徽合力,600761,广发基金-农业银行-广发中证金融资产管理计划,0.81%
安徽合力,600761,易方达基金-农业银行-易方达中证金融资产管理计划,0.74%
安徽合力,600761,中欧基金-农业银行-中欧中证金融资产管理计划,0.72%
柳 工,528,广西柳工集团有限公司,25.92%
柳 工,528,广西招工服贸投资合伙企业(有限合伙),6.73%
柳 工,528,国新双百壹号(杭州)股权投资合伙企业(有限合伙),5.00%
七丰精工,873169,陈跃忠,41.13%
七丰精工,873169,海盐七丰投资咨询有限公司,13.07%
七丰精工,873169,蔡学群,6.56%
铁建重工,688425,中国铁建股份有限公司,71.93%
铁建重工,688425,中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金,0.95%
铁建重工,688425,香港中央结算有限公司,0.75%
铁建重工,688425,中国中金财富证券有限公司,0.66%
铁建重工,688425,中国铁路通信信号集团有限公司,0.65%
铁建重工,688425,中金公司-招商银行-中金公司铁建重工1号员工参与科创板战略配售集合资产管理计划,0.54%
铁建重工,688425,中国土木工程集团有限公司,0.36%
铁建重工,688425,国家制造业转型升级基金股份有限公司,0.33%
铁建重工,688425,招商银行股份有限公司-南方科创板3年定期开放混合型证券投资基金,0.33%
铁建重工,688425,中国工商银行股份有限公司-东方红沪港深灵活配置混合型证券投资基金,0.28%
艾迪精密,603638,FENG XIAO HONG,23.28%
艾迪精密,603638,烟台翔宇投资有限公司,17.47%
艾迪精密,603638,SONG YU XUAN,17.47%
艾迪精密,603638,温雷,4.48%
艾迪精密,603638,烟台浩银投资中心(有限合伙),4.31%
艾迪精密,603638,中融(香港)投資有限公司,2.04%
艾迪精密,603638,宋飞,1.35%
艾迪精密,603638,烟台君平投资有限公司,1.21%
艾迪精密,603638,刁书枝,1.19%
艾迪精密,603638,于耀华,1.10%
威博液压,871245,淮安豪信液压有限公司,28.72%
威博液压,871245,马金星,15.37%
威博液压,871245,淮安众博信息咨询服务有限公司,14.36%
威博液压,871245,淮安科创产业投资有限公司,4.82%
威博液压,871245,淮安经开创业投资有限公司,4.82%
威博液压,871245,董兰波,4.10%
威博液压,871245,海宁海睿投资管理有限公司-海宁海睿产业投资合伙企业(有限合伙),4.10%
威博液压,871245,中国工商银行股份有限公司-易方达北交所精选两年定期开放混合型证券投资基金,1.16%
威博液压,871245,钱海啸,1.13%
威博液压,871245,虞炳泉,1.05%
五新隧装,835174,湖南五新投资有限公司,33.33%
五新隧装,835174,湖南中铁五新重工有限公司,7.94%
海伦哲,300201,海徳资产管理有限公司,11.96%
海伦哲,300201,MEI TUNG(CHINA) LIMITED,8.30%
海伦哲,300201,中天泽控股集团有限公司,6.85%
海伦哲,300201,江苏省机电研究所有限公司,3.62%
海伦哲,300201,徐州国瑞机械有限公司,0.92%
海伦哲,300201,深圳市高新投融资担保有限公司,0.62%
海伦哲,300201,陈剑杰,0.60%
海伦哲,300201,丁剑平,0.56%
海伦哲,300201,深圳市高新投集团有限公司,0.48%
海伦哲,300201,高剑,0.48%
荣亿精密,873223,唐旭文,62.75%
荣亿精密,873223,海盐金亿管理咨询有限公司,6.49%
荣亿精密,873223,施修闵,0.72%
荣亿精密,873223,北京金长川资本管理有限公司-嘉兴金长川贰号股权投资合伙企业(有限合伙),0.69%
荣亿精密,873223,林云方,0.65%
荣亿精密,873223,山西证券股份有限公司,0.64%
荣亿精密,873223,深圳市丹桂顺资产管理有限公司-丹桂顺之实事求是伍号私募证券投资基金,0.64%
荣亿精密,873223,吴东江,0.49%
荣亿精密,873223,徐宁平,0.38%
荣亿精密,873223,付向国,0.34%
华电重工,601226,中国华电科工集团有限公司,62.50%
华电重工,601226,王天森,1.54%
华电重工,601226,中信建投证券股份有限公司-建信新能源行业股票型证券投资基金,0.95%
华电重工,601226,中国银行股份有限公司-广发中小盘精选混合型证券投资基金,0.63%
华电重工,601226,招商银行股份有限公司-华夏新能源车龙头混合型发起式证券投资基金,0.52%
华电重工,601226,中信证券股份有限公司,0.51%
华电重工,601226,袁李,0.35%
华电重工,601226,中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金,0.33%
华电重工,601226,北京舍尔投资有限公司,0.29%
华电重工,601226,交通银行股份有限公司-广发中证基建工程交易型开放式指数证券投资基金,0.27%
厦工股份,600815,厦门海翼集团有限公司,41.42%
厦工股份,600815,中国进出口银行厦门分行,6.78%
厦工股份,600815,中国建设银行股份有限公司厦门市分行,4.40%
厦工股份,600815,厦门厦工重工有限公司,4.10%
厦工股份,600815,中国农业银行股份有限公司厦门市分行,3.95%
厦工股份,600815,中国工商银行股份有限公司厦门市分行,2.80%
厦工股份,600815,厦门市育明工程机械有限公司,0.88%
厦工股份,600815,泉州银行股份有限公司厦门分行,0.53%
厦工股份,600815,林杰臣,0.44%
厦工股份,600815,厦门创程资产管理有限公司,0.40%
运机集团,1288,吴友华,47.90%
运机集团,1288,自贡市博宏丝绸有限公司,12.50%
运机集团,1288,自贡市华智投资有限公司,6.25%
运机集团,1288,横琴天利信和投资管理有限公司-天利信和价值行业精选1号私募证券投资基金,4.09%
运机集团,1288,深圳创富兆业金融管理有限公司-创富福星五号私募证券投资基金,2.70%
运机集团,1288,陈家琼,1.43%
运机集团,1288,雷云峰,1.09%
运机集团,1288,温萱,0.97%
运机集团,1288,刘国云,0.82%
运机集团,1288,李剑钊,0.71%
山推股份,680,山东重工集团有限公司,24.27%
山推股份,680,潍柴动力股份有限公司,15.77%
山推股份,680,香港中央结算有限公司,0.89%
山推股份,680,李彧,0.51%
山推股份,680,任长东,0.29%
山推股份,680,中信证券股份有限公司,0.29%
山推股份,680,李建武,0.28%
山推股份,680,卞根芳,0.23%
山推股份,680,东莞市万葵资产管理有限公司-万葵稳健18号私募证券投资基金,0.17%
山推股份,680,谭克坤,0.17%
川润股份,2272,罗丽华,16.66%
川润股份,2272,钟利钢,6.51%
川润股份,2272,罗永忠,5.97%
长盛轴承,300718,孙志华,31.96%
长盛轴承,300718,孙薇卿,14.95%
长盛轴承,300718,陆晓林,4.48%
长盛轴承,300718,褚晨剑,4.05%
长盛轴承,300718,曹寅超,2.91%
长盛轴承,300718,嘉善百盛投资管理合伙企业(有限合伙),2.02%
长盛轴承,300718,中欧基金-中国人寿保险股份有限公司-分红险-中欧基金国寿股份均衡股票型组合单一资产管理计划,1.99%
长盛轴承,300718,中国建设银行股份有限公司-兴全多维价值混合型证券投资基金,1.96%
长盛轴承,300718,王伟杰,1.86%
长盛轴承,300718,陆忠泉,1.53%
徐工机械,425,徐州工程机械集团有限公司,20.71%
徐工机械,425,天津茂信企业管理合伙企业(有限合伙),6.17%
徐工机械,425,上海盛石资本管理有限公司-上海胜超股权投资合伙企业(有限合伙),5.91%
徐工机械,425,江苏省国信集团有限公司,5.54%
长龄液压,605389,夏继发,43.15%
长龄液压,605389,夏泽民,28.77%
长龄液压,605389,江阴澜海浩龙企业管理合伙企业(有限合伙),3.08%
长龄液压,605389,中国工商银行股份有限公司-南方高端装备灵活配置混合型证券投资基金,1.71%
长龄液压,605389,上海六禾致谦私募基金管理中心(有限合伙)-六禾谦格私募证券投资基金,0.85%
长龄液压,605389,上海六禾致谦私募基金管理中心(有限合伙)-六禾谦恒私募证券投资基金,0.50%
长龄液压,605389,兴业银行股份有限公司-浙商智选经济动能混合型证券投资基金,0.22%
长龄液压,605389,上海六禾致谦私募基金管理中心(有限合伙)-六禾谦远1期私募证券投资基金,0.21%
长龄液压,605389,傅莺,0.19%
长龄液压,605389,上海六禾致谦私募基金管理中心(有限合伙)-六禾谦帆私募证券投资基金,0.17%
中环海陆,301040,吴君三,22.57%
中环海陆,301040,江苏江海机械有限公司,12.33%
中环海陆,301040,吴剑,6.99%
中环海陆,301040,董敏,2.42%
中环海陆,301040,周云鹤,1.50%
中环海陆,301040,民生证券投资有限公司,1.46%
中环海陆,301040,中国太平洋人寿保险股份有限公司-分红-个人分红,1.22%
中环海陆,301040,高尚,1.16%
中环海陆,301040,陆敏,0.98%
中环海陆,301040,北京中盈瑞达股权投资有限公司,0.92%
宇通重工,600817,郑州宇通集团有限公司,53.97%
宇通重工,600817,西藏德恒企业管理有限责任公司,7.62%
宇通重工,600817,拉萨德宇新创实业有限公司,6.97%
吉峰科技,300022,四川五月花拓展服务有限公司,23.07%
吉峰科技,300022,王新明,8.67%
吉峰科技,300022,王红艳,6.64%
吉峰科技,300022,骆文武,2.53%
吉峰科技,300022,四川特驱教育管理有限公司,1.54%
吉峰科技,300022,西藏山南神宇创业投资管理合伙企业(有限合伙),1.50%
吉峰科技,300022,平安资管-工商银行-平安资产鑫享27号资产管理产品,0.85%
吉峰科技,300022,王海名,0.80%
吉峰科技,300022,王道渠,0.59%
吉峰科技,300022,代祥林,0.56%
汉马科技,600375,浙江吉利远程新能源商用车集团有限公司,28.01%
汉马科技,600375,上海图木新能源汽车科技有限公司,1.91%
汉马科技,600375,马鞍山富华投资管理有限公司,1.58%
汉马科技,600375,中国工商银行股份有限公司-华安安康灵活配置混合型证券投资基金,0.97%
汉马科技,600375,曹光明,0.80%
汉马科技,600375,王忠伟,0.74%
汉马科技,600375,特百佳动力科技股份有限公司,0.73%
汉马科技,600375,杭玉夫,0.72%
汉马科技,600375,上海融和必达融资租赁有限公司,0.59%
汉马科技,600375,杭益帆,0.53%
建设机械,600984,陕西煤业化工集团有限责任公司,29.58%
建设机械,600984,柴昭一,7.53%
建设机械,600984,陕西建设机械(集团)有限责任公司,4.00%
建设机械,600984,付卫平,1.90%
建设机械,600984,泰康人寿保险有限责任公司-传统-普通保险产品-019L-CT001沪,1.48%
建设机械,600984,胡城嘉,1.29%
建设机械,600984,泰康人寿保险有限责任公司-分红-个人分红-019L-FH002沪,1.09%
建设机械,600984,上海准锦投资管理有限公司-准锦套利七号私募证券投资基金,0.89%
建设机械,600984,孙向东,0.83%
建设机械,600984,王志荣,0.66%
山河智能,2097,广州万力投资控股有限公司,13.94%
山河智能,2097,广州恒翼投资发展合伙企业(有限合伙),10.90%
山河智能,2097,何清华,9.16%
山河智能,2097,长沙经济技术开发集团有限公司,5.00%
苏州规划,301505,李锋,8.98%
苏州规划,301505,苏州胡杨林天荣投资中心(有限合伙),5.54%
苏州规划,301505,苏州卡夫卡投资管理中心(有限合伙),5.25%
苏州规划,301505,钮卫东,4.79%
苏州规划,301505,张靖,4.44%
苏州规划,301505,朱建伟,4.44%
苏州规划,301505,宁波梅山保税港区珠峰投资管理中心(有限合伙),3.97%
苏州规划,301505,蔡刚波,3.32%
苏州规划,301505,苏州工业园区光线投资管理中心(有限合伙),2.29%
苏州规划,301505,俞娟,1.69%
苏州规划,301505,赵伏龙,1.69%
山水比德,300844,山水比德集团有限公司,40.35%
山水比德,300844,孙虎,21.04%
山水比德,300844,珠海山盛投资合伙企业(有限合伙),4.95%
山水比德,300844,广州硕煜投资合伙企业(有限合伙),3.84%
山水比德,300844,秦鹏,1.49%
山水比德,300844,利征,1.24%
山水比德,300844,蔡彬,1.11%
山水比德,300844,梅卫平,0.99%
山水比德,300844,北京亚群广告有限公司,0.67%
山水比德,300844,宋磊,0.64%
新城市,300778,深圳市远思实业有限责任公司,35.18%
新城市,300778,云南望远商务信息咨询有限公司,17.50%
新城市,300778,深圳市远方实业有限责任公司,11.78%
青矩技术,836208,陈永宏,11.80%
青矩技术,836208,谭宪才,7.29%
青矩技术,836208,张超,4.43%
青矩技术,836208,鲍立功,3.28%
青矩技术,836208,邱靖之,3.06%
青矩技术,836208,文武兴,2.99%
青矩技术,836208,胡建军,2.91%
青矩技术,836208,屈先富,2.91%
青矩技术,836208,曾宪喜,2.56%
青矩技术,836208,彭卫华,2.55%
蕾奥规划,300989,王富海,10.94%
蕾奥规划,300989,深圳市蕾奥企业管理咨询合伙企业(有限合伙),8.19%
蕾奥规划,300989,朱旭辉,5.21%
蕾奥规划,300989,陈宏军,5.21%
蕾奥规划,300989,王雪,5.21%
蕾奥规划,300989,金铖,3.65%
蕾奥规划,300989,牛慧恩,3.65%
蕾奥规划,300989,邓军,3.30%
蕾奥规划,300989,蒋峻涛,3.30%
蕾奥规划,300989,张震宇,2.78%
中设咨询,833873,黄华华,16.49%
中设咨询,833873,马微,7.24%
中设咨询,833873,刘浪,4.80%
中设咨询,833873,吴德安,3.34%
中设咨询,833873,重庆科兴乾健创业投资有限公司,3.11%
中设咨询,833873,杨卫,2.05%
中设咨询,833873,李盛涛,2.02%
