公司代码,公司名称,2022年ROE,2021年ROE,2020年ROE,2019年ROE,2018年ROE,2022年资产负债率,2021年资产负债率,2020年资产负债率,2019年资产负债率,2018年资产负债率
301100,风光股份,4.37,13.48,18.90,19.53,24.94,13.56,16.64,20.32,19.67,22.09
2669,康达新材,2.10,0.96,9.59,6.80,4.79,41.06,38.55,29.36,16.33,15.31
603155,新亚强,13.42,15.38,14.22,37.88,61.48,12.15,12.18,6.56,6.84,18.90
2246,北化股份,3.34,4.55,3.55,5.55,5.37,35.75,35.92,32.55,30.27,27.32
2226,江南化工,5.23,13.07,6.04,7.01,3.95,38.66,37.55,41.32,45.17,48.23
688129,东来技术,2.53,11.48,19.35,29.99,36.85,31.99,13.46,10.80,24.51,27.38
603790,雅运股份,3.49,5.93,4.87,10.84,17.70,22.45,26.08,13.94,10.20,13.02
2637,赞宇科技,-1.87,21.88,12.32,14.32,8.08,52.02,48.10,52.78,51.92,59.05
688571,杭华股份,5.75,8.41,12.22,10.74,8.48,20.73,22.82,20.91,27.79,26.66
300641,正丹股份,3.67,7.24,3.21,3.07,4.60,30.48,33.45,18.92,21.56,18.57
2810,山东赫达,20.65,23.95,24.85,19.03,10.31,43.51,41.26,28.78,36.98,41.59
2802,洪汇新材,12.96,14.38,15.91,15.00,12.04,7.68,16.96,15.20,8.58,9.71
300067,安诺其,1.36,4.98,6.74,9.76,8.77,19.96,14.86,24.73,15.83,13.88
2909,集泰股份,1.20,5.85,20.29,17.72,3.93,54.78,55.28,47.29,47.21,47.45
600273,嘉化能源,16.88,21.40,17.38,18.28,16.64,20.19,24.99,21.51,21.44,19.52
2917,金奥博,1.80,5.20,9.43,9.05,10.50,44.66,52.05,29.98,13.53,12.97
2809,红墙股份,6.10,8.24,11.47,11.75,6.88,24.41,41.43,33.39,31.30,27.07
300721,怡达股份,9.67,13.46,-0.46,0.77,4.15,54.41,53.55,60.33,48.26,33.30
300848,美瑞新材,12.01,14.29,20.98,35.48,30.48,37.37,42.89,24.59,41.39,47.19
300535,达威股份,-0.20,7.63,7.22,5.44,5.91,28.03,25.23,18.70,14.60,9.25
688196,卓越新能,17.35,14.79,11.36,25.09,22.36,6.76,3.98,2.73,2.71,20.36
2783,凯龙股份,9.85,-25.98,2.93,3.30,5.79,69.78,69.29,60.63,49.52,49.10
300665,飞鹿股份,-19.74,2.33,4.97,4.63,5.63,69.97,65.72,60.61,54.83,45.80
600500,中化国际,10.36,17.61,2.14,4.11,8.28,62.22,65.66,49.94,51.98,52.31
301300,远翔新材,11.09,31.03,33.73,28.08,37.32,14.46,37.75,43.34,45.86,51.96
834261,一诺威,16.85,22.57,22.84,22.71,17.44,44.00,54.26,53.41,59.25,56.78
300405,科隆股份,-16.80,1.57,-7.73,1.28,-11.17,55.89,51.86,50.72,49.82,52.03
600165,宁科生物,-20.22,-19.02,2.32,-5.02,1.08,72.73,67.82,61.83,58.84,54.45
605566,福莱蒽特,2.19,15.38,24.26,40.94,57.95,22.83,16.60,29.96,38.68,40.67
688737,中自科技,-4.54,1.30,58.83,238.93,-262.38,12.37,13.24,62.19,76.93,100.03
300225,金力泰,-12.61,-11.56,9.55,3.36,1.25,31.24,28.79,27.89,20.20,21.47
300522,世名科技,3.68,12.38,13.64,11.67,11.01,20.84,14.57,18.84,8.91,9.28
301077,星华新材,8.05,24.74,44.65,42.62,36.17,25.99,19.29,48.25,55.48,59.25
2666,德联集团,1.20,7.61,7.54,7.33,4.97,33.38,25.77,23.58,26.04,21.13
301036,双乐股份,1.84,7.20,17.48,10.81,10.69,19.64,18.17,41.32,44.70,47.43
603041,美思德,6.69,7.07,13.24,9.44,5.67,12.88,14.41,10.91,9.47,11.53
300798,锦鸡股份,0.55,4.18,1.89,9.69,11.83,38.08,35.64,19.91,19.03,25.00
985,大庆华科,2.57,2.19,2.08,8.10,-0.53,14.57,16.04,16.76,21.98,24.01
3002,壶化股份,11.22,7.83,13.09,13.23,13.08,25.83,23.55,15.16,22.37,25.02
831526,凯华材料,14.37,17.99,19.16,16.61,14.28,11.64,15.96,14.67,14.19,20.39
603110,东方材料,2.93,8.49,7.33,8.23,5.20,19.48,18.35,19.81,14.39,14.03
300135,宝利国际,-15.85,-6.07,0.31,3.19,3.41,58.38,52.18,52.42,56.53,58.19
688065,凯赛生物,5.12,5.64,6.90,13.13,17.42,15.64,9.33,5.36,22.40,34.77
300321,同大股份,1.82,0.51,3.17,6.23,4.76,8.56,15.58,14.45,14.35,16.10
301037,保立佳,0.69,7.94,20.09,19.11,14.34,66.99,66.52,72.42,74.86,73.77
300583,赛托生物,2.47,2.19,-10.31,3.04,7.16,40.89,41.68,40.47,36.84,30.10
908,景峰医药,-52.93,-39.18,-101.39,-43.45,7.67,85.37,81.71,76.28,55.45,45.25
600613,神奇制药,2.07,3.01,-17.87,3.25,4.22,29.81,24.02,24.86,25.16,16.88
900904,神奇B股,2.07,3.01,-17.87,3.25,4.22,29.81,24.02,24.86,25.16,16.88
